cible,item,ordinal,erreur_M0,erreur_M1,erreur_M2,erreur_M3,erreur_M4,erreur_M5
tau,prayer,False,4.176544666290283,6.798582549263061,3.7139046443559307,4.651673746109009,4.084267557004377,3.7577489043181798
tau,courts,True,4.109690475463867,4.723443022281225,4.718714852821442,2.5183323860168456,2.227260954658937,3.2629048617380976
tau,discaffw,True,4.194068574905396,20.351926037667987,3.6835708457823833,3.8178097724914553,3.5681850462666183,4.835626273459576
tau,discaffm,True,4.378991365432739,26.586188237506992,4.40482649546929,4.203844976425171,4.1312138421050895,5.590310360170095
tau,fehire,True,3.9247053146362303,22.377583869698697,3.8371172979033368,3.3965811729431152,3.2546470620848473,5.151156958451508
tau,fechld,True,3.577334690093994,17.2518320525022,3.039842138792815,3.219250440597534,2.8003905560933022,3.9742731346274325
tau,fepresch,True,2.8293965816497804,13.950529268608111,3.648888091019079,3.0472901821136475,3.4562045349084145,3.640935660308261
tau,fefam,True,3.4257678031921386,13.65067890550651,2.776276942098562,2.968088388442993,2.507923665212043,4.105201289338885
tau,fepol,False,3.817556381225586,13.95206597610544,3.010109787835574,2.4359540939331055,2.4121506790250775,3.0538893006882577
tau,wrkstat,False,5.647981834411621,6.547919855088145,4.45485961533471,3.506496810913086,3.223361868680798,2.541749990211343
tau,evwork,False,3.142060327529907,26.925805478319756,2.110296394642989,1.6157559871673584,1.7436662816833306,1.794213364394773
tau,partfull,False,4.660135936737061,13.453964115437822,3.9009106754319083,3.1824507236480715,2.5401240574003285,2.8596760795839637
tau,conarmy,True,3.9121214389801025,8.076565684420869,3.2157691526333516,3.3130946159362793,2.386629112289307,3.24855011993984
tau,conbus,True,2.8818902015686034,6.136421760918671,2.5474098718978038,2.798371982574463,2.366909380851543,3.2014964265643426
tau,conclerg,True,4.352358818054199,6.485875541383104,3.0591980240810197,3.8254307746887206,2.782035152811196,3.622766026910746
tau,coneduc,True,3.0646963596343992,9.422974605250385,3.1377966529021943,2.848320817947388,3.0101545126818428,3.965194363863963
tau,confed,True,3.862834644317627,21.108839766539823,5.415432946482864,3.4885446071624755,4.768125783702532,3.442384727046175
tau,confinan,True,2.55039381980896,15.914671790880183,2.986302082185978,2.5705427646636965,3.1927809268158707,4.077218210472251
tau,conjudge,True,3.213451290130615,11.930188363683357,2.842346027154651,3.0097939014434814,2.6722561674990692,3.9836607735112026
tau,conlabor,True,2.6727974891662596,7.100558238161042,2.698727625043632,2.8386415958404543,2.800086472893427,3.6394519518006527
tau,conlegis,True,3.8671968460083006,9.148433635824022,3.570312271083418,2.9724354267120363,3.13151897898742,4.1400205432244075
tau,conmedic,True,3.319752073287964,12.425427178672228,3.0013804312567904,3.05950665473938,2.9121728040868855,3.7991180851774393
tau,conpress,True,4.520297241210938,9.633425623398171,4.086458115046982,4.416460466384888,3.938460562912595,3.668290847202517
tau,consci,True,3.1579890727996824,6.503847060976545,2.472894974071754,2.9851237773895263,2.4706026720784466,3.7124046613585278
tau,contv,True,3.530037260055542,9.251695929860695,2.686795708309691,3.244391679763794,2.723972298472812,3.775006830467368
tau,joblose,False,5.138661575317383,12.565100537546636,4.400589034006151,4.660175037384033,4.12129269270065,4.932165917843436
tau,jobfind,False,5.344303321838379,13.386166959475236,4.920245344340662,4.164329624176025,3.732961349200268,5.144441748172189
tau,happy,True,2.2754588603973387,10.002159511873511,2.7812800972969685,2.2058935165405273,2.52457154630616,2.7560806994168265
tau,hapmar,False,4.3541588306427,4.195946489665951,3.518398780308533,4.125206470489502,3.4594232996720775,4.616359495361467
tau,satjob,False,5.893136501312256,11.947556126416828,4.722123705010079,4.406926822662354,3.7261420446270987,3.9049392186678373
tau,spdeg*,False,3.6997288703918456,15.614842741108635,3.2860415477676326,3.5260626792907717,3.1549632122012037,3.9490645842135046
tau,unemp,False,4.267728424072265,9.274770710080634,3.1462744837184182,3.22222843170166,2.4616003521676513,3.133541238532876
tau,spkath/y,False,4.2004396438598635,15.531463962175607,3.1360385554746713,1.9384992599487305,1.6292588661264857,2.6792343382565478
tau,colath,False,4.335065698623657,8.20469469930243,3.6246115222116564,3.0501224517822267,2.8078338296852827,3.529383932869389
tau,spkrac/y,False,4.227858400344848,4.545425403598715,3.126359796249335,3.0538652896881104,2.513312660311384,3.528836477027749
tau,colrac,False,3.1356857776641847,2.861950525519494,3.080271248665771,3.0059216976165772,3.0263934241891453,3.909742650445902
tau,librac/y,False,4.371512794494629,6.500861156950551,3.069817533274734,3.289529895782471,2.515958561789529,3.259767687095786
tau,spkcom/y,False,5.481083393096924,13.923783342737867,3.980158355196899,3.8009519577026367,2.745091094893098,3.1178785962878535
tau,colcom/y,False,4.152994918823242,3.7643505013269,3.7535853162986115,3.158262538909912,3.086108004485599,3.7532448606671034
tau,libcom/y,False,4.942508792877197,11.844114001236665,3.6402747059299814,3.206227922439575,2.393897328586781,3.0877265921178854
tau,spkhomo/y,False,3.9554226875305174,21.05148040568009,3.0097919124316026,2.295641231536865,1.792876340174454,2.3966826873005562
tau,colhomo,False,3.5839462757110594,20.88664294678165,2.940499056729913,1.78672194480896,1.5384560611878437,2.2191398575620833
tau,libhomo/y,False,3.518045520782471,15.88155156795788,3.003782440970321,1.819210982322693,2.0361653971641305,2.5582764859469433
tau,cappun,False,2.92043137550354,13.3910860699873,2.836997381875496,2.7657024383544924,2.15819720438932,2.5164196338293685
tau,polhitok/y,False,3.763430643081665,11.65774934943732,3.4808329875076973,2.8966439247131346,2.874294513613942,2.972471708621619
tau,polabuse/y,False,2.953715133666992,20.721908822094164,2.680328854477731,1.9114967107772827,1.888777106416219,2.6095077811547043
tau,polattak/y,False,2.5874334812164306,17.795462431042495,2.6777317388995057,1.7009114742279052,2.1219002675425935,2.5086899721397544
tau,grass,False,3.063323450088501,12.715244419146288,3.0023692782134814,3.1802489280700685,3.1052032130827105,3.148573384195004
tau,gunlaw,False,3.7188132762908936,11.25199361381745,3.108199839676229,2.9740538597106934,2.4732932224654625,3.1201524860454057
tau,owngun,False,2.912606430053711,18.37631677406094,2.3899220528843834,2.902068042755127,2.360341395496606,3.1296070989572775
tau,class,True,4.460278558731079,3.53244761347847,3.475638528096224,3.9893667221069338,3.2409419709337506,3.083892980611549
tau,satfin,True,3.170463705062866,11.934833099312709,2.2040515383706407,3.030516576766968,2.2489832946627875,3.1066269064849275
tau,finalter,True,2.950727367401123,21.169981892659184,2.567075420453461,2.8909841060638426,2.433580770760474,2.960693114658572
tau,finrela,True,3.245612049102783,12.324185559490148,2.832083081936848,3.243980073928833,2.911862643002601,3.4362986006826723
tau,racdif1,False,3.5801100730895996,6.892672050036808,2.8434542639769114,3.233322763442993,2.264045992538842,3.5557773913977284
tau,racdif2,False,3.4595030784606933,22.734630577463825,2.8085015244776472,1.9757756471633912,1.7268671681153882,1.897180881140367
tau,racdif3,False,3.5198999404907227,4.337700965734924,3.122325331393492,4.081625175476074,3.5805266058996787,3.679200705042425
tau,racdif4,False,4.331119871139526,4.626524958687062,3.8527770262746515,3.8654473781585694,3.51399848936912,3.592320742697086
tau,wlthwhts,True,3.555012083053589,21.692355025229155,3.376324403198707,2.762062692642212,2.8940720768239694,3.70274249355056
tau,wlthblks,True,3.2725831031799317,26.065080217715792,3.802827453192575,2.90374870300293,3.4285225489098003,3.8278881192034317
tau,racwork,False,5.1571393489837645,10.558277649883513,4.451413046600488,4.673554515838623,4.243697100572018,5.508547615491878
tau,getahead,True,3.1635319709777834,6.081964567117225,4.271243809554197,2.678582525253296,2.916716961364266,3.0235370348084647
tau,aged,True,3.429651165008545,12.269656591157906,4.1379204275647155,2.9170619010925294,3.374666760524262,4.0227593475917605
tau,parsol,True,5.062742424011231,19.3570871578627,3.800276083935997,4.981545734405517,3.9266540441837456,4.126885720019071
tau,kidssol,False,3.7570372581481934,24.87317194404388,2.924579382994228,3.927833890914917,3.212675415674468,3.255668006753022
tau,spanking,True,4.279163789749146,13.38610371019401,3.5442488059677713,4.404041910171509,3.603781680232559,4.297613654946381
tau,divlaw,True,3.483815050125122,5.247379174665612,4.078977586713012,3.291684627532959,2.9813216173806505,4.3220856446486255
tau,sexeduc,False,3.0489923000335692,24.535926063275234,3.4187089894553253,1.9207847356796264,2.304821707470832,2.019230494184314
tau,pillok,True,3.2941643714904787,22.5122596213833,3.622520821841365,3.2731065273284914,3.425913946557247,4.301964013019254
tau,xmarsex,True,5.564622497558593,8.470858586446848,6.474383116520708,2.5934080600738527,2.858115055460883,3.115767885603995
tau,homosex,True,3.351900815963745,7.347109195351285,2.9199716469026837,3.2871987342834474,2.6442371445144772,3.5181158893513227
tau,discaff,True,4.688680601119995,12.444134548927755,3.715003341189027,4.106060934066773,3.3703038335060795,4.437858027332235
tau,abdefect,False,4.295727062225342,18.819703065168977,2.9286416441223957,3.355290985107422,2.2893882386898237,2.766228856230682
tau,abnomore,False,3.5171151161193848,13.287314698325806,2.2768182072912997,3.4948171615600585,2.443593612136158,2.470253705078701
tau,abhlth,False,3.0708229541778564,22.839729135835743,2.9842314887065324,2.1394427537918093,2.2618460627018484,2.1304772563700403
tau,abpoor,False,3.6387476921081543,13.16027735128797,2.5451881819338817,3.627349328994751,2.6114820572278785,2.942888907666476
tau,abrape,False,3.4679341316223145,20.02301954227878,2.5820504188207396,2.347646689414978,1.6363924240801258,2.574483045542015
tau,absingle,False,3.598606538772583,13.755734241178242,2.499696986649604,3.7265082359313966,2.6824564916427596,2.6325943371035017
tau,abany,False,2.9789297580718994,13.014679252820988,2.5548882742200107,2.9928460121154785,2.4377068969692415,2.7726606800871076
tau,letdie1,False,3.5558532238006593,11.896778072090118,2.9298487678331524,3.2392430782318113,2.7641743406550274,3.264584619085533
tau,suicide1,False,3.240608549118042,12.877331955872284,2.506061899998876,3.039294719696045,2.447067411948169,3.0954399216849846
tau,suicide2,False,3.093243217468262,18.878202745094285,4.13548336743733,2.045429992675781,2.8058674187159744,2.762792177020379
tau,suicide3,False,3.479890727996826,19.19651867033255,4.3923598424414685,2.216147303581238,2.8238521123756946,2.8937304901626875
tau,suicide4,False,2.6809776782989503,15.378019745789278,3.5608100590735274,1.880595326423645,2.1984702635901057,3.2382164793194463
tau,pornlaw,False,3.6020512104034426,7.584965279966902,3.751644944392596,2.792366075515747,2.7240735062651833,3.0815062864771425
tau,fair,True,4.695614624023437,3.371975555362546,3.800882933277843,3.9361652374267577,3.323693398760013,3.969577584176694
tau,helpful,True,3.2849519729614256,3.8338513180145632,2.964974172304699,2.6007540702819822,2.6686975750399973,3.7510840865800965
tau,trust,True,3.4383058071136476,5.329689780449661,3.9607935614390355,3.2633173942565916,3.1735115296775462,3.317491236272848
tau,tax,True,2.04258508682251,2.757628711927242,1.9773666717520917,2.303162860870361,1.9739218981778677,2.8375885297667307
tau,news,True,6.040693759918213,18.94621570498926,4.921479708620794,4.121232032775879,3.5368701599031795,3.793248612025999
tau,attend,True,4.185247945785522,28.32361051906875,3.071741547631187,3.9862215995788572,3.07037504860896,3.368653121084537
tau,pray,True,4.621387147903443,14.982638165691322,3.47456559062111,3.857689952850342,2.9003149673005812,3.3780795403246606
tau,postlife,False,2.4964684009552003,21.078409892152738,2.2961226174928484,2.3727367401123045,1.6875139174405747,1.7429612555593814
tau,bible,True,4.060203790664673,4.406816068031136,3.115233764612153,3.9594862937927244,3.16882828301879,3.0773706292206384
tau,reborn,False,2.5162243366241457,17.437797461760162,1.6633160084000878,2.3898465633392334,1.6553846446878864,2.020230103438755
tau,savesoul,False,2.6809980869293213,15.557866581375539,1.939618278807592,2.4999269962310793,1.8407170423220052,2.256578143137806
tau,income,True,8.57376070022583,7.927983226763208,6.93862106605432,2.844018507003784,1.8023099339564272,2.847487489232477
tau,health,True,4.50340051651001,9.11079297680428,3.3307004369970405,4.473336935043335,3.5080568858722274,3.941206568591999
tau,xmovie,False,4.745879077911377,14.397526000525257,4.170696847216332,2.812740707397461,2.6599409004414807,2.758899004954212
tau,life,True,4.172508382797242,2.805625977783757,2.930596439015752,4.0848228454589846,3.0609086744227754,3.2219305434316956
tau,richwork,False,3.718168783187866,6.995769052041787,4.434041367509674,3.5319124698638915,4.095317582977968,4.065928679577848
pi,natspac/y,True,2.457769012451172,4.5685120812580156,2.405955129841079,3.8061699867248535,3.396738897362993,3.3715871879233505
pi,natenvir/y,True,4.653571224212646,5.399273533072145,4.665943715990069,8.032092475891114,7.9967316680207094,6.083626677002642
pi,natheal/y,True,3.973428821563721,5.039189127636567,4.011451971145608,6.467308139801025,6.081962636268186,4.912791230093758
pi,natcity/y,True,3.3569289207458497,3.4176662630801027,3.3201181292315547,4.734242916107178,4.836710205800855,4.3404253481177095
pi,natdrug/y,True,3.5646010398864747,3.4869606110881017,3.7237216240414304,3.625490188598633,3.43803461464859,4.33212208030921
pi,nateduc/y,True,2.2712200403213503,4.560371104993727,2.3070054700022156,3.955540180206299,3.8466150366501624,2.772337898776287
pi,natrace/y,True,2.566164493560791,3.460352449259055,2.584499009437065,4.06584358215332,4.160971755372357,4.074746503882262
pi,natarms/y,True,3.8841766357421874,4.405368530088749,4.039398344183567,5.749065971374511,5.955121184002818,4.205435866693843
pi,nataid/y,True,3.234876871109009,3.9324198228628915,3.2949758442289188,3.59310839176178,3.527237185872361,4.228625546878581
pi,natfare/y,True,3.032964658737183,2.9713874352571508,2.9833993963756487,3.401095485687256,3.4265009430506255,3.807963977529193
pi,natroad,True,4.4077812194824215,4.476181913600875,4.500997153685516,7.328016662597657,6.837933405256422,4.457866903984884
pi,natsoc,True,3.5419146537780763,3.575943793941468,3.57240621035953,6.2133478164672855,5.66867901518015,4.538613958452951
pi,natmass,True,3.4131550788879395,3.9496532830513447,3.474970520245568,6.350997447967529,6.83382341650794,4.720236969264024
pi,natpark,True,3.7967700004577636,4.746207330591337,3.8017675215690345,4.1568690776824955,4.169277264101927,5.009725837981146
pi,natchld,True,3.0534249782562255,3.151033095101066,3.038430364476614,4.9767204284667965,4.704540195114506,5.136572722879609
pi,natsci,True,5.2091882705688475,4.5790322087055255,5.108751796011228,6.640478324890137,6.929567573218257,5.461154893710375
pi,uswary,False,6.263279151916504,5.719075865063744,6.339727755569032,6.503290843963623,6.260556058144779,8.411880393515293
pi,prayer,False,4.974338340759277,6.444268557891324,4.950770497876743,9.281548309326173,9.571494007447669,5.9864690019749345
pi,courts,True,3.8016069412231444,3.703160714595113,3.8338169332296275,3.080797529220581,3.4748786873735966,3.5969280813732802
pi,discaffw,True,5.077115869522094,4.441724053546123,5.19691068760117,4.2418187141418455,4.37249138906376,6.594543345827373
pi,discaffm,True,4.6919670581817625,4.9158993659305334,4.687861888151841,3.943720579147339,3.8044275877777474,5.787196157157066
pi,fehire,True,4.033924245834351,3.9821680095175855,4.050001170809557,3.2750996589660644,3.106475776302495,5.898439842872916
pi,fechld,True,3.3462016105651857,3.592593584483319,3.4506390984704667,4.195935583114624,4.139505356341284,3.957804796757067
pi,fepresch,True,3.6004586696624754,3.1813233566401875,3.634338049091128,3.695918893814087,4.048432949735888,4.272085859678244
pi,fefam,True,3.3064981937408446,3.6132935852419394,3.3727221685474205,3.4657204151153564,3.5459189079680753,4.349569262723983
pi,fepol,False,3.62068886756897,3.5016973578618695,3.5533431903624235,4.092862892150879,4.066135985242818,4.9326366059745865
pi,wrkstat,False,3.705441617965698,4.21797454552379,3.9114147044071075,6.008643054962159,5.8896919586674965,2.2273288657080452
pi,evwork,False,3.154936957359314,2.9644632611880333,2.9502563104443866,2.2131175994873047,2.044910181932967,3.2696745288472213
pi,partfull,False,5.933761405944824,6.761167277982468,5.70953455391935,6.455418968200684,6.2848671505587275,4.378918242151644
pi,conarmy,True,2.7797608375549316,3.5479915484061246,2.8468570241138473,2.7346749782562254,2.8549311131006903,3.5414664057796257
pi,conbus,True,3.363042688369751,3.395370748285697,3.3346145860603587,3.571151304244995,3.652614166228895,3.7223328432806255
pi,conclerg,True,3.359349250793457,3.1019237594790963,3.336582697720755,3.688713264465332,3.553368634685394,3.7757733969002807
pi,coneduc,True,4.306786155700683,4.2798188074085495,4.277096053846618,3.8663345336914063,3.7524862435767723,5.588365554910874
pi,confed,True,5.659764289855957,5.217350260485514,5.55463765794161,5.57175760269165,5.53152695461654,5.965497127786238
pi,confinan,True,4.126827430725098,8.078132497126289,4.0962754138758415,5.4007039070129395,5.091256930740785,4.2348332978152445
pi,conjudge,True,5.068834495544434,5.636669592752857,4.985134114644887,3.4727813243865966,3.9050540885796123,5.140375756445991
pi,conlabor,True,4.2641754150390625,3.9423103000064144,4.0850218963839415,5.336759471893311,5.14830471356191,4.81265282837221
pi,conlegis,True,4.289785146713257,6.395055355956181,4.256330881486765,4.939522123336792,4.677695836522882,5.733264873008121
pi,conmedic,True,2.801381826400757,2.5697796436111178,2.852278667441728,2.6101306438446046,2.542716420209632,4.0090841846646
pi,conpress,True,4.618751049041748,5.9092256947335216,4.640734601264368,5.024291610717773,5.201690345246071,5.242578556558003
pi,consci,True,4.176093435287475,3.944085886591408,4.145555012731257,5.992534923553467,6.616647413211697,4.475288133504361
pi,contv,True,3.6256179332733156,3.7512073589853387,3.684349593362691,2.154722309112549,2.292739505634388,4.696189550046634
pi,joblose,False,6.438787174224854,6.1626159155942,6.429353622372323,5.088786029815674,5.093840792904063,9.18446772368126
pi,jobfind,False,4.289316654205322,9.54367204444976,4.281709384749149,4.181857252120972,4.111019156227435,5.957090658473509
pi,happy,True,3.481861114501953,3.203398272802693,3.6106239373713622,2.8762766838073732,2.881474740780893,3.9779176484231114
pi,hapmar,False,5.146238231658936,5.1186028253100995,5.125598285265962,4.813219261169434,4.978264200845083,6.142555393516147
pi,satjob,False,3.755377101898193,4.904429110846864,3.744429402597909,3.7351237297058106,3.868588878702026,4.413415309382371
pi,spdeg*,False,2.429685878753662,4.140286018680753,2.405576964976634,2.1641422271728517,2.372983913148905,2.8675720637683018
pi,unemp,False,3.4110026359558105,3.822739092984314,3.5200763339338033,7.454162216186523,7.290396547744919,4.668242671306073
pi,spkath/y,False,3.557151174545288,3.283965129949108,3.3899777897811796,4.738634014129639,4.399758178624985,4.455318588869309
pi,colath,False,4.2002284049987795,3.691088058876661,4.0359518094700135,7.7545350074768065,7.389761824062904,5.4851375049820446
pi,spkrac/y,False,4.890274095535278,4.533536645482831,4.785543852672305,4.452880191802978,4.186680330194065,5.279936024067434
pi,colrac,False,5.348702144622803,4.832618804884797,5.148474012299161,3.849286699295044,3.715264217841508,6.059139679261206
pi,librac/y,False,4.414716625213623,4.795324332862079,4.398721993137817,5.1307299613952635,4.746066179217033,5.9706237181975785
pi,spkcom/y,False,2.981622743606567,2.6720398930455356,2.9537553316708007,5.09069938659668,4.574837993021275,3.9678239688987693
pi,colcom/y,False,2.6982912540435793,6.373586245449265,2.9403442054748092,2.3406343936920164,2.1360919630175834,2.419647433172982
pi,libcom/y,False,3.772964334487915,3.95618502943138,3.6017897994624724,5.985229110717773,5.561540957186095,4.446251368706618
pi,spkhomo/y,False,2.94339861869812,2.9028269582198996,3.0081167912269917,3.4782117366790772,3.0411469934897752,3.412381527263823
pi,colhomo,False,2.2183050870895387,2.2500080350297695,2.307483451353678,3.712800979614258,3.3171743837335073,3.0995551951167672
pi,libhomo/y,False,3.0734402656555178,3.0563287246899735,2.989385040875939,5.16851577758789,4.826548142449793,4.6915597150753365
pi,cappun,False,3.0101857662200926,3.385209526663183,2.941898851185105,5.303178691864014,5.280769251936489,3.8097585677762127
pi,polhitok/y,False,4.271540307998658,5.600440901426974,4.294832276542615,5.408187675476074,5.53945682034239,5.505441211709831
pi,polabuse/y,False,2.6258300304412843,4.312383134838169,2.667913331384457,2.695051097869873,2.7995247740413474,3.7446711927869116
pi,polattak/y,False,3.104866933822632,4.298950483355698,3.204684420384394,3.134627676010132,3.3375107842409664,4.162309375839145
pi,grass,False,4.520313262939453,7.247131290107658,4.382726454255243,6.563063240051269,6.547521486595412,4.7701293023837135
pi,gunlaw,False,3.8777106761932374,3.5639332485362636,3.840188878937441,5.88716402053833,5.899563089715234,5.231261298978454
pi,owngun,False,3.289760446548462,3.421200337065433,3.2218155117661644,3.583016777038574,3.53449550693423,4.012011211273557
pi,class,True,2.4381684064865112,2.8524113887752334,2.5523041733277454,7.098513603210449,6.603306719153162,4.073363022469004
pi,satfin,True,3.195960855484009,5.169118668067635,3.2428476795048033,4.986253309249878,4.946344729594078,3.564068734814536
pi,finalter,True,3.4865392684936523,3.289573014562334,3.6169801782603495,4.764672803878784,4.873545604989632,4.3236187877736985
pi,finrela,True,2.638161563873291,4.336991806311515,2.6118008680051394,3.119765043258667,3.31687097683713,3.3298117117895165
pi,racdif1,False,4.829864835739135,4.11597143429607,4.674588237490734,7.526861572265625,7.793641962107364,5.686001563699966
pi,racdif2,False,2.0176773071289062,3.776714913220764,2.041484948159572,3.294945812225342,2.895456886815174,2.735738563213695
pi,racdif3,False,4.969942474365235,4.305140310587957,4.879801923796554,8.956363487243653,9.325039714856972,6.42195640771493
pi,racdif4,False,4.239245176315308,3.922662734992387,4.135151857646952,7.492763900756836,7.369744321012507,5.193734997612227
pi,wlthwhts,True,3.5129387855529783,5.131350152482193,3.519010982620182,3.3961932182312013,3.5045221713061587,4.8713433121354015
pi,wlthblks,True,4.4256932735443115,4.8792171436636735,4.484864961776571,4.800207662582397,5.05394211979109,5.921582855803989
pi,racwork,False,4.607964897155762,5.201229635066673,4.576565596328656,4.941742610931397,5.404254206162582,6.113976460159569
pi,getahead,True,2.925668716430664,3.162395081572313,3.022259249814249,2.979137134552002,3.3577658061760487,4.321579216545761
pi,aged,True,3.4798343181610107,3.3256375752644893,3.356913327466425,3.2306206226348877,3.3970786706768763,4.861837806979652
pi,parsol,True,3.7438698291778563,3.1082854240483395,3.684349766242009,2.9109888076782227,3.048440722521512,4.883589085050911
pi,kidssol,False,2.576329803466797,2.6099023446080687,2.5836199902669503,3.3309543132781982,3.0276144211675775,3.511305086286563
pi,spanking,True,3.960176706314087,3.9050585922453633,4.007195417158888,4.024354600906372,4.019865350904106,5.414480950011748
pi,divlaw,True,4.06846342086792,7.188180217735538,4.229347767366796,3.5472676277160646,4.002104981065758,5.023893009457083
pi,sexeduc,False,2.8839475870132447,4.513013243624633,2.8698476514050517,3.869624900817871,4.02076816031915,3.3503118816035338
pi,pillok,True,4.423546552658081,3.9492082081169073,4.385666850417326,3.345039224624634,3.312094552575595,5.707622367700961
pi,xmarsex,True,3.104715347290039,3.1037907006494114,2.985655529933787,5.505802631378174,5.275349401715611,4.576054709184904
pi,homosex,True,2.4708994150161745,2.4373143970366806,2.4929102602677107,4.1707234382629395,3.922614579490914,3.5734429765914406
pi,discaff,True,4.231663846969605,4.14414030355506,4.208082449229656,7.01398811340332,6.801608933231167,5.975594788984898
pi,abdefect,False,3.723642444610596,5.531340173493065,3.6789558779486775,5.127870845794678,5.169721588850415,4.369762681242237
pi,abnomore,False,3.796889400482178,3.9440890312858725,3.6772267576245286,6.523019886016845,6.317549924159051,4.934283593706242
pi,abhlth,False,2.5398056507110596,3.5875168912071764,2.501614808690802,3.0107332706451415,3.3254252212187025,3.239811450193236
pi,abpoor,False,3.347129964828491,2.9969980637111577,3.373121039917302,6.573977375030518,6.3905143797365875,4.691661133477387
pi,abrape,False,2.701866340637207,4.729766811216974,2.7223376890928868,4.066105127334595,4.104532577832623,3.6766515609002517
pi,absingle,False,3.376761960983276,4.508100419247226,3.2783937280054376,5.5227655410766605,5.321197697694106,4.507185831086842
pi,abany,False,4.3055895328521725,5.1921424404142655,4.244766444728299,7.015173244476318,6.918806933621449,5.166892586949315
pi,letdie1,False,4.323368549346924,6.1162527872250445,4.41267875602974,4.810744762420654,4.796586406748679,6.044017803970244
pi,suicide1,False,3.026954412460327,2.955552398989581,3.0818521937191674,5.646899795532226,6.009330613431531,4.79720635699003
pi,suicide2,False,3.01791090965271,2.9541803328790137,3.0541992964711646,3.9374404907226563,3.7437173665584664,4.6496472138958325
pi,suicide3,False,2.6054744482040406,2.761099723247377,2.646751124664074,3.721730184555054,3.5712757046882606,3.9344528317199066
pi,suicide4,False,3.520910930633545,2.8448491954173507,3.5379197251669092,4.9569899559021,4.724275119861628,4.820589525494119
pi,pornlaw,False,3.0831809759140016,4.197413377601647,3.0659932115517483,4.855418729782104,4.642848103797841,4.064069087783386
pi,fair,True,3.2853429317474365,2.970146044747557,3.231226432488273,3.4557339191436767,3.2182079756420605,3.957757278052938
pi,helpful,True,4.220926094055176,5.303614782938721,4.167412117426048,6.74431791305542,6.289503678498567,4.545826758922271
pi,trust,True,3.5303133487701417,3.141487354352779,3.370403797244779,4.2219335556030275,3.7479203686296123,4.329706509044161
pi,tax,True,4.775969219207764,5.011394249128526,4.912655069116064,5.2243856430053714,4.833436711489172,4.925640040992522
pi,news,True,2.8968193531036377,4.533105700531905,2.9381841689441686,3.155030870437622,3.567837981553159,3.489107837457702
pi,attend,True,2.7457451820373535,2.807414732816048,2.8167779632118366,2.002207541465759,2.013404597288522,3.06886086721887
pi,pray,True,2.4238752126693726,3.129959660774177,2.4805262463590814,2.3346580028533936,2.2477165323631665,3.128188816018684
pi,postlife,False,2.681463432312012,4.232580897713105,2.814687919537421,4.466204643249512,4.365210674106702,2.7823240290567157
pi,bible,True,2.673250913619995,3.2588356057552246,2.5992938146265607,3.824093532562256,3.5547466157508247,2.9155693199274673
pi,reborn,False,2.2182489156723024,2.4258084795430834,2.2745591071858575,4.5477313041687015,4.930135035672382,2.782924595593439
pi,savesoul,False,2.3122182846069337,4.429171452409818,2.417897943797065,4.094695949554444,4.002138506549953,3.1158624367438907
pi,income,True,2.730516290664673,3.2773325215392055,2.511890110631219,3.1863977909088135,2.7043973680102504,2.0557200995609475
