perimetre,axe,niveau,condition,personnes,taux_rares,ic_bas,ic_haut
1052,age,45 - 54,agents enquete,208,0.036590,0.032923,0.040344
1052,age,55 - 64,agents enquete,226,0.039110,0.035160,0.043119
1052,age,65 - 74,agents enquete,142,0.039654,0.034228,0.046159
1052,age,75 or more,agents enquete,30,0.036242,0.025726,0.049102
1052,age,18 - 24,agents demographiques (v6),116,0.015737,0.013824,0.017638
1052,age,25 - 34,agents demographiques (v6),146,0.013699,0.012110,0.015313
1052,age,35 - 44,agents demographiques (v6),184,0.016268,0.014590,0.017991
1052,age,45 - 54,agents demographiques (v6),208,0.017230,0.015524,0.018964
1052,age,55 - 64,agents demographiques (v6),226,0.017877,0.016200,0.019632
1052,age,65 - 74,agents demographiques (v6),142,0.017487,0.015446,0.019524
1052,age,75 or more,agents demographiques (v6),30,0.013199,0.009551,0.017373
1052,age,18 - 24,agents v7,116,0.024936,0.021242,0.029288
1052,age,25 - 34,agents v7,146,0.020916,0.017459,0.024967
1052,age,35 - 44,agents v7,184,0.017070,0.014918,0.019345
1052,age,45 - 54,agents v7,208,0.018747,0.016201,0.021443
1052,age,55 - 64,agents v7,226,0.015650,0.013823,0.017786
1052,age,65 - 74,agents v7,142,0.017960,0.014849,0.021728
1052,age,75 or more,agents v7,30,0.021700,0.015310,0.029685
1052,age,18 - 24,agents v8,116,0.041946,0.036287,0.047795
1052,age,25 - 34,agents v8,146,0.034752,0.028730,0.041006
1052,age,35 - 44,agents v8,184,0.040050,0.034122,0.046177
1052,age,45 - 54,agents v8,208,0.042075,0.036229,0.047908
1052,age,55 - 64,agents v8,226,0.043981,0.038852,0.049616
1052,age,65 - 74,agents v8,142,0.048445,0.040964,0.056753
1052,age,75 or more,agents v8,30,0.049217,0.031583,0.068922
1052,age,18 - 24,B0 mode,116,0.000000,0.000000,0.000000
1052,age,25 - 34,B0 mode,146,0.000000,0.000000,0.000000
1052,age,35 - 44,B0 mode,184,0.000000,0.000000,0.000000
1052,age,45 - 54,B0 mode,208,0.000000,0.000000,0.000000
1052,age,55 - 64,B0 mode,226,0.000000,0.000000,0.000000
1052,age,65 - 74,B0 mode,142,0.000000,0.000000,0.000000
1052,age,75 or more,B0 mode,30,0.000000,0.000000,0.000000
1052,age,18 - 24,B0 tirage,116,0.035177,0.032805,0.037515
1052,age,25 - 34,B0 tirage,146,0.035901,0.033507,0.038269
1052,age,35 - 44,B0 tirage,184,0.036037,0.034039,0.038181
1052,age,45 - 54,B0 tirage,208,0.036945,0.034986,0.038887
1052,age,55 - 64,B0 tirage,226,0.035695,0.033880,0.037357
1052,age,65 - 74,B0 tirage,142,0.037527,0.035162,0.039954
1052,age,75 or more,B0 tirage,30,0.040492,0.035666,0.045432
1052,age,18 - 24,B1 argmax,116,0.015969,0.014117,0.017877
1052,age,25 - 34,B1 argmax,146,0.009791,0.007957,0.011661
1052,age,35 - 44,B1 argmax,184,0.008681,0.007186,0.010190
1052,age,45 - 54,B1 argmax,208,0.009260,0.007894,0.010760
1052,age,55 - 64,B1 argmax,226,0.008107,0.006949,0.009291
1052,age,65 - 74,B1 argmax,142,0.007846,0.006176,0.009767
1052,age,75 or more,B1 argmax,30,0.009620,0.005716,0.014382
1052,age,18 - 24,B2 argmax,116,0.002719,0.002019,0.003443
1052,age,25 - 34,B2 argmax,146,0.003080,0.001940,0.004355
1052,age,35 - 44,B2 argmax,184,0.002189,0.001562,0.002838
1052,age,45 - 54,B2 argmax,208,0.002097,0.001462,0.002905
1052,age,55 - 64,B2 argmax,226,0.002970,0.002033,0.004064
1052,age,65 - 74,B2 argmax,142,0.003119,0.002191,0.004241
1052,age,75 or more,B2 argmax,30,0.002685,0.000671,0.005202
1052,age,18 - 24,B3 foret,116,0.005207,0.004418,0.006057
1052,age,25 - 34,B3 foret,146,0.001057,0.000639,0.001562
1052,age,35 - 44,B3 foret,184,0.000985,0.000596,0.001433
1052,age,45 - 54,B3 foret,208,0.000839,0.000477,0.001226
1052,age,55 - 64,B3 foret,226,0.000802,0.000482,0.001158
1052,age,65 - 74,B3 foret,142,0.000567,0.000247,0.000915
1052,age,75 or more,B3 foret,30,0.000447,0.000000,0.001157
1052,age,18 - 24,humains vague 2,116,0.042236,0.037652,0.047744
1052,age,25 - 34,humains vague 2,146,0.042613,0.037316,0.048826
1052,age,35 - 44,humains vague 2,184,0.040925,0.037387,0.044549
1052,age,45 - 54,humains vague 2,208,0.038332,0.034959,0.042005
1052,age,55 - 64,humains vague 2,226,0.033438,0.030525,0.036391
1052,age,65 - 74,humains vague 2,142,0.030816,0.027465,0.034309
1052,age,75 or more,humains vague 2,30,0.034452,0.028234,0.041612
1052,education,associate/junior college,"reel, vague 1",185,0.036750,0.033557,0.040128
1052,education,bachelor's,"reel, vague 1",283,0.036118,0.033392,0.039018
1052,education,graduate,"reel, vague 1",151,0.039113,0.035053,0.043427
1052,education,high school,"reel, vague 1",409,0.035149,0.033046,0.037309
1052,education,less than high school,"reel, vague 1",24,0.042226,0.036353,0.049362
1052,education,associate/junior college,agents composite,185,0.032940,0.029202,0.037113
1052,education,bachelor's,agents composite,283,0.033794,0.030642,0.037160
1052,education,graduate,agents composite,151,0.034179,0.029870,0.038704
1052,education,high school,agents composite,409,0.035526,0.032629,0.038299
1052,education,less than high school,agents composite,24,0.042785,0.033202,0.053272
1052,education,associate/junior college,agents entretien (v3),185,0.035371,0.031478,0.039497
1052,education,bachelor's,agents entretien (v3),283,0.037778,0.034266,0.041418
1052,education,graduate,agents entretien (v3),151,0.034846,0.030583,0.039514
1052,education,high school,agents entretien (v3),409,0.037545,0.034785,0.040284
1052,education,less than high school,agents entretien (v3),24,0.046980,0.037248,0.057626
1052,education,associate/junior college,agents enquete,185,0.037403,0.033443,0.041929
1052,education,bachelor's,agents enquete,283,0.034719,0.031519,0.038193
1052,education,graduate,agents enquete,151,0.035779,0.031145,0.040512
1052,education,high school,agents enquete,409,0.035953,0.033349,0.038641
1052,education,less than high school,agents enquete,24,0.041667,0.034072,0.050481
1052,education,associate/junior college,agents demographiques (v6),185,0.016506,0.014757,0.018374
1052,education,bachelor's,agents demographiques (v6),283,0.013802,0.012503,0.015124
1052,education,graduate,agents demographiques (v6),151,0.018979,0.016962,0.020875
1052,education,high school,agents demographiques (v6),409,0.017000,0.015857,0.018116
1052,education,less than high school,agents demographiques (v6),24,0.022651,0.017337,0.027762
1052,education,associate/junior college,agents v7,185,0.019699,0.016889,0.022688
1052,education,bachelor's,agents v7,283,0.016933,0.014679,0.019150
1052,education,graduate,agents v7,151,0.017245,0.014563,0.020254
1052,education,high school,agents v7,409,0.020003,0.018101,0.022048
1052,education,less than high school,agents v7,24,0.020973,0.013028,0.031320
1052,education,associate/junior college,agents v8,185,0.041067,0.034755,0.047528
1052,education,bachelor's,agents v8,283,0.047217,0.042309,0.052083
1052,education,graduate,agents v8,151,0.041157,0.034883,0.048013
1052,education,high school,agents v8,409,0.040334,0.036567,0.044372
1052,education,less than high school,agents v8,24,0.028523,0.016156,0.044218
1052,education,associate/junior college,B0 mode,185,0.000000,0.000000,0.000000
1052,education,bachelor's,B0 mode,283,0.000000,0.000000,0.000000
1052,education,graduate,B0 mode,151,0.000000,0.000000,0.000000
1052,education,high school,B0 mode,409,0.000000,0.000000,0.000000
1052,education,less than high school,B0 mode,24,0.000000,0.000000,0.000000
1052,education,associate/junior college,B0 tirage,185,0.036568,0.034465,0.038643
1052,education,bachelor's,B0 tirage,283,0.036213,0.034597,0.037740
1052,education,graduate,B0 tirage,151,0.038624,0.036218,0.040930
1052,education,high school,B0 tirage,409,0.035772,0.034424,0.037142
1052,education,less than high school,B0 tirage,24,0.032159,0.025838,0.038833
1052,education,associate/junior college,B1 argmax,185,0.008598,0.007277,0.010197
1052,education,bachelor's,B1 argmax,283,0.009130,0.007787,0.010447
1052,education,graduate,B1 argmax,151,0.013689,0.011720,0.016004
1052,education,high school,B1 argmax,409,0.008451,0.007536,0.009368
1052,education,less than high school,B1 argmax,24,0.014262,0.010626,0.017786
1052,education,associate/junior college,B2 argmax,185,0.001995,0.001382,0.002670
1052,education,bachelor's,B2 argmax,283,0.002964,0.002216,0.003839
1052,education,graduate,B2 argmax,151,0.002533,0.001689,0.003485
1052,education,high school,B2 argmax,409,0.002740,0.002169,0.003364
1052,education,less than high school,B2 argmax,24,0.003635,0.001957,0.005421
1052,education,associate/junior college,B3 foret,185,0.000798,0.000474,0.001140
1052,education,bachelor's,B3 foret,283,0.000759,0.000457,0.001072
1052,education,graduate,B3 foret,151,0.000311,0.000095,0.000559
1052,education,high school,B3 foret,409,0.002264,0.001899,0.002678
1052,education,less than high school,B3 foret,24,0.002237,0.000839,0.003872
1052,education,associate/junior college,humains vague 2,185,0.036931,0.033684,0.040404
1052,education,bachelor's,humains vague 2,283,0.035502,0.032775,0.038421
1052,education,graduate,humains vague 2,151,0.040180,0.035257,0.045771
1052,education,high school,humains vague 2,409,0.038152,0.035646,0.040946
1052,education,less than high school,humains vague 2,24,0.043345,0.036321,0.051368
1052,profil croise,female|black|centre,"reel, vague 1",30,0.038255,0.032973,0.043770
1052,profil croise,female|black|droite,"reel, vague 1",12,0.044183,0.030871,0.062422
1052,profil croise,female|black|gauche,"reel, vague 1",38,0.029848,0.024549,0.035387
1052,profil croise,female|other|centre,"reel, vague 1",22,0.023795,0.017660,0.030732
1052,profil croise,female|other|droite,"reel, vague 1",14,0.044104,0.030425,0.058166
1052,profil croise,female|other|gauche,"reel, vague 1",21,0.041866,0.034137,0.049778
1052,profil croise,female|white|centre,"reel, vague 1",125,0.032107,0.028795,0.035829
1052,profil croise,female|white|droite,"reel, vague 1",143,0.042803,0.038638,0.047172
1052,profil croise,female|white|gauche,"reel, vague 1",188,0.028059,0.025285,0.030973
1052,profil croise,male|black|centre,"reel, vague 1",22,0.040268,0.031320,0.050895
1052,profil croise,male|black|droite,"reel, vague 1",17,0.048164,0.036137,0.061243
1052,profil croise,male|black|gauche,"reel, vague 1",31,0.040052,0.031320,0.049281
1052,profil croise,male|other|centre,"reel, vague 1",13,0.028394,0.021354,0.036353
1052,profil croise,male|other|droite,"reel, vague 1",13,0.060919,0.047416,0.073837
1052,profil croise,male|other|gauche,"reel, vague 1",20,0.031208,0.024161,0.039564
1052,profil croise,male|white|centre,"reel, vague 1",91,0.034958,0.030477,0.039340
1052,profil croise,male|white|droite,"reel, vague 1",133,0.045920,0.041252,0.051124
1052,profil croise,male|white|gauche,"reel, vague 1",119,0.034065,0.030613,0.037459
1052,profil croise,female|black|centre,agents composite,30,0.027293,0.021477,0.033895
1052,profil croise,female|black|droite,agents composite,12,0.041946,0.031117,0.054209
1052,profil croise,female|black|gauche,agents composite,38,0.022960,0.018402,0.028020
1052,profil croise,female|other|centre,agents composite,22,0.021660,0.015980,0.027457
1052,profil croise,female|other|droite,agents composite,14,0.049856,0.031320,0.071244
1052,profil croise,female|other|gauche,agents composite,21,0.029083,0.024329,0.033952
1052,profil croise,female|white|centre,agents composite,125,0.027114,0.023844,0.030681
1052,profil croise,female|white|droite,agents composite,143,0.053785,0.048492,0.059372
1052,profil croise,female|white|gauche,agents composite,188,0.021027,0.018784,0.023324
1052,profil croise,male|black|centre,agents composite,22,0.028066,0.022771,0.033557
1052,profil croise,male|black|droite,agents composite,17,0.048164,0.032659,0.066369
1052,profil croise,male|black|gauche,agents composite,31,0.027062,0.021301,0.035075
1052,profil croise,male|other|centre,agents composite,13,0.042334,0.025502,0.060413
1052,profil croise,male|other|droite,agents composite,13,0.065565,0.045638,0.086781
1052,profil croise,male|other|gauche,agents composite,20,0.022483,0.016004,0.029723
1052,profil croise,male|white|centre,agents composite,91,0.030312,0.025851,0.035217
1052,profil croise,male|white|droite,agents composite,133,0.058637,0.052539,0.065037
1052,profil croise,male|white|gauche,agents composite,119,0.022503,0.019903,0.025199
1052,profil croise,female|black|centre,agents entretien (v3),30,0.030425,0.025502,0.035873
1052,profil croise,female|black|droite,agents entretien (v3),12,0.036913,0.026846,0.047726
1052,profil croise,female|black|gauche,agents entretien (v3),38,0.023667,0.019739,0.028189
1052,profil croise,female|other|centre,agents entretien (v3),22,0.023185,0.018456,0.028425
1052,profil croise,female|other|droite,agents entretien (v3),14,0.056088,0.041451,0.074306
1052,profil croise,female|other|gauche,agents entretien (v3),21,0.027804,0.019328,0.036715
1052,profil croise,female|white|centre,agents entretien (v3),125,0.029208,0.025526,0.033178
1052,profil croise,female|white|droite,agents entretien (v3),143,0.058995,0.053839,0.064196
1052,profil croise,female|white|gauche,agents entretien (v3),188,0.024097,0.021521,0.026741
1052,profil croise,male|black|centre,agents entretien (v3),22,0.024710,0.019294,0.030947
1052,profil croise,male|black|droite,agents entretien (v3),17,0.044216,0.029780,0.060949
1052,profil croise,male|black|gauche,agents entretien (v3),31,0.021217,0.017752,0.024994
1052,profil croise,male|other|centre,agents entretien (v3),13,0.031492,0.018790,0.046234
1052,profil croise,male|other|droite,agents entretien (v3),13,0.055756,0.036913,0.074499
1052,profil croise,male|other|gauche,agents entretien (v3),20,0.027517,0.020134,0.035676
1052,profil croise,male|white|centre,agents entretien (v3),91,0.029353,0.024767,0.034092
1052,profil croise,male|white|droite,agents entretien (v3),133,0.067720,0.062758,0.072903
1052,profil croise,male|white|gauche,agents entretien (v3),119,0.024477,0.021716,0.027432
1052,profil croise,female|black|centre,agents enquete,30,0.027517,0.023010,0.032090
1052,profil croise,female|black|droite,agents enquete,12,0.044743,0.032438,0.058485
1052,profil croise,female|black|gauche,agents enquete,38,0.028435,0.023969,0.033557
1052,profil croise,female|other|centre,agents enquete,22,0.024100,0.018555,0.030025
1052,profil croise,female|other|droite,agents enquete,14,0.052253,0.037135,0.069032
1052,profil croise,female|other|gauche,agents enquete,21,0.033557,0.026007,0.041389
1052,profil croise,female|white|centre,agents enquete,125,0.026899,0.023597,0.030312
1052,profil croise,female|white|droite,agents enquete,143,0.058807,0.052934,0.064516
1052,profil croise,female|white|gauche,agents enquete,188,0.024204,0.021604,0.026748
1052,profil croise,male|black|centre,agents enquete,22,0.035998,0.028676,0.043904
1052,profil croise,male|black|droite,agents enquete,17,0.044611,0.029605,0.061148
1052,profil croise,male|black|gauche,agents enquete,31,0.026629,0.021182,0.032948
1052,profil croise,male|other|centre,agents enquete,13,0.030976,0.016405,0.048098
1052,profil croise,male|other|droite,agents enquete,13,0.059886,0.040828,0.079979
1052,profil croise,male|other|gauche,agents enquete,20,0.024497,0.019495,0.029671
1052,profil croise,male|white|centre,agents enquete,91,0.028763,0.024609,0.033158
1052,profil croise,male|white|droite,agents enquete,133,0.056618,0.050690,0.062927
1052,profil croise,male|white|gauche,agents enquete,119,0.024590,0.021936,0.027466
1052,profil croise,female|black|centre,agents demographiques (v6),30,0.016107,0.012238,0.020134
1052,profil croise,female|black|droite,agents demographiques (v6),12,0.019016,0.014169,0.023863
1052,profil croise,female|black|gauche,agents demographiques (v6),38,0.019604,0.016049,0.023232
1052,profil croise,female|other|centre,agents demographiques (v6),22,0.011287,0.008149,0.014861
1052,profil croise,female|other|droite,agents demographiques (v6),14,0.022531,0.016405,0.028943
1052,profil croise,female|other|gauche,agents demographiques (v6),21,0.010547,0.006711,0.014543
1052,profil croise,female|white|centre,agents demographiques (v6),125,0.015839,0.013742,0.018146
1052,profil croise,female|white|droite,agents demographiques (v6),143,0.019008,0.016891,0.021174
1052,profil croise,female|white|gauche,agents demographiques (v6),188,0.013994,0.012523,0.015555
1052,profil croise,male|black|centre,agents demographiques (v6),22,0.018914,0.014430,0.023893
1052,profil croise,male|black|droite,agents demographiques (v6),17,0.018555,0.012864,0.024836
1052,profil croise,male|black|gauche,agents demographiques (v6),31,0.019268,0.013681,0.025059
1052,profil croise,male|other|centre,agents demographiques (v6),13,0.016004,0.010738,0.021395
1052,profil croise,male|other|droite,agents demographiques (v6),13,0.018585,0.010738,0.026846
1052,profil croise,male|other|gauche,agents demographiques (v6),20,0.017114,0.011449,0.023293
1052,profil croise,male|white|centre,agents demographiques (v6),91,0.015635,0.013423,0.018112
1052,profil croise,male|white|droite,agents demographiques (v6),133,0.018772,0.016607,0.021050
1052,profil croise,male|white|gauche,agents demographiques (v6),119,0.014382,0.012369,0.016393
1052,profil croise,female|black|centre,agents v7,30,0.022595,0.015730,0.030293
1052,profil croise,female|black|droite,agents v7,12,0.023490,0.014211,0.033557
1052,profil croise,female|black|gauche,agents v7,38,0.018015,0.014606,0.021608
1052,profil croise,female|other|centre,agents v7,22,0.015253,0.011616,0.018792
1052,profil croise,female|other|droite,agents v7,14,0.019175,0.013817,0.025019
1052,profil croise,female|other|gauche,agents v7,21,0.018217,0.011742,0.026329
1052,profil croise,female|white|centre,agents v7,125,0.014819,0.012736,0.017214
1052,profil croise,female|white|droite,agents v7,143,0.016192,0.013753,0.018950
1052,profil croise,female|white|gauche,agents v7,188,0.020241,0.017105,0.023952
1052,profil croise,male|black|centre,agents v7,22,0.015863,0.010067,0.023043
1052,profil croise,male|black|droite,agents v7,17,0.026451,0.014541,0.040268
1052,profil croise,male|black|gauche,agents v7,31,0.024031,0.017673,0.033029
1052,profil croise,male|other|centre,agents v7,13,0.017037,0.013423,0.021253
1052,profil croise,male|other|droite,agents v7,13,0.031492,0.015340,0.051013
1052,profil croise,male|other|gauche,agents v7,20,0.023154,0.013423,0.035309
1052,profil croise,male|white|centre,agents v7,91,0.019397,0.015796,0.023278
1052,profil croise,male|white|droite,agents v7,133,0.020134,0.016000,0.024336
1052,profil croise,male|white|gauche,agents v7,119,0.017145,0.014464,0.020134
1052,profil croise,female|black|centre,agents v8,30,0.010291,0.007361,0.013423
1052,profil croise,female|black|droite,agents v8,12,0.048098,0.026846,0.072720
1052,profil croise,female|black|gauche,agents v8,38,0.027905,0.021850,0.034212
1052,profil croise,female|other|centre,agents v8,22,0.014643,0.009043,0.020842
1052,profil croise,female|other|droite,agents v8,14,0.076222,0.051593,0.099553
1052,profil croise,female|other|gauche,agents v8,21,0.025567,0.016028,0.035048
1052,profil croise,female|white|centre,agents v8,125,0.011812,0.009664,0.014135
1052,profil croise,female|white|droite,agents v8,143,0.086685,0.080248,0.092547
1052,profil croise,female|white|gauche,agents v8,188,0.026346,0.023701,0.029016
1052,profil croise,male|black|centre,agents v8,22,0.014948,0.010440,0.021302
1052,profil croise,male|black|droite,agents v8,17,0.091591,0.072764,0.108501
1052,profil croise,male|black|gauche,agents v8,31,0.028578,0.022123,0.035235
1052,profil croise,male|other|centre,agents v8,13,0.012390,0.005749,0.019576
1052,profil croise,male|other|droite,agents v8,13,0.089313,0.059652,0.115786
1052,profil croise,male|other|gauche,agents v8,20,0.019799,0.013902,0.026040
1052,profil croise,male|white|centre,agents v8,91,0.014087,0.010406,0.018095
1052,profil croise,male|white|droite,agents v8,133,0.098299,0.092359,0.103660
1052,profil croise,male|white|gauche,agents v8,119,0.023631,0.020306,0.027061
1052,profil croise,female|black|centre,B0 mode,30,0.000000,0.000000,0.000000
1052,profil croise,female|black|droite,B0 mode,12,0.000000,0.000000,0.000000
1052,profil croise,female|black|gauche,B0 mode,38,0.000000,0.000000,0.000000
1052,profil croise,female|other|centre,B0 mode,22,0.000000,0.000000,0.000000
1052,profil croise,female|other|droite,B0 mode,14,0.000000,0.000000,0.000000
1052,profil croise,female|other|gauche,B0 mode,21,0.000000,0.000000,0.000000
1052,profil croise,female|white|centre,B0 mode,125,0.000000,0.000000,0.000000
1052,profil croise,female|white|droite,B0 mode,143,0.000000,0.000000,0.000000
1052,profil croise,female|white|gauche,B0 mode,188,0.000000,0.000000,0.000000
1052,profil croise,male|black|centre,B0 mode,22,0.000000,0.000000,0.000000
1052,profil croise,male|black|droite,B0 mode,17,0.000000,0.000000,0.000000
1052,profil croise,male|black|gauche,B0 mode,31,0.000000,0.000000,0.000000
1052,profil croise,male|other|centre,B0 mode,13,0.000000,0.000000,0.000000
1052,profil croise,male|other|droite,B0 mode,13,0.000000,0.000000,0.000000
1052,profil croise,male|other|gauche,B0 mode,20,0.000000,0.000000,0.000000
1052,profil croise,male|white|centre,B0 mode,91,0.000000,0.000000,0.000000
1052,profil croise,male|white|droite,B0 mode,133,0.000000,0.000000,0.000000
1052,profil croise,male|white|gauche,B0 mode,119,0.000000,0.000000,0.000000
1052,profil croise,female|black|centre,B0 tirage,30,0.038479,0.032811,0.043978
1052,profil croise,female|black|droite,B0 tirage,12,0.036353,0.027964,0.045302
1052,profil croise,female|black|gauche,B0 tirage,38,0.037972,0.032831,0.042919
1052,profil croise,female|other|centre,B0 tirage,22,0.034777,0.029361,0.039374
1052,profil croise,female|other|droite,B0 tirage,14,0.039789,0.032525,0.046980
1052,profil croise,female|other|gauche,B0 tirage,21,0.035155,0.030759,0.039977
1052,profil croise,female|white|centre,B0 tirage,125,0.035919,0.033457,0.038434
1052,profil croise,female|white|droite,B0 tirage,143,0.034871,0.032743,0.037030
1052,profil croise,female|white|gauche,B0 tirage,188,0.036984,0.035243,0.038683
1052,profil croise,male|black|centre,B0 tirage,22,0.040268,0.033288,0.047400
1052,profil croise,male|black|droite,B0 tirage,17,0.038295,0.030459,0.046980
1052,profil croise,male|black|gauche,B0 tirage,31,0.033990,0.028652,0.039393
1052,profil croise,male|other|centre,B0 tirage,13,0.032008,0.024448,0.040268
1052,profil croise,male|other|droite,B0 tirage,13,0.039752,0.033557,0.046143
1052,profil croise,male|other|gauche,B0 tirage,20,0.032550,0.026846,0.038351
1052,profil croise,male|white|centre,B0 tirage,91,0.035696,0.032657,0.038821
1052,profil croise,male|white|droite,B0 tirage,133,0.038805,0.036241,0.041253
1052,profil croise,male|white|gauche,B0 tirage,119,0.034798,0.032037,0.037612
1052,profil croise,female|black|centre,B1 argmax,30,0.008054,0.005273,0.010907
1052,profil croise,female|black|droite,B1 argmax,12,0.018456,0.011931,0.025015
1052,profil croise,female|black|gauche,B1 argmax,38,0.008124,0.005491,0.011041
1052,profil croise,female|other|centre,B1 argmax,22,0.007016,0.003758,0.011672
1052,profil croise,female|other|droite,B1 argmax,14,0.011026,0.006152,0.016219
1052,profil croise,female|other|gauche,B1 argmax,21,0.014062,0.010209,0.017987
1052,profil croise,female|white|centre,B1 argmax,125,0.004027,0.003041,0.005086
1052,profil croise,female|white|droite,B1 argmax,143,0.010842,0.009122,0.012710
1052,profil croise,female|white|gauche,B1 argmax,188,0.006640,0.005566,0.007768
1052,profil croise,male|black|centre,B1 argmax,22,0.009762,0.006711,0.013050
1052,profil croise,male|black|droite,B1 argmax,17,0.026846,0.019739,0.033565
1052,profil croise,male|black|gauche,B1 argmax,31,0.009959,0.006711,0.013663
1052,profil croise,male|other|centre,B1 argmax,13,0.010325,0.004846,0.016299
1052,profil croise,male|other|droite,B1 argmax,13,0.027362,0.018217,0.035573
1052,profil croise,male|other|gauche,B1 argmax,20,0.011409,0.007106,0.015940
1052,profil croise,male|white|centre,B1 argmax,91,0.005458,0.003878,0.007065
1052,profil croise,male|white|droite,B1 argmax,133,0.016753,0.014482,0.019283
1052,profil croise,male|white|gauche,B1 argmax,119,0.007896,0.006385,0.009508
1052,profil croise,female|black|centre,B2 argmax,30,0.002237,0.001017,0.003596
1052,profil croise,female|black|droite,B2 argmax,12,0.005034,0.001830,0.008544
1052,profil croise,female|black|gauche,B2 argmax,38,0.001766,0.000767,0.002926
1052,profil croise,female|other|centre,B2 argmax,22,0.000915,0.000000,0.002013
1052,profil croise,female|other|droite,B2 argmax,14,0.003835,0.001549,0.006232
1052,profil croise,female|other|gauche,B2 argmax,21,0.003835,0.001829,0.006128
1052,profil croise,female|white|centre,B2 argmax,125,0.001074,0.000634,0.001533
1052,profil croise,female|white|droite,B2 argmax,143,0.004271,0.003101,0.005601
1052,profil croise,female|white|gauche,B2 argmax,188,0.001321,0.000915,0.001770
1052,profil croise,male|black|centre,B2 argmax,22,0.003661,0.002082,0.005491
1052,profil croise,male|black|droite,B2 argmax,17,0.004343,0.001579,0.007830
1052,profil croise,male|black|gauche,B2 argmax,31,0.000649,0.000000,0.001438
1052,profil croise,male|other|centre,B2 argmax,13,0.001033,0.000000,0.002685
1052,profil croise,male|other|droite,B2 argmax,13,0.008776,0.001678,0.020744
1052,profil croise,male|other|gauche,B2 argmax,20,0.001678,0.000395,0.003158
1052,profil croise,male|white|centre,B2 argmax,91,0.002213,0.001193,0.003427
1052,profil croise,male|white|droite,B2 argmax,133,0.005753,0.004059,0.007637
1052,profil croise,male|white|gauche,B2 argmax,119,0.001297,0.000815,0.001841
1052,profil croise,female|black|centre,B3 foret,30,0.002237,0.000875,0.003803
1052,profil croise,female|black|droite,B3 foret,12,0.001119,0.000000,0.002876
1052,profil croise,female|black|gauche,B3 foret,38,0.002119,0.000883,0.003553
1052,profil croise,female|other|centre,B3 foret,22,0.002135,0.000559,0.004085
1052,profil croise,female|other|droite,B3 foret,14,0.000959,0.000000,0.002398
1052,profil croise,female|other|gauche,B3 foret,21,0.003516,0.001676,0.005527
1052,profil croise,female|white|centre,B3 foret,125,0.001611,0.001009,0.002288
1052,profil croise,female|white|droite,B3 foret,143,0.001690,0.001128,0.002302
1052,profil croise,female|white|gauche,B3 foret,188,0.001321,0.000872,0.001795
1052,profil croise,male|black|centre,B3 foret,22,0.000305,0.000000,0.001033
1052,profil croise,male|black|droite,B3 foret,17,0.000790,0.000000,0.001919
1052,profil croise,male|black|gauche,B3 foret,31,0.001299,0.000462,0.002296
1052,profil croise,male|other|centre,B3 foret,13,0.000516,0.000000,0.001678
1052,profil croise,male|other|droite,B3 foret,13,0.002065,0.000419,0.004027
1052,profil croise,male|other|gauche,B3 foret,20,0.001007,0.000000,0.002237
1052,profil croise,male|white|centre,B3 foret,91,0.000590,0.000226,0.000997
1052,profil croise,male|white|droite,B3 foret,133,0.001262,0.000763,0.001830
1052,profil croise,male|white|gauche,B3 foret,119,0.000564,0.000228,0.000959
1052,profil croise,female|black|centre,humains vague 2,30,0.037136,0.030105,0.044494
1052,profil croise,female|black|droite,humains vague 2,12,0.043065,0.026846,0.065576
1052,profil croise,female|black|gauche,humains vague 2,38,0.034793,0.027591,0.042919
1052,profil croise,female|other|centre,humains vague 2,22,0.025930,0.019654,0.032551
1052,profil croise,female|other|droite,humains vague 2,14,0.043624,0.030870,0.057470
1052,profil croise,female|other|gauche,humains vague 2,21,0.037712,0.029641,0.046349
1052,profil croise,female|white|centre,humains vague 2,125,0.032537,0.029291,0.036114
1052,profil croise,female|white|droite,humains vague 2,143,0.043882,0.039117,0.049102
1052,profil croise,female|white|gauche,humains vague 2,188,0.028773,0.025987,0.031768
1052,profil croise,male|black|centre,humains vague 2,22,0.035692,0.029896,0.041611
1052,profil croise,male|black|droite,humains vague 2,17,0.050138,0.035889,0.064979
1052,profil croise,male|black|gauche,humains vague 2,31,0.046330,0.033109,0.063971
1052,profil croise,male|other|centre,humains vague 2,13,0.041817,0.031724,0.052142
1052,profil croise,male|other|droite,humains vague 2,13,0.060919,0.049217,0.072277
1052,profil croise,male|other|gauche,humains vague 2,20,0.031544,0.023862,0.042102
1052,profil croise,male|white|centre,humains vague 2,91,0.040047,0.035187,0.045622
1052,profil croise,male|white|droite,humains vague 2,133,0.045769,0.041031,0.050641
1052,profil croise,male|white|gauche,humains vague 2,119,0.034798,0.029993,0.040061
