perimetre,axe,niveau,condition,personnes,taux_rares,ic_bas,ic_haut
150,profil croise,male|other|gauche,agents enquete,5,0.021477,0.013423,0.032215
150,profil croise,male|white|centre,agents enquete,13,0.035106,0.020134,0.052013
150,profil croise,male|white|droite,agents enquete,17,0.067114,0.050815,0.085129
150,profil croise,male|white|gauche,agents enquete,17,0.021713,0.016779,0.027241
150,profil croise,female|black|centre,agents demographiques (v6),5,0.014765,0.006711,0.026846
150,profil croise,female|black|droite,agents demographiques (v6),1,0.013423,0.013423,0.013423
150,profil croise,female|black|gauche,agents demographiques (v6),6,0.019016,0.013423,0.025727
150,profil croise,female|other|centre,agents demographiques (v6),6,0.019016,0.013423,0.024640
150,profil croise,female|other|droite,agents demographiques (v6),3,0.017897,0.006711,0.026846
150,profil croise,female|other|gauche,agents demographiques (v6),1,0.026846,0.026846,0.026846
150,profil croise,female|white|centre,agents demographiques (v6),18,0.019389,0.013685,0.025587
150,profil croise,female|white|droite,agents demographiques (v6),16,0.016779,0.011745,0.021477
150,profil croise,female|white|gauche,agents demographiques (v6),28,0.016779,0.013418,0.020383
150,profil croise,male|black|centre,agents demographiques (v6),2,0.010067,0.006711,0.013423
150,profil croise,male|black|droite,agents demographiques (v6),2,0.013423,0.013423,0.013423
150,profil croise,male|black|gauche,agents demographiques (v6),6,0.015660,0.006711,0.025503
150,profil croise,male|other|centre,agents demographiques (v6),1,0.000000,0.000000,0.000000
150,profil croise,male|other|droite,agents demographiques (v6),3,0.020134,0.006711,0.033557
150,profil croise,male|other|gauche,agents demographiques (v6),5,0.013423,0.009396,0.017450
150,profil croise,male|white|centre,agents demographiques (v6),13,0.012390,0.006711,0.018370
150,profil croise,male|white|droite,agents demographiques (v6),17,0.022108,0.015863,0.028425
150,profil croise,male|white|gauche,agents demographiques (v6),17,0.009080,0.005527,0.012677
150,profil croise,female|black|centre,agents v7,5,0.025503,0.006711,0.043624
150,profil croise,female|black|droite,agents v7,1,0.013423,0.013423,0.013423
150,profil croise,female|black|gauche,agents v7,6,0.020134,0.011186,0.029083
150,profil croise,female|other|centre,agents v7,6,0.015660,0.010067,0.022371
150,profil croise,female|other|droite,agents v7,3,0.020134,0.006711,0.026846
150,profil croise,female|other|gauche,agents v7,1,0.067114,0.067114,0.067114
150,profil croise,female|white|centre,agents v7,18,0.010067,0.006711,0.013423
150,profil croise,female|white|droite,agents v7,16,0.018037,0.009508,0.028771
150,profil croise,female|white|gauche,agents v7,28,0.026366,0.015569,0.042587
150,profil croise,male|black|centre,agents v7,2,0.010067,0.006711,0.013423
150,profil croise,male|black|droite,agents v7,2,0.046980,0.046980,0.046980
150,profil croise,male|black|gauche,agents v7,6,0.023490,0.013423,0.035794
150,profil croise,male|other|centre,agents v7,1,0.006711,0.006711,0.006711
150,profil croise,male|other|droite,agents v7,3,0.038031,0.020134,0.067114
150,profil croise,male|other|gauche,agents v7,5,0.026846,0.013423,0.036913
150,profil croise,male|white|centre,agents v7,13,0.022716,0.008629,0.048098
150,profil croise,male|white|droite,agents v7,17,0.020924,0.010596,0.034618
150,profil croise,male|white|gauche,agents v7,17,0.013423,0.008259,0.019241
150,profil croise,female|black|centre,agents v8,5,0.013423,0.006711,0.020134
150,profil croise,female|black|droite,agents v8,1,0.087248,0.087248,0.087248
150,profil croise,female|black|gauche,agents v8,6,0.025727,0.010067,0.051055
150,profil croise,female|other|centre,agents v8,6,0.022371,0.010067,0.036242
150,profil croise,female|other|droite,agents v8,3,0.089485,0.006711,0.140940
150,profil croise,female|other|gauche,agents v8,1,0.013423,0.013423,0.013423
150,profil croise,female|white|centre,agents v8,18,0.012304,0.008542,0.015940
150,profil croise,female|white|droite,agents v8,16,0.086409,0.067114,0.105148
150,profil croise,female|white|gauche,agents v8,28,0.031879,0.024328,0.039374
150,profil croise,male|black|centre,agents v8,2,0.016779,0.013423,0.020134
150,profil croise,male|black|droite,agents v8,2,0.087248,0.067114,0.107383
150,profil croise,male|black|gauche,agents v8,6,0.032438,0.017258,0.048658
150,profil croise,male|other|centre,agents v8,1,0.026846,0.026846,0.026846
150,profil croise,male|other|droite,agents v8,3,0.044743,0.026846,0.053691
150,profil croise,male|other|gauche,agents v8,5,0.017450,0.006711,0.029530
150,profil croise,male|white|centre,agents v8,13,0.012907,0.004642,0.025817
150,profil croise,male|white|droite,agents v8,17,0.101066,0.082774,0.116216
150,profil croise,male|white|gauche,agents v8,17,0.014607,0.006704,0.024609
150,profil croise,female|black|centre,C2,5,0.018792,0.011186,0.024609
150,profil croise,female|black|droite,C2,1,0.087248,0.087248,0.087248
150,profil croise,female|black|gauche,C2,6,0.035794,0.020134,0.054398
150,profil croise,female|other|centre,C2,6,0.023490,0.020134,0.028523
150,profil croise,female|other|droite,C2,3,0.082774,0.013423,0.140940
150,profil croise,female|other|gauche,C2,1,0.020134,0.020134,0.020134
150,profil croise,female|white|centre,C2,18,0.020880,0.017524,0.024609
150,profil croise,female|white|droite,C2,16,0.079279,0.055607,0.101930
150,profil croise,female|white|gauche,C2,28,0.034756,0.027429,0.042120
150,profil croise,male|black|centre,C2,2,0.020134,0.020134,0.020134
150,profil croise,male|black|droite,C2,2,0.097315,0.060403,0.134228
150,profil croise,male|black|gauche,C2,6,0.044743,0.026846,0.070470
150,profil croise,male|other|centre,C2,1,0.033557,0.033557,0.033557
150,profil croise,male|other|droite,C2,3,0.040268,0.040268,0.040268
150,profil croise,male|other|gauche,C2,5,0.032215,0.024161,0.041745
150,profil croise,male|white|centre,C2,13,0.020650,0.017258,0.024163
150,profil croise,male|white|droite,C2,17,0.094749,0.071961,0.118408
150,profil croise,male|white|gauche,C2,17,0.021319,0.016299,0.028523
150,profil croise,female|black|centre,C3,5,0.055034,0.035794,0.079726
150,profil croise,female|black|droite,C3,1,0.093960,0.093960,0.093960
150,profil croise,female|black|gauche,C3,6,0.049217,0.037975,0.061745
150,profil croise,female|other|centre,C3,6,0.048098,0.033557,0.060403
150,profil croise,female|other|droite,C3,3,0.051454,0.040268,0.067114
150,profil croise,female|other|gauche,C3,1,0.087248,0.087248,0.087248
150,profil croise,female|white|centre,C3,18,0.050336,0.044423,0.056208
150,profil croise,female|white|droite,C3,16,0.053272,0.042186,0.064505
150,profil croise,female|white|gauche,C3,28,0.056088,0.046980,0.065716
150,profil croise,male|black|centre,C3,2,0.046980,0.040268,0.053691
150,profil croise,male|black|droite,C3,2,0.080537,0.040268,0.120805
150,profil croise,male|black|gauche,C3,6,0.051454,0.040268,0.067114
150,profil croise,male|other|centre,C3,1,0.040268,0.040268,0.040268
150,profil croise,male|other|droite,C3,3,0.060403,0.046980,0.073826
150,profil croise,male|other|gauche,C3,5,0.048322,0.033557,0.063758
150,profil croise,male|white|centre,C3,13,0.057821,0.046980,0.069485
150,profil croise,male|white|droite,C3,17,0.076194,0.058033,0.096204
150,profil croise,male|white|gauche,C3,17,0.045401,0.036913,0.054586
150,profil croise,female|black|centre,B0 mode,5,0.000000,0.000000,0.000000
150,profil croise,female|black|droite,B0 mode,1,0.000000,0.000000,0.000000
150,profil croise,female|black|gauche,B0 mode,6,0.000000,0.000000,0.000000
150,profil croise,female|other|centre,B0 mode,6,0.000000,0.000000,0.000000
150,profil croise,female|other|droite,B0 mode,3,0.000000,0.000000,0.000000
150,profil croise,female|other|gauche,B0 mode,1,0.000000,0.000000,0.000000
150,profil croise,female|white|centre,B0 mode,18,0.000000,0.000000,0.000000
150,profil croise,female|white|droite,B0 mode,16,0.000000,0.000000,0.000000
150,profil croise,female|white|gauche,B0 mode,28,0.000000,0.000000,0.000000
150,profil croise,male|black|centre,B0 mode,2,0.000000,0.000000,0.000000
150,profil croise,male|black|droite,B0 mode,2,0.000000,0.000000,0.000000
150,profil croise,male|black|gauche,B0 mode,6,0.000000,0.000000,0.000000
150,profil croise,male|other|centre,B0 mode,1,0.000000,0.000000,0.000000
150,profil croise,male|other|droite,B0 mode,3,0.000000,0.000000,0.000000
150,profil croise,male|other|gauche,B0 mode,5,0.000000,0.000000,0.000000
150,profil croise,male|white|centre,B0 mode,13,0.000000,0.000000,0.000000
150,profil croise,male|white|droite,B0 mode,17,0.000000,0.000000,0.000000
150,profil croise,male|white|gauche,B0 mode,17,0.000000,0.000000,0.000000
150,profil croise,female|black|centre,B0 tirage,5,0.037584,0.030201,0.044743
150,profil croise,female|black|droite,B0 tirage,1,0.020134,0.020134,0.020134
150,profil croise,female|black|gauche,B0 tirage,6,0.045861,0.025867,0.060403
150,profil croise,female|other|centre,B0 tirage,6,0.031320,0.026846,0.035794
150,profil croise,female|other|droite,B0 tirage,3,0.049217,0.040268,0.053691
150,profil croise,female|other|gauche,B0 tirage,1,0.046980,0.046980,0.046980
150,profil croise,female|white|centre,B0 tirage,18,0.038777,0.032998,0.044295
150,profil croise,female|white|droite,B0 tirage,16,0.034815,0.028393,0.041389
150,profil croise,female|white|gauche,B0 tirage,28,0.037392,0.032508,0.042506
150,profil croise,male|black|centre,B0 tirage,2,0.050336,0.046980,0.053691
150,profil croise,male|black|droite,B0 tirage,2,0.016779,0.013423,0.020134
150,profil croise,male|black|gauche,B0 tirage,6,0.035794,0.028523,0.043624
150,profil croise,male|other|centre,B0 tirage,1,0.026846,0.026846,0.026846
150,profil croise,male|other|droite,B0 tirage,3,0.040268,0.040268,0.040268
150,profil croise,male|other|gauche,B0 tirage,5,0.037584,0.026846,0.048658
150,profil croise,male|white|centre,B0 tirage,13,0.031492,0.026425,0.036608
150,profil croise,male|white|droite,B0 tirage,17,0.044216,0.034036,0.054811
150,profil croise,male|white|gauche,B0 tirage,17,0.032767,0.024924,0.040689
150,profil croise,female|black|centre,B1 argmax,5,0.009396,0.002685,0.016779
150,profil croise,female|black|droite,B1 argmax,1,0.006711,0.006711,0.006711
150,profil croise,female|black|gauche,B1 argmax,6,0.011186,0.003775,0.020134
150,profil croise,female|other|centre,B1 argmax,6,0.006711,0.000000,0.014765
150,profil croise,female|other|droite,B1 argmax,3,0.015660,0.006711,0.026846
150,profil croise,female|other|gauche,B1 argmax,1,0.013423,0.013423,0.013423
150,profil croise,female|white|centre,B1 argmax,18,0.005220,0.002397,0.008389
150,profil croise,female|white|droite,B1 argmax,16,0.010487,0.005298,0.016186
150,profil croise,female|white|gauche,B1 argmax,28,0.007910,0.005243,0.010697
150,profil croise,male|black|centre,B1 argmax,2,0.010067,0.000000,0.020134
150,profil croise,male|black|droite,B1 argmax,2,0.036913,0.013423,0.060403
150,profil croise,male|black|gauche,B1 argmax,6,0.005593,0.001678,0.010067
150,profil croise,male|other|centre,B1 argmax,1,0.000000,0.000000,0.000000
150,profil croise,male|other|droite,B1 argmax,3,0.017897,0.006711,0.033557
150,profil croise,male|other|gauche,B1 argmax,5,0.014765,0.000000,0.033557
150,profil croise,male|white|centre,B1 argmax,13,0.003614,0.000559,0.007272
150,profil croise,male|white|droite,B1 argmax,17,0.019739,0.014381,0.025168
150,profil croise,male|white|gauche,B1 argmax,17,0.005922,0.002349,0.010490
150,profil croise,female|black|centre,B2 argmax,5,0.000000,0.000000,0.000000
150,profil croise,female|black|droite,B2 argmax,1,0.006711,0.006711,0.006711
150,profil croise,female|black|gauche,B2 argmax,6,0.000000,0.000000,0.000000
150,profil croise,female|other|centre,B2 argmax,6,0.002237,0.000000,0.005369
150,profil croise,female|other|droite,B2 argmax,3,0.000000,0.000000,0.000000
150,profil croise,female|other|gauche,B2 argmax,1,0.000000,0.000000,0.000000
150,profil croise,female|white|centre,B2 argmax,18,0.000373,0.000000,0.001221
150,profil croise,female|white|droite,B2 argmax,16,0.001258,0.000000,0.003356
150,profil croise,female|white|gauche,B2 argmax,28,0.001918,0.000447,0.003835
150,profil croise,male|black|centre,B2 argmax,2,0.000000,0.000000,0.000000
150,profil croise,male|black|droite,B2 argmax,2,0.003356,0.000000,0.006711
150,profil croise,male|black|gauche,B2 argmax,6,0.000000,0.000000,0.000000
150,profil croise,male|other|centre,B2 argmax,1,0.000000,0.000000,0.000000
150,profil croise,male|other|droite,B2 argmax,3,0.002237,0.000000,0.006711
150,profil croise,male|other|gauche,B2 argmax,5,0.000000,0.000000,0.000000
150,profil croise,male|white|centre,B2 argmax,13,0.004646,0.000839,0.010067
150,profil croise,male|white|droite,B2 argmax,17,0.005922,0.001678,0.011825
150,profil croise,male|white|gauche,B2 argmax,17,0.001184,0.000000,0.003158
150,profil croise,female|black|centre,B3 foret,5,0.001342,0.000000,0.004474
150,profil croise,female|black|droite,B3 foret,1,0.000000,0.000000,0.000000
150,profil croise,female|black|gauche,B3 foret,6,0.000000,0.000000,0.000000
150,profil croise,female|other|centre,B3 foret,6,0.001119,0.000000,0.003854
150,profil croise,female|other|droite,B3 foret,3,0.004474,0.000000,0.006711
150,profil croise,female|other|gauche,B3 foret,1,0.000000,0.000000,0.000000
150,profil croise,female|white|centre,B3 foret,18,0.001491,0.000000,0.003553
150,profil croise,female|white|droite,B3 foret,16,0.002517,0.000373,0.005034
150,profil croise,female|white|gauche,B3 foret,28,0.000479,0.000000,0.001198
150,profil croise,male|black|centre,B3 foret,2,0.000000,0.000000,0.000000
150,profil croise,male|black|droite,B3 foret,2,0.000000,0.000000,0.000000
150,profil croise,male|black|gauche,B3 foret,6,0.000000,0.000000,0.000000
150,profil croise,male|other|centre,B3 foret,1,0.000000,0.000000,0.000000
150,profil croise,male|other|droite,B3 foret,3,0.000000,0.000000,0.000000
150,profil croise,male|other|gauche,B3 foret,5,0.000000,0.000000,0.000000
150,profil croise,male|white|centre,B3 foret,13,0.000516,0.000000,0.001678
150,profil croise,male|white|droite,B3 foret,17,0.004343,0.002397,0.006292
150,profil croise,male|white|gauche,B3 foret,17,0.000395,0.000000,0.001280
150,profil croise,female|black|centre,humains vague 2,5,0.032215,0.016779,0.053691
150,profil croise,female|black|droite,humains vague 2,1,0.033557,0.033557,0.033557
150,profil croise,female|black|gauche,humains vague 2,6,0.014541,0.000000,0.030201
150,profil croise,female|other|centre,humains vague 2,6,0.031320,0.016779,0.048658
150,profil croise,female|other|droite,humains vague 2,3,0.053691,0.026846,0.093960
150,profil croise,female|other|gauche,humains vague 2,1,0.073826,0.073826,0.073826
150,profil croise,female|white|centre,humains vague 2,18,0.027591,0.018367,0.036918
150,profil croise,female|white|droite,humains vague 2,16,0.032718,0.025503,0.039790
150,profil croise,female|white|gauche,humains vague 2,28,0.033078,0.023666,0.043904
150,profil croise,male|black|centre,humains vague 2,2,0.013423,0.006711,0.020134
150,profil croise,male|black|droite,humains vague 2,2,0.050336,0.020134,0.080537
150,profil croise,male|black|gauche,humains vague 2,6,0.045861,0.015604,0.076107
150,profil croise,male|other|centre,humains vague 2,1,0.020134,0.020134,0.020134
150,profil croise,male|other|droite,humains vague 2,3,0.062640,0.040268,0.073826
150,profil croise,male|other|gauche,humains vague 2,5,0.044295,0.023490,0.078300
150,profil croise,male|white|centre,humains vague 2,13,0.040785,0.029722,0.051113
150,profil croise,male|white|droite,humains vague 2,17,0.041058,0.025838,0.059735
150,profil croise,male|white|gauche,humains vague 2,17,0.034741,0.024161,0.051059
1052,gender,female,"reel, vague 1",593,0.034134,0.032310,0.035907
1052,gender,male,"reel, vague 1",459,0.039377,0.037213,0.041568
1052,gender,female,agents composite,593,0.032063,0.029987,0.034265
1052,gender,male,agents composite,459,0.037827,0.035079,0.040610
1052,gender,female,agents entretien (v3),593,0.034994,0.032874,0.037203
1052,gender,male,agents entretien (v3),459,0.039713,0.036927,0.042443
1052,gender,female,agents enquete,593,0.034960,0.032799,0.037204
1052,gender,male,agents enquete,459,0.037300,0.034746,0.039986
1052,gender,female,agents demographiques (v6),593,0.016139,0.015172,0.017106
1052,gender,male,agents demographiques (v6),459,0.016888,0.015790,0.018043
1052,gender,female,agents v7,593,0.017882,0.016524,0.019359
1052,gender,male,agents v7,459,0.019871,0.017926,0.021896
1052,gender,female,agents v8,593,0.038277,0.035257,0.041600
1052,gender,male,agents v8,459,0.047185,0.043013,0.051340
1052,gender,female,B0 mode,593,0.000000,0.000000,0.000000
1052,gender,male,B0 mode,459,0.000000,0.000000,0.000000
1052,gender,female,B0 tirage,593,0.036296,0.035255,0.037389
1052,gender,male,B0 tirage,459,0.036438,0.035080,0.037864
1052,gender,female,B1 argmax,593,0.007888,0.007161,0.008609
1052,gender,male,B1 argmax,459,0.011683,0.010569,0.012812
1052,gender,female,B2 argmax,593,0.002264,0.001885,0.002664
1052,gender,male,B2 argmax,459,0.003173,0.002536,0.003873
1052,gender,female,B3 foret,593,0.001664,0.001389,0.001958
1052,gender,male,B3 foret,459,0.000877,0.000654,0.001119
1052,gender,female,humains vague 2,593,0.034870,0.033033,0.036901
1052,gender,male,humains vague 2,459,0.041204,0.038632,0.044069
1052,race,black,"reel, vague 1",150,0.038389,0.034809,0.041878
1052,race,other,"reel, vague 1",103,0.036945,0.032645,0.041284
1052,race,white,"reel, vague 1",799,0.035985,0.034392,0.037596
1052,race,black,agents composite,150,0.029799,0.026602,0.033427
1052,race,other,agents composite,103,0.035316,0.030061,0.040850
1052,race,white,agents composite,799,0.035380,0.033356,0.037392
1052,race,black,agents entretien (v3),150,0.028054,0.025354,0.031121
1052,race,other,agents entretien (v3),103,0.034600,0.029732,0.039578
1052,race,white,agents entretien (v3),799,0.039059,0.036863,0.041071
1052,race,black,agents enquete,150,0.032125,0.029169,0.035526
1052,race,other,agents enquete,103,0.035316,0.030533,0.040472
1052,race,white,agents enquete,799,0.036791,0.034737,0.039005
1052,race,black,agents demographiques (v6),150,0.018568,0.016756,0.020556
1052,race,other,agents demographiques (v6),103,0.015312,0.013165,0.017574
1052,race,white,agents demographiques (v6),799,0.016220,0.015394,0.017051
1052,race,black,agents v7,150,0.021253,0.018381,0.024406
1052,race,other,agents v7,103,0.020199,0.016778,0.024300
1052,race,white,agents v7,799,0.018093,0.016761,0.019417
1052,race,black,agents v8,150,0.031454,0.026846,0.036892
1052,race,other,agents v8,103,0.035382,0.027736,0.043157
1052,race,white,agents v8,799,0.045048,0.042125,0.048020
1052,race,black,B0 mode,150,0.000000,0.000000,0.000000
1052,race,other,B0 mode,103,0.000000,0.000000,0.000000
1052,race,white,B0 mode,799,0.000000,0.000000,0.000000
1052,race,black,B0 tirage,150,0.037494,0.035019,0.040099
1052,race,other,B0 tirage,103,0.035382,0.032892,0.037822
1052,race,white,B0 tirage,799,0.036270,0.035274,0.037216
1052,race,black,B1 argmax,150,0.011678,0.009900,0.013517
1052,race,other,B1 argmax,103,0.012836,0.010615,0.015101
1052,race,white,B1 argmax,799,0.008719,0.008052,0.009476
1052,race,black,B2 argmax,150,0.002461,0.001834,0.003150
1052,race,other,B2 argmax,103,0.003062,0.001873,0.004576
1052,race,white,B2 argmax,799,0.002646,0.002237,0.003103
1052,race,black,B3 foret,150,0.001477,0.000986,0.002022
1052,race,other,B3 foret,103,0.001824,0.001162,0.002525
1052,race,white,B3 foret,799,0.001226,0.001013,0.001447
1052,race,black,humains vague 2,150,0.040179,0.035628,0.045315
1052,race,other,humains vague 2,103,0.038249,0.033883,0.042730
1052,race,white,humains vague 2,799,0.037077,0.035347,0.038968
1052,political_ideology,conservative,"reel, vague 1",177,0.044439,0.040790,0.048395
1052,political_ideology,extremely conservative,"reel, vague 1",61,0.060843,0.054001,0.068529
1052,political_ideology,extremely liberal,"reel, vague 1",119,0.031470,0.028425,0.034330
1052,political_ideology,liberal,"reel, vague 1",200,0.031309,0.028281,0.034295
1052,political_ideology,moderate,"reel, vague 1",303,0.033402,0.031167,0.035688
1052,political_ideology,slightly conservative,"reel, vague 1",94,0.036270,0.031879,0.040836
1052,political_ideology,slightly liberal,"reel, vague 1",98,0.032667,0.028385,0.037114
1052,political_ideology,conservative,agents composite,177,0.055398,0.051057,0.060028
1052,political_ideology,extremely conservative,agents composite,61,0.084388,0.075398,0.093185
1052,political_ideology,extremely liberal,agents composite,119,0.025605,0.022808,0.028418
1052,political_ideology,liberal,agents composite,200,0.021879,0.019733,0.024002
1052,political_ideology,moderate,agents composite,303,0.028418,0.026181,0.030719
1052,political_ideology,slightly conservative,agents composite,94,0.036270,0.031101,0.041898
1052,political_ideology,slightly liberal,agents composite,98,0.020203,0.017198,0.023531
1052,political_ideology,conservative,agents entretien (v3),177,0.062943,0.058886,0.067277
1052,political_ideology,extremely conservative,agents entretien (v3),61,0.082407,0.074227,0.090402
1052,political_ideology,extremely liberal,agents entretien (v3),119,0.029045,0.025630,0.032488
1052,political_ideology,liberal,agents entretien (v3),200,0.023456,0.021304,0.025597
1052,political_ideology,moderate,agents entretien (v3),303,0.028706,0.026486,0.031038
1052,political_ideology,slightly conservative,agents entretien (v3),94,0.042339,0.036876,0.047801
1052,political_ideology,slightly liberal,agents entretien (v3),98,0.020271,0.017517,0.023317
1052,political_ideology,conservative,agents enquete,177,0.057028,0.052697,0.061616
1052,political_ideology,extremely conservative,agents enquete,61,0.087248,0.078431,0.096701
1052,political_ideology,extremely liberal,agents enquete,119,0.029271,0.026844,0.031879
1052,political_ideology,liberal,agents enquete,200,0.023893,0.021638,0.026283
1052,political_ideology,moderate,agents enquete,303,0.028152,0.026085,0.030424
1052,political_ideology,slightly conservative,agents enquete,94,0.035413,0.030072,0.040472
1052,political_ideology,slightly liberal,agents enquete,98,0.023627,0.020417,0.027207
1052,political_ideology,conservative,agents demographiques (v6),177,0.019414,0.017503,0.021461
1052,political_ideology,extremely conservative,agents demographiques (v6),61,0.021675,0.018585,0.024947
1052,political_ideology,extremely liberal,agents demographiques (v6),119,0.014720,0.012915,0.016491
1052,political_ideology,liberal,agents demographiques (v6),200,0.015638,0.013898,0.017457
1052,political_ideology,moderate,agents demographiques (v6),303,0.015704,0.014415,0.017066
1052,political_ideology,slightly conservative,agents demographiques (v6),94,0.016564,0.014444,0.018846
1052,political_ideology,slightly liberal,agents demographiques (v6),98,0.013971,0.011874,0.016135
1052,political_ideology,conservative,agents v7,177,0.017859,0.015221,0.020539
1052,political_ideology,extremely conservative,agents v7,61,0.027726,0.019701,0.036342
1052,political_ideology,extremely liberal,agents v7,119,0.022447,0.018804,0.026960
1052,political_ideology,liberal,agents v7,200,0.017886,0.015834,0.020135
1052,political_ideology,moderate,agents v7,303,0.017166,0.015484,0.018929
1052,political_ideology,slightly conservative,agents v7,94,0.016493,0.013353,0.020056
1052,political_ideology,slightly liberal,agents v7,98,0.019107,0.014836,0.024609
1052,political_ideology,conservative,agents v8,177,0.096500,0.092664,0.100262
1052,political_ideology,extremely conservative,agents v8,61,0.134998,0.131494,0.138479
1052,political_ideology,extremely liberal,agents v8,119,0.049292,0.046927,0.051622
1052,political_ideology,liberal,agents v8,200,0.019430,0.018077,0.021027
1052,political_ideology,moderate,agents v8,303,0.012803,0.011193,0.014528
1052,political_ideology,slightly conservative,agents v8,94,0.048051,0.043134,0.053361
1052,political_ideology,slightly liberal,agents v8,98,0.009108,0.007328,0.010975
1052,political_ideology,conservative,B0 mode,177,0.000000,0.000000,0.000000
1052,political_ideology,extremely conservative,B0 mode,61,0.000000,0.000000,0.000000
1052,political_ideology,extremely liberal,B0 mode,119,0.000000,0.000000,0.000000
1052,political_ideology,liberal,B0 mode,200,0.000000,0.000000,0.000000
1052,political_ideology,moderate,B0 mode,303,0.000000,0.000000,0.000000
1052,political_ideology,slightly conservative,B0 mode,94,0.000000,0.000000,0.000000
1052,political_ideology,slightly liberal,B0 mode,98,0.000000,0.000000,0.000000
1052,political_ideology,conservative,B0 tirage,177,0.036060,0.033934,0.038020
1052,political_ideology,extremely conservative,B0 tirage,61,0.037408,0.033557,0.041419
1052,political_ideology,extremely liberal,B0 tirage,119,0.035869,0.033619,0.038284
1052,political_ideology,liberal,B0 tirage,200,0.036107,0.034144,0.037996
1052,political_ideology,moderate,B0 tirage,303,0.036171,0.034567,0.037872
1052,political_ideology,slightly conservative,B0 tirage,94,0.038769,0.036034,0.041462
1052,political_ideology,slightly liberal,B0 tirage,98,0.035612,0.032976,0.038286
1052,political_ideology,conservative,B1 argmax,177,0.013537,0.011887,0.015215
1052,political_ideology,extremely conservative,B1 argmax,61,0.027946,0.024329,0.031706
1052,political_ideology,extremely liberal,B1 argmax,119,0.009475,0.007795,0.011225
1052,political_ideology,liberal,B1 argmax,200,0.006409,0.005389,0.007521
1052,political_ideology,moderate,B1 argmax,303,0.005759,0.004940,0.006598
1052,political_ideology,slightly conservative,B1 argmax,94,0.009210,0.007258,0.011252
1052,political_ideology,slightly liberal,B1 argmax,98,0.009382,0.007817,0.011067
1052,political_ideology,conservative,B2 argmax,177,0.004778,0.003650,0.006134
1052,political_ideology,extremely conservative,B2 argmax,61,0.010342,0.007199,0.013830
1052,political_ideology,extremely liberal,B2 argmax,119,0.002200,0.001553,0.002856
1052,political_ideology,liberal,B2 argmax,200,0.001107,0.000729,0.001495
1052,political_ideology,moderate,B2 argmax,303,0.001706,0.001294,0.002166
1052,political_ideology,slightly conservative,B2 argmax,94,0.002142,0.001167,0.003318
1052,political_ideology,slightly liberal,B2 argmax,98,0.001233,0.000702,0.001754
1052,political_ideology,conservative,B3 foret,177,0.000569,0.000268,0.000897
1052,political_ideology,extremely conservative,B3 foret,61,0.005501,0.004322,0.006831
1052,political_ideology,extremely liberal,B3 foret,119,0.001636,0.001066,0.002254
1052,political_ideology,liberal,B3 foret,200,0.001007,0.000630,0.001448
1052,political_ideology,moderate,B3 foret,303,0.001263,0.000926,0.001627
1052,political_ideology,slightly conservative,B3 foret,94,0.000428,0.000140,0.000797
1052,political_ideology,slightly liberal,B3 foret,98,0.001370,0.000769,0.002076
1052,political_ideology,conservative,humains vague 2,177,0.045122,0.041187,0.049317
1052,political_ideology,extremely conservative,humains vague 2,61,0.061833,0.055102,0.069032
1052,political_ideology,extremely liberal,humains vague 2,119,0.033670,0.029553,0.038326
1052,political_ideology,liberal,humains vague 2,200,0.032651,0.028933,0.036571
1052,political_ideology,moderate,humains vague 2,303,0.035395,0.033149,0.037940
1052,political_ideology,slightly conservative,humains vague 2,94,0.035913,0.030281,0.042605
1052,political_ideology,slightly liberal,humains vague 2,98,0.032598,0.028262,0.037599
1052,age,18 - 24,"reel, vague 1",116,0.038359,0.035151,0.041676
1052,age,25 - 34,"reel, vague 1",146,0.040682,0.036519,0.045028
1052,age,35 - 44,"reel, vague 1",184,0.037350,0.034248,0.040519
1052,age,45 - 54,"reel, vague 1",208,0.036364,0.033351,0.039725
1052,age,55 - 64,"reel, vague 1",226,0.034982,0.032039,0.038263
1052,age,65 - 74,"reel, vague 1",142,0.032706,0.028823,0.036712
1052,age,75 or more,"reel, vague 1",30,0.031320,0.024994,0.038830
1052,age,18 - 24,agents composite,116,0.034598,0.031019,0.038591
1052,age,25 - 34,agents composite,146,0.031442,0.026930,0.036307
1052,age,35 - 44,agents composite,184,0.032536,0.029043,0.036235
1052,age,45 - 54,agents composite,208,0.034138,0.030471,0.038213
1052,age,55 - 64,agents composite,226,0.036913,0.033333,0.040922
1052,age,65 - 74,agents composite,142,0.038000,0.032967,0.043813
1052,age,75 or more,agents composite,30,0.031544,0.020366,0.045782
1052,age,18 - 24,agents entretien (v3),116,0.035235,0.030984,0.039688
1052,age,25 - 34,agents entretien (v3),146,0.031626,0.027759,0.035402
1052,age,35 - 44,agents entretien (v3),184,0.034797,0.031469,0.038421
1052,age,45 - 54,agents entretien (v3),208,0.036848,0.032952,0.040818
1052,age,55 - 64,agents entretien (v3),226,0.040001,0.036100,0.044220
1052,age,65 - 74,agents entretien (v3),142,0.042537,0.037160,0.048658
1052,age,75 or more,agents entretien (v3),30,0.037584,0.025727,0.052224
1052,age,18 - 24,agents enquete,116,0.032111,0.028425,0.036148
1052,age,25 - 34,agents enquete,146,0.032408,0.028101,0.036889
1052,age,35 - 44,agents enquete,184,0.033849,0.030857,0.037335
