analyse,metrique,identite,strate_type,strate,contraste,n,moyenne,mediane,q25,q75,moyenne_absolue,mediane_absolue,part_positive,part_negative,part_nulle
cellules_appariees,pos_decrit_oriente,journaliste,camp,gauche,Final - DPO,76,-0.020120614035087706,0.0,-0.013749999999999957,0.0,0.028146929824561396,0.004999999999999949,0.21052631578947367,0.3157894736842105,0.47368421052631576
cellules_appariees,gs_decrit,journaliste,camp,gauche,SFT - Base,137,0.006896316263259727,-0.01440000000000008,-0.03759999999999997,0.0392000000000001,0.0837839075041357,0.0392000000000001,0.43795620437956206,0.5474452554744526,0.014598540145985401
cellules_appariees,gs_decrit,journaliste,camp,gauche,DPO - SFT,134,0.01851940298507463,0.0,0.0,0.030000000000000027,0.047113432835820895,0.026000000000000023,0.4925373134328358,0.20149253731343283,0.30597014925373134
cellules_appariees,gs_decrit,journaliste,camp,gauche,Final - DPO,135,-0.001871111111111102,0.0,-9.999999999998899e-05,5.551115123125783e-17,0.02235111111111114,1.1102230246251565e-16,0.24444444444444444,0.2518518518518518,0.5037037037037037
cellules_appariees,tv_decrit_reel,journaliste,camp,gauche,SFT - Base,137,0.0011700205392499363,0.0,-0.06999999999999998,0.08000000000000002,0.10349381043976248,0.07000000000000012,0.48905109489051096,0.48905109489051096,0.021897810218978103
cellules_appariees,tv_decrit_reel,journaliste,camp,gauche,DPO - SFT,134,-0.007209277354236011,0.0,-0.04000000000000001,0.02749999999999994,0.049498192490783494,0.030851318944844205,0.27611940298507465,0.3283582089552239,0.39552238805970147
cellules_appariees,tv_decrit_reel,journaliste,camp,gauche,Final - DPO,135,0.005286792787991823,0.0,0.0,0.0,0.029329780619948488,0.0,0.1925925925925926,0.18518518518518517,0.6222222222222222
cellules_appariees,pos_decrit,journaliste,camp,centre,SFT - Base,77,0.012391774891774895,0.015000000000000013,-0.020000000000000018,0.050000000000000044,0.07091991341991344,0.04999999999999999,0.5714285714285714,0.4025974025974026,0.025974025974025976
cellules_appariees,pos_decrit,journaliste,camp,centre,DPO - SFT,75,0.008377777777777767,0.0,0.0,0.03999999999999998,0.026955555555555552,0.020000000000000018,0.41333333333333333,0.2,0.38666666666666666
cellules_appariees,pos_decrit,journaliste,camp,centre,Final - DPO,73,-0.005981735159817348,0.0,0.0,0.0,0.01187214611872146,0.0,0.1780821917808219,0.2054794520547945,0.6164383561643836
cellules_appariees,pos_decrit_oriente,journaliste,camp,centre,SFT - Base,77,0.0439069264069264,0.03999999999999998,-0.010000000000000009,0.10999999999999999,0.07091991341991344,0.04999999999999999,0.6753246753246753,0.2987012987012987,0.025974025974025976
cellules_appariees,pos_decrit_oriente,journaliste,camp,centre,DPO - SFT,75,0.012155555555555555,0.0050000000000000044,0.0,0.03999999999999998,0.026955555555555552,0.020000000000000018,0.5066666666666667,0.10666666666666667,0.38666666666666666
cellules_appariees,pos_decrit_oriente,journaliste,camp,centre,Final - DPO,73,-0.007077625570776249,0.0,0.0,0.0,0.01187214611872146,0.0,0.1780821917808219,0.2054794520547945,0.6164383561643836
cellules_appariees,gs_decrit,journaliste,camp,centre,SFT - Base,138,-0.01758587909802991,-0.017200000000000104,-0.036800000000000166,0.005750000000000033,0.039153251336752765,0.021000000000000185,0.3333333333333333,0.5869565217391305,0.07971014492753623
cellules_appariees,gs_decrit,journaliste,camp,centre,DPO - SFT,133,-0.002877984550134209,0.0,-0.011199999999999988,0.01419999999999999,0.030789202158904738,0.01200000000000001,0.3383458646616541,0.3609022556390977,0.3007518796992481
cellules_appariees,gs_decrit,journaliste,camp,centre,Final - DPO,131,0.007070385228762821,0.0,0.0,0.0023000000000000242,0.012587942480671223,0.0,0.26717557251908397,0.16793893129770993,0.5648854961832062
cellules_appariees,tv_decrit_reel,journaliste,camp,centre,SFT - Base,138,0.0006347563407399842,0.0,-0.04999999999999998,0.056212871287128666,0.0792657554495695,0.05000000000000006,0.4927536231884058,0.42028985507246375,0.08695652173913043
cellules_appariees,tv_decrit_reel,journaliste,camp,centre,DPO - SFT,133,0.009311736841700368,0.0,-0.009999999999999981,0.020000000000000004,0.037935123182647926,0.01234323432343229,0.3383458646616541,0.2556390977443609,0.40601503759398494
cellules_appariees,tv_decrit_reel,journaliste,camp,centre,Final - DPO,131,-0.005258687348476483,0.0,0.0,0.0,0.018314738696418083,0.0,0.183206106870229,0.20610687022900764,0.6106870229007634
cellules_appariees,pos_decrit,journaliste,camp,droite,SFT - Base,78,-0.03125632304203733,-0.044999999999999984,-0.10999999999999997,0.050000000000000044,0.13716248037676612,0.09375000000000003,0.3974358974358974,0.6025641025641025,0.0
cellules_appariees,pos_decrit,journaliste,camp,droite,DPO - SFT,75,0.059422222222222223,0.05999999999999994,0.0,0.09999999999999998,0.11391111111111113,0.07499999999999996,0.6,0.2,0.2
cellules_appariees,pos_decrit,journaliste,camp,droite,Final - DPO,75,-0.01884444444444445,0.0,-0.02999999999999997,0.0025000000000000022,0.05724444444444445,0.010000000000000009,0.25333333333333335,0.30666666666666664,0.44
cellules_appariees,pos_decrit_oriente,journaliste,camp,droite,SFT - Base,78,-0.007837519623233903,-0.02999999999999997,-0.08000000000000007,0.09937500000000002,0.13716248037676612,0.09375000000000003,0.46153846153846156,0.5384615384615384,0.0
cellules_appariees,pos_decrit_oriente,journaliste,camp,droite,DPO - SFT,75,0.09742222222222222,0.06,0.0,0.10750000000000004,0.11391111111111113,0.07499999999999996,0.6533333333333333,0.14666666666666667,0.2
cellules_appariees,pos_decrit_oriente,journaliste,camp,droite,Final - DPO,75,-0.044355555555555565,0.0,-0.03833333333333336,0.0,0.05724444444444445,0.010000000000000009,0.17333333333333334,0.38666666666666666,0.44
cellules_appariees,gs_decrit,journaliste,camp,droite,SFT - Base,138,-0.048536338118200475,-0.02970000000000006,-0.059400000000000064,-0.004950000000000093,0.0734696714515338,0.036800000000000166,0.21739130434782608,0.7753623188405797,0.007246376811594203
cellules_appariees,gs_decrit,journaliste,camp,droite,DPO - SFT,132,-0.006869826967903865,0.0,-0.03309999999999999,0.03995000000000004,0.06182134211941906,0.0378,0.3787878787878788,0.4621212121212121,0.1590909090909091
cellules_appariees,gs_decrit,journaliste,camp,droite,Final - DPO,132,0.007975757575757586,0.0,0.0,0.01254999999999995,0.026681818181818185,0.0013999999999999568,0.3409090909090909,0.19696969696969696,0.4621212121212121
cellules_appariees,tv_decrit_reel,journaliste,camp,droite,SFT - Base,138,0.02240834061794923,0.007710843373493946,-0.06,0.11000000000000003,0.12184676320461699,0.09807228915662652,0.5072463768115942,0.4420289855072464,0.050724637681159424
cellules_appariees,tv_decrit_reel,journaliste,camp,droite,DPO - SFT,132,-6.810458617686822e-05,-2.7755575615628914e-17,-0.08,0.049096385542168615,0.09029699216446205,0.06,0.32575757575757575,0.49242424242424243,0.18181818181818182
cellules_appariees,tv_decrit_reel,journaliste,camp,droite,Final - DPO,132,0.004762687112084704,0.0,0.0,0.024036144578313275,0.0364184008762322,0.007349397590361392,0.3409090909090909,0.16666666666666666,0.49242424242424243
cellules_appariees,pos_decrit,adversaire,camp,gauche,SFT - Base,77,-0.047976190476190464,-0.025000000000000133,-0.12,0.03,0.13055194805194809,0.10999999999999999,0.4155844155844156,0.5454545454545454,0.03896103896103896
cellules_appariees,pos_decrit,adversaire,camp,gauche,DPO - SFT,76,0.040021929824561396,0.034999999999999976,0.0,0.0625,0.0768201754385965,0.06,0.618421052631579,0.2236842105263158,0.15789473684210525
cellules_appariees,pos_decrit,adversaire,camp,gauche,Final - DPO,77,-0.0208008658008658,0.0,-0.0050000000000001155,0.0,0.02690476190476191,0.0,0.07792207792207792,0.2727272727272727,0.6493506493506493
cellules_appariees,pos_decrit_oriente,adversaire,camp,gauche,SFT - Base,77,-0.049534632034632035,-0.05499999999999999,-0.12,0.02,0.13055194805194809,0.10999999999999999,0.36363636363636365,0.5974025974025974,0.03896103896103896
cellules_appariees,pos_decrit_oriente,adversaire,camp,gauche,DPO - SFT,76,0.042916666666666665,0.011250000000000093,-0.02250000000000001,0.07000000000000006,0.0768201754385965,0.06,0.5131578947368421,0.32894736842105265,0.15789473684210525
cellules_appariees,pos_decrit_oriente,adversaire,camp,gauche,Final - DPO,77,-0.017597402597402605,0.0,0.0,0.0,0.02690476190476191,0.0,0.11688311688311688,0.23376623376623376,0.6493506493506493
cellules_appariees,gs_decrit,adversaire,camp,gauche,SFT - Base,134,-0.03753432835820899,-0.024900000000000033,-0.04840000000000011,0.02604999999999999,0.0910029850746269,0.0464,0.3283582089552239,0.6194029850746269,0.05223880597014925
cellules_appariees,gs_decrit,adversaire,camp,gauche,DPO - SFT,137,0.014134306569343058,0.0,-0.030999999999999917,0.03720000000000012,0.060166423357664214,0.030999999999999917,0.44525547445255476,0.38686131386861317,0.1678832116788321
cellules_appariees,gs_decrit,adversaire,camp,gauche,Final - DPO,139,-0.009381420090152642,0.0,0.0,0.0,0.022183944461188362,0.0,0.1223021582733813,0.22302158273381295,0.6546762589928058
cellules_appariees,tv_decrit_reel,adversaire,camp,gauche,SFT - Base,134,-0.02424997315580372,-0.019999999999999997,-0.09999999999999992,0.049999999999999996,0.11058162425283656,0.06929256594724217,0.39552238805970147,0.5522388059701493,0.05223880597014925
cellules_appariees,tv_decrit_reel,adversaire,camp,gauche,DPO - SFT,137,0.01305834164784961,0.0,-0.04999999999999999,0.06,0.07444537800416602,0.06,0.38686131386861317,0.39416058394160586,0.21897810218978103
cellules_appariees,tv_decrit_reel,adversaire,camp,gauche,Final - DPO,139,0.002556713289003097,0.0,0.0,0.0,0.02503606141209933,0.0,0.17985611510791366,0.1366906474820144,0.6834532374100719
cellules_appariees,pos_decrit,adversaire,camp,centre,SFT - Base,76,-0.051929824561403506,-0.08999999999999997,-0.12,0.050000000000000044,0.12087719298245615,0.12,0.3026315789473684,0.6973684210526315,0.0
cellules_appariees,pos_decrit,adversaire,camp,centre,DPO - SFT,76,0.01874999999999999,0.0,0.0,0.08124999999999999,0.057171052631578935,0.047500000000000014,0.4868421052631579,0.2236842105263158,0.2894736842105263
cellules_appariees,pos_decrit,adversaire,camp,centre,Final - DPO,75,0.005444444444444453,0.0,0.0,0.0075000000000000275,0.017222222222222233,0.0,0.29333333333333333,0.17333333333333334,0.5333333333333333
cellules_appariees,pos_decrit_oriente,adversaire,camp,centre,SFT - Base,76,-0.018728070175438583,-0.06,-0.12,0.06125000000000003,0.12087719298245615,0.12,0.3684210526315789,0.631578947368421,0.0
cellules_appariees,pos_decrit_oriente,adversaire,camp,centre,DPO - SFT,76,0.010416666666666649,0.0,0.0,0.06,0.057171052631578935,0.047500000000000014,0.4868421052631579,0.2236842105263158,0.2894736842105263
cellules_appariees,pos_decrit_oriente,adversaire,camp,centre,Final - DPO,75,-0.010377777777777774,0.0,0.0,0.00500000000000006,0.017222222222222233,0.0,0.28,0.18666666666666668,0.5333333333333333
cellules_appariees,gs_decrit,adversaire,camp,centre,SFT - Base,136,-0.013566176470588298,-0.021000000000000185,-0.033000000000000085,0.00814999999999999,0.051192647058823586,0.02740000000000012,0.3014705882352941,0.6838235294117647,0.014705882352941176
cellules_appariees,gs_decrit,adversaire,camp,centre,DPO - SFT,134,-0.008171999382285602,0.0,-0.026600000000000068,0.028600000000000014,0.035813790427061745,0.02800000000000008,0.3880597014925373,0.373134328358209,0.23880597014925373
cellules_appariees,gs_decrit,adversaire,camp,centre,Final - DPO,130,0.004978576269760478,0.0,0.0,0.006800000000000139,0.01214450065331648,0.0,0.3076923076923077,0.12307692307692308,0.5692307692307692
cellules_appariees,tv_decrit_reel,adversaire,camp,centre,SFT - Base,136,-0.048873762376237626,-0.05,-0.10999999999999999,0.048547854785478496,0.1165310133954572,0.09006600660066011,0.34558823529411764,0.6470588235294118,0.007352941176470588
cellules_appariees,tv_decrit_reel,adversaire,camp,centre,DPO - SFT,134,0.014263362370352178,0.0,-0.019999999999999907,0.058382838283828294,0.055158445482074867,0.044966996699669956,0.3880597014925373,0.3208955223880597,0.291044776119403
cellules_appariees,tv_decrit_reel,adversaire,camp,centre,Final - DPO,130,0.0011708890875867682,0.0,0.0,0.0,0.016424506757046025,0.0,0.23076923076923078,0.16153846153846155,0.6076923076923076
cellules_appariees,pos_decrit,adversaire,camp,droite,SFT - Base,78,0.0441346153846154,0.025000000000000022,-0.050000000000000044,0.25833333333333347,0.176207264957265,0.07,0.6410256410256411,0.358974358974359,0.0
cellules_appariees,pos_decrit,adversaire,camp,droite,DPO - SFT,78,0.007264957264957265,0.006666666666666592,-0.03375,0.09374999999999999,0.06331196581196578,0.049999999999999996,0.5128205128205128,0.3333333333333333,0.15384615384615385
cellules_appariees,pos_decrit,adversaire,camp,droite,Final - DPO,79,0.0010021097046413467,0.0,-0.004166666666666707,0.0,0.046719409282700415,0.0033333333333334103,0.24050632911392406,0.27848101265822783,0.4810126582278481
cellules_appariees,pos_decrit_oriente,adversaire,camp,droite,SFT - Base,78,0.14725427350427353,0.050000000000000044,0.025000000000000022,0.3500000000000001,0.176207264957265,0.07,0.9102564102564102,0.08974358974358974,0.0
cellules_appariees,pos_decrit_oriente,adversaire,camp,droite,DPO - SFT,78,0.02085470085470084,0.0,-0.04500000000000004,0.09999999999999998,0.06331196581196578,0.049999999999999996,0.44871794871794873,0.3974358974358974,0.15384615384615385
cellules_appariees,pos_decrit_oriente,adversaire,camp,droite,Final - DPO,79,-0.035791139240506316,0.0,-0.028750000000000053,0.0,0.046719409282700415,0.0033333333333334103,0.21518987341772153,0.3037974683544304,0.4810126582278481
cellules_appariees,gs_decrit,adversaire,camp,droite,SFT - Base,137,-0.08468045164233584,-0.024000000000000188,-0.14700000000000019,-0.01200000000000001,0.1211326870437957,0.04459999999999997,0.22627737226277372,0.7591240875912408,0.014598540145985401
cellules_appariees,gs_decrit,adversaire,camp,droite,DPO - SFT,135,0.018190288635425125,0.0,-0.023400000000000087,0.05840000000000012,0.054927482022583934,0.03860000000000008,0.4666666666666667,0.3925925925925926,0.14074074074074075
cellules_appariees,gs_decrit,adversaire,camp,droite,Final - DPO,137,-0.006064151513842705,0.0,-0.019199999999999995,0.0,0.027462691659828096,0.0018000000000000238,0.18248175182481752,0.3284671532846715,0.48905109489051096
cellules_appariees,tv_decrit_reel,adversaire,camp,droite,SFT - Base,137,0.02605007621727787,0.049999999999999906,-0.06,0.10999999999999999,0.14317690469908836,0.09999999999999987,0.6277372262773723,0.35766423357664234,0.014598540145985401
cellules_appariees,tv_decrit_reel,adversaire,camp,droite,DPO - SFT,135,-0.003889072630390834,0.0,-0.050000000000000114,0.03608433734939767,0.06604934771766806,0.050000000000000044,0.34074074074074073,0.48148148148148145,0.17777777777777778
cellules_appariees,tv_decrit_reel,adversaire,camp,droite,Final - DPO,137,0.004318543122518146,0.0,0.0,0.010000000000000064,0.03620207951401338,0.0,0.2846715328467153,0.1678832116788321,0.5474452554744526
rejets,rejet,adversaire,camp,centre,Base,149,0.03355704697986577,,,,,,,,
rejets,rejet,adversaire,camp,droite,Base,149,0.026845637583892617,,,,,,,,
rejets,rejet,adversaire,camp,gauche,Base,149,0.040268456375838924,,,,,,,,
rejets,rejet,journaliste,camp,centre,Base,149,0.020134228187919462,,,,,,,,
rejets,rejet,journaliste,camp,droite,Base,149,0.040268456375838924,,,,,,,,
rejets,rejet,journaliste,camp,gauche,Base,149,0.040268456375838924,,,,,,,,
rejets,rejet,adversaire,camp,centre,DPO,149,0.06711409395973154,,,,,,,,
rejets,rejet,adversaire,camp,droite,DPO,149,0.04697986577181208,,,,,,,,
rejets,rejet,adversaire,camp,gauche,DPO,149,0.053691275167785234,,,,,,,,
rejets,rejet,journaliste,camp,centre,DPO,149,0.087248322147651,,,,,,,,
rejets,rejet,journaliste,camp,droite,DPO,149,0.08053691275167785,,,,,,,,
rejets,rejet,journaliste,camp,gauche,DPO,149,0.0738255033557047,,,,,,,,
rejets,rejet,adversaire,camp,centre,Final,149,0.10067114093959731,,,,,,,,
rejets,rejet,adversaire,camp,droite,Final,149,0.06711409395973154,,,,,,,,
rejets,rejet,adversaire,camp,gauche,Final,149,0.04697986577181208,,,,,,,,
rejets,rejet,journaliste,camp,centre,Final,149,0.0738255033557047,,,,,,,,
rejets,rejet,journaliste,camp,droite,Final,149,0.10067114093959731,,,,,,,,
rejets,rejet,journaliste,camp,gauche,Final,149,0.06711409395973154,,,,,,,,
rejets,rejet,adversaire,camp,centre,SFT,149,0.06711409395973154,,,,,,,,
rejets,rejet,adversaire,camp,droite,SFT,149,0.06711409395973154,,,,,,,,
rejets,rejet,adversaire,camp,gauche,SFT,149,0.0738255033557047,,,,,,,,
rejets,rejet,journaliste,camp,centre,SFT,149,0.06040268456375839,,,,,,,,
rejets,rejet,journaliste,camp,droite,SFT,149,0.06040268456375839,,,,,,,,
rejets,rejet,journaliste,camp,gauche,SFT,149,0.053691275167785234,,,,,,,,
rejets,rejet,adversaire,famille,avortement (ab*),Base,21,0.0,,,,,,,,
rejets,rejet,adversaire,famille,confiance dans les institutions (con*),Base,39,0.0,,,,,,,,
rejets,rejet,adversaire,famille,depenses publiques (nat*),Base,51,0.0,,,,,,,,
rejets,rejet,adversaire,famille,fin de vie (suicide/letdie),Base,15,0.0,,,,,,,,
rejets,rejet,adversaire,famille,hors famille,Base,273,0.05128205128205128,,,,,,,,
rejets,rejet,adversaire,famille,libertes civiles (spk/col/lib),Base,33,0.0,,,,,,,,
rejets,rejet,adversaire,famille,roles de genre (fe*),Base,15,0.06666666666666667,,,,,,,,
rejets,rejet,journaliste,famille,avortement (ab*),Base,21,0.0,,,,,,,,
rejets,rejet,journaliste,famille,confiance dans les institutions (con*),Base,39,0.0,,,,,,,,
rejets,rejet,journaliste,famille,depenses publiques (nat*),Base,51,0.0,,,,,,,,
rejets,rejet,journaliste,famille,fin de vie (suicide/letdie),Base,15,0.0,,,,,,,,
rejets,rejet,journaliste,famille,hors famille,Base,273,0.05128205128205128,,,,,,,,
rejets,rejet,journaliste,famille,libertes civiles (spk/col/lib),Base,33,0.0,,,,,,,,
rejets,rejet,journaliste,famille,roles de genre (fe*),Base,15,0.06666666666666667,,,,,,,,
rejets,rejet,adversaire,famille,avortement (ab*),DPO,21,0.0,,,,,,,,
rejets,rejet,adversaire,famille,confiance dans les institutions (con*),DPO,39,0.0,,,,,,,,
rejets,rejet,adversaire,famille,depenses publiques (nat*),DPO,51,0.0,,,,,,,,
rejets,rejet,adversaire,famille,fin de vie (suicide/letdie),DPO,15,0.0,,,,,,,,
rejets,rejet,adversaire,famille,hors famille,DPO,273,0.08424908424908426,,,,,,,,
rejets,rejet,adversaire,famille,libertes civiles (spk/col/lib),DPO,33,0.0,,,,,,,,
rejets,rejet,adversaire,famille,roles de genre (fe*),DPO,15,0.13333333333333333,,,,,,,,
rejets,rejet,journaliste,famille,avortement (ab*),DPO,21,0.0,,,,,,,,
rejets,rejet,journaliste,famille,confiance dans les institutions (con*),DPO,39,0.0,,,,,,,,
rejets,rejet,journaliste,famille,depenses publiques (nat*),DPO,51,0.0,,,,,,,,
rejets,rejet,journaliste,famille,fin de vie (suicide/letdie),DPO,15,0.0,,,,,,,,
rejets,rejet,journaliste,famille,hors famille,DPO,273,0.12454212454212454,,,,,,,,
rejets,rejet,journaliste,famille,libertes civiles (spk/col/lib),DPO,33,0.0,,,,,,,,
rejets,rejet,journaliste,famille,roles de genre (fe*),DPO,15,0.13333333333333333,,,,,,,,
rejets,rejet,adversaire,famille,avortement (ab*),Final,21,0.0,,,,,,,,
rejets,rejet,adversaire,famille,confiance dans les institutions (con*),Final,39,0.0,,,,,,,,
rejets,rejet,adversaire,famille,depenses publiques (nat*),Final,51,0.0,,,,,,,,
rejets,rejet,adversaire,famille,fin de vie (suicide/letdie),Final,15,0.0,,,,,,,,
rejets,rejet,adversaire,famille,hors famille,Final,273,0.11355311355311355,,,,,,,,
rejets,rejet,adversaire,famille,libertes civiles (spk/col/lib),Final,33,0.0,,,,,,,,
rejets,rejet,adversaire,famille,roles de genre (fe*),Final,15,0.06666666666666667,,,,,,,,
rejets,rejet,journaliste,famille,avortement (ab*),Final,21,0.0,,,,,,,,
rejets,rejet,journaliste,famille,confiance dans les institutions (con*),Final,39,0.0,,,,,,,,
rejets,rejet,journaliste,famille,depenses publiques (nat*),Final,51,0.0,,,,,,,,
rejets,rejet,journaliste,famille,fin de vie (suicide/letdie),Final,15,0.0,,,,,,,,
rejets,rejet,journaliste,famille,hors famille,Final,273,0.12087912087912088,,,,,,,,
rejets,rejet,journaliste,famille,libertes civiles (spk/col/lib),Final,33,0.0,,,,,,,,
rejets,rejet,journaliste,famille,roles de genre (fe*),Final,15,0.2,,,,,,,,
rejets,rejet,adversaire,famille,avortement (ab*),SFT,21,0.0,,,,,,,,
rejets,rejet,adversaire,famille,confiance dans les institutions (con*),SFT,39,0.0,,,,,,,,
rejets,rejet,adversaire,famille,depenses publiques (nat*),SFT,51,0.0,,,,,,,,
rejets,rejet,adversaire,famille,fin de vie (suicide/letdie),SFT,15,0.0,,,,,,,,
rejets,rejet,adversaire,famille,hors famille,SFT,273,0.10256410256410256,,,,,,,,
rejets,rejet,adversaire,famille,libertes civiles (spk/col/lib),SFT,33,0.0,,,,,,,,
rejets,rejet,adversaire,famille,roles de genre (fe*),SFT,15,0.2,,,,,,,,
rejets,rejet,journaliste,famille,avortement (ab*),SFT,21,0.0,,,,,,,,
rejets,rejet,journaliste,famille,confiance dans les institutions (con*),SFT,39,0.0,,,,,,,,
rejets,rejet,journaliste,famille,depenses publiques (nat*),SFT,51,0.0,,,,,,,,
rejets,rejet,journaliste,famille,fin de vie (suicide/letdie),SFT,15,0.0,,,,,,,,
rejets,rejet,journaliste,famille,hors famille,SFT,273,0.08424908424908426,,,,,,,,
rejets,rejet,journaliste,famille,libertes civiles (spk/col/lib),SFT,33,0.0,,,,,,,,
rejets,rejet,journaliste,famille,roles de genre (fe*),SFT,15,0.2,,,,,,,,
rejets,rejet,adversaire,modalites,12,Base,3,1.0,,,,,,,,
rejets,rejet,adversaire,modalites,2,Base,156,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,3,Base,159,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,4,Base,54,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,5,Base,45,0.06666666666666667,,,,,,,,
rejets,rejet,adversaire,modalites,6,Base,12,0.16666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,7,Base,12,0.08333333333333333,,,,,,,,
rejets,rejet,adversaire,modalites,8,Base,3,1.0,,,,,,,,
rejets,rejet,adversaire,modalites,9,Base,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,12,Base,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,2,Base,156,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,3,Base,159,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,4,Base,54,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,5,Base,45,0.06666666666666667,,,,,,,,
rejets,rejet,journaliste,modalites,6,Base,12,0.08333333333333333,,,,,,,,
rejets,rejet,journaliste,modalites,7,Base,12,0.25,,,,,,,,
rejets,rejet,journaliste,modalites,8,Base,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,9,Base,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,12,DPO,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,2,DPO,156,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,3,DPO,159,0.006289308176100629,,,,,,,,
rejets,rejet,adversaire,modalites,4,DPO,54,0.05555555555555555,,,,,,,,
rejets,rejet,adversaire,modalites,5,DPO,45,0.15555555555555556,,,,,,,,
rejets,rejet,adversaire,modalites,6,DPO,12,0.4166666666666667,,,,,,,,
rejets,rejet,adversaire,modalites,7,DPO,12,0.25,,,,,,,,
rejets,rejet,adversaire,modalites,8,DPO,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,9,DPO,3,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,12,DPO,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,2,DPO,156,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,3,DPO,159,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,4,DPO,54,0.12962962962962962,,,,,,,,
rejets,rejet,journaliste,modalites,5,DPO,45,0.15555555555555556,,,,,,,,
rejets,rejet,journaliste,modalites,6,DPO,12,0.5,,,,,,,,
rejets,rejet,journaliste,modalites,7,DPO,12,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,8,DPO,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,9,DPO,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,12,Final,3,1.0,,,,,,,,
rejets,rejet,adversaire,modalites,2,Final,156,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,3,Final,159,0.012578616352201259,,,,,,,,
rejets,rejet,adversaire,modalites,4,Final,54,0.07407407407407407,,,,,,,,
rejets,rejet,adversaire,modalites,5,Final,45,0.15555555555555556,,,,,,,,
rejets,rejet,adversaire,modalites,6,Final,12,0.4166666666666667,,,,,,,,
rejets,rejet,adversaire,modalites,7,Final,12,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,8,Final,3,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,9,Final,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,12,Final,3,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,2,Final,156,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,3,Final,159,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,4,Final,54,0.14814814814814814,,,,,,,,
rejets,rejet,journaliste,modalites,5,Final,45,0.13333333333333333,,,,,,,,
rejets,rejet,journaliste,modalites,6,Final,12,0.4166666666666667,,,,,,,,
rejets,rejet,journaliste,modalites,7,Final,12,0.9166666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,8,Final,3,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,9,Final,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,12,SFT,3,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,2,SFT,156,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,3,SFT,159,0.0,,,,,,,,
rejets,rejet,adversaire,modalites,4,SFT,54,0.07407407407407407,,,,,,,,
rejets,rejet,adversaire,modalites,5,SFT,45,0.2222222222222222,,,,,,,,
rejets,rejet,adversaire,modalites,6,SFT,12,0.3333333333333333,,,,,,,,
rejets,rejet,adversaire,modalites,7,SFT,12,0.6666666666666666,,,,,,,,
rejets,rejet,adversaire,modalites,8,SFT,3,0.3333333333333333,,,,,,,,
rejets,rejet,adversaire,modalites,9,SFT,3,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,12,SFT,3,1.0,,,,,,,,
rejets,rejet,journaliste,modalites,2,SFT,156,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,3,SFT,159,0.0,,,,,,,,
rejets,rejet,journaliste,modalites,4,SFT,54,0.05555555555555555,,,,,,,,
rejets,rejet,journaliste,modalites,5,SFT,45,0.13333333333333333,,,,,,,,
rejets,rejet,journaliste,modalites,6,SFT,12,0.3333333333333333,,,,,,,,
rejets,rejet,journaliste,modalites,7,SFT,12,0.6666666666666666,,,,,,,,
rejets,rejet,journaliste,modalites,8,SFT,3,0.3333333333333333,,,,,,,,
rejets,rejet,journaliste,modalites,9,SFT,3,0.3333333333333333,,,,,,,,
rejets,rejet,adversaire,polarite,negative,Base,78,0.0,,,,,,,,
rejets,rejet,adversaire,polarite,positive,Base,159,0.012578616352201259,,,,,,,,
rejets,rejet,adversaire,polarite,,Base,210,0.06190476190476191,,,,,,,,
