analyse,metrique,identite,strate_type,strate,contraste,n,moyenne,mediane,q25,q75,moyenne_absolue,mediane_absolue,part_positive,part_negative,part_nulle
items_orientes_complets,gap_signe_decrit,adversaire,famille,depenses publiques (nat*),DPO - SFT,17,0.032941176470588154,0.0399999999999999,0.0399999999999999,0.0399999999999999,0.0623529411764705,0.0399999999999999,0.8823529411764706,0.11764705882352941,0.0
items_orientes_complets,gap_signe_decrit,adversaire,famille,depenses publiques (nat*),Final - DPO,17,0.005000000000000012,0.0,-0.010000000000000106,0.0,0.024999999999999977,0.0049999999999999975,0.23529411764705882,0.29411764705882354,0.47058823529411764
items_orientes_complets,gap_signe_decrit,adversaire,famille,fin de vie (suicide/letdie),SFT - Base,5,0.096,0.05,0.0,0.05,0.10799999999999998,0.05,0.6,0.2,0.2
items_orientes_complets,gap_signe_decrit,adversaire,famille,fin de vie (suicide/letdie),DPO - SFT,5,-0.09799999999999999,0.0,-0.05,0.0,0.09799999999999999,0.0,0.0,0.4,0.6
items_orientes_complets,gap_signe_decrit,adversaire,famille,fin de vie (suicide/letdie),Final - DPO,5,0.12200000000000003,0.05,0.03,0.05,0.14200000000000004,0.05,0.8,0.2,0.0
items_orientes_complets,gap_signe_decrit,adversaire,famille,libertes civiles (spk/col/lib),SFT - Base,8,0.19625000000000004,0.2,8.326672684688674e-17,0.5000000000000001,0.44375000000000003,0.31500000000000006,0.625,0.125,0.25
items_orientes_complets,gap_signe_decrit,adversaire,famille,libertes civiles (spk/col/lib),DPO - SFT,8,-0.13624999999999998,-0.14499999999999996,-0.20499999999999996,-0.08249999999999999,0.13624999999999998,0.14499999999999996,0.0,0.75,0.25
items_orientes_complets,gap_signe_decrit,adversaire,famille,libertes civiles (spk/col/lib),Final - DPO,8,0.10499999999999998,0.00499999999999995,0.0,0.0725,0.10499999999999998,0.00499999999999995,0.5,0.0,0.5
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : economique,SFT - Base,2,-0.21500000000000005,-0.21500000000000005,-0.23000000000000004,-0.20000000000000007,0.21500000000000005,0.21500000000000005,0.0,1.0,0.0
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : economique,DPO - SFT,2,0.007500000000000041,0.007500000000000041,-0.031249999999999986,0.04625000000000007,0.07750000000000004,0.07750000000000004,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : economique,Final - DPO,2,0.06500000000000002,0.06500000000000002,0.025000000000000015,0.10500000000000001,0.08,0.08,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : social,SFT - Base,22,0.04397727272727274,-0.07750000000000004,-0.2512500000000001,0.2637500000000001,0.2859469696969697,0.26499999999999996,0.4090909090909091,0.5454545454545454,0.045454545454545456
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : social,DPO - SFT,22,-0.035719696969697005,0.002499999999999898,-0.037500000000000026,0.0487499999999999,0.09685606060606057,0.0474999999999999,0.5,0.45454545454545453,0.045454545454545456
items_orientes_complets,gap_signe_decrit,adversaire,famille,residu : social,Final - DPO,22,0.00015151515151515433,0.0,0.0,0.020000000000000014,0.03833333333333333,0.020000000000000004,0.4090909090909091,0.22727272727272727,0.36363636363636365
items_orientes_complets,gap_signe_decrit,adversaire,famille,roles de genre (fe*),SFT - Base,4,-0.09687499999999998,-0.09041666666666655,-0.1516666666666666,-0.03562499999999993,0.09687499999999998,0.09041666666666655,0.0,0.75,0.25
items_orientes_complets,gap_signe_decrit,adversaire,famille,roles de genre (fe*),DPO - SFT,4,-0.006874999999999999,0.0012500000000000011,-0.022499999999999975,0.016874999999999977,0.03812499999999995,0.03124999999999995,0.5,0.25,0.25
items_orientes_complets,gap_signe_decrit,adversaire,famille,roles de genre (fe*),Final - DPO,4,0.1597916666666666,-0.016666666666666698,-0.03187500000000002,0.17499999999999993,0.19520833333333337,0.033750000000000044,0.25,0.75,0.0
items_orientes_complets,gap_signe_decrit,adversaire,polarite,negative,SFT - Base,25,-0.16326666666666667,-0.1850000000000001,-0.2566666666666667,-0.105,0.23926666666666668,0.21,0.08,0.84,0.08
items_orientes_complets,gap_signe_decrit,adversaire,polarite,negative,DPO - SFT,25,-0.01679999999999999,0.0,-0.040000000000000105,0.0599999999999999,0.0836,0.049999999999999906,0.48,0.4,0.12
items_orientes_complets,gap_signe_decrit,adversaire,polarite,negative,Final - DPO,25,0.06226666666666665,0.0,-0.0033333333333333,0.0549999999999999,0.08533333333333333,0.020000000000000004,0.48,0.28,0.24
items_orientes_complets,gap_signe_decrit,adversaire,polarite,positive,SFT - Base,51,0.21297385620915035,0.145,0.08499999999999999,0.33000000000000007,0.2240522875816994,0.145,0.8627450980392157,0.0784313725490196,0.058823529411764705
items_orientes_complets,gap_signe_decrit,adversaire,polarite,positive,DPO - SFT,51,-0.04075163398692814,0.0,-0.10999999999999999,0.0399999999999999,0.0901633986928104,0.05,0.49019607843137253,0.43137254901960786,0.0784313725490196
items_orientes_complets,gap_signe_decrit,adversaire,polarite,positive,Final - DPO,51,0.005114379084967326,0.0,-0.028750000000000057,0.04,0.06325163398692808,0.037500000000000096,0.35294117647058826,0.29411764705882354,0.35294117647058826
items_orientes_complets,gap_signe_decrit,adversaire,modalites,2,SFT - Base,33,0.18818181818181814,0.25,0.0,0.38,0.3293939393939394,0.33,0.6363636363636364,0.24242424242424243,0.12121212121212122
items_orientes_complets,gap_signe_decrit,adversaire,modalites,2,DPO - SFT,33,-0.11303030303030304,-0.09999999999999998,-0.16000000000000003,0.0,0.12696969696969695,0.1,0.12121212121212122,0.6666666666666666,0.21212121212121213
items_orientes_complets,gap_signe_decrit,adversaire,modalites,2,Final - DPO,33,0.05696969696969697,0.02,0.0,0.06999999999999995,0.11878787878787879,0.05,0.5454545454545454,0.18181818181818182,0.2727272727272727
items_orientes_complets,gap_signe_decrit,adversaire,modalites,3,SFT - Base,34,0.039264705882352924,0.1049999999999999,-0.0975,0.145,0.13808823529411765,0.145,0.6470588235294118,0.3235294117647059,0.029411764705882353
items_orientes_complets,gap_signe_decrit,adversaire,modalites,3,DPO - SFT,34,0.03132352941176469,0.0399999999999999,0.010000000000000092,0.049999999999999906,0.0630882352941176,0.0449999999999999,0.7647058823529411,0.23529411764705882,0.0
items_orientes_complets,gap_signe_decrit,adversaire,modalites,3,Final - DPO,34,0.0020588235294117666,0.0,-0.013750000000000016,0.00875,0.03441176470588232,0.012500000000000046,0.29411764705882354,0.3235294117647059,0.38235294117647056
items_orientes_complets,gap_signe_decrit,adversaire,modalites,4,SFT - Base,6,-0.15,-0.23166666666666674,-0.26916666666666655,-0.1516666666666666,0.2688888888888889,0.26499999999999996,0.16666666666666666,0.8333333333333334,0.0
items_orientes_complets,gap_signe_decrit,adversaire,modalites,4,DPO - SFT,6,0.024444444444444418,0.03333333333333325,-0.0008333333333333248,0.06499999999999985,0.055555555555555476,0.0633333333333332,0.6666666666666666,0.3333333333333333,0.0
items_orientes_complets,gap_signe_decrit,adversaire,modalites,4,Final - DPO,6,-0.01666666666666668,-0.00333333333333335,-0.02333333333333335,-0.000833333333333325,0.03777777777777775,0.016666666666666698,0.16666666666666666,0.6666666666666666,0.16666666666666666
items_orientes_complets,gap_signe_decrit,adversaire,modalites,5,SFT - Base,3,0.04500000000000007,0.05750000000000011,0.005000000000000102,0.09125000000000005,0.07666666666666667,0.05750000000000011,0.6666666666666666,0.3333333333333333,0.0
items_orientes_complets,gap_signe_decrit,adversaire,modalites,5,DPO - SFT,3,0.0066666666666665665,0.004999999999999796,0.0037499999999998992,0.008749999999999848,0.0066666666666665665,0.004999999999999796,1.0,0.0,0.0
items_orientes_complets,gap_signe_decrit,adversaire,modalites,5,Final - DPO,3,-0.010833333333333332,0.0,-0.018750000000000048,0.002500000000000051,0.014166666666666732,0.005000000000000102,0.3333333333333333,0.3333333333333333,0.3333333333333333
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,fort,SFT - Base,27,0.24222222222222223,0.32000000000000006,0.0,0.38000000000000006,0.32370370370370377,0.33000000000000007,0.6666666666666666,0.18518518518518517,0.14814814814814814
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,fort,DPO - SFT,27,-0.11814814814814814,-0.10999999999999999,-0.16499999999999998,-0.01,0.13148148148148145,0.10999999999999999,0.1111111111111111,0.7407407407407407,0.14814814814814814
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,fort,Final - DPO,27,0.07074074074074076,0.0200000000000001,0.0,0.07999999999999996,0.13518518518518516,0.05,0.5925925925925926,0.14814814814814814,0.25925925925925924
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,intermediaire,SFT - Base,26,0.012243589743589729,0.09499999999999995,-0.12,0.145,0.19314102564102567,0.145,0.6538461538461539,0.34615384615384615,0.0
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,intermediaire,DPO - SFT,26,0.011602564102564071,0.0399999999999999,0.0,0.049999999999999906,0.07467948717948712,0.0424999999999999,0.6538461538461539,0.23076923076923078,0.11538461538461539
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,intermediaire,Final - DPO,26,0.002115384615384624,0.0,-0.0399999999999999,0.008749999999999925,0.03711538461538459,0.017499999999999995,0.3076923076923077,0.34615384615384615,0.34615384615384615
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,faible,SFT - Base,23,-0.003405797101449272,0.0,-0.11916666666666659,0.135,0.15855072463768116,0.1333333333333332,0.4782608695652174,0.4782608695652174,0.043478260869565216
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,faible,DPO - SFT,23,0.016956521739130422,0.0124999999999999,-0.00041666666666664897,0.0474999999999999,0.05202898550724632,0.0449999999999999,0.7391304347826086,0.2608695652173913,0.0
items_orientes_complets,gap_signe_decrit,adversaire,consensus_reel,faible,Final - DPO,23,-0.006413043478260888,0.0,-0.007500000000000055,0.002500000000000051,0.03235507246376811,0.005000000000000102,0.2608695652173913,0.391304347826087,0.34782608695652173
items_orientes_complets,gap_signe_decrit,adversaire,rejet,False,SFT - Base,72,0.10226851851851852,0.1049999999999999,-0.08625000000000008,0.24625,0.23208333333333334,0.145,0.625,0.3055555555555556,0.06944444444444445
items_orientes_complets,gap_signe_decrit,adversaire,rejet,False,DPO - SFT,72,-0.03364583333333335,0.0,-0.10249999999999998,0.041250000000000044,0.09144675925925923,0.05499999999999995,0.4722222222222222,0.4305555555555556,0.09722222222222222
items_orientes_complets,gap_signe_decrit,adversaire,rejet,False,Final - DPO,72,0.02578703703703703,0.0,-0.00625000000000003,0.05000000000000002,0.07374999999999998,0.03,0.4027777777777778,0.2638888888888889,0.3333333333333333
items_orientes_complets,gap_signe_decrit,adversaire,rejet,True,SFT - Base,4,-0.14583333333333331,-0.12708333333333335,-0.25166666666666676,-0.0212499999999999,0.17458333333333337,0.13208333333333344,0.25,0.75,0.0
items_orientes_complets,gap_signe_decrit,adversaire,rejet,True,DPO - SFT,4,-0.018958333333333376,0.0037499999999998992,-0.020624999999999973,0.005416666666666497,0.026041666666666574,0.005833333333333198,0.75,0.25,0.0
items_orientes_complets,gap_signe_decrit,adversaire,rejet,True,Final - DPO,4,-0.009791666666666674,-0.00333333333333335,-0.011875000000000073,-0.00124999999999995,0.012291666666666725,0.004166666666666751,0.25,0.75,0.0
items_orientes_complets,gap_signe_decrit,journaliste,ensemble,tous,SFT - Base,72,-0.00782407407407407,0.004999999999999949,-0.09375,0.042499999999999975,0.12912037037037033,0.0699999999999999,0.5,0.4583333333333333,0.041666666666666664
items_orientes_complets,gap_signe_decrit,journaliste,ensemble,tous,DPO - SFT,72,0.0561111111111111,0.05999999999999994,0.0,0.09249999999999997,0.12189814814814813,0.06999999999999999,0.6527777777777778,0.19444444444444445,0.1527777777777778
items_orientes_complets,gap_signe_decrit,journaliste,ensemble,tous,Final - DPO,72,-0.02712962962962964,0.0,-0.032499999999999904,0.013750000000000026,0.07837962962962962,0.01749999999999998,0.3194444444444444,0.4305555555555556,0.25
items_orientes_complets,gap_signe_decrit,journaliste,famille,avortement (ab*),SFT - Base,7,-0.21999999999999995,-0.2499999999999999,-0.2499999999999999,-0.2499999999999999,0.2657142857142856,0.2499999999999999,0.14285714285714285,0.8571428571428571,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,avortement (ab*),DPO - SFT,7,0.30428571428571427,0.19000000000000006,0.125,0.5950000000000001,0.3385714285714286,0.19000000000000006,0.8571428571428571,0.14285714285714285,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,avortement (ab*),Final - DPO,7,-0.22142857142857147,0.0,-0.445,0.014999999999999986,0.23571428571428574,0.020000000000000018,0.42857142857142855,0.42857142857142855,0.14285714285714285
items_orientes_complets,gap_signe_decrit,journaliste,famille,confiance dans les institutions (con*),SFT - Base,11,-0.010909090909090919,-0.019999999999999896,-0.039999999999999994,0.02499999999999995,0.044545454545454506,0.0299999999999999,0.45454545454545453,0.5454545454545454,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,confiance dans les institutions (con*),DPO - SFT,11,0.03681818181818184,0.05500000000000001,0.010000000000000047,0.09500000000000006,0.07954545454545453,0.0800000000000001,0.7272727272727273,0.2727272727272727,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,confiance dans les institutions (con*),Final - DPO,11,-0.03363636363636366,-0.06999999999999999,-0.10250000000000009,0.00749999999999995,0.07545454545454545,0.0950000000000001,0.2727272727272727,0.5454545454545454,0.18181818181818182
items_orientes_complets,gap_signe_decrit,journaliste,famille,depenses publiques (nat*),SFT - Base,17,0.025882352941176374,0.009999999999999898,0.009999999999999898,0.024999999999999897,0.029999999999999902,0.024999999999999897,0.9411764705882353,0.058823529411764705,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,depenses publiques (nat*),DPO - SFT,17,0.05529411764705881,0.06999999999999999,0.0399999999999999,0.075,0.05999999999999998,0.06999999999999999,0.9411764705882353,0.058823529411764705,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,depenses publiques (nat*),Final - DPO,17,-0.005000000000000001,-0.004999999999999999,-0.01,0.0,0.009705882352941165,0.004999999999999999,0.11764705882352941,0.6470588235294118,0.23529411764705882
items_orientes_complets,gap_signe_decrit,journaliste,famille,fin de vie (suicide/letdie),SFT - Base,5,0.168,0.09000000000000008,0.06999999999999998,0.26000000000000006,0.168,0.09000000000000008,1.0,0.0,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,fin de vie (suicide/letdie),DPO - SFT,5,0.096,0.14,0.05999999999999989,0.14000000000000007,0.096,0.14,0.8,0.0,0.2
items_orientes_complets,gap_signe_decrit,journaliste,famille,fin de vie (suicide/letdie),Final - DPO,5,0.026000000000000013,0.0,-0.050000000000000044,0.030000000000000027,0.06600000000000004,0.050000000000000044,0.4,0.4,0.2
items_orientes_complets,gap_signe_decrit,journaliste,famille,libertes civiles (spk/col/lib),SFT - Base,8,0.14000000000000004,0.0,-0.09999999999999992,0.3650000000000001,0.2875,0.26499999999999996,0.375,0.375,0.25
items_orientes_complets,gap_signe_decrit,journaliste,famille,libertes civiles (spk/col/lib),DPO - SFT,8,-0.1975,-0.030000000000000027,-0.35749999999999993,0.0,0.26,0.14999999999999997,0.125,0.5,0.375
items_orientes_complets,gap_signe_decrit,journaliste,famille,libertes civiles (spk/col/lib),Final - DPO,8,0.09874999999999999,0.004999999999999949,0.0,0.0725,0.09874999999999999,0.004999999999999949,0.5,0.0,0.5
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : economique,SFT - Base,2,-0.10500000000000007,-0.10500000000000007,-0.11750000000000003,-0.09250000000000008,0.10500000000000007,0.10500000000000007,0.0,1.0,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : economique,DPO - SFT,2,0.02499999999999995,0.02499999999999995,-0.0075000000000000275,0.057499999999999926,0.06499999999999995,0.06499999999999995,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : economique,Final - DPO,2,0.0250000000000001,0.0250000000000001,-0.0024999999999999016,0.0525000000000001,0.055,0.055,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : social,SFT - Base,20,-0.0743333333333333,-0.05499999999999995,-0.1587499999999999,0.006666666666666676,0.13299999999999995,0.12,0.25,0.7,0.05
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : social,DPO - SFT,20,0.06658333333333333,0.0,0.0,0.06999999999999998,0.07691666666666667,0.02500000000000005,0.45,0.2,0.35
items_orientes_complets,gap_signe_decrit,journaliste,famille,residu : social,Final - DPO,20,-0.012250000000000007,0.0,-0.025,0.03166666666666663,0.054749999999999986,0.033333333333333284,0.4,0.3,0.3
items_orientes_complets,gap_signe_decrit,journaliste,famille,roles de genre (fe*),SFT - Base,2,0.19666666666666668,0.19666666666666668,0.09000000000000005,0.30333333333333334,0.2133333333333333,0.2133333333333333,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,roles de genre (fe*),DPO - SFT,2,0.14166666666666664,0.14166666666666664,0.08749999999999991,0.19583333333333336,0.14166666666666664,0.14166666666666664,1.0,0.0,0.0
items_orientes_complets,gap_signe_decrit,journaliste,famille,roles de genre (fe*),Final - DPO,2,-0.33666666666666667,-0.33666666666666667,-0.49833333333333335,-0.175,0.33666666666666667,0.33666666666666667,0.0,1.0,0.0
items_orientes_complets,gap_signe_decrit,journaliste,polarite,negative,SFT - Base,23,-0.06514492753623186,-0.0433333333333331,-0.12,0.0,0.1057246376811594,0.05999999999999994,0.17391304347826086,0.6956521739130435,0.13043478260869565
items_orientes_complets,gap_signe_decrit,journaliste,polarite,negative,DPO - SFT,23,-0.007391304347826094,0.0,-0.034999999999999996,0.07249999999999995,0.15739130434782606,0.04,0.391304347826087,0.391304347826087,0.21739130434782608
items_orientes_complets,gap_signe_decrit,journaliste,polarite,negative,Final - DPO,23,-0.0050724637681159425,0.0,-0.006666666666666651,0.0483333333333333,0.1008695652173913,0.029999999999999902,0.43478260869565216,0.2608695652173913,0.30434782608695654
items_orientes_complets,gap_signe_decrit,journaliste,polarite,positive,SFT - Base,49,0.019081632653061217,0.009999999999999898,-0.06,0.06999999999999998,0.14010204081632646,0.0699999999999999,0.6530612244897959,0.3469387755102041,0.0
items_orientes_complets,gap_signe_decrit,journaliste,polarite,positive,DPO - SFT,49,0.08591836734693878,0.06999999999999999,0.01,0.0999999999999999,0.10523809523809523,0.07,0.7755102040816326,0.10204081632653061,0.12244897959183673
items_orientes_complets,gap_signe_decrit,journaliste,polarite,positive,Final - DPO,49,-0.03748299319727892,-0.004999999999999999,-0.050000000000000044,0.009999999999999898,0.0678231292517007,0.015,0.2653061224489796,0.5102040816326531,0.22448979591836735
items_orientes_complets,gap_signe_decrit,journaliste,modalites,2,SFT - Base,33,-0.005454545454545411,-0.03,-0.2499999999999999,0.1699999999999999,0.22606060606060605,0.2199999999999999,0.3939393939393939,0.5151515151515151,0.09090909090909091
items_orientes_complets,gap_signe_decrit,journaliste,modalites,2,DPO - SFT,33,0.0678787878787879,0.0,0.0,0.16000000000000003,0.1866666666666667,0.09,0.48484848484848486,0.18181818181818182,0.3333333333333333
items_orientes_complets,gap_signe_decrit,journaliste,modalites,2,Final - DPO,33,-0.04545454545454546,0.0,-0.050000000000000044,0.020000000000000018,0.12424242424242427,0.02999999999999997,0.3939393939393939,0.2727272727272727,0.3333333333333333
items_orientes_complets,gap_signe_decrit,journaliste,modalites,3,SFT - Base,34,-0.009705882352941224,0.009999999999999898,-0.03125,0.024999999999999897,0.048529411764705814,0.024999999999999897,0.6176470588235294,0.38235294117647056,0.0
items_orientes_complets,gap_signe_decrit,journaliste,modalites,3,DPO - SFT,34,0.047058823529411764,0.06999999999999999,0.015,0.075,0.06676470588235292,0.06999999999999999,0.8235294117647058,0.17647058823529413,0.0
items_orientes_complets,gap_signe_decrit,journaliste,modalites,3,Final - DPO,34,-0.00794117647058824,-0.004999999999999999,-0.015,0.0,0.037058823529411755,0.01249999999999995,0.23529411764705882,0.5588235294117647,0.20588235294117646
items_orientes_complets,gap_signe_decrit,journaliste,modalites,4,SFT - Base,5,-0.010666666666666599,-0.0166666666666666,-0.0433333333333331,0.026666666666666703,0.03733333333333328,0.04,0.4,0.6,0.0
items_orientes_complets,gap_signe_decrit,journaliste,modalites,4,DPO - SFT,5,0.03999999999999994,0.0333333333333332,-0.030000000000000096,0.06333333333333331,0.06933333333333329,0.0433333333333333,0.6,0.4,0.0
items_orientes_complets,gap_signe_decrit,journaliste,modalites,4,Final - DPO,5,-0.03666666666666667,-0.013333333333333301,-0.07,0.0133333333333334,0.056666666666666664,0.0366666666666666,0.4,0.6,0.0
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,fort,SFT - Base,27,-0.02999999999999996,0.0,-0.2499999999999999,0.16499999999999998,0.20999999999999994,0.2199999999999999,0.4074074074074074,0.48148148148148145,0.1111111111111111
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,fort,DPO - SFT,27,0.09259259259259262,0.05999999999999989,0.0,0.17,0.15925925925925924,0.07,0.5185185185185185,0.14814814814814814,0.3333333333333333
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,fort,Final - DPO,27,-0.05111111111111112,0.0,-0.025000000000000022,0.01999999999999999,0.13481481481481483,0.020000000000000018,0.4074074074074074,0.25925925925925924,0.3333333333333333
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,intermediaire,SFT - Base,26,0.016025641025640983,0.009999999999999898,-0.059999999999999984,0.026250000000000002,0.11141025641025637,0.05999999999999997,0.6153846153846154,0.38461538461538464,0.0
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,intermediaire,DPO - SFT,26,0.04102564102564102,0.0725,0.01,0.08749999999999995,0.12717948717948716,0.075,0.7692307692307693,0.15384615384615385,0.07692307692307693
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,intermediaire,Final - DPO,26,-0.01134615384615385,-0.0024999999999999996,-0.01375,0.0,0.03788461538461539,0.01,0.19230769230769232,0.5,0.3076923076923077
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,faible,SFT - Base,19,-0.008947368421052631,-0.0166666666666666,-0.03916666666666655,0.024999999999999897,0.03842105263157889,0.0299999999999999,0.47368421052631576,0.5263157894736842,0.0
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,faible,DPO - SFT,19,0.024912280701754386,0.0399999999999999,-0.0225,0.06999999999999999,0.061578947368421025,0.05500000000000001,0.6842105263157895,0.3157894736842105,0.0
items_orientes_complets,gap_signe_decrit,journaliste,consensus_reel,faible,Final - DPO,19,-0.014649122807017549,-0.004999999999999999,-0.07,0.01416666666666665,0.05359649122807016,0.0399999999999999,0.3684210526315789,0.5789473684210527,0.05263157894736842
items_orientes_complets,gap_signe_decrit,journaliste,rejet,False,SFT - Base,70,-0.008190476190476192,0.004999999999999949,-0.10125,0.047499999999999924,0.13219047619047614,0.06999999999999994,0.5,0.45714285714285713,0.04285714285714286
items_orientes_complets,gap_signe_decrit,journaliste,rejet,False,DPO - SFT,70,0.05471428571428572,0.05999999999999994,0.0,0.08999999999999997,0.12238095238095241,0.06999999999999999,0.6428571428571429,0.2,0.15714285714285714
items_orientes_complets,gap_signe_decrit,journaliste,rejet,False,Final - DPO,70,-0.02557142857142857,0.0,-0.026249999999999926,0.014583333333333275,0.07828571428571429,0.01749999999999998,0.32857142857142857,0.4142857142857143,0.2571428571428571
items_orientes_complets,gap_signe_decrit,journaliste,rejet,True,SFT - Base,2,0.005000000000000051,0.005000000000000051,-0.005833333333333274,0.015833333333333376,0.021666666666666654,0.021666666666666654,0.5,0.5,0.0
items_orientes_complets,gap_signe_decrit,journaliste,rejet,True,DPO - SFT,2,0.1049999999999999,0.1049999999999999,0.06916666666666654,0.14083333333333325,0.1049999999999999,0.1049999999999999,1.0,0.0,0.0
items_orientes_complets,gap_signe_decrit,journaliste,rejet,True,Final - DPO,2,-0.08166666666666665,-0.08166666666666665,-0.11583333333333332,-0.04749999999999997,0.08166666666666665,0.08166666666666665,0.0,1.0,0.0
cellules_appariees,pos_decrit,journaliste,camp,gauche,SFT - Base,76,-0.025219298245614027,-0.05499999999999999,-0.10500000000000004,0.04375000000000004,0.0975,0.08999999999999998,0.3684210526315789,0.618421052631579,0.013157894736842105
cellules_appariees,pos_decrit,journaliste,camp,gauche,DPO - SFT,76,0.006535087719298231,0.0,0.0,0.030833333333333303,0.04833333333333332,0.02499999999999994,0.4605263157894737,0.19736842105263158,0.34210526315789475
cellules_appariees,pos_decrit,journaliste,camp,gauche,Final - DPO,76,0.007510964912280707,0.0,-0.0035416666666666513,0.004999999999999977,0.028146929824561396,0.004999999999999949,0.2631578947368421,0.2631578947368421,0.47368421052631576
cellules_appariees,pos_decrit_oriente,journaliste,camp,gauche,SFT - Base,76,-0.045614035087719294,-0.05499999999999999,-0.11,0.00875,0.0975,0.08999999999999998,0.2631578947368421,0.7236842105263158,0.013157894736842105
cellules_appariees,pos_decrit_oriente,journaliste,camp,gauche,DPO - SFT,76,0.03622807017543859,0.02499999999999991,0.0,0.03708333333333334,0.04833333333333332,0.02499999999999994,0.5526315789473685,0.10526315789473684,0.34210526315789475
