perimetre,condition,item,correlation,glass_delta,rapport_ecarts_types,sd_pred,sd_humain,n
150,B3 foret,pornlaw,0.108569,0.175108,0.283056,0.080824,0.285539,150
150,B3 foret,fair,0.210712,0.198352,0.916759,0.354343,0.386518,150
150,B3 foret,helpful,0.123713,0.152334,0.907464,0.357424,0.393871,150
150,B3 foret,trust,-0.014908,0.760897,0.454532,0.169253,0.372368,150
150,B3 foret,tax,0.050885,0.407945,0.683554,0.189902,0.277815,150
150,B3 foret,news,0.236534,0.617195,0.843738,0.325814,0.386156,150
150,B3 foret,attend,,0.793758,0.000000,0.000000,0.344354,150
150,B3 foret,pray,0.285599,0.371862,1.136025,0.460281,0.405168,150
150,B3 foret,bible,0.299956,0.237620,0.811035,0.307185,0.378756,150
150,B3 foret,granborn,0.151913,0.557960,0.708060,0.291874,0.412216,150
150,B3 foret,income,0.183664,0.559379,0.751028,0.198543,0.264362,150
150,B3 foret,health,-0.133349,0.339748,0.104026,0.027217,0.261632,150
150,B3 foret,life,0.123278,0.380409,0.377373,0.105815,0.280400,150
150,humains vague 2,natspac/y,0.528172,0.163309,0.925555,0.321159,0.346991,150
150,humains vague 2,natenvir/y,0.723574,0.010080,0.969513,0.320601,0.330683,150
150,humains vague 2,natheal/y,0.470923,0.104528,0.927944,0.266324,0.287004,150
150,humains vague 2,natcity/y,0.524854,0.099423,1.025547,0.343834,0.335268,150
150,humains vague 2,natdrug/y,0.526722,0.060358,0.886602,0.293783,0.331359,150
150,humains vague 2,nateduc/y,0.620416,0.033354,0.954737,0.286243,0.299814,150
150,humains vague 2,natrace/y,0.702267,0.027736,0.972914,0.350774,0.360540,150
150,humains vague 2,natarms/y,0.720310,0.095492,1.020390,0.391806,0.383977,150
150,humains vague 2,nataid/y,0.544050,0.033504,0.968424,0.289043,0.298467,150
150,humains vague 2,natfare/y,0.556707,0.010990,0.965294,0.292792,0.303319,150
150,humains vague 2,natroad,0.563794,0.124768,1.027784,0.302044,0.293879,150
150,humains vague 2,natsoc,0.347970,0.012153,0.974317,0.267225,0.274269,150
150,humains vague 2,natmass,0.578942,0.054581,1.041428,0.318009,0.305359,150
150,humains vague 2,natpark,0.535340,0.081516,0.935898,0.267894,0.286243,150
150,humains vague 2,natchld,0.504881,0.000000,0.949962,0.305139,0.321211,150
150,humains vague 2,natsci,0.447027,0.107323,0.963383,0.299216,0.310589,150
150,humains vague 2,natenrgy,0.665027,0.055188,0.944278,0.342203,0.362396,150
150,humains vague 2,courts,0.678305,0.094423,0.970448,0.376847,0.388322,150
150,humains vague 2,discaffw,0.614992,0.093436,0.970092,0.299938,0.309185,150
150,humains vague 2,discaffm,0.589946,0.109840,0.960769,0.291567,0.303472,150
150,humains vague 2,fehire,0.670104,0.016619,0.974893,0.293307,0.300861,150
150,humains vague 2,fechld,0.535996,0.068879,1.008027,0.260175,0.258103,150
150,humains vague 2,fepresch,0.598952,0.079992,1.003858,0.278878,0.277806,150
150,humains vague 2,fefam,0.751770,0.036320,0.975122,0.298309,0.305920,150
150,humains vague 2,mobile16,0.811267,0.008280,1.014084,0.408248,0.402578,150
150,humains vague 2,incom16,0.622158,0.031828,1.010651,0.211690,0.209459,150
150,humains vague 2,conarmy,0.635338,0.108745,1.011835,0.310156,0.306529,150
150,humains vague 2,conbus,0.602671,0.104801,0.941923,0.299590,0.318062,150
150,humains vague 2,conclerg,0.688988,0.076723,0.971635,0.337712,0.347571,150
150,humains vague 2,coneduc,0.593608,0.019873,1.025904,0.344159,0.335469,150
150,humains vague 2,confed,0.553470,0.107457,0.970306,0.331089,0.341221,150
150,humains vague 2,confinan,0.664363,0.085049,1.094520,0.343182,0.313546,150
150,humains vague 2,conjudge,0.656958,0.144226,1.006685,0.372263,0.369790,150
150,humains vague 2,conlabor,0.628659,0.020515,0.983122,0.319483,0.324968,150
150,humains vague 2,conlegis,0.619321,0.020344,0.938527,0.307549,0.327693,150
150,humains vague 2,conmedic,0.639315,0.031056,0.961218,0.309506,0.321994,150
150,humains vague 2,conpress,0.652166,0.122167,1.013062,0.331696,0.327420,150
150,humains vague 2,consci,0.658681,0.020580,1.028793,0.333261,0.323933,150
150,humains vague 2,contv,0.383440,0.089144,1.026889,0.307185,0.299141,150
150,humains vague 2,happy,0.631925,0.122706,0.912832,0.297567,0.325982,150
150,humains vague 2,class,0.798494,0.017321,0.948062,0.243269,0.256596,150
150,humains vague 2,satfin,0.760547,0.044344,1.012394,0.380509,0.375851,150
150,humains vague 2,finalter,0.689760,0.102461,1.044373,0.407714,0.390391,150
150,humains vague 2,finrela,0.730855,0.006735,0.949708,0.235003,0.247448,150
150,humains vague 2,wlthwhts,0.285374,0.015810,1.113241,0.156474,0.140557,150
150,humains vague 2,wlthblks,0.445632,0.100500,1.195545,0.145395,0.121614,150
150,humains vague 2,wlthhsps,0.420292,0.016556,1.034051,0.138796,0.134225,150
150,humains vague 2,letin1a,0.773063,0.064904,0.905215,0.278940,0.308148,150
150,humains vague 2,getahead,0.545790,0.220719,0.998773,0.301673,0.302044,150
150,humains vague 2,aged,0.507273,0.059241,1.007392,0.283416,0.281336,150
150,humains vague 2,parsol,0.659067,0.070763,0.983018,0.300986,0.306186,150
150,humains vague 2,spanking,0.855739,0.025559,1.021794,0.355357,0.347778,150
150,humains vague 2,divlaw,0.650708,0.000000,0.984924,0.329819,0.334868,150
150,humains vague 2,pillok,0.704264,0.006797,1.002532,0.327761,0.326933,150
150,humains vague 2,xmarsex,0.598848,0.083439,0.868597,0.254465,0.292962,150
150,humains vague 2,homosex,0.820626,0.010870,1.018270,0.416351,0.408881,150
150,humains vague 2,marhomo,0.860216,0.027784,0.993112,0.357443,0.359922,150
150,humains vague 2,discaff,0.560762,0.069752,1.034250,0.345974,0.334517,150
150,humains vague 2,pornlaw,0.646815,0.163434,0.948748,0.270905,0.285539,150
150,humains vague 2,fair,0.581630,0.034496,0.991730,0.383321,0.386518,150
150,humains vague 2,helpful,0.592673,0.067704,1.003311,0.395175,0.393871,150
150,humains vague 2,trust,0.554860,0.017903,0.915959,0.341073,0.372368,150
150,humains vague 2,tax,0.571314,0.155979,1.057821,0.293879,0.277815,150
150,humains vague 2,news,0.822349,0.025896,0.959341,0.370455,0.386156,150
150,humains vague 2,attend,0.860662,0.055660,0.980751,0.337725,0.344354,150
150,humains vague 2,pray,0.897601,0.013163,1.005133,0.407248,0.405168,150
150,humains vague 2,bible,0.861738,0.008801,0.969073,0.367043,0.378756,150
150,humains vague 2,granborn,0.587973,0.020216,0.984785,0.405944,0.412216,150
150,humains vague 2,income,0.505050,0.020633,1.054115,0.278668,0.264362,150
150,humains vague 2,health,0.851031,0.033975,0.930632,0.243483,0.261632,150
150,humains vague 2,life,0.654961,0.095102,0.975515,0.273534,0.280400,150
1052,agents composite,natspac/y,0.224393,0.343946,1.049992,0.356932,0.339938,1052
1052,agents composite,natenvir/y,0.534875,0.442073,1.187990,0.409994,0.345116,1052
1052,agents composite,natheal/y,0.403473,0.012946,1.015628,0.298583,0.293989,1051
1052,agents composite,natcity/y,0.386922,0.159802,1.193390,0.429477,0.359880,1052
1052,agents composite,natdrug/y,0.320611,0.046747,1.093419,0.355742,0.325348,1052
1052,agents composite,nateduc/y,0.400046,0.072337,1.075159,0.339083,0.315379,1052
1052,agents composite,natrace/y,0.680936,0.056730,1.152167,0.444456,0.385757,1051
1052,agents composite,natarms/y,0.444054,0.015094,0.926918,0.350254,0.377870,1052
1052,agents composite,nataid/y,0.395012,0.169770,1.260584,0.363498,0.288357,1052
1052,agents composite,natfare/y,0.486440,0.413281,1.322763,0.421377,0.318558,1052
1052,agents composite,natroad,0.126227,0.149464,0.932222,0.296440,0.317993,1052
1052,agents composite,natsoc,0.259294,0.310459,1.250468,0.340755,0.272502,1052
1052,agents composite,natmass,0.324918,0.016439,1.235466,0.392924,0.318037,1052
1052,agents composite,natpark,0.247924,0.000000,1.192222,0.327895,0.275028,1052
1052,agents composite,natchld,0.448096,0.070698,1.188434,0.383500,0.322694,1052
1052,agents composite,natsci,0.387417,0.202715,1.233086,0.378732,0.307142,1052
1052,agents composite,natenrgy,0.486950,0.172288,1.089863,0.384840,0.353109,1052
1052,agents composite,courts,0.440631,0.030836,0.952245,0.366930,0.385332,1052
1052,agents composite,discaffw,0.282664,0.304973,0.688650,0.212499,0.308573,1052
1052,agents composite,discaffm,0.305275,0.277996,0.801760,0.241253,0.300905,1052
1052,agents composite,fehire,0.492597,0.146720,1.123157,0.325633,0.289927,1052
1052,agents composite,fechld,0.397662,0.097935,1.008496,0.261029,0.258830,1052
1052,agents composite,fepresch,0.464990,0.024930,0.999394,0.266742,0.266904,1052
1052,agents composite,fefam,0.541507,0.064643,0.937378,0.284872,0.303904,1052
1052,agents composite,mobile16,0.694524,0.178247,1.009930,0.414709,0.410631,1052
1052,agents composite,incom16,0.495198,0.010070,0.869660,0.184708,0.212392,1052
1052,agents composite,conarmy,0.307074,0.196735,0.874953,0.291700,0.333390,1052
1052,agents composite,conbus,0.394988,0.153918,0.741670,0.233601,0.314966,1052
1052,agents composite,conclerg,0.582024,0.116338,1.081495,0.375913,0.347587,1051
1052,agents composite,coneduc,0.288696,0.274945,0.516677,0.165234,0.319801,1052
1052,agents composite,confed,0.303777,0.316199,0.800210,0.268482,0.335515,1051
1052,agents composite,confinan,0.333864,0.356275,0.733138,0.240597,0.328174,1052
1052,agents composite,conjudge,0.346009,0.074121,0.655247,0.235291,0.359087,1052
1052,agents composite,conlabor,0.361005,0.514514,0.744776,0.247677,0.332552,1052
1052,agents composite,conlegis,0.303372,0.531202,0.698624,0.213154,0.305105,1052
1052,agents composite,conmedic,0.426193,0.299184,0.790104,0.261322,0.330744,1051
1052,agents composite,conpress,0.435785,0.274317,0.783602,0.249813,0.318801,1052
1052,agents composite,consci,0.529067,0.036118,0.831426,0.284463,0.342139,1052
1052,agents composite,contv,0.348485,0.404127,0.787434,0.246339,0.312837,1052
1052,agents composite,happy,0.578158,0.096251,0.803087,0.261731,0.325906,1052
1052,agents composite,class,0.630720,0.130722,0.936380,0.245126,0.261780,1052
1052,agents composite,satfin,0.706370,0.120601,0.992063,0.381414,0.384466,1046
1052,agents composite,finalter,0.532868,0.206031,0.805797,0.312289,0.387553,1052
1052,agents composite,finrela,0.691050,0.119446,1.028256,0.251627,0.244713,1052
1052,agents composite,wlthwhts,0.123504,0.062971,0.535966,0.075656,0.141159,1050
1052,agents composite,wlthblks,0.176651,0.818184,0.872960,0.124985,0.143174,1050
1052,agents composite,wlthhsps,0.133909,0.581768,0.794279,0.119728,0.150737,1051
1052,agents composite,letin1a,0.564938,0.051294,0.740215,0.233198,0.315041,1052
1052,agents composite,getahead,0.333403,0.077553,0.818172,0.250708,0.306424,1052
1052,agents composite,aged,0.093101,0.274713,1.082123,0.316402,0.292390,1052
1052,agents composite,parsol,0.454520,0.249061,0.919677,0.278172,0.302467,1052
1052,agents composite,spanking,0.459277,0.133248,0.748158,0.261525,0.349558,1052
1052,agents composite,divlaw,0.359622,0.182568,0.881705,0.305284,0.346243,1052
1052,agents composite,pillok,0.530230,0.220922,1.113722,0.383364,0.344219,1052
1052,agents composite,xmarsex,0.198635,0.570115,0.613303,0.180996,0.295117,1052
1052,agents composite,homosex,0.744315,0.167247,0.993800,0.414610,0.417196,1051
1052,agents composite,marhomo,0.743319,0.282841,1.130908,0.405730,0.358765,1052
1052,agents composite,discaff,0.476908,0.131666,0.967118,0.338634,0.350148,1052
1052,agents composite,pornlaw,0.319919,0.185130,0.580223,0.154015,0.265442,1048
1052,agents composite,fair,0.446005,0.098749,0.823175,0.320923,0.389860,1052
1052,agents composite,helpful,0.456501,0.103328,0.883957,0.349676,0.395581,1052
1052,agents composite,trust,0.425292,0.013815,0.907044,0.343253,0.378430,1052
1052,agents composite,tax,0.246723,0.194887,1.015273,0.274838,0.270704,1052
1052,agents composite,news,0.349095,0.268408,0.751323,0.277391,0.369203,1052
1052,agents composite,attend,0.747296,0.103351,1.121212,0.363510,0.324211,1052
1052,agents composite,pray,0.763219,0.321583,0.877375,0.352189,0.401413,1052
1052,agents composite,bible,0.670909,0.307810,0.771192,0.288350,0.373902,1047
1052,agents composite,granborn,0.398584,0.441745,0.722358,0.298446,0.413156,1052
1052,agents composite,income,0.344308,0.236233,0.742873,0.225478,0.303522,1046
1052,agents composite,health,0.667962,0.354616,0.976467,0.241681,0.247506,1052
1052,agents composite,life,0.412136,0.391376,0.817884,0.238376,0.291455,1052
1052,agents entretien (v3),natspac/y,0.167941,1.190402,0.494621,0.168219,0.340097,1051
1052,agents entretien (v3),natenvir/y,0.513214,0.555379,1.271495,0.438932,0.345209,1051
1052,agents entretien (v3),natheal/y,0.361314,0.050165,1.062495,0.312361,0.293989,1051
1052,agents entretien (v3),natcity/y,0.323547,0.259184,1.182163,0.425297,0.359762,1051
1052,agents entretien (v3),natdrug/y,0.291727,0.125633,1.232490,0.400989,0.325348,1052
1052,agents entretien (v3),nateduc/y,0.360781,0.003014,1.063141,0.335293,0.315379,1052
1052,agents entretien (v3),natrace/y,0.665306,0.066563,1.143405,0.440873,0.385579,1052
1052,agents entretien (v3),natarms/y,0.459784,0.242756,1.004669,0.379634,0.377870,1052
1052,agents entretien (v3),nataid/y,0.335393,0.215921,1.008649,0.290851,0.288357,1052
1052,agents entretien (v3),natfare/y,0.497012,0.329730,1.306192,0.416098,0.318558,1052
1052,agents entretien (v3),natroad,0.140494,0.535081,0.725441,0.230685,0.317993,1052
1052,agents entretien (v3),natsoc,0.210323,0.336621,1.048318,0.285669,0.272502,1052
1052,agents entretien (v3),natmass,0.366547,0.198760,1.348593,0.428902,0.318037,1052
1052,agents entretien (v3),natpark,0.219160,0.297239,1.233471,0.339239,0.275028,1052
1052,agents entretien (v3),natchld,0.431255,0.353488,1.290088,0.416303,0.322694,1052
1052,agents entretien (v3),natsci,0.316209,0.112963,1.339156,0.411311,0.307142,1052
1052,agents entretien (v3),natenrgy,0.434696,0.276096,1.258896,0.444684,0.353233,1051
1052,agents entretien (v3),courts,0.478952,0.283936,1.005625,0.387535,0.385367,1051
1052,agents entretien (v3),discaffw,0.371712,0.038042,0.782622,0.241649,0.308768,1050
1052,agents entretien (v3),discaffm,0.323006,0.111968,0.935125,0.281042,0.300540,1050
1052,agents entretien (v3),fehire,0.481342,0.022951,1.223823,0.354819,0.289927,1052
1052,agents entretien (v3),fechld,0.291282,0.042868,1.004079,0.260002,0.258946,1051
1052,agents entretien (v3),fepresch,0.293512,0.155518,1.027380,0.274211,0.266904,1052
1052,agents entretien (v3),fefam,0.449082,0.103220,1.160591,0.352708,0.303904,1052
1052,agents entretien (v3),mobile16,0.723479,0.280103,0.930900,0.382257,0.410631,1052
1052,agents entretien (v3),incom16,0.528039,0.068252,0.982104,0.208591,0.212392,1052
1052,agents entretien (v3),conarmy,0.276917,0.171074,0.929303,0.309820,0.333390,1052
1052,agents entretien (v3),conbus,0.340340,0.262567,0.811229,0.255510,0.314966,1052
1052,agents entretien (v3),conclerg,0.597307,0.191500,1.116639,0.387995,0.347467,1052
1052,agents entretien (v3),coneduc,0.280450,0.380649,0.633247,0.202607,0.319950,1051
1052,agents entretien (v3),confed,0.229834,0.640905,0.757796,0.254252,0.335515,1051
1052,agents entretien (v3),confinan,0.203740,0.536621,0.757525,0.248484,0.328021,1051
1052,agents entretien (v3),conjudge,0.414241,0.164209,0.923078,0.331611,0.359245,1051
1052,agents entretien (v3),conlabor,0.378837,0.438975,0.826390,0.274948,0.332710,1051
1052,agents entretien (v3),conlegis,0.218115,0.682800,0.571772,0.174490,0.305174,1051
1052,agents entretien (v3),conmedic,0.426428,0.066286,0.897191,0.296202,0.330143,1051
1052,agents entretien (v3),conpress,0.416131,0.262645,0.796002,0.253762,0.318795,1051
1052,agents entretien (v3),consci,0.482033,0.026416,0.907848,0.310644,0.342176,1051
1052,agents entretien (v3),contv,0.324920,0.402857,0.793449,0.248303,0.312941,1051
1052,agents entretien (v3),happy,0.536856,0.081789,0.835821,0.272252,0.325730,1051
1052,agents entretien (v3),class,0.605874,0.106570,0.966734,0.253181,0.261893,1051
1052,agents entretien (v3),satfin,0.670527,0.110458,0.927322,0.356477,0.384416,1048
1052,agents entretien (v3),finalter,0.536180,0.113113,0.891502,0.345284,0.387306,1050
1052,agents entretien (v3),finrela,0.706711,0.031097,1.126229,0.275678,0.244780,1051
1052,agents entretien (v3),wlthwhts,0.136556,0.758635,0.680901,0.096073,0.141097,1051
1052,agents entretien (v3),wlthblks,0.071077,1.420807,0.541815,0.077257,0.142589,1016
1052,agents entretien (v3),wlthhsps,0.054051,0.725895,0.861976,0.129932,0.150737,1051
1052,agents entretien (v3),letin1a,0.600534,0.102588,0.954683,0.300764,0.315041,1052
1052,agents entretien (v3),getahead,0.314773,0.184696,0.818222,0.250801,0.306519,1051
1052,agents entretien (v3),aged,0.150249,0.071616,0.939374,0.274568,0.292288,1051
1052,agents entretien (v3),parsol,0.463431,0.090433,0.929117,0.281048,0.302489,1051
1052,agents entretien (v3),spanking,0.453583,0.288701,0.811523,0.283502,0.349345,1051
1052,agents entretien (v3),divlaw,0.335279,0.443380,0.950065,0.328953,0.346243,1052
1052,agents entretien (v3),pillok,0.493119,0.137222,1.094740,0.377007,0.344381,1051
1052,agents entretien (v3),xmarsex,0.221256,0.594051,0.647589,0.191213,0.295270,1049
1052,agents entretien (v3),homosex,0.605837,0.095604,1.111798,0.462800,0.416263,1047
1052,agents entretien (v3),marhomo,0.600183,0.309350,1.207970,0.433667,0.359005,1049
1052,agents entretien (v3),discaff,0.467860,0.070748,1.196999,0.419353,0.350337,1049
1052,agents entretien (v3),pornlaw,0.250729,0.157081,0.590377,0.156003,0.264244,1048
1052,agents entretien (v3),fair,0.179651,0.062262,0.593642,0.231335,0.389688,1051
1052,agents entretien (v3),helpful,0.240907,0.153996,0.947401,0.374630,0.395429,1051
1052,agents entretien (v3),trust,0.235072,0.070472,0.770292,0.291201,0.378040,1051
1052,agents entretien (v3),tax,0.261070,0.260311,1.092359,0.295743,0.270738,1050
1052,agents entretien (v3),news,0.373107,0.099768,0.720769,0.266110,0.369203,1052
1052,agents entretien (v3),attend,0.746088,0.006612,1.126192,0.364661,0.323800,1051
1052,agents entretien (v3),pray,0.747960,0.330846,0.887549,0.356327,0.401474,1051
1052,agents entretien (v3),bible,0.647165,0.283867,0.768078,0.288320,0.375378,1037
1052,agents entretien (v3),granborn,0.432450,0.316929,0.860836,0.355659,0.413156,1052
1052,agents entretien (v3),income,0.306351,0.223577,0.804073,0.246370,0.306402,986
1052,agents entretien (v3),health,0.636049,0.368888,1.043266,0.258327,0.247613,1051
1052,agents entretien (v3),life,0.327878,0.411609,0.696235,0.202754,0.291214,1047
1052,agents enquete,natspac/y,0.142950,0.784285,1.003496,0.340877,0.339689,1051
1052,agents enquete,natenvir/y,0.555631,0.006891,0.977280,0.337366,0.345209,1051
1052,agents enquete,natheal/y,0.470882,0.042074,0.976611,0.287112,0.293989,1051
1052,agents enquete,natcity/y,0.405021,0.661184,1.017174,0.365940,0.359762,1051
1052,agents enquete,natdrug/y,0.321926,0.283405,0.991225,0.322493,0.325348,1052
1052,agents enquete,nateduc/y,0.396940,0.132618,0.919940,0.290130,0.315379,1052
1052,agents enquete,natrace/y,0.648445,0.251461,1.060719,0.408991,0.385579,1052
1052,agents enquete,natarms/y,0.401936,0.080499,0.889699,0.336190,0.377870,1052
1052,agents enquete,nataid/y,0.338459,0.596667,1.460278,0.421082,0.288357,1052
1052,agents enquete,natfare/y,0.467227,0.274526,1.274945,0.406144,0.318558,1052
1052,agents enquete,natroad,0.157925,0.237648,0.848046,0.269673,0.317993,1052
1052,agents enquete,natsoc,0.238366,0.509292,1.212946,0.330531,0.272502,1052
1052,agents enquete,natmass,0.286407,0.535007,0.995533,0.316616,0.318037,1052
1052,agents enquete,natpark,0.224462,0.304151,1.193465,0.328236,0.275028,1052
1052,agents enquete,natchld,0.457557,0.288682,1.025819,0.331025,0.322694,1052
1052,agents enquete,natsci,0.416309,0.518394,1.071926,0.329233,0.307142,1052
1052,agents enquete,natenrgy,0.502620,0.457641,0.922375,0.325698,0.353109,1052
1052,agents enquete,courts,0.381975,0.303427,1.153266,0.444390,0.385332,1052
1052,agents enquete,discaffw,0.376165,0.077123,0.558515,0.172262,0.308428,1051
1052,agents enquete,discaffm,0.389267,0.437506,0.862384,0.259442,0.300843,1051
1052,agents enquete,fehire,0.431903,0.185434,1.083303,0.314354,0.290181,1050
1052,agents enquete,fechld,0.273287,0.038007,1.078475,0.279252,0.258932,1050
1052,agents enquete,fepresch,0.297019,0.016648,1.062485,0.283654,0.266972,1050
1052,agents enquete,fefam,0.496036,0.038658,1.238567,0.376330,0.303843,1050
1052,agents enquete,mobile16,0.015018,0.724475,0.881865,0.362386,0.410932,1048
1052,agents enquete,incom16,0.316896,0.151413,0.918084,0.195268,0.212691,1048
1052,agents enquete,conarmy,0.279925,0.000000,0.789521,0.263219,0.333390,1052
1052,agents enquete,conbus,0.419820,0.046779,0.731597,0.230428,0.314966,1052
1052,agents enquete,conclerg,0.572846,0.176454,1.071440,0.372290,0.347467,1052
1052,agents enquete,coneduc,0.281424,0.145717,0.425838,0.136247,0.319950,1051
1052,agents enquete,confed,0.120313,0.085076,0.896200,0.300689,0.335515,1051
1052,agents enquete,confinan,0.398532,0.523078,0.803239,0.263726,0.328328,1051
1052,agents enquete,conjudge,0.250982,0.230721,0.556941,0.199820,0.358781,1051
1052,agents enquete,conlabor,0.317634,0.421695,0.710319,0.236046,0.332310,1049
1052,agents enquete,conlegis,0.332935,0.429450,0.749201,0.228672,0.305221,1049
1052,agents enquete,conmedic,0.346837,0.112451,0.782840,0.258820,0.330616,1049
1052,agents enquete,conpress,0.418328,0.351125,0.775448,0.247374,0.319008,1049
1052,agents enquete,consci,0.486504,0.347510,0.753286,0.257810,0.342247,1051
1052,agents enquete,contv,0.379591,0.370932,0.795952,0.249086,0.312941,1051
1052,agents enquete,happy,0.471966,0.265801,0.700722,0.228695,0.326370,1049
1052,agents enquete,class,0.437908,0.294125,0.795649,0.208285,0.261780,1052
1052,agents enquete,satfin,0.588207,0.133173,0.801158,0.308286,0.384801,1044
1052,agents enquete,finalter,0.397672,0.089525,0.855515,0.331558,0.387553,1052
1052,agents enquete,finrela,0.496215,0.029133,0.832805,0.203798,0.244713,1052
1052,agents enquete,wlthwhts,-0.000639,0.641749,0.603043,0.085087,0.141097,1051
1052,agents enquete,wlthblks,0.191921,1.271971,0.586344,0.083158,0.141824,1044
1052,agents enquete,wlthhsps,0.282262,0.328231,0.824924,0.124347,0.150737,1051
1052,agents enquete,letin1a,0.541805,0.245909,0.903146,0.284528,0.315041,1052
1052,agents enquete,getahead,0.279111,0.169175,0.771907,0.236604,0.306519,1051
1052,agents enquete,aged,0.007218,0.104091,0.852517,0.249367,0.292507,1051
1052,agents enquete,parsol,0.419688,0.106145,0.882154,0.266880,0.302532,1051
1052,agents enquete,spanking,0.411659,0.178682,0.774853,0.270945,0.349673,1051
1052,agents enquete,divlaw,0.327783,0.312974,1.033129,0.357713,0.346243,1052
1052,agents enquete,pillok,0.503258,0.063647,1.088174,0.374151,0.343834,1051
1052,agents enquete,xmarsex,0.281082,0.267885,0.889644,0.261905,0.294393,1044
1052,agents enquete,homosex,0.605187,0.066881,1.088035,0.454047,0.417309,1051
1052,agents enquete,marhomo,0.605210,0.297608,1.174829,0.421613,0.358872,1051
1052,agents enquete,discaff,0.457547,0.065194,1.117462,0.391409,0.350266,1051
1052,agents enquete,pornlaw,0.280253,0.043046,0.728965,0.193168,0.264989,1052
1052,agents enquete,fair,0.526630,0.043888,0.882693,0.344127,0.389860,1052
1052,agents enquete,helpful,0.489975,0.106932,1.062382,0.420258,0.395581,1052
1052,agents enquete,trust,0.407393,0.421995,1.102090,0.417064,0.378430,1052
1052,agents enquete,tax,0.187799,0.214200,1.078930,0.292071,0.270704,1052
1052,agents enquete,news,0.136318,0.516862,0.639540,0.236120,0.369203,1052
1052,agents enquete,attend,0.631512,0.076331,0.893607,0.289886,0.324400,1050
1052,agents enquete,pray,0.643150,0.509958,0.778020,0.312389,0.401518,1051
1052,agents enquete,bible,0.605323,0.391069,0.774681,0.290146,0.374536,1048
1052,agents enquete,granborn,0.161579,0.242155,1.096131,0.452873,0.413156,1052
1052,agents enquete,income,0.292132,0.213856,0.652351,0.197389,0.302582,1034
1052,agents enquete,health,0.387851,0.001280,0.585848,0.145001,0.247506,1052
1052,agents enquete,life,0.415750,0.314258,1.030533,0.300390,0.291490,1048
1052,agents demographiques (v6),natspac/y,0.071694,0.641823,0.974432,0.331341,0.340035,1047
1052,agents demographiques (v6),natenvir/y,0.054571,0.163092,0.916028,0.316506,0.345520,1047
1052,agents demographiques (v6),natheal/y,0.068557,0.305135,0.638661,0.187914,0.294231,1047
1052,agents demographiques (v6),natcity/y,0.117768,0.456721,1.024612,0.368545,0.359692,1047
1052,agents demographiques (v6),natdrug/y,0.022522,0.583762,0.499449,0.162558,0.325475,1050
1052,agents demographiques (v6),nateduc/y,-0.019118,0.561343,0.259779,0.081978,0.315570,1050
1052,agents demographiques (v6),natrace/y,0.213658,0.612708,0.667869,0.257455,0.385486,1050
1052,agents demographiques (v6),natarms/y,0.078012,0.678626,0.643210,0.243272,0.378215,1050
1052,agents demographiques (v6),nataid/y,0.055578,0.553268,0.385182,0.111165,0.288605,1049
1052,agents demographiques (v6),natfare/y,0.148721,0.186964,0.860719,0.274289,0.318674,1049
1052,agents demographiques (v6),natroad,-0.036836,0.358076,0.762127,0.242463,0.318140,1049
1052,agents demographiques (v6),natsoc,-0.010209,0.096125,0.951481,0.259490,0.272722,1049
1052,agents demographiques (v6),natmass,0.033362,0.841864,0.583705,0.185706,0.318151,1051
1052,agents demographiques (v6),natpark,-0.013097,0.553304,0.969014,0.266615,0.275140,1051
1052,agents demographiques (v6),natchld,0.010723,0.504085,0.661330,0.213456,0.322767,1051
1052,agents demographiques (v6),natsci,0.019537,0.603833,0.873096,0.268273,0.307266,1051
1052,agents demographiques (v6),natenrgy,0.096609,0.461955,0.704890,0.248991,0.353233,1051
1052,agents demographiques (v6),courts,0.096070,0.349257,0.789887,0.304490,0.385486,1051
1052,agents demographiques (v6),discaffw,0.140267,0.268206,0.272409,0.084076,0.308637,1051
1052,agents demographiques (v6),discaffm,0.142743,0.001054,0.364203,0.109642,0.301047,1051
1052,agents demographiques (v6),fehire,0.178536,0.287850,0.675749,0.196004,0.290054,1051
1052,agents demographiques (v6),fechld,0.150652,0.060046,0.732181,0.189500,0.258815,1051
1052,agents demographiques (v6),fepresch,0.129110,0.062999,0.667175,0.178015,0.266819,1051
1052,agents demographiques (v6),fefam,0.148396,0.084549,0.848417,0.257788,0.303846,1051
1052,agents demographiques (v6),mobile16,-0.019654,1.101570,0.549601,0.226240,0.411644,1042
1052,agents demographiques (v6),incom16,0.104026,0.026943,0.715957,0.152135,0.212491,1048
1052,agents demographiques (v6),conarmy,0.080125,0.368181,0.469658,0.156409,0.333028,1048
1052,agents demographiques (v6),conbus,0.073755,0.161919,0.459830,0.144975,0.315279,1048
1052,agents demographiques (v6),conclerg,0.456930,0.034366,0.926516,0.321570,0.347074,1048
1052,agents demographiques (v6),coneduc,-0.038991,0.157227,0.241815,0.077120,0.318922,1047
1052,agents demographiques (v6),confed,0.019977,0.105355,0.610587,0.204808,0.335428,1047
1052,agents demographiques (v6),confinan,0.016815,0.224068,0.635885,0.208710,0.328219,1047
1052,agents demographiques (v6),conjudge,-0.016692,0.202339,0.321549,0.115355,0.358747,1047
1052,agents demographiques (v6),conlabor,0.018918,0.044395,0.247835,0.082409,0.332516,1050
1052,agents demographiques (v6),conlegis,-0.070844,0.523876,0.699690,0.213060,0.304507,1050
