exactitude,exactitude_bas,exactitude_haut,chute,chute_bas,chute_haut,chute_relative,condition,correlation_ordinale,correlation_bas,correlation_haut,part_du_plancher_humain,n
0.5679607142857143,0.563158869047619,0.5726816220238095,0.17777400000000004,0.17369314424603174,0.18176414424603174,0.3130040432877023,GPT4.1,0.21102150135994557,0.12131587395717543,0.2897052858159005,0.7023414247805657,1000
0.5438595238095238,0.5391397172619048,0.5489835416666667,0.1640993630952381,0.15957055198412703,0.16773239623015862,0.30173115650487475,GPT4.1-mini,0.20538964652184913,0.12275963207252565,0.29751950091784063,0.677046494781327,1000
0.7061333333333332,0.7006491666666668,0.7117073660714286,0.3146939374999998,0.30982379166666646,0.3196971259920633,0.44565795529644997,plancher humain (retest),0.4974625919303606,0.4337030620618036,0.5547574628637699,1.0,1000
