perimetre,axe,condition,mesure_x,rho_spearman,ic_items_bas,ic_items_haut,n_items,p_permutation,ratio_intra_median,ratio_intra_moyen,p_holm,p_bh
150,gender,humains vague 2,information mutuelle normalisee,0.019712,-0.159025,0.196201,146,0.812019,1.001812,1.007656,,
150,political_ideology,B0 mode,part expliquee Gini Simpson,0.154656,-0.018083,0.291305,146,0.059194,0.000000,0.034353,,
150,political_ideology,B0 mode,information mutuelle normalisee,0.147176,-0.002663,0.274627,146,0.075692,0.000000,0.034353,,
150,political_ideology,B0 tirage,part expliquee Gini Simpson,0.408050,0.247813,0.553833,146,0.000100,1.034223,1.037131,,
150,political_ideology,B0 tirage,information mutuelle normalisee,0.306450,0.129813,0.460659,146,0.000300,1.034223,1.037131,,
150,political_ideology,B1 argmax,part expliquee Gini Simpson,-0.094018,-0.258041,0.069648,146,0.262674,0.632005,0.567199,,
150,political_ideology,B1 argmax,information mutuelle normalisee,-0.255709,-0.397163,-0.095624,146,0.001400,0.632005,0.567199,,
150,political_ideology,B2 argmax,part expliquee Gini Simpson,0.306681,0.145547,0.456003,146,0.000100,0.554542,0.491089,,
150,political_ideology,B2 argmax,information mutuelle normalisee,0.104218,-0.071131,0.283952,146,0.219078,0.554542,0.491089,,
150,political_ideology,B3 foret,part expliquee Gini Simpson,0.061131,-0.107772,0.231904,146,0.455954,0.323746,0.346904,,
150,political_ideology,B3 foret,information mutuelle normalisee,-0.141743,-0.293899,0.021288,146,0.088991,0.323746,0.346904,,
150,political_ideology,C2,part expliquee Gini Simpson,-0.204422,-0.368699,-0.041193,146,0.012199,0.270881,0.397591,,
150,political_ideology,C2,information mutuelle normalisee,-0.071382,-0.239430,0.102183,146,0.393861,0.270881,0.397591,,
150,political_ideology,C3,part expliquee Gini Simpson,0.139293,-0.019377,0.301498,146,0.096090,0.749290,0.702363,,
150,political_ideology,C3,information mutuelle normalisee,0.133909,-0.025954,0.288154,146,0.105689,0.749290,0.702363,,
150,political_ideology,agents composite,part expliquee Gini Simpson,-0.047663,-0.205681,0.118795,146,0.573443,0.890221,0.858985,,
150,political_ideology,agents composite,information mutuelle normalisee,-0.106028,-0.267930,0.063380,146,0.206179,0.890221,0.858985,,
150,political_ideology,agents demographiques (v6),part expliquee Gini Simpson,0.111535,-0.069984,0.270522,146,0.176282,0.686392,0.617097,,
150,political_ideology,agents demographiques (v6),information mutuelle normalisee,0.090740,-0.097462,0.265946,146,0.275272,0.686392,0.617097,,
150,political_ideology,agents enquete,part expliquee Gini Simpson,0.079992,-0.088488,0.246746,146,0.332767,0.830360,0.850565,,
150,political_ideology,agents enquete,information mutuelle normalisee,0.042307,-0.120068,0.207353,146,0.616338,0.830360,0.850565,,
150,political_ideology,agents entretien (v3),part expliquee Gini Simpson,-0.133445,-0.297067,0.044752,146,0.108389,0.793617,0.745319,,
150,political_ideology,agents entretien (v3),information mutuelle normalisee,-0.117188,-0.280679,0.052675,146,0.152385,0.793617,0.745319,,
150,political_ideology,agents v7,part expliquee Gini Simpson,-0.054204,-0.219025,0.120521,146,0.512649,0.597819,0.610884,,
150,political_ideology,agents v7,information mutuelle normalisee,0.000044,-0.175080,0.167872,146,0.999800,0.597819,0.610884,,
150,political_ideology,agents v8,part expliquee Gini Simpson,-0.016512,-0.186486,0.143509,146,0.842516,0.453213,0.458455,,
150,political_ideology,agents v8,information mutuelle normalisee,0.072782,-0.116124,0.242816,146,0.373263,0.453213,0.458455,,
150,political_ideology,humains vague 2,part expliquee Gini Simpson,0.099210,-0.067722,0.253162,146,0.237576,1.005450,1.007925,,
150,political_ideology,humains vague 2,information mutuelle normalisee,0.138542,-0.029652,0.302786,146,0.093391,1.005450,1.007925,,
150,profil croise,B0 mode,part expliquee Gini Simpson,0.164144,0.014502,0.280568,146,0.046695,0.000000,0.033725,0.373563,0.101173
150,profil croise,B0 mode,information mutuelle normalisee,0.185200,0.055326,0.297307,146,0.023098,0.000000,0.033725,,
150,profil croise,B0 tirage,part expliquee Gini Simpson,0.560414,0.423492,0.675386,146,0.000100,1.037952,1.046409,0.001300,0.001300
150,profil croise,B0 tirage,information mutuelle normalisee,0.341702,0.150944,0.502982,146,0.000100,1.037952,1.046409,,
150,profil croise,B1 argmax,part expliquee Gini Simpson,0.120221,-0.045805,0.284520,146,0.158184,0.604375,0.556935,0.990401,0.257049
150,profil croise,B1 argmax,information mutuelle normalisee,-0.136177,-0.294533,0.029429,146,0.096390,0.604375,0.556935,,
150,profil croise,B2 argmax,part expliquee Gini Simpson,0.285292,0.114249,0.439064,146,0.000600,0.568117,0.500689,0.007199,0.003900
150,profil croise,B2 argmax,information mutuelle normalisee,-0.014555,-0.203379,0.161020,146,0.863814,0.568117,0.500689,,
150,profil croise,B3 foret,part expliquee Gini Simpson,0.186438,0.033525,0.338339,146,0.023998,0.329667,0.337348,0.263974,0.077992
150,profil croise,B3 foret,information mutuelle normalisee,-0.096359,-0.260889,0.070129,146,0.245375,0.329667,0.337348,,
150,profil croise,C2,part expliquee Gini Simpson,0.006874,-0.169847,0.174685,146,0.933107,0.408110,0.470198,1.000000,0.972803
150,profil croise,C2,information mutuelle normalisee,0.182366,0.021941,0.333359,146,0.026897,0.408110,0.470198,,
150,profil croise,C3,part expliquee Gini Simpson,0.079110,-0.083377,0.231451,146,0.353265,0.744796,0.713477,1.000000,0.417495
150,profil croise,C3,information mutuelle normalisee,0.185402,0.027200,0.328222,146,0.024798,0.744796,0.713477,,
150,profil croise,agents composite,part expliquee Gini Simpson,0.179305,-0.003742,0.342648,146,0.029997,0.902893,0.872277,0.269973,0.077992
150,profil croise,agents composite,information mutuelle normalisee,0.058402,-0.101379,0.231548,146,0.479752,0.902893,0.872277,,
150,profil croise,agents demographiques (v6),part expliquee Gini Simpson,0.185498,0.020177,0.354593,146,0.026897,0.660171,0.597950,0.268973,0.077992
150,profil croise,agents demographiques (v6),information mutuelle normalisee,0.136775,-0.036894,0.308866,146,0.095090,0.660171,0.597950,,
150,profil croise,agents enquete,part expliquee Gini Simpson,0.091745,-0.094327,0.262004,146,0.271173,0.852622,0.859841,1.000000,0.391694
150,profil croise,agents enquete,information mutuelle normalisee,0.061880,-0.114299,0.231630,146,0.459554,0.852622,0.859841,,
150,profil croise,agents entretien (v3),part expliquee Gini Simpson,0.123358,-0.036205,0.273303,146,0.141486,0.816975,0.767054,0.990401,0.257049
150,profil croise,agents entretien (v3),information mutuelle normalisee,0.104617,-0.058527,0.246585,146,0.209279,0.816975,0.767054,,
150,profil croise,agents v7,part expliquee Gini Simpson,0.082002,-0.084101,0.248089,146,0.324468,0.584817,0.604658,1.000000,0.417495
150,profil croise,agents v7,information mutuelle normalisee,0.068140,-0.101426,0.230001,146,0.415658,0.584817,0.604658,,
150,profil croise,agents v8,part expliquee Gini Simpson,0.002559,-0.157657,0.169141,146,0.972803,0.490755,0.503672,1.000000,0.972803
150,profil croise,agents v8,information mutuelle normalisee,0.141030,-0.024887,0.303201,146,0.089791,0.490755,0.503672,,
150,profil croise,humains vague 2,part expliquee Gini Simpson,0.130121,-0.051078,0.309820,146,0.122888,1.001305,1.009880,,
150,profil croise,humains vague 2,information mutuelle normalisee,0.134578,-0.033922,0.305379,146,0.105989,1.001305,1.009880,,
150,race,B0 mode,part expliquee Gini Simpson,-0.016027,-0.149683,0.118079,145,0.850015,0.000000,0.031450,,
150,race,B0 mode,information mutuelle normalisee,-0.102520,-0.231482,0.052115,145,0.211179,0.000000,0.031450,,
150,race,B0 tirage,part expliquee Gini Simpson,0.252844,0.082199,0.409839,145,0.003000,1.006213,0.990619,,
150,race,B0 tirage,information mutuelle normalisee,0.174207,-0.022680,0.354791,145,0.033597,1.006213,0.990619,,
150,race,B1 argmax,part expliquee Gini Simpson,0.179135,0.014140,0.340131,145,0.029297,0.732383,0.648610,,
150,race,B1 argmax,information mutuelle normalisee,0.010583,-0.157391,0.188476,145,0.897310,0.732383,0.648610,,
150,race,B2 argmax,part expliquee Gini Simpson,0.105833,-0.066407,0.273759,145,0.210679,0.602252,0.548839,,
150,race,B2 argmax,information mutuelle normalisee,-0.065676,-0.246448,0.105827,145,0.431257,0.602252,0.548839,,
150,race,B3 foret,part expliquee Gini Simpson,0.141835,-0.024998,0.297869,145,0.093991,0.471903,0.434094,,
150,race,B3 foret,information mutuelle normalisee,-0.018266,-0.182780,0.154220,145,0.823818,0.471903,0.434094,,
150,race,C2,part expliquee Gini Simpson,0.057937,-0.123811,0.240657,145,0.484552,0.741004,0.715082,,
150,race,C2,information mutuelle normalisee,0.032907,-0.150374,0.221094,145,0.685731,0.741004,0.715082,,
150,race,C3,part expliquee Gini Simpson,0.033467,-0.138158,0.207106,145,0.686131,0.770027,0.712851,,
150,race,C3,information mutuelle normalisee,0.003512,-0.163334,0.174294,145,0.970003,0.770027,0.712851,,
150,race,agents composite,part expliquee Gini Simpson,0.054423,-0.118589,0.219563,145,0.525147,0.943826,0.918974,,
150,race,agents composite,information mutuelle normalisee,-0.045270,-0.211441,0.135961,145,0.591341,0.943826,0.918974,,
150,race,agents demographiques (v6),part expliquee Gini Simpson,0.051046,-0.127266,0.223363,145,0.542046,0.650064,0.588977,,
150,race,agents demographiques (v6),information mutuelle normalisee,0.034012,-0.134733,0.207402,145,0.684332,0.650064,0.588977,,
150,race,agents enquete,part expliquee Gini Simpson,-0.035439,-0.219519,0.138218,145,0.668233,0.895546,0.927475,,
150,race,agents enquete,information mutuelle normalisee,-0.089332,-0.273659,0.088135,145,0.285171,0.895546,0.927475,,
150,race,agents entretien (v3),part expliquee Gini Simpson,0.003354,-0.168247,0.165459,145,0.964104,0.931936,0.838553,,
150,race,agents entretien (v3),information mutuelle normalisee,-0.085365,-0.258972,0.088843,145,0.301870,0.931936,0.838553,,
150,race,agents v7,part expliquee Gini Simpson,0.012612,-0.152409,0.188143,145,0.880812,0.582316,0.595061,,
150,race,agents v7,information mutuelle normalisee,0.044808,-0.131337,0.225767,145,0.583542,0.582316,0.595061,,
150,race,agents v8,part expliquee Gini Simpson,-0.147664,-0.320567,0.028466,145,0.075792,0.878465,0.797229,,
150,race,agents v8,information mutuelle normalisee,-0.194452,-0.373246,-0.021666,145,0.016098,0.878465,0.797229,,
150,race,humains vague 2,part expliquee Gini Simpson,0.088856,-0.081837,0.259565,145,0.284972,0.994827,1.002074,,
150,race,humains vague 2,information mutuelle normalisee,0.094060,-0.083418,0.267846,145,0.260274,0.994827,1.002074,,
