bloc,mecanisme,epsilon,rho_zcdp,sigma_bruit,reference,stat,replicat,graine,n,grandeur,erreur_distribution,erreur_groupes,erreur_correlations,moyenne_trois,valeur,bas,haut
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",moyenne,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),1.038751214771623,2.6356411351992044,4.596550946308416,2.7569810987597476,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",ecart_type,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),0.12126026690191702,0.34741415932398023,0.05904521045437728,0.10745445452810855,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",min,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),0.8539844509232267,1.957378820749109,4.506074965333181,2.5658872516613784,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",max,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),1.2342079689018455,3.139980988660824,4.725064301730858,2.9233500498260576,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"humains v4 (desapparie, temoin F3)",moyenne,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),3.263483965014577,2.5993468738286545,9.957945609094484,5.273592149312574,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"humains v4 (desapparie, temoin F3)",ecart_type,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),0.13302257727471448,0.2561677151478561,0.04993668005774008,0.09357141454901194,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"humains v4 (desapparie, temoin F3)",min,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),3.04178814382896,2.2719591834610133,9.875896191598416,5.175581747945607,,,
resume,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"humains v4 (desapparie, temoin F3)",max,10 replicats,"[20260913, crc32(eps=3), 0..9]",2058,trois composantes d'utilite (points),3.4499514091350827,3.0470176284698365,10.053768716746411,5.443566757399178,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,0,"[20260913, crc32(eps=10), 0]",2058,trois composantes d'utilite (points),0.9572400388726917,2.9273879473651543,4.5705060880894495,2.818378024775765,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,0,"[20260913, crc32(eps=10), 0]",2058,trois composantes d'utilite (points),3.4365889212827994,2.726327399220156,9.923370728575724,5.362095683026226,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,1,"[20260913, crc32(eps=10), 1]",2058,trois composantes d'utilite (points),0.8296890184645287,3.1894972056153867,4.518875320736108,2.8460205149386746,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,1,"[20260913, crc32(eps=10), 1]",2058,trois composantes d'utilite (points),3.102526724975705,2.569589139760552,9.918803724225025,5.196973196320427,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,2,"[20260913, crc32(eps=10), 2]",2058,trois composantes d'utilite (points),0.9681729834791073,3.0488221810993883,4.540772585132082,2.852589249903526,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,2,"[20260913, crc32(eps=10), 2]",2058,trois composantes d'utilite (points),3.3746355685131193,2.5347444144237277,9.832921254368687,5.247433745768511,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,3,"[20260913, crc32(eps=10), 3]",2058,trois composantes d'utilite (points),0.9681729834791061,2.8674729561125782,4.448803897996134,2.7614832791959394,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,3,"[20260913, crc32(eps=10), 3]",2058,trois composantes d'utilite (points),3.5471331389698735,2.3209758075129816,9.794578857747457,5.220895934743438,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,4,"[20260913, crc32(eps=10), 4]",2058,trois composantes d'utilite (points),0.9693877551020408,2.643229983958322,4.365191401274792,2.659269713445052,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,4,"[20260913, crc32(eps=10), 4]",2058,trois composantes d'utilite (points),3.1256073858114672,2.427528849878046,9.675347479021266,5.076161238236926,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,5,"[20260913, crc32(eps=10), 5]",2058,trois composantes d'utilite (points),0.7701652089407198,2.6069493041286353,4.618917660825721,2.6653440579650254,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,5,"[20260913, crc32(eps=10), 5]",2058,trois composantes d'utilite (points),3.2106413994169096,2.7565573706581756,9.984411557097049,5.317203442390711,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,6,"[20260913, crc32(eps=10), 6]",2058,trois composantes d'utilite (points),0.8442662779397471,2.4835362832106602,4.612230920155371,2.646677827101926,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,6,"[20260913, crc32(eps=10), 6]",2058,trois composantes d'utilite (points),3.304178814382895,2.4294016930033124,9.964901862122739,5.232827456502982,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,7,"[20260913, crc32(eps=10), 7]",2058,trois composantes d'utilite (points),0.8807094266277926,2.519082800198294,4.499005905425664,2.6329327107505835,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,7,"[20260913, crc32(eps=10), 7]",2058,trois composantes d'utilite (points),3.0952380952380936,2.0566448129825656,9.87034704123696,5.007409983152539,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,8,"[20260913, crc32(eps=10), 8]",2058,trois composantes d'utilite (points),0.8649173955296399,2.808097113273338,4.617582727346786,2.7635324120499214,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,8,"[20260913, crc32(eps=10), 8]",2058,trois composantes d'utilite (points),3.283527696793002,2.7690089507793023,9.943209940257674,5.331915529276659,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",valeur,9,"[20260913, crc32(eps=10), 9]",2058,trois composantes d'utilite (points),0.8284742468415925,2.782247285645098,4.6903669740072855,2.7670295021646587,,,
replicat,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",valeur,9,"[20260913, crc32(eps=10), 9]",2058,trois composantes d'utilite (points),3.295675413022351,2.9148966367998943,9.962164739973648,5.390912263265297,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",moyenne,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),0.8881195335276966,2.7876323060606856,4.548225348098939,2.741325729229107,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",ecart_type,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),0.07272516201887566,0.22953119608864897,0.09506185549369124,0.08436129239351597,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",min,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),0.7701652089407198,2.4835362832106602,4.365191401274792,2.6329327107505835,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",max,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),0.9693877551020408,3.1894972056153867,4.6903669740072855,2.852589249903526,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",moyenne,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),3.277575315840622,2.5505675075018712,9.887005718462623,5.238382847268372,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",ecart_type,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),0.1490344859317393,0.25405152088207855,0.09617206944879801,0.1226235359504127,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",min,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),3.0952380952380936,2.0566448129825656,9.675347479021266,5.007409983152539,,,
resume,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"humains v4 (desapparie, temoin F3)",max,10 replicats,"[20260913, crc32(eps=10), 0..9]",2058,trois composantes d'utilite (points),3.5471331389698735,2.9148966367998943,9.984411557097049,5.390912263265297,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,0,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0]",2058,trois composantes d'utilite (points),0.8661321671525757,2.671903053889524,4.584942119406004,2.7076591134827015,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,0,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0]",2058,trois composantes d'utilite (points),3.1778425655976674,2.545781758996738,9.915461151115439,5.213028491903281,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,1,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 1]",2058,trois composantes d'utilite (points),0.7847424684159379,2.2511259467552427,4.498026872177199,2.5112984291161267,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,1,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 1]",2058,trois composantes d'utilite (points),3.0770165208940714,2.4362206715566743,9.804935082576986,5.106057425009244,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,2,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 2]",2058,trois composantes d'utilite (points),0.7798833819241983,2.8958762591862466,4.474561648570618,2.716773763227021,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,2,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 2]",2058,trois composantes d'utilite (points),3.183916423712342,2.9308963013375773,9.775481018524072,5.29676458119133,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,3,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 3]",2058,trois composantes d'utilite (points),0.8066083576287655,2.849902472849299,4.382800967675487,2.679770599384517,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,3,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 3]",2058,trois composantes d'utilite (points),3.30539358600583,2.6656945773427596,9.75562862813066,5.242238930493083,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,4,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 4]",2058,trois composantes d'utilite (points),0.97667638483965,2.9621992210923644,4.437817364617135,2.7922309901830498,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,4,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 4]",2058,trois composantes d'utilite (points),3.4365889212827976,2.963460294147155,9.711671042396631,5.3705734192755274,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,5,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 5]",2058,trois composantes d'utilite (points),0.9669582118561701,2.6336402437987094,4.530145776680459,2.710248077445113,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,5,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 5]",2058,trois composantes d'utilite (points),3.3369776482021383,2.7060725880233485,9.829114083738336,5.290721439987941,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,6,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 6]",2058,trois composantes d'utilite (points),0.9086491739552967,2.143579518368303,4.3999775829183525,2.4840687584139842,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,6,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 6]",2058,trois composantes d'utilite (points),3.402575315840621,1.9186463357960628,9.649694338151358,4.990305329929347,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,7,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 7]",2058,trois composantes d'utilite (points),0.8879980563654044,2.2170025014354215,4.512079989604961,2.539026849135262,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,7,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 7]",2058,trois composantes d'utilite (points),3.289601554907677,2.845881043924602,9.857001087266829,5.33082789536637,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,8,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 8]",2058,trois composantes d'utilite (points),0.8309037900874625,3.1989324151666985,4.526928720830595,2.8522549753615856,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,8,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 8]",2058,trois composantes d'utilite (points),2.9458211856171035,2.872851983299458,9.816342738601115,5.211671969172559,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",valeur,9,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 9]",2058,trois composantes d'utilite (points),0.9584548104956273,2.542003200513052,4.5982579625315845,2.699571991180088,,,
replicat,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",valeur,9,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 9]",2058,trois composantes d'utilite (points),3.197278911564626,2.6566529512858974,9.862596963555628,5.238842942135384,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",moyenne,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),0.8767006802721088,2.6366164833054855,4.49455390050124,2.669290354692945,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",ecart_type,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),0.07522227992652455,0.3516437339736259,0.07196513125990625,0.12076547761589758,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",min,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),0.7798833819241983,2.143579518368303,4.382800967675487,2.4840687584139842,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"jumeau (apparie, objet protege par D4)",max,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),0.97667638483965,3.1989324151666985,4.5982579625315845,2.8522549753615856,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",moyenne,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),3.235301263362488,2.6542158505710276,9.797792613405708,5.229103242446406,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",ecart_type,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),0.15016185730134285,0.30910096980319995,0.07785522283437374,0.11142059760082247,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",min,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),2.9458211856171035,1.9186463357960628,9.649694338151358,4.990305329929347,,,
resume,gaussien zCDP (delta=1e-6),"eps=infini (temoin, aucun bruit)",inf,0.0,"humains v4 (desapparie, temoin F3)",max,10 replicats,"[20260913, crc32(eps=infini (temoin, aucun bruit)), 0..9]",2058,trois composantes d'utilite (points),3.4365889212827976,2.963460294147155,9.915461151115439,5.3705734192755274,,,
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=1,0.017468904769123432,58.60609524294609,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante distribution (points)",,,,,0.9832361516034988,0.58187560738581,1.324101068999028
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=1,0.017468904769123432,58.60609524294609,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante groupes (points)",,,,,0.04142097309059114,-0.6409065371491587,1.0576332996803708
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=1,0.017468904769123432,58.60609524294609,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante correlations (points)",,,,,0.05512626407614949,-0.04416885271136106,0.20923790862872327
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=1,0.017468904769123432,58.60609524294609,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante moyenne_trois (points)",,,,,0.35992779625674637,0.13500769776365873,0.7908744335492686
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante distribution (points)",,,,,0.16205053449951423,-0.1226919339164233,0.4543245869776472
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante groupes (points)",,,,,-0.000975348106281837,-0.9384974384371376,0.7318750419867821
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante correlations (points)",,,,,0.1019970458071758,-0.03102934455039197,0.2271928852948717
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=3,0.147263890080213,20.184941308109998,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante moyenne_trois (points)",,,,,0.08769074406680252,-0.19483783067339555,0.3317713374993514
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante distribution (points)",,,,,0.011418853255587813,-0.19679300291545032,0.18828960155490904
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante groupes (points)",,,,,0.15101582275519942,-0.3908353018933606,0.938371258860144
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante correlations (points)",,,,,0.05367144759769991,-0.07262596334234228,0.21225333723701834
contribution_marginale_budget,gaussien zCDP (delta=1e-6),eps=10,1.3530146901688735,6.6592354309644985,"jumeau (apparie, objet protege par D4)",moyenne (min ; max) sur replicats apparies,10 replicats apparies,"[20260913, crc32(...), 0..9]",2058,"contribution marginale du budget, composante moyenne_trois (points)",,,,,0.07203537453616234,-0.13296127673799774,0.3347220858225479
reference,SANS OBJET (grandeur du jumeau),SANS OBJET,,,jumeau non protege,valeur,deterministe,SANS OBJET (deterministe),2058,plancher de destruction des correlations : |corr| moyenne sur les 780 paires des 40 items d'achat du jumeau (points). Tout mecanisme qui detruit toute correlation obtient cette note.,,,,,4.317365833832603,,
reference,SANS OBJET (ecart entre references),SANS OBJET,,,humains v4 contre jumeau,valeur,deterministe,SANS OBJET (deterministe),2058,"ecart humains<->jumeau, composante distribution (points) : la facture que le desappariement de c7_dp.py imputait a la DP",,,,,3.1183187560738577,,
reference,SANS OBJET (ecart entre references),SANS OBJET,,,humains v4 contre jumeau,valeur,deterministe,SANS OBJET (deterministe),2058,"ecart humains<->jumeau, composante groupes (points) : la facture que le desappariement de c7_dp.py imputait a la DP",,,,,2.173397037035606,,
reference,SANS OBJET (ecart entre references),SANS OBJET,,,humains v4 contre jumeau,valeur,deterministe,SANS OBJET (deterministe),2058,"ecart humains<->jumeau, composante correlations (points) : la facture que le desappariement de c7_dp.py imputait a la DP",,,,,5.7754464636422895,,
mecanisme,gaussien zCDP vs Laplace composition basique,eps=1,0.017468904769123432,58.60609524294609,SANS OBJET (grandeur analytique),valeur,deterministe (formule fermee),SANS OBJET (deterministe),2058,ecart-type du bruit par case : gaussien zCDP 58.606 contre Laplace effectif de analyses/c7_dp.py 169.706 ; valeur portee = le rapport (fois moins de bruit au meme eps),,,,,2.8956992746449424,,
mecanisme,gaussien zCDP vs Laplace composition basique,eps=3,0.147263890080213,20.184941308109998,SANS OBJET (grandeur analytique),valeur,deterministe (formule fermee),SANS OBJET (deterministe),2058,ecart-type du bruit par case : gaussien zCDP 20.185 contre Laplace effectif de analyses/c7_dp.py 56.569 ; valeur portee = le rapport (fois moins de bruit au meme eps),,,,,2.802512111947308,,
mecanisme,gaussien zCDP vs Laplace composition basique,eps=10,1.3530146901688735,6.6592354309644985,SANS OBJET (grandeur analytique),valeur,deterministe (formule fermee),SANS OBJET (deterministe),2058,ecart-type du bruit par case : gaussien zCDP 6.659 contre Laplace effectif de analyses/c7_dp.py 16.971 ; valeur portee = le rapport (fois moins de bruit au meme eps),,,,,2.5484251044146053,,
risque,gaussien zCDP (delta=1e-6),eps=1,0.017468904769123432,58.60609524294609,pool des 2058 humains vague 4,valeur,0,"[20260913, crc32(eps=1), 0]",2058,"top-1 monde ferme du jeu synthetique DP, en pourcent",,,,,0.16763848396501457,0.019375607385811473,0.35714285714285715
