condition,perimetre,item,n_observes,taux_accord
agents enquete,1052,polattak/y,1052,0.6673003802281369
agents enquete,1052,grass,1052,0.6730038022813688
agents enquete,1052,gunlaw,1052,0.6796577946768061
agents enquete,1052,owngun,1052,0.7414448669201521
agents enquete,1052,hunt1,1052,0.8716730038022814
agents enquete,1052,class,1052,0.48574144486692017
agents enquete,1052,satfin,1052,0.6169201520912547
agents enquete,1052,finalter,1052,0.5209125475285171
agents enquete,1052,finrela,1052,0.47338403041825095
agents enquete,1052,racdif1,1052,0.7870722433460076
agents enquete,1052,racdif2,1052,0.9173003802281369
agents enquete,1052,racdif3,1052,0.75
agents enquete,1052,racdif4,1052,0.7404942965779467
agents enquete,1052,wlthwhts,1052,0.3355513307984791
agents enquete,1052,wlthblks,1052,0.2224334600760456
agents enquete,1052,wlthhsps,1052,0.4923954372623574
agents enquete,1052,racwork,1052,0.594106463878327
agents enquete,1052,letin1a,1052,0.3982889733840304
agents enquete,1052,getahead,1052,0.5826996197718631
agents enquete,1052,aged,1052,0.5066539923954373
agents enquete,1052,parsol,1052,0.344106463878327
agents enquete,1052,kidssol,1052,0.31844106463878324
agents enquete,1052,spanking,1052,0.3916349809885932
agents enquete,1052,divlaw,1052,0.4695817490494297
agents enquete,1052,sexeduc,1052,0.8241444866920152
agents enquete,1052,pillok,1052,0.4505703422053232
agents enquete,1052,xmarsex,1052,0.5418250950570342
agents enquete,1052,homosex,1052,0.6806083650190115
agents enquete,1052,marhomo,1052,0.5114068441064639
agents enquete,1052,discaff,1052,0.564638783269962
agents enquete,1052,abdefect,1052,0.8460076045627376
agents enquete,1052,abnomore,1052,0.8954372623574145
agents enquete,1052,abhlth,1052,0.8783269961977186
agents enquete,1052,abpoor,1052,0.9106463878326996
agents enquete,1052,abrape,1052,0.8336501901140685
agents enquete,1052,absingle,1052,0.9192015209125475
agents enquete,1052,abany,1052,0.8840304182509505
agents enquete,1052,letdie1,1052,0.9144486692015209
agents enquete,1052,suicide1,1052,0.9192015209125475
agents enquete,1052,suicide2,1052,0.75
agents enquete,1052,suicide3,1052,0.7557034220532319
agents enquete,1052,suicide4,1052,0.7642585551330798
agents enquete,1052,pornlaw,1052,0.7043726235741445
agents enquete,1052,fair,1052,0.6254752851711026
agents enquete,1052,helpful,1052,0.5950570342205324
agents enquete,1052,trust,1052,0.5465779467680608
agents enquete,1052,tax,1052,0.5598859315589354
agents enquete,1052,vote16,1052,0.870722433460076
agents enquete,1052,pres16,1052,0.8811787072243346
agents enquete,1052,if16who,1052,0.8184410646387833
agents enquete,1052,news,1052,0.2005703422053232
agents enquete,1052,jew,1052,0.7366920152091255
agents enquete,1052,relig16*,1052,0.3602661596958175
agents enquete,1052,jew16*,1052,0.7984790874524715
agents enquete,1052,attend,1052,0.5066539923954373
agents enquete,1052,pray,1052,0.4306083650190114
agents enquete,1052,postlife,1052,0.752851711026616
agents enquete,1052,bible,1052,0.6378326996197718
agents enquete,1052,reborn,1052,0.6226235741444867
agents enquete,1052,savesoul,1052,0.7756653992395437
agents enquete,1052,granborn,1052,0.42870722433460073
agents enquete,1052,uscitzn*,1052,0.6920152091254753
agents enquete,1052,fucitzn,1052,0.6863117870722434
agents enquete,1052,mnthsusa,1052,0.9020912547528517
agents enquete,1052,income,1052,0.311787072243346
agents enquete,1052,othlang,1052,0.7880228136882129
agents enquete,1052,health,1052,0.5846007604562737
agents enquete,1052,compuse*,1052,0.973384030418251
agents enquete,1052,webmob,1052,0.9572243346007605
agents enquete,1052,xmovie,1052,0.6055133079847909
agents enquete,1052,usewww*,1052,0.9667300380228137
agents enquete,1052,life,1052,0.5865019011406845
agents enquete,1052,richwork,1052,0.6387832699619772
agents demographiques (v6),1052,natspac/y,1052,0.3355513307984791
agents demographiques (v6),1052,natenvir/y,1052,0.4448669201520912
agents demographiques (v6),1052,natheal/y,1052,0.6482889733840305
agents demographiques (v6),1052,natcity/y,1052,0.35361216730038025
agents demographiques (v6),1052,natdrug/y,1052,0.5636882129277566
agents demographiques (v6),1052,nateduc/y,1052,0.6844106463878327
agents demographiques (v6),1052,natrace/y,1052,0.41254752851711024
agents demographiques (v6),1052,natarms/y,1052,0.3821292775665399
agents demographiques (v6),1052,nataid/y,1052,0.6768060836501901
agents demographiques (v6),1052,natfare/y,1052,0.6131178707224335
agents demographiques (v6),1052,natroad,1052,0.4134980988593156
agents demographiques (v6),1052,natsoc,1052,0.5152091254752852
agents demographiques (v6),1052,natmass,1052,0.42015209125475284
agents demographiques (v6),1052,natpark,1052,0.435361216730038
agents demographiques (v6),1052,natchld,1052,0.5123574144486692
agents demographiques (v6),1052,natsci,1052,0.41825095057034223
agents demographiques (v6),1052,natenrgy,1052,0.46577946768060835
agents demographiques (v6),1052,uswary,1052,0.47433460076045625
agents demographiques (v6),1052,prayer,1052,0.6701520912547528
agents demographiques (v6),1052,courts,1052,0.36406844106463876
agents demographiques (v6),1052,discaffw,1052,0.42870722433460073
agents demographiques (v6),1052,discaffm,1052,0.4230038022813688
agents demographiques (v6),1052,fehire,1052,0.282319391634981
agents demographiques (v6),1052,fechld,1052,0.4372623574144487
agents demographiques (v6),1052,fepresch,1052,0.4439163498098859
agents demographiques (v6),1052,fefam,1052,0.3564638783269962
agents demographiques (v6),1052,fepol,1052,0.7519011406844106
agents demographiques (v6),1052,mobile16,1052,0.2889733840304182
agents demographiques (v6),1052,incom16,1052,0.3887832699619772
agents demographiques (v6),1052,dwelown16,1052,0.6197718631178707
agents demographiques (v6),1052,divorced,1052,0.997148288973384
agents demographiques (v6),1052,posslq/y,1052,0.9952471482889734
agents demographiques (v6),1052,wrkstat,1052,0.3288973384030418
agents demographiques (v6),1052,evwork,1052,0.9153992395437263
agents demographiques (v6),1052,wrkgovt1,1052,0.841254752851711
agents demographiques (v6),1052,wrkgovt2,1052,0.7005703422053232
agents demographiques (v6),1052,partfull,1052,0.46482889733840305
agents demographiques (v6),1052,wksub1,1052,0.4619771863117871
agents demographiques (v6),1052,wksup1,1052,0.44866920152091255
agents demographiques (v6),1052,conarmy,1052,0.44771863117870725
agents demographiques (v6),1052,conbus,1052,0.55893536121673
agents demographiques (v6),1052,conclerg,1052,0.5874524714828897
agents demographiques (v6),1052,coneduc,1052,0.5750950570342205
agents demographiques (v6),1052,confed,1052,0.4610266159695818
agents demographiques (v6),1052,confinan,1052,0.5095057034220533
agents demographiques (v6),1052,conjudge,1052,0.435361216730038
agents demographiques (v6),1052,conlabor,1052,0.5532319391634981
agents demographiques (v6),1052,conlegis,1052,0.48574144486692017
agents demographiques (v6),1052,conmedic,1052,0.4505703422053232
agents demographiques (v6),1052,conpress,1052,0.48193916349809884
agents demographiques (v6),1052,consci,1052,0.4762357414448669
agents demographiques (v6),1052,contv,1052,0.47433460076045625
agents demographiques (v6),1052,joblose,1052,0.35456273764258556
agents demographiques (v6),1052,jobfind,1052,0.3403041825095057
agents demographiques (v6),1052,happy,1052,0.5627376425855514
agents demographiques (v6),1052,hapmar,1052,0.7300380228136882
agents demographiques (v6),1052,satjob,1052,0.34695817490494296
agents demographiques (v6),1052,spdeg*,1052,0.6692015209125475
agents demographiques (v6),1052,spjew,1052,0.7300380228136882
agents demographiques (v6),1052,spfund,1052,0.7614068441064639
agents demographiques (v6),1052,unemp,1052,0.5703422053231939
agents demographiques (v6),1052,union1,1052,0.908745247148289
agents demographiques (v6),1052,spkath/y,1052,0.7557034220532319
agents demographiques (v6),1052,colath,1052,0.6520912547528517
agents demographiques (v6),1052,spkrac/y,1052,0.561787072243346
agents demographiques (v6),1052,colrac,1052,0.655893536121673
agents demographiques (v6),1052,librac/y,1052,0.4667300380228137
agents demographiques (v6),1052,spkcom/y,1052,0.6692015209125475
agents demographiques (v6),1052,colcom/y,1052,0.6606463878326996
agents demographiques (v6),1052,libcom/y,1052,0.69106463878327
agents demographiques (v6),1052,spkhomo/y,1052,0.9144486692015209
agents demographiques (v6),1052,colhomo,1052,0.876425855513308
agents demographiques (v6),1052,libhomo/y,1052,0.8212927756653993
agents demographiques (v6),1052,cappun,1052,0.5009505703422054
agents demographiques (v6),1052,polhitok/y,1052,0.658745247148289
agents demographiques (v6),1052,polabuse/y,1052,0.9344106463878327
agents demographiques (v6),1052,polattak/y,1052,0.6682509505703422
agents demographiques (v6),1052,grass,1052,0.6615969581749049
agents demographiques (v6),1052,gunlaw,1052,0.6577946768060836
agents demographiques (v6),1052,owngun,1052,0.7167300380228137
agents demographiques (v6),1052,hunt1,1052,0.8821292775665399
agents demographiques (v6),1052,class,1052,0.48954372623574144
agents demographiques (v6),1052,satfin,1052,0.41254752851711024
agents demographiques (v6),1052,finalter,1052,0.41064638783269963
agents demographiques (v6),1052,finrela,1052,0.35456273764258556
agents demographiques (v6),1052,racdif1,1052,0.5570342205323194
agents demographiques (v6),1052,racdif2,1052,0.9334600760456274
agents demographiques (v6),1052,racdif3,1052,0.4923954372623574
agents demographiques (v6),1052,racdif4,1052,0.7110266159695817
agents demographiques (v6),1052,wlthwhts,1052,0.25570342205323193
agents demographiques (v6),1052,wlthblks,1052,0.14258555133079848
agents demographiques (v6),1052,wlthhsps,1052,0.314638783269962
agents demographiques (v6),1052,racwork,1052,0.36311787072243346
agents demographiques (v6),1052,letin1a,1052,0.3288973384030418
agents demographiques (v6),1052,getahead,1052,0.5114068441064639
agents demographiques (v6),1052,aged,1052,0.5627376425855514
agents demographiques (v6),1052,parsol,1052,0.2633079847908745
agents demographiques (v6),1052,kidssol,1052,0.32414448669201523
agents demographiques (v6),1052,spanking,1052,0.32984790874524716
agents demographiques (v6),1052,divlaw,1052,0.42870722433460073
agents demographiques (v6),1052,sexeduc,1052,0.8108365019011406
agents demographiques (v6),1052,pillok,1052,0.3127376425855513
agents demographiques (v6),1052,xmarsex,1052,0.5161596958174905
agents demographiques (v6),1052,homosex,1052,0.526615969581749
agents demographiques (v6),1052,marhomo,1052,0.3155893536121673
agents demographiques (v6),1052,discaff,1052,0.4828897338403042
agents demographiques (v6),1052,abdefect,1052,0.7965779467680608
agents demographiques (v6),1052,abnomore,1052,0.6787072243346007
agents demographiques (v6),1052,abhlth,1052,0.9230038022813688
agents demographiques (v6),1052,abpoor,1052,0.6891634980988594
agents demographiques (v6),1052,abrape,1052,0.8754752851711026
agents demographiques (v6),1052,absingle,1052,0.6730038022813688
agents demographiques (v6),1052,abany,1052,0.6644486692015209
agents demographiques (v6),1052,letdie1,1052,0.7081749049429658
agents demographiques (v6),1052,suicide1,1052,0.7214828897338403
agents demographiques (v6),1052,suicide2,1052,0.7452471482889734
agents demographiques (v6),1052,suicide3,1052,0.7024714828897338
agents demographiques (v6),1052,suicide4,1052,0.6283269961977186
agents demographiques (v6),1052,pornlaw,1052,0.6625475285171103
agents demographiques (v6),1052,fair,1052,0.38593155893536124
agents demographiques (v6),1052,helpful,1052,0.3564638783269962
agents demographiques (v6),1052,trust,1052,0.3669201520912547
agents demographiques (v6),1052,tax,1052,0.49809885931558934
agents demographiques (v6),1052,vote16,1052,0.6577946768060836
agents demographiques (v6),1052,pres16,1052,0.42585551330798477
agents demographiques (v6),1052,if16who,1052,0.5627376425855514
agents demographiques (v6),1052,news,1052,0.20247148288973385
agents demographiques (v6),1052,jew,1052,0.8935361216730038
agents demographiques (v6),1052,relig16*,1052,0.6311787072243346
agents demographiques (v6),1052,jew16*,1052,0.7642585551330798
agents demographiques (v6),1052,attend,1052,0.4391634980988593
agents demographiques (v6),1052,pray,1052,0.3897338403041825
agents demographiques (v6),1052,postlife,1052,0.6891634980988594
agents demographiques (v6),1052,bible,1052,0.5712927756653993
agents demographiques (v6),1052,reborn,1052,0.5598859315589354
agents demographiques (v6),1052,savesoul,1052,0.714828897338403
agents demographiques (v6),1052,granborn,1052,0.4847908745247148
agents demographiques (v6),1052,uscitzn*,1052,0.9952471482889734
agents demographiques (v6),1052,fucitzn,1052,0.9961977186311787
agents demographiques (v6),1052,mnthsusa,1052,0.9980988593155894
agents demographiques (v6),1052,income,1052,0.9942965779467681
agents demographiques (v6),1052,othlang,1052,1.0
agents demographiques (v6),1052,health,1052,0.5579847908745247
agents demographiques (v6),1052,compuse*,1052,0.9695817490494296
agents demographiques (v6),1052,webmob,1052,0.9695817490494296
agents demographiques (v6),1052,xmovie,1052,0.6074144486692015
agents demographiques (v6),1052,usewww*,1052,0.9800380228136882
agents demographiques (v6),1052,life,1052,0.5998098859315589
agents demographiques (v6),1052,richwork,1052,0.5475285171102662
agents v7,1052,natspac/y,1052,0.3612167300380228
agents v7,1052,natenvir/y,1052,0.5979087452471483
agents v7,1052,natheal/y,1052,0.6511406844106464
agents v7,1052,natcity/y,1052,0.3754752851711027
agents v7,1052,natdrug/y,1052,0.5693916349809885
agents v7,1052,nateduc/y,1052,0.6720532319391636
agents v7,1052,natrace/y,1052,0.3849809885931559
agents v7,1052,natarms/y,1052,0.39638783269961975
agents v7,1052,nataid/y,1052,0.467680608365019
agents v7,1052,natfare/y,1052,0.6131178707224335
agents v7,1052,natroad,1052,0.4534220532319392
agents v7,1052,natsoc,1052,0.5342205323193916
agents v7,1052,natmass,1052,0.42490494296577946
agents v7,1052,natpark,1052,0.3773764258555133
agents v7,1052,natchld,1052,0.5180608365019012
agents v7,1052,natsci,1052,0.3830798479087453
agents v7,1052,natenrgy,1052,0.47243346007604564
agents v7,1052,uswary,1052,0.4695817490494297
agents v7,1052,prayer,1052,0.6815589353612167
agents v7,1052,courts,1052,0.31844106463878324
agents v7,1052,discaffw,1052,0.42395437262357416
agents v7,1052,discaffm,1052,0.41539923954372626
agents v7,1052,fehire,1052,0.29182509505703425
agents v7,1052,fechld,1052,0.4372623574144487
agents v7,1052,fepresch,1052,0.44961977186311786
agents v7,1052,fefam,1052,0.3688212927756654
agents v7,1052,fepol,1052,0.7671102661596958
agents v7,1052,mobile16,1052,0.3906844106463878
agents v7,1052,incom16,1052,0.44961977186311786
agents v7,1052,dwelown16,1052,0.6454372623574145
agents v7,1052,divorced,1052,0.7043726235741445
agents v7,1052,posslq/y,1052,0.5855513307984791
agents v7,1052,wrkstat,1052,0.435361216730038
agents v7,1052,evwork,1052,0.9039923954372624
agents v7,1052,wrkgovt1,1052,0.8555133079847909
agents v7,1052,wrkgovt2,1052,0.688212927756654
agents v7,1052,partfull,1052,0.5370722433460076
agents v7,1052,wksub1,1052,0.5370722433460076
agents v7,1052,wksup1,1052,0.5275665399239544
agents v7,1052,conarmy,1052,0.45627376425855515
agents v7,1052,conbus,1052,0.5655893536121673
agents v7,1052,conclerg,1052,0.4458174904942966
agents v7,1052,coneduc,1052,0.5503802281368821
agents v7,1052,confed,1052,0.4610266159695818
agents v7,1052,confinan,1052,0.5370722433460076
agents v7,1052,conjudge,1052,0.4534220532319392
agents v7,1052,conlabor,1052,0.5361216730038023
agents v7,1052,conlegis,1052,0.5076045627376425
agents v7,1052,conmedic,1052,0.4534220532319392
agents v7,1052,conpress,1052,0.48574144486692017
agents v7,1052,consci,1052,0.47433460076045625
agents v7,1052,contv,1052,0.5104562737642585
agents v7,1052,joblose,1052,0.4458174904942966
agents v7,1052,jobfind,1052,0.4230038022813688
agents v7,1052,happy,1052,0.5475285171102662
agents v7,1052,hapmar,1052,0.6378326996197718
agents v7,1052,satjob,1052,0.43250950570342206
agents v7,1052,spdeg*,1052,0.470532319391635
agents v7,1052,spjew,1052,0.7072243346007605
agents v7,1052,spfund,1052,0.5484790874524715
agents v7,1052,unemp,1052,0.6245247148288974
agents v7,1052,union1,1052,0.8916349809885932
agents v7,1052,spkath/y,1052,0.7519011406844106
agents v7,1052,colath,1052,0.6796577946768061
agents v7,1052,spkrac/y,1052,0.5551330798479087
agents v7,1052,colrac,1052,0.7043726235741445
agents v7,1052,librac/y,1052,0.470532319391635
agents v7,1052,spkcom/y,1052,0.6568441064638784
agents v7,1052,colcom/y,1052,0.6577946768060836
agents v7,1052,libcom/y,1052,0.7167300380228137
agents v7,1052,spkhomo/y,1052,0.9134980988593155
agents v7,1052,colhomo,1052,0.908745247148289
agents v7,1052,libhomo/y,1052,0.8517110266159695
agents v7,1052,cappun,1052,0.4847908745247148
agents v7,1052,polhitok/y,1052,0.6302281368821293
agents v7,1052,polabuse/y,1052,0.9325095057034221
agents v7,1052,polattak/y,1052,0.6682509505703422
agents v7,1052,grass,1052,0.6863117870722434
agents v7,1052,gunlaw,1052,0.6625475285171103
agents v7,1052,owngun,1052,0.7015209125475285
agents v7,1052,hunt1,1052,0.8526615969581749
agents v7,1052,class,1052,0.43631178707224333
agents v7,1052,satfin,1052,0.4448669201520912
agents v7,1052,finalter,1052,0.4296577946768061
agents v7,1052,finrela,1052,0.40399239543726234
agents v7,1052,racdif1,1052,0.5541825095057035
agents v7,1052,racdif2,1052,0.9315589353612167
agents v7,1052,racdif3,1052,0.5076045627376425
agents v7,1052,racdif4,1052,0.7110266159695817
agents v7,1052,wlthwhts,1052,0.26806083650190116
agents v7,1052,wlthblks,1052,0.14638783269961977
agents v7,1052,wlthhsps,1052,0.3602661596958175
agents v7,1052,racwork,1052,0.3916349809885932
agents v7,1052,letin1a,1052,0.28422053231939165
agents v7,1052,getahead,1052,0.5085551330798479
agents v7,1052,aged,1052,0.5304182509505704
agents v7,1052,parsol,1052,0.2718631178707224
agents v7,1052,kidssol,1052,0.2899239543726236
agents v7,1052,spanking,1052,0.311787072243346
agents v7,1052,divlaw,1052,0.48574144486692017
agents v7,1052,sexeduc,1052,0.8165399239543726
agents v7,1052,pillok,1052,0.37927756653992395
agents v7,1052,xmarsex,1052,0.49524714828897337
agents v7,1052,homosex,1052,0.5779467680608364
agents v7,1052,marhomo,1052,0.40399239543726234
agents v7,1052,discaff,1052,0.4847908745247148
agents v7,1052,abdefect,1052,0.8184410646387833
agents v7,1052,abnomore,1052,0.6720532319391636
agents v7,1052,abhlth,1052,0.9287072243346007
agents v7,1052,abpoor,1052,0.685361216730038
agents v7,1052,abrape,1052,0.8887832699619772
agents v7,1052,absingle,1052,0.6520912547528517
agents v7,1052,abany,1052,0.6330798479087453
agents v7,1052,letdie1,1052,0.7452471482889734
agents v7,1052,suicide1,1052,0.7680608365019012
agents v7,1052,suicide2,1052,0.7452471482889734
agents v7,1052,suicide3,1052,0.7214828897338403
agents v7,1052,suicide4,1052,0.6349809885931559
agents v7,1052,pornlaw,1052,0.6844106463878327
agents v7,1052,fair,1052,0.3726235741444867
agents v7,1052,helpful,1052,0.33269961977186313
agents v7,1052,trust,1052,0.3032319391634981
agents v7,1052,tax,1052,0.4429657794676806
agents v7,1052,vote16,1052,0.6806083650190115
agents v7,1052,pres16,1052,0.42490494296577946
agents v7,1052,if16who,1052,0.5142585551330798
agents v7,1052,news,1052,0.19486692015209126
agents v7,1052,jew,1052,0.6939163498098859
agents v7,1052,relig16*,1052,0.34695817490494296
agents v7,1052,jew16*,1052,0.7357414448669202
agents v7,1052,attend,1052,0.40779467680608367
agents v7,1052,pray,1052,0.2880228136882129
agents v7,1052,postlife,1052,0.4876425855513308
agents v7,1052,bible,1052,0.467680608365019
agents v7,1052,reborn,1052,0.467680608365019
agents v7,1052,savesoul,1052,0.688212927756654
agents v7,1052,granborn,1052,0.4448669201520912
agents v7,1052,uscitzn*,1052,0.9401140684410646
agents v7,1052,fucitzn,1052,0.9344106463878327
agents v7,1052,mnthsusa,1052,0.7633079847908745
agents v7,1052,income,1052,0.41254752851711024
agents v7,1052,othlang,1052,0.6920152091254753
agents v7,1052,health,1052,0.564638783269962
agents v7,1052,compuse*,1052,0.9695817490494296
agents v7,1052,webmob,1052,0.9762357414448669
agents v7,1052,xmovie,1052,0.5988593155893536
agents v7,1052,usewww*,1052,0.9771863117870723
agents v7,1052,life,1052,0.5437262357414449
agents v7,1052,richwork,1052,0.5779467680608364
agents v8,1052,natspac/y,1052,0.3564638783269962
agents v8,1052,natenvir/y,1052,0.5750950570342205
agents v8,1052,natheal/y,1052,0.5342205323193916
agents v8,1052,natcity/y,1052,0.435361216730038
agents v8,1052,natdrug/y,1052,0.4591254752851711
agents v8,1052,nateduc/y,1052,0.5551330798479087
agents v8,1052,natrace/y,1052,0.5446768060836502
agents v8,1052,natarms/y,1052,0.48003802281368824
agents v8,1052,nataid/y,1052,0.467680608365019
agents v8,1052,natfare/y,1052,0.48574144486692017
agents v8,1052,natroad,1052,0.43631178707224333
agents v8,1052,natsoc,1052,0.4344106463878327
agents v8,1052,natmass,1052,0.43346007604562736
agents v8,1052,natpark,1052,0.38593155893536124
agents v8,1052,natchld,1052,0.48193916349809884
agents v8,1052,natsci,1052,0.41634980988593157
agents v8,1052,natenrgy,1052,0.5085551330798479
agents v8,1052,uswary,1052,0.49619771863117873
agents v8,1052,prayer,1052,0.685361216730038
agents v8,1052,courts,1052,0.4619771863117871
agents v8,1052,discaffw,1052,0.3887832699619772
agents v8,1052,discaffm,1052,0.3564638783269962
agents v8,1052,fehire,1052,0.29277566539923955
agents v8,1052,fechld,1052,0.40019011406844107
agents v8,1052,fepresch,1052,0.405893536121673
agents v8,1052,fefam,1052,0.4049429657794677
agents v8,1052,fepol,1052,0.7709125475285171
agents v8,1052,mobile16,1052,0.30133079847908745
agents v8,1052,incom16,1052,0.39448669201520914
agents v8,1052,dwelown16,1052,0.6863117870722434
agents v8,1052,divorced,1052,0.626425855513308
agents v8,1052,posslq/y,1052,0.46482889733840305
agents v8,1052,wrkstat,1052,0.41064638783269963
agents v8,1052,evwork,1052,0.9220532319391636
agents v8,1052,wrkgovt1,1052,0.8346007604562737
agents v8,1052,wrkgovt2,1052,0.6986692015209125
agents v8,1052,partfull,1052,0.5275665399239544
agents v8,1052,wksub1,1052,0.47433460076045625
agents v8,1052,wksup1,1052,0.4553231939163498
agents v8,1052,conarmy,1052,0.4458174904942966
agents v8,1052,conbus,1052,0.5256653992395437
agents v8,1052,conclerg,1052,0.4448669201520912
agents v8,1052,coneduc,1052,0.532319391634981
agents v8,1052,confed,1052,0.49049429657794674
agents v8,1052,confinan,1052,0.5085551330798479
agents v8,1052,conjudge,1052,0.470532319391635
agents v8,1052,conlabor,1052,0.5152091254752852
agents v8,1052,conlegis,1052,0.48193916349809884
agents v8,1052,conmedic,1052,0.48098859315589354
agents v8,1052,conpress,1052,0.6102661596958175
agents v8,1052,consci,1052,0.5579847908745247
agents v8,1052,contv,1052,0.5313688212927756
agents v8,1052,joblose,1052,0.41539923954372626
agents v8,1052,jobfind,1052,0.4011406844106464
agents v8,1052,happy,1052,0.5712927756653993
agents v8,1052,hapmar,1052,0.4296577946768061
agents v8,1052,satjob,1052,0.42015209125475284
agents v8,1052,spdeg*,1052,0.25
agents v8,1052,spjew,1052,0.7053231939163498
agents v8,1052,spfund,1052,0.3669201520912547
agents v8,1052,unemp,1052,0.6007604562737643
agents v8,1052,union1,1052,0.8593155893536122
agents v8,1052,spkath/y,1052,0.6673003802281369
agents v8,1052,colath,1052,0.6406844106463878
agents v8,1052,spkrac/y,1052,0.5570342205323194
agents v8,1052,colrac,1052,0.6330798479087453
agents v8,1052,librac/y,1052,0.49049429657794674
agents v8,1052,spkcom/y,1052,0.6188212927756654
agents v8,1052,colcom/y,1052,0.6302281368821293
agents v8,1052,libcom/y,1052,0.7167300380228137
agents v8,1052,spkhomo/y,1052,0.7813688212927756
agents v8,1052,colhomo,1052,0.7604562737642585
agents v8,1052,libhomo/y,1052,0.7604562737642585
agents v8,1052,cappun,1052,0.6454372623574145
agents v8,1052,polhitok/y,1052,0.6444866920152091
agents v8,1052,polabuse/y,1052,0.9325095057034221
agents v8,1052,polattak/y,1052,0.6682509505703422
agents v8,1052,grass,1052,0.6520912547528517
agents v8,1052,gunlaw,1052,0.6673003802281369
agents v8,1052,owngun,1052,0.6188212927756654
agents v8,1052,hunt1,1052,0.7338403041825095
agents v8,1052,class,1052,0.3821292775665399
agents v8,1052,satfin,1052,0.4049429657794677
agents v8,1052,finalter,1052,0.40209125475285173
agents v8,1052,finrela,1052,0.33365019011406843
agents v8,1052,racdif1,1052,0.747148288973384
agents v8,1052,racdif2,1052,0.9325095057034221
agents v8,1052,racdif3,1052,0.6625475285171103
agents v8,1052,racdif4,1052,0.7110266159695817
agents v8,1052,wlthwhts,1052,0.24429657794676807
agents v8,1052,wlthblks,1052,0.15114068441064638
agents v8,1052,wlthhsps,1052,0.2994296577946768
agents v8,1052,racwork,1052,0.3726235741444867
agents v8,1052,letin1a,1052,0.3564638783269962
agents v8,1052,getahead,1052,0.5674904942965779
agents v8,1052,aged,1052,0.5551330798479087
agents v8,1052,parsol,1052,0.23954372623574144
agents v8,1052,kidssol,1052,0.21577946768060838
agents v8,1052,spanking,1052,0.3906844106463878
agents v8,1052,divlaw,1052,0.435361216730038
agents v8,1052,sexeduc,1052,0.747148288973384
agents v8,1052,pillok,1052,0.41920152091254753
agents v8,1052,xmarsex,1052,0.467680608365019
agents v8,1052,homosex,1052,0.5884030418250951
agents v8,1052,marhomo,1052,0.4144486692015209
agents v8,1052,discaff,1052,0.5389733840304183
agents v8,1052,abdefect,1052,0.7709125475285171
agents v8,1052,abnomore,1052,0.752851711026616
agents v8,1052,abhlth,1052,0.9077946768060836
agents v8,1052,abpoor,1052,0.7604562737642585
agents v8,1052,abrape,1052,0.8526615969581749
agents v8,1052,absingle,1052,0.7319391634980988
agents v8,1052,abany,1052,0.7385931558935361
agents v8,1052,letdie1,1052,0.6967680608365019
agents v8,1052,suicide1,1052,0.6986692015209125
agents v8,1052,suicide2,1052,0.7433460076045627
agents v8,1052,suicide3,1052,0.6834600760456274
agents v8,1052,suicide4,1052,0.629277566539924
agents v8,1052,pornlaw,1052,0.6321292775665399
agents v8,1052,fair,1052,0.3726235741444867
agents v8,1052,helpful,1052,0.3669201520912547
agents v8,1052,trust,1052,0.3754752851711027
agents v8,1052,tax,1052,0.48098859315589354
agents v8,1052,vote16,1052,0.7319391634980988
agents v8,1052,pres16,1052,0.5874524714828897
agents v8,1052,if16who,1052,0.7880228136882129
agents v8,1052,news,1052,0.19771863117870722
agents v8,1052,jew,1052,0.6958174904942965
agents v8,1052,relig16*,1052,0.3108365019011407
agents v8,1052,jew16*,1052,0.7366920152091255
agents v8,1052,attend,1052,0.3269961977186312
agents v8,1052,pray,1052,0.26425855513307983
agents v8,1052,postlife,1052,0.5760456273764258
agents v8,1052,bible,1052,0.5085551330798479
agents v8,1052,reborn,1052,0.46482889733840305
agents v8,1052,savesoul,1052,0.7005703422053232
agents v8,1052,granborn,1052,0.4695817490494297
agents v8,1052,uscitzn*,1052,0.9809885931558935
agents v8,1052,fucitzn,1052,0.9762357414448669
agents v8,1052,mnthsusa,1052,0.9638783269961977
agents v8,1052,income,1052,0.4543726235741445
agents v8,1052,othlang,1052,0.7290874524714829
agents v8,1052,health,1052,0.5228136882129277
agents v8,1052,compuse*,1052,0.9714828897338403
agents v8,1052,webmob,1052,0.9695817490494296
agents v8,1052,xmovie,1052,0.6302281368821293
agents v8,1052,usewww*,1052,0.9762357414448669
agents v8,1052,life,1052,0.5456273764258555
agents v8,1052,richwork,1052,0.5722433460076045
C2,150,natspac/y,150,0.37333333333333335
C2,150,natenvir/y,150,0.43333333333333335
C2,150,natheal/y,150,0.32
C2,150,natcity/y,150,0.5066666666666667
C2,150,natdrug/y,150,0.44
C2,150,nateduc/y,150,0.4
C2,150,natrace/y,150,0.46
C2,150,natarms/y,150,0.48
C2,150,nataid/y,150,0.36666666666666664
C2,150,natfare/y,150,0.29333333333333333
C2,150,natroad,150,0.42
C2,150,natsoc,150,0.24
C2,150,natmass,150,0.5266666666666666
C2,150,natpark,150,0.6066666666666667
C2,150,natchld,150,0.5066666666666667
C2,150,natsci,150,0.52
C2,150,natenrgy,150,0.5333333333333333
C2,150,uswary,150,0.47333333333333333
C2,150,prayer,150,0.6733333333333333
C2,150,courts,150,0.4
C2,150,discaffw,150,0.44
