configuration,n_attaques,fidelite_plancher,exactitude,fuite_top1,fuite_top1_bas,fuite_top1_haut,fuite_predite,ic95_bas,ic95_haut,residu,dans_intervalle,sous_borne_basse,regression_pente,regression_r,regression_p,rho_reference_12pts
llama31-8b/R1/t0,200,0.05068632234331923,0.39416666666666667,0.0,0.0,0.0,-0.011154621126136806,-0.11781192642232094,0.09550268417004734,0.011154621126136806,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
llama31-8b/R2/t0,200,0.0550453120548809,0.3984166666666667,0.0,0.0,0.0,-0.010355107656501814,-0.11683966852727597,0.09612945321427234,0.010355107656501814,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
qwen37-flash/R1/t0,200,0.11746571278392122,0.41491666666666666,0.00225,0.0,0.00675,0.0010938643450866398,-0.10309331328979718,0.10528104197997046,0.00115613565491336,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
qwen37-flash/R2/t0,200,0.13875190216219221,0.41200000000000003,0.0,0.0,0.0,0.004998116534530746,-0.09848332193401454,0.10847955500307604,-0.004998116534530746,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
deepseek-v4/R1/t0,200,0.17664706914077935,0.4553333333333333,0.00825,0.0,0.0215,0.011948740059309161,-0.09037800495320983,0.11427548507182814,-0.0036987400593091607,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
deepseek-v4/R2/t0,200,0.16269922659717753,0.44908333333333333,0.005,0.0,0.015,0.009390466531757641,-0.09334592232644377,0.11212685538995905,-0.004390466531757641,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
qwen37-flash/R1/t1,200,0.06961371360195713,0.41975,0.0,0.0,0.0,-0.007683012965145959,-0.11360169874961906,0.09823567281932716,0.007683012965145959,True,False,0.1834171499681187,0.7853671398918899,0.002470082001213586,0.9580419580419581
