modele,cle_modele,camp,n_items,tv_entre_identites_moyenne,plancher_humain_moyen,rapport_au_plancher,ic_bas,ic_haut,part_items_identiques,part_items_au_dessus_du_plancher,p,p_holm
Qwen3-4B-Instruct-2507,q4,gauche,8,0.0625,0.028177458033573126,2.21808510638298,0.5686363636363639,4.553448275862069,0.375,0.625,0.27853607319634016,0.27853607319634016
Qwen3-4B-Instruct-2507,q4,droite,8,0.10875000000000001,0.030496987951807223,3.565925925925927,2.6560000000000015,5.102962962962962,0.0,1.0,0.006949652517374131,0.013899305034748262
