A,B,C,C5,patrons,q5,polarisation,se_nul_A,se_nul_B,se_nul_C,se_nul_polarisation,source,taux,tirage,taille,taux_realise
-0.09183800493786187,0.0664274468001391,0.025285171102661597,0.07115019011406845,875.45,0.10267249611129678,0.18710233613268684,0.0006272745901934121,0.00012315808130524786,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,6,1052,0.2461977186311787
-0.11760882221606761,0.07761377334182304,0.024489795918367346,0.07473275024295432,1561.1,0.10341979042530493,0.18585576343028154,0.0006687619474343127,6.251836764586262e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,6,2058,0.24975704567541301
-0.1011204754036904,0.07023056154787405,0.02723384030418251,0.07623574144486692,863.2,0.1063184070053363,0.19914902369090748,0.0005786283114265675,8.242855690568523e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,7,1052,0.2576045627376426
-0.11574259900184025,0.07889350647971562,0.025485908649173956,0.07419825072886296,1556.8,0.10479390895201858,0.18044518986649857,0.0007620721862167863,7.133232294111417e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,7,2058,0.24975704567541301
-0.08962446901246679,0.06753963562524118,0.02576045627376426,0.07514258555133081,877.25,0.10371223515286818,0.17397816070132888,0.0004073872806422138,9.74988155969681e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,8,1052,0.24524714828897337
-0.11555366510704679,0.07693483508212864,0.025583090379008744,0.0761418853255588,1559.5,0.10277803063702147,0.1831353116110528,0.0006371540686423157,5.167489056967685e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,8,2058,0.24975704567541301
-0.09522515768259876,0.07435525899603,0.02951520912547529,0.0776615969581749,876.95,0.11039387652453586,0.1824158589309753,0.0007257018613483821,0.00011959383441968282,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,9,1052,0.24904942965779467
-0.11604518962015464,0.07846233879158132,0.027575315840621967,0.07713799805636538,1558.1,0.10423442464071281,0.1813516281018264,0.0008018675362763151,4.513359155309316e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,9,2058,0.24975704567541301
-0.10413071072573643,0.07653328530653748,0.030846007604562735,0.08103612167300381,863.4,0.11254787501843193,0.18356474117579555,0.0007897772104920427,8.803612445540152e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,10,1052,0.24524714828897337
-0.12367547139923407,0.08291748309437745,0.028328474246841595,0.07784256559766763,1549.0,0.10866836757776419,0.19360302858960737,0.0006240407538991196,5.95954740396741e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,10,2058,0.24975704567541301
-0.09120877214289425,0.06780457166828885,0.02927756653992395,0.0775190114068441,873.0,0.10383416145876326,0.1651844324930047,0.0007508404224410706,9.178976915344048e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,11,1052,0.22813688212927757
-0.11687040731724874,0.07908952804604444,0.028474246841593782,0.07796404275996113,1555.15,0.1049813824128962,0.18268756890440796,0.0004647132944847239,8.323253164049433e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.25,11,2058,0.24975704567541301
-0.16627057215851704,0.10632291451983375,0.054230038022813676,0.13521863117870722,748.4,0.1424081871278967,0.17080407603445977,0.001227061584821161,7.860046061604617e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,0,1052,0.4876425855513308
-0.18684952928372933,0.11598081577489376,0.05357142857142857,0.14091350826044702,1282.65,0.14185778254168382,0.1703185357634442,0.0012320167815909797,6.331418880325829e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,0,2058,0.5
-0.15969219411507685,0.10279768834926717,0.05147338403041825,0.13916349809885933,743.65,0.13890754993458834,0.16897331414690253,0.0012049208954613365,0.00011207236762257113,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,1,1052,0.49809885931558934
-0.17903713682926203,0.11453746243526318,0.051846452866861036,0.13858114674441205,1291.9,0.14027188770872925,0.1548150881026771,0.0013130307228384312,7.169418313770935e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,1,2058,0.5
-0.1613742784370864,0.10388662077323206,0.05042775665399239,0.13555133079847909,754.0,0.140112833476528,0.14522106651198174,0.0008023786885948905,7.821405133811915e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,2,1052,0.4923954372623574
-0.18352140335810774,0.11777233156118058,0.05405733722060253,0.13819241982507285,1293.0,0.1435603399497502,0.1544273774780199,0.0011118302024010424,5.6720194043286626e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,2,2058,0.5
-0.16286481046628642,0.1035081433254639,0.05418250950570343,0.13902091254752855,748.65,0.13984228582757255,0.15530546153833985,0.0012906130452162423,7.051654234379108e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,3,1052,0.49334600760456276
-0.18364263859159358,0.11878817326514045,0.05204081632653061,0.14093780369290573,1278.9,0.14459676778004057,0.1680733061778017,0.0009141737378029486,6.084631508205667e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,3,2058,0.5
-0.16859608503472956,0.10559741107658391,0.04904942965779467,0.1374049429657795,750.5,0.14189806866680055,0.13441767227494214,0.0011048974740759505,0.00010784315798021434,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,4,1052,0.49049429657794674
-0.19155758032530124,0.11658669967794752,0.050898931000971814,0.13872691933916423,1280.05,0.14240877396429594,0.15809946898747287,0.0010360755668747353,6.842921808008537e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,4,2058,0.5
-0.1765516931308121,0.10989174567832752,0.05736692015209125,0.14377376425855512,732.6,0.1460786276792594,0.15774640201144002,0.0009650689644613631,9.598440617596327e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,5,1052,0.5019011406844106
-0.18880410447368268,0.1180399510889826,0.05374149659863946,0.14001457725947522,1283.85,0.1438401396033878,0.1587751554936599,0.0008285867900842347,6.392775506533536e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,5,2058,0.5
-0.17417783191230218,0.11372456851047522,0.059268060836501914,0.14458174904942966,734.5,0.14976296282275162,0.14433527404515725,0.0010073479953809866,6.687275422786517e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,6,1052,0.5152091254752852
-0.18672528713355185,0.11725697139156141,0.05247813411078717,0.14001457725947522,1286.85,0.14311024958501964,0.15751959779547506,0.0010325992217212119,7.736876798764602e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,6,2058,0.5
-0.16824781542064748,0.1047469137644211,0.052328897338403034,0.13769011406844106,748.15,0.1410345797802512,0.15913559630743546,0.0011568291059022365,8.742220560476376e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,7,1052,0.49049429657794674
-0.18740635704881792,0.11559931834054728,0.05420310981535472,0.142444120505345,1281.75,0.14134584314993787,0.16689904118537444,0.0009308449905962596,5.2790063760011635e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,7,2058,0.5
-0.16252327729297744,0.10653291933095992,0.055750950570342205,0.13963878326996199,745.05,0.1426734804748532,0.15246866849730895,0.001206903874015169,8.323332634967624e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,8,1052,0.49809885931558934
-0.1847363720630999,0.11694524776924041,0.05340136054421768,0.1410349854227405,1284.1,0.14279661809023214,0.14398536265050935,0.0012433397384980568,6.608138466519573e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,8,2058,0.5
-0.17621352169976867,0.10637554568918864,0.056368821292775685,0.14439163498098856,737.05,0.14244441254489232,0.17669113460110766,0.0009166505994877885,7.721756852197199e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,9,1052,0.5095057034220533
-0.19245154709282564,0.11469397835778994,0.052453838678328465,0.14001457725947525,1282.5,0.14047623020588593,0.17368589268159024,0.0007754982629477408,9.1414224590056e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,9,2058,0.5
-0.16489293931604054,0.10331887663298832,0.05484790874524716,0.138925855513308,742.85,0.13931529626892714,0.1674374250512146,0.0009934646578155474,0.000103710695948793,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,10,1052,0.5057034220532319
-0.18045901556296207,0.11363291637362613,0.050777453838678335,0.13556851311953352,1294.2,0.13943175186866316,0.16331469665923487,0.0008418372251654462,7.340714831973546e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,10,2058,0.5
-0.17273550589045406,0.11178573033016623,0.056796577946768054,0.14562737642585552,736.85,0.14774065127812952,0.12932281241868626,0.0011067779119110892,0.00010690727879887754,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,11,1052,0.502851711026616
-0.18886382163914528,0.1174602924620063,0.05267249757045676,0.139868804664723,1283.55,0.14321396904905173,0.1490100757297661,0.000992384638950315,7.531835473616645e-05,0.0,0.0,Demographics Only - GPT4.1-mini,0.5,11,2058,0.5
-0.026879774966374725,0.021611254417973673,0.011560418648905807,0.040613185704000895,950.2,0.05782754718574755,0.21546750026773875,0.0004810170567262307,9.991745278592742e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,0,1052,0.04467680608365019
-0.04655830263999461,0.02597567946258591,0.008385999027710258,0.03834934209811434,1729.2,0.05183300618983176,0.21999396814710526,0.0007538061056067062,7.196907943593026e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,0,2058,0.0500485908649174
