perimetre,condition,item,sd_pred,sd_humain,ratio,n
1052,B3 foret,natarms/y,0.346797,0.377870,0.917769,1052
1052,B3 foret,nataid/y,0.121303,0.288357,0.420669,1052
1052,B3 foret,natfare/y,0.095855,0.318558,0.300904,1052
1052,B3 foret,natroad,0.218497,0.317993,0.687114,1052
1052,B3 foret,natsoc,0.034405,0.272502,0.126255,1052
1052,B3 foret,natmass,0.237337,0.318037,0.746255,1052
1052,B3 foret,natpark,0.055264,0.275028,0.200939,1052
1052,B3 foret,natchld,0.211136,0.322694,0.654291,1052
1052,B3 foret,natsci,0.159598,0.307142,0.519624,1052
1052,B3 foret,natenrgy,0.274093,0.353109,0.776227,1052
1052,B3 foret,courts,0.304177,0.385332,0.789389,1052
1052,B3 foret,discaffw,0.168150,0.308573,0.544928,1052
1052,B3 foret,discaffm,0.155693,0.300905,0.517415,1052
1052,B3 foret,fehire,0.183983,0.289927,0.634584,1052
1052,B3 foret,fechld,0.152322,0.258830,0.588503,1052
1052,B3 foret,fepresch,0.095332,0.266904,0.357179,1052
1052,B3 foret,fefam,0.210577,0.303904,0.692907,1052
1052,B3 foret,mobile16,0.415708,0.410631,1.012362,1052
1052,B3 foret,incom16,0.043036,0.212392,0.202624,1052
1052,B3 foret,conarmy,0.248261,0.333390,0.744655,1052
1052,B3 foret,conbus,0.187554,0.314966,0.595474,1052
1052,B3 foret,conclerg,0.236204,0.347467,0.679788,1052
1052,B3 foret,coneduc,0.089931,0.319801,0.281208,1052
1052,B3 foret,confed,0.250171,0.335384,0.745924,1052
1052,B3 foret,confinan,0.119572,0.328174,0.364355,1052
1052,B3 foret,conjudge,0.261922,0.359087,0.729409,1052
1052,B3 foret,conlabor,0.127560,0.332552,0.383580,1052
1052,B3 foret,conlegis,0.239591,0.305105,0.785275,1052
1052,B3 foret,conmedic,0.248797,0.330626,0.752503,1052
1052,B3 foret,conpress,0.249031,0.318801,0.781149,1052
1052,B3 foret,consci,0.252116,0.342139,0.736882,1052
1052,B3 foret,contv,0.245829,0.312837,0.785805,1052
1052,B3 foret,happy,0.037731,0.325906,0.115771,1052
1052,B3 foret,class,0.214244,0.261780,0.818409,1052
1052,B3 foret,satfin,0.308229,0.384606,0.801416,1052
1052,B3 foret,finalter,0.302422,0.387553,0.780337,1052
1052,B3 foret,finrela,0.179145,0.244713,0.732061,1052
1052,B3 foret,wlthwhts,0.034097,0.141084,0.241680,1052
1052,B3 foret,wlthblks,0.067813,0.143050,0.474052,1052
1052,B3 foret,wlthhsps,0.083166,0.150701,0.551863,1052
1052,B3 foret,letin1a,0.243706,0.315041,0.773571,1052
1052,B3 foret,getahead,0.240014,0.306424,0.783274,1052
1052,B3 foret,aged,0.048539,0.292390,0.166009,1052
1052,B3 foret,parsol,0.173408,0.302467,0.573315,1052
1052,B3 foret,spanking,0.318663,0.349558,0.911617,1052
1052,B3 foret,divlaw,0.224476,0.346243,0.648318,1052
1052,B3 foret,pillok,0.282868,0.344219,0.821768,1052
1052,B3 foret,xmarsex,0.153350,0.295117,0.519625,1052
1052,B3 foret,homosex,0.404130,0.417111,0.968878,1052
1052,B3 foret,marhomo,0.336167,0.358765,0.937011,1052
1052,B3 foret,discaff,0.246704,0.350148,0.704570,1052
1052,B3 foret,pornlaw,0.071580,0.264989,0.270124,1052
1052,B3 foret,fair,0.321669,0.389860,0.825089,1052
1052,B3 foret,helpful,0.344748,0.395581,0.871498,1052
1052,B3 foret,trust,0.169252,0.378430,0.447247,1052
1052,B3 foret,tax,0.189625,0.270704,0.700489,1052
1052,B3 foret,news,0.299047,0.369203,0.809979,1052
1052,B3 foret,attend,0.048802,0.324211,0.150526,1052
1052,B3 foret,pray,0.477764,0.401413,1.190206,1052
1052,B3 foret,bible,0.312577,0.374709,0.834186,1052
1052,B3 foret,granborn,0.255844,0.413156,0.619245,1052
1052,B3 foret,income,0.186006,0.303977,0.611909,1052
1052,B3 foret,health,0.048769,0.247506,0.197041,1052
1052,B3 foret,life,0.089713,0.291455,0.307811,1052
1052,humains vague 2,natspac/y,0.347481,0.339938,1.022190,1052
1052,humains vague 2,natenvir/y,0.334253,0.345116,0.968522,1052
1052,humains vague 2,natheal/y,0.287317,0.293896,0.977613,1052
1052,humains vague 2,natcity/y,0.364374,0.359880,1.012490,1052
1052,humains vague 2,natdrug/y,0.328251,0.325348,1.008922,1052
1052,humains vague 2,nateduc/y,0.313408,0.315379,0.993748,1052
1052,humains vague 2,natrace/y,0.375155,0.385579,0.972964,1052
1052,humains vague 2,natarms/y,0.377286,0.377870,0.998456,1052
1052,humains vague 2,nataid/y,0.292397,0.288357,1.014011,1052
1052,humains vague 2,natfare/y,0.309775,0.318558,0.972429,1052
1052,humains vague 2,natroad,0.312892,0.317993,0.983959,1052
1052,humains vague 2,natsoc,0.274364,0.272502,1.006832,1052
1052,humains vague 2,natmass,0.320506,0.318037,1.007762,1052
1052,humains vague 2,natpark,0.277234,0.275028,1.008019,1052
1052,humains vague 2,natchld,0.314830,0.322694,0.975631,1052
1052,humains vague 2,natsci,0.314262,0.307142,1.023181,1052
1052,humains vague 2,natenrgy,0.352724,0.353109,0.998911,1052
1052,humains vague 2,courts,0.379188,0.385332,0.984056,1052
1052,humains vague 2,discaffw,0.303476,0.308573,0.983481,1052
1052,humains vague 2,discaffm,0.304244,0.300905,1.011099,1052
1052,humains vague 2,fehire,0.300623,0.289927,1.036891,1052
1052,humains vague 2,fechld,0.272898,0.258830,1.054352,1052
1052,humains vague 2,fepresch,0.274243,0.266904,1.027497,1052
1052,humains vague 2,fefam,0.309170,0.303904,1.017329,1052
1052,humains vague 2,mobile16,0.411910,0.410631,1.003114,1052
1052,humains vague 2,incom16,0.212260,0.212392,0.999381,1052
1052,humains vague 2,conarmy,0.339032,0.333390,1.016924,1052
1052,humains vague 2,conbus,0.306478,0.314966,0.973052,1052
1052,humains vague 2,conclerg,0.340864,0.347467,0.980999,1052
1052,humains vague 2,coneduc,0.331140,0.319801,1.035456,1052
1052,humains vague 2,confed,0.336013,0.335384,1.001873,1052
1052,humains vague 2,confinan,0.325870,0.328174,0.992980,1052
1052,humains vague 2,conjudge,0.361237,0.359087,1.005986,1052
1052,humains vague 2,conlabor,0.338808,0.332552,1.018813,1052
1052,humains vague 2,conlegis,0.298456,0.305105,0.978207,1052
1052,humains vague 2,conmedic,0.330235,0.330626,0.998815,1052
1052,humains vague 2,conpress,0.322636,0.318801,1.012030,1052
1052,humains vague 2,consci,0.330938,0.342139,0.967261,1052
1052,humains vague 2,contv,0.313305,0.312837,1.001496,1052
1052,humains vague 2,happy,0.317696,0.325906,0.974806,1052
1052,humains vague 2,class,0.254350,0.261780,0.971618,1052
1052,humains vague 2,satfin,0.370841,0.384606,0.964211,1052
1052,humains vague 2,finalter,0.399004,0.387553,1.029546,1052
1052,humains vague 2,finrela,0.244701,0.244713,0.999951,1052
1052,humains vague 2,wlthwhts,0.154035,0.141084,1.091799,1052
1052,humains vague 2,wlthblks,0.148352,0.143050,1.037064,1052
1052,humains vague 2,wlthhsps,0.156935,0.150701,1.041366,1052
1052,humains vague 2,letin1a,0.308545,0.315041,0.979382,1052
1052,humains vague 2,getahead,0.303360,0.306424,0.990000,1052
1052,humains vague 2,aged,0.279696,0.292390,0.956586,1052
1052,humains vague 2,parsol,0.311539,0.302467,1.029996,1052
1052,humains vague 2,spanking,0.351541,0.349558,1.005672,1052
1052,humains vague 2,divlaw,0.355310,0.346243,1.026187,1052
1052,humains vague 2,pillok,0.349953,0.344219,1.016660,1052
1052,humains vague 2,xmarsex,0.285407,0.295117,0.967097,1052
1052,humains vague 2,homosex,0.415694,0.417111,0.996602,1052
1052,humains vague 2,marhomo,0.360722,0.358765,1.005454,1052
1052,humains vague 2,discaff,0.350553,0.350148,1.001157,1052
1052,humains vague 2,pornlaw,0.265557,0.264989,1.002142,1052
1052,humains vague 2,fair,0.377264,0.389860,0.967690,1052
1052,humains vague 2,helpful,0.385718,0.395581,0.975067,1052
1052,humains vague 2,trust,0.364499,0.378430,0.963187,1052
1052,humains vague 2,tax,0.270881,0.270704,1.000652,1052
1052,humains vague 2,news,0.364880,0.369203,0.988292,1052
1052,humains vague 2,attend,0.324881,0.324211,1.002064,1052
1052,humains vague 2,pray,0.401917,0.401413,1.001256,1052
1052,humains vague 2,bible,0.367490,0.374709,0.980734,1052
1052,humains vague 2,granborn,0.403780,0.413156,0.977307,1052
1052,humains vague 2,income,0.304343,0.303977,1.001204,1052
1052,humains vague 2,health,0.240374,0.247506,0.971185,1052
1052,humains vague 2,life,0.289146,0.291455,0.992079,1052
