perimetre,segmentation,condition,quantite,reel,nul_moyenne,nul_bas,nul_haut,nul_ecart_type,replicats,d,z,part_reproduite,d_ic_bas,d_ic_haut,p
1052,S_ideo,agents demographiques (v6),"Q2 ratio intra, axe du nul",0.6519452839842549,0.6473498266202093,0.6434860167553162,0.6510030091079918,0.0019733899351521748,200,0.004595457364045541,2.3287122743388116,0.9929511609686611,-0.006700521733847708,0.01562514347436852,0.434
1052,S_ideo,agents demographiques (v6),"Q1b ratio inter, axe ideologie",0.3121170205761881,0.38436795450958827,0.3626480929826615,0.4088080138824807,0.012058464593752661,200,-0.07225093393340015,-5.991719208665459,1.2314866834241218,-0.15405209824969351,0.0325593204505693,0.17
1052,S_ideo,agents demographiques (v6),"Q2b ratio intra, axe ideologie",0.6519452839842549,0.6473498266202093,0.6434860167553162,0.6510030091079918,0.0019733899351521748,200,0.004595457364045541,2.3287122743388116,0.9929511609686611,,,
1052,S_ideo,agents demographiques (v6),Q3 patrons distincts,217.6,282.4735,277.39,288.15125,2.8705177425950104,200,-64.8735,-22.599929983833842,1.298131893382353,,,
1052,S_ideo,agents demographiques (v6),Q4 correlation inter items,0.12430141602009954,0.029214730576581555,0.02847160098871246,0.029995938862559197,0.0003942949787916872,200,0.09508668544351799,241.15621693918126,0.23503135774300055,0.08358774732352546,0.09753980105971886,0.001
1052,S_ideo,agents demographiques (v6),Q5 correlation residualisee,0.11571039175163558,0.02309107314284007,0.022539879779381766,0.0234894660550505,0.00023685909954279777,200,0.09261931860879552,391.03128732472555,0.19955919942267134,0.08075529500151923,0.09315948674708296,0.001
1052,S_ideo,agents demographiques (v6),Q6 rapport groupe sur personne,1.0911281458477897,16.338370770611416,3.3357543680411688,48.73645890263828,16.24656941671591,15,-15.247242624763626,-0.9384899810956958,14.973833121971897,,,
1052,S_ideo,agents demographiques (v6),Q7 rappel des cellules rares,0.162375197057278,0.03288141530916097,0.028652128218602208,0.036705202312138724,0.0020858079676822224,50,0.12949378174811702,62.08327120929173,0.2025026968716289,,,
1052,S_fin,agents v7,"Q1 ratio inter, axe du nul",0.31380895269666076,0.6303858378818264,0.6038895773637897,0.6591007465302637,0.013809702677135613,200,-0.3165768851851657,-22.924236139371363,2.008820438246644,-0.25176859176811067,-0.14141771224663569,0.001
1052,S_fin,agents v7,"Q2 ratio intra, axe du nul",0.6461096964173305,0.6224773536071249,0.6179321126878953,0.6261829227249408,0.0022053281229966032,200,0.023632342810205653,10.71602115067303,0.9634236369748873,0.008040834582383933,0.039441721150349565,0.001
1052,S_fin,agents v7,"Q1b ratio inter, axe ideologie",0.16340263509178224,0.15709283867135018,0.1427170095177263,0.16960998430022362,0.00664979631476439,200,0.006309796420432057,0.9488706302811953,0.9613849775624005,-0.05421432444865697,0.06683258258444906,0.878
1052,S_fin,agents v7,"Q2b ratio intra, axe ideologie",0.6475951429688637,0.6474543990540107,0.6433343097632328,0.6516014185519581,0.0021608960293833484,200,0.0001407439148529699,0.06513220115135931,0.9997826668152455,,,
1052,S_fin,agents v7,Q3 patrons distincts,230.05,287.186,281.63624999999996,293.85875000000004,3.1138455598912214,200,-57.13599999999997,-18.349015357716056,1.2483633992610301,,,
1052,S_fin,agents v7,Q4 correlation inter items,0.13402514258471987,0.032410181371656875,0.03161990029505182,0.033294952135318405,0.00044175762919609993,200,0.10161496121306299,230.0242361359542,0.2418216518678186,0.0878733888853665,0.10582074231957916,0.001
1052,S_fin,agents v7,Q5 correlation residualisee,0.1285844619190425,0.02458616498161833,0.024115069461389606,0.02500590079857886,0.00022845970634540543,200,0.10399829693742416,455.2150512711874,0.19120634495556638,0.08825282027780536,0.10538730141780682,0.001
1052,S_fin,agents v7,Q6 rapport groupe sur personne,2.87081088650597,12.639789934128055,1.8716766913885214,60.08134437008043,20.29386846273395,15,-9.768979047622086,-0.4813758927018308,4.40286401084113,,,
1052,S_fin,agents v7,Q7 rappel des cellules rares,0.06726221755123489,0.04470134874759152,0.040348572429497284,0.04941320721667543,0.0026859990357468097,50,0.022560868803643372,8.399432949673637,0.6645833333333333,,,
1052,S_ideo,agents v7,"Q1 ratio inter, axe du nul",0.16340263509178224,0.23641490214012242,0.22205043115839718,0.25381704347738887,0.008572112425036749,200,-0.07301226704834018,-8.517418277797166,1.4468242939125777,-0.12940148271451551,0.002149066255212691,0.064
