genre,m,rho,beta,A,B,C,ecart_A,ecart_B,ecart_C,critere_deux_cibles,critere_trois_cibles
A*,5.0,0.5,0.8,-0.024014724522726405,0.015597914237970273,0.0345532319391635,6.0504774385574756,12.477565947453812,0.31685612457776285,12.477565947453812,12.477565947453812
A*,12.0,0.6,0.9,-0.04034265365222889,0.015217230896020867,0.03764258555133081,2.423444326445658,12.693212742200394,2.092931094324919,12.693212742200394,12.693212742200394
A*,12.0,0.6,1.2,-0.0478711547769724,0.015138770212858841,0.04961977186311786,0.7510875537378989,12.737658592525431,11.435490773762979,12.737658592525431,12.737658592525431
A*,5.0,0.5,1.1,-0.03255242404205111,0.01503278639030788,0.04776615969581749,4.153940614307099,12.797695555296297,9.98961844242138,12.797695555296297,12.797695555296297
A*,12.0,0.6,1.0,-0.037007871362608025,0.014641798724715632,0.041777566539923955,3.164222026434823,13.019179470086616,5.318338602702343,13.019179470086616,13.019179470086616
A*,12.0,0.6,1.1,-0.039159545053770894,0.014454027644668424,0.04258555133079848,2.68625622548053,13.125546697375658,5.9485906445691965,13.125546697375658,13.125546697375658
A*,5.0,0.5,0.9,-0.02679196344957213,0.014411859548097941,0.038735741444866925,5.433550609195235,13.149433781111508,2.945625033321249,13.149433781111508,13.149433781111508
A*,5.0,0.5,1.0,-0.027910909153306518,0.014218417242308844,0.043441064638783264,5.1849916470689985,13.259013604064075,6.6159163359576265,13.259013604064075,13.259013604064075
A**,,0.6,1.2,-0.02359686043019643,0.013217435110801635,0.037785171102661594,6.1433004100407524,13.826042849821876,2.2041520428896493,13.826042849821876,13.826042849821876
A**,,0.6,1.1,-0.02738396176946195,0.01301460552718546,0.035361216730038024,5.302046026371242,13.940940311220187,0.3133959172890902,13.940940311220187,13.940940311220187
A**,,0.6,1.0,-0.02637820460186152,0.012186830661271533,0.034743346007604564,5.525461654936119,14.409852335823155,0.16856152649144512,14.409852335823155,14.409852335823155
A**,,0.8,0.9,-0.11650040699597897,0.028766505904512026,0.04643536121673003,14.49399149355185,5.017915704618412,8.951556255817144,14.49399149355185,14.49399149355185
A**,,0.6,0.9,-0.019427898040860647,0.011844031482006533,0.03450570342205323,7.069380166349103,14.604038779263806,0.35392977409934495,14.604038779263806,14.604038779263806
A**,,0.8,1.0,-0.1178771588972618,0.02947166080406593,0.04710076045627376,14.799818686547995,4.6184645673294655,9.470587349119262,14.799818686547995,14.799818686547995
A*,2.0,0.4,1.1,-0.007751370871786456,0.01131593397202291,0.04586501901140684,9.663165963727549,14.903191704523023,8.50667246155819,14.903191704523023,14.903191704523023
A*,8.0,0.5,1.0,-0.019732869299889988,0.011070503903253946,0.0375,7.001634842005235,15.042221186069117,1.9817101457601727,15.042221186069117,15.042221186069117
A*,8.0,0.5,1.2,-0.020919961198896886,0.010813542585987507,0.04567490494296578,6.7379381055318985,15.187782807333152,8.358377863471873,15.187782807333152,15.187782807333152
A*,2.0,0.4,1.0,-0.012770879137755708,0.010809835658081565,0.0435361216730038,8.548148710603044,15.189882681515142,6.69006363500079,15.189882681515142,15.189882681515142
A**,,0.6,0.8,-0.018733339160586227,0.010806808561865031,0.031321292775665394,7.2236672187417295,15.191597449472003,2.837864292045186,15.191597449472003,15.191597449472003
A*,20.0,0.6,0.9,-0.02893802484189184,0.010687808998171205,0.03398288973384031,4.956831506066353,15.259007476807072,0.761739918836716,15.259007476807072,15.259007476807072
A*,8.0,0.5,0.8,-0.018788010069105077,0.010645627498442181,0.032176806083650186,7.211522800800276,15.282902153068942,2.1705386006567506,15.282902153068942,15.282902153068942
A*,8.0,0.5,0.9,-0.018606816538751625,0.010550329912704909,0.0339828897338403,7.251772542765712,15.336885652336587,0.7617399188367214,15.336885652336587,15.336885652336587
A*,20.0,0.6,1.0,-0.030738694386142906,0.010212014058436823,0.0369296577946768,4.556836625566224,15.528532413687548,1.5368263515012142,15.528532413687548,15.528532413687548
A*,8.0,0.5,1.1,-0.0209465694476772,0.010203546071713556,0.04239543726235741,6.732027435622931,15.533329298640481,5.800296046482873,15.533329298640481,15.533329298640481
A*,2.0,0.4,0.8,-0.008470339453303999,0.00979942171300004,0.03464828897338403,9.50345661963073,15.762254794012353,0.24270882553460396,15.762254794012353,15.762254794012353
A*,20.0,0.6,1.2,-0.026633900399810118,0.009710377065559918,0.04334600760456273,5.468662221374658,15.812696173221306,6.541769036914467,15.812696173221306,15.812696173221306
A*,20.0,0.6,1.1,-0.027864450214551695,0.009487215770653236,0.0404467680608365,5.1953118847354425,15.939110997972211,4.280276416098109,15.939110997972211,15.939110997972211
