modele,cle_modele,camp,n_items,tv_entre_identites_moyenne,plancher_humain_moyen,rapport_au_plancher,ic_bas,ic_haut,part_items_identiques,part_items_au_dessus_du_plancher,p,p_holm
Olmo-3-1025-7B,olmo3base,gauche,140,0.10457142857142858,0.023107228502911952,4.525485544848037,3.469583147367551,5.7827432933019365,0.2785714285714286,0.5785714285714286,4.999750012499375e-05,0.00039998000099995
Olmo-3-1025-7B,olmo3base,droite,143,0.0997311013986014,0.026918864268261858,3.7048777543036,3.007301657618358,4.467779838836167,0.3006993006993007,0.6223776223776224,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct-DPO,olmo3dpo,gauche,135,0.12315032962962962,0.022755129229949374,5.4119811135831375,4.176187745211039,6.818255607368511,0.2518518518518518,0.7037037037037037,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct-DPO,olmo3dpo,droite,135,0.11656192962962962,0.026193663543061133,4.450004843270868,3.3758718052124155,5.682854535939931,0.3333333333333333,0.6222222222222222,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct,olmo3rlvr,gauche,138,0.1445238079710145,0.022729642373058075,6.358384597477064,4.919379899648025,8.01569482217509,0.21739130434782608,0.7463768115942029,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct,olmo3rlvr,droite,132,0.12424242424242427,0.02612723621759766,4.7552838427947615,3.66580580308143,6.139343050688159,0.2878787878787879,0.6666666666666666,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct-SFT,olmo3sft,gauche,135,0.12202544074074072,0.022630784261479703,5.392011135400313,4.029624743754416,7.063700431840423,0.2962962962962963,0.6592592592592592,4.999750012499375e-05,0.00039998000099995
Olmo-3-7B-Instruct-SFT,olmo3sft,droite,134,0.16472265671641792,0.026434094587304443,6.2314468979591835,4.755985621547035,8.033027952315921,0.3805970149253731,0.6044776119402985,4.999750012499375e-05,0.00039998000099995
