condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement,pole_endogroupe
agents composite,mobile16,332,0.042169,1.583230,1.587546,1.002726,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents entretien (v3),mobile16,332,0.096386,1.583230,1.537835,0.971327,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents enquete,mobile16,331,0.169107,1.583230,1.495832,0.944798,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents demographiques (v6),mobile16,328,0.431090,1.583230,0.749314,0.473282,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents v7,mobile16,331,0.161554,1.583230,1.507915,0.952430,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents v8,mobile16,332,0.064759,1.583230,1.502790,0.949192,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
B0 mode,mobile16,332,0.474398,1.583230,0.000000,0.000000,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
B0 tirage,mobile16,332,0.051205,1.583230,1.562670,0.987014,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
B1 argmax,mobile16,332,0.021084,1.583230,1.566566,0.989475,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
B2 argmax,mobile16,332,0.045181,1.583230,1.521219,0.960833,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
B3 foret,mobile16,332,0.015060,1.583230,1.581897,0.999158,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
humains vague 2,mobile16,332,0.004518,1.583230,1.581440,0.998870,,1052,droite,332,non teste,ordinal 3 et plus,comportement,
agents composite,incom16,332,0.024849,1.759618,1.552855,0.882496,0.005271,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents entretien (v3),incom16,332,0.022590,1.759618,1.783396,1.013513,0.022590,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents enquete,incom16,331,0.032539,1.759618,1.676364,0.952686,-0.026601,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents demographiques (v6),incom16,330,0.056722,1.759618,1.253233,0.712219,0.016334,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents v7,incom16,331,0.103804,1.759618,0.717332,0.407663,0.076873,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents v8,incom16,332,0.197289,1.759618,1.042864,0.592665,0.191265,1052,droite,332,temoin,ordinal 3 et plus,comportement,
B0 mode,incom16,332,0.140813,1.759618,0.000000,0.000000,0.054970,1052,droite,332,temoin,ordinal 3 et plus,comportement,
B0 tirage,incom16,332,0.024849,1.759618,1.893562,1.076121,0.006777,1052,droite,332,temoin,ordinal 3 et plus,comportement,
B1 argmax,incom16,332,0.091867,1.759618,0.883655,0.502185,0.027108,1052,droite,332,temoin,ordinal 3 et plus,comportement,
B2 argmax,incom16,332,0.135542,1.759618,0.149659,0.085052,0.049699,1052,droite,332,temoin,ordinal 3 et plus,comportement,
B3 foret,incom16,332,0.137801,1.759618,0.096257,0.054703,0.051958,1052,droite,332,temoin,ordinal 3 et plus,comportement,
humains vague 2,incom16,332,0.012048,1.759618,1.754084,0.996855,-0.007530,1052,droite,332,temoin,ordinal 3 et plus,comportement,
agents composite,dwelown16,332,0.063253,0.940261,1.079361,1.147938,,1052,droite,332,non teste,nominal,comportement,
agents entretien (v3),dwelown16,331,0.024242,0.940261,1.032128,1.097704,,1052,droite,332,non teste,nominal,comportement,
agents enquete,dwelown16,332,0.183735,0.940261,1.010949,1.075180,,1052,droite,332,non teste,nominal,comportement,
agents demographiques (v6),dwelown16,330,0.092315,0.940261,0.911121,0.969009,,1052,droite,332,non teste,nominal,comportement,
agents v7,dwelown16,330,0.086327,0.940261,0.659197,0.701079,,1052,droite,332,non teste,nominal,comportement,
agents v8,dwelown16,331,0.243940,0.940261,0.096495,0.102626,,1052,droite,332,non teste,nominal,comportement,
B0 mode,dwelown16,332,0.256024,0.940261,0.000000,0.000000,,1052,droite,332,non teste,nominal,comportement,
B0 tirage,dwelown16,332,0.054217,0.940261,0.973368,1.035211,,1052,droite,332,non teste,nominal,comportement,
B1 argmax,dwelown16,332,0.159639,0.940261,0.481115,0.511682,,1052,droite,332,non teste,nominal,comportement,
B2 argmax,dwelown16,332,0.253012,0.940261,0.031738,0.033754,,1052,droite,332,non teste,nominal,comportement,
B3 foret,dwelown16,332,0.195783,0.940261,0.330573,0.351576,,1052,droite,332,non teste,nominal,comportement,
humains vague 2,dwelown16,332,0.006024,0.940261,0.969029,1.030596,,1052,droite,332,non teste,nominal,comportement,
agents composite,divorced,332,0.033133,0.953214,0.924432,0.969806,0.033133,1052,droite,332,temoin,binaire,comportement,
agents entretien (v3),divorced,332,0.021084,0.953214,0.935702,0.981628,0.021084,1052,droite,332,temoin,binaire,comportement,
agents enquete,divorced,331,0.125769,0.953214,0.804970,0.844479,0.125769,1052,droite,332,temoin,binaire,comportement,
agents demographiques (v6),divorced,332,0.000000,0.953214,0.953214,1.000000,0.000000,1052,droite,332,temoin,binaire,comportement,
agents v7,divorced,332,0.234940,0.953214,0.574617,0.602820,0.234940,1052,droite,332,temoin,binaire,comportement,
agents v8,divorced,331,0.270784,0.953214,0.470216,0.493296,0.270784,1052,droite,332,temoin,binaire,comportement,
B0 mode,divorced,332,0.370482,0.953214,0.000000,0.000000,0.370482,1052,droite,332,temoin,binaire,comportement,
B0 tirage,divorced,332,0.111446,0.953214,0.827461,0.868075,0.111446,1052,droite,332,temoin,binaire,comportement,
B1 argmax,divorced,332,0.048193,0.953214,0.909026,0.953643,0.048193,1052,droite,332,temoin,binaire,comportement,
B2 argmax,divorced,332,0.271084,0.953214,0.469256,0.492288,0.271084,1052,droite,332,temoin,binaire,comportement,
B3 foret,divorced,332,0.222892,0.953214,0.605950,0.635691,0.222892,1052,droite,332,temoin,binaire,comportement,
humains vague 2,divorced,332,0.012048,0.953214,0.943548,0.989860,0.012048,1052,droite,332,temoin,binaire,comportement,
agents composite,posslq/y,332,0.012048,1.656992,1.661377,1.002646,,1052,droite,332,temoin,nominal,comportement,
agents entretien (v3),posslq/y,331,0.013422,1.656992,1.650931,0.996342,,1052,droite,332,temoin,nominal,comportement,
agents enquete,posslq/y,331,0.165635,1.656992,1.064598,0.642488,,1052,droite,332,temoin,nominal,comportement,
agents demographiques (v6),posslq/y,332,0.003012,1.656992,1.659949,1.001784,,1052,droite,332,temoin,nominal,comportement,
agents v7,posslq/y,332,0.195783,1.656992,1.157697,0.698674,,1052,droite,332,temoin,nominal,comportement,
agents v8,posslq/y,332,0.391566,1.656992,0.656837,0.396403,,1052,droite,332,temoin,nominal,comportement,
B0 mode,posslq/y,332,0.614458,1.656992,0.000000,0.000000,,1052,droite,332,temoin,nominal,comportement,
B0 tirage,posslq/y,332,0.090361,1.656992,1.737108,1.048350,,1052,droite,332,temoin,nominal,comportement,
B1 argmax,posslq/y,332,0.153614,1.656992,1.140516,0.688305,,1052,droite,332,temoin,nominal,comportement,
B2 argmax,posslq/y,332,0.165663,1.656992,1.076795,0.649849,,1052,droite,332,temoin,nominal,comportement,
B3 foret,posslq/y,332,0.174699,1.656992,0.993675,0.599686,,1052,droite,332,temoin,nominal,comportement,
humains vague 2,posslq/y,332,0.015060,1.656992,1.652400,0.997229,,1052,droite,332,temoin,nominal,comportement,
agents composite,wrkstat,331,0.070697,2.454494,2.532806,1.031906,,1052,droite,332,temoin,nominal,comportement,
agents entretien (v3),wrkstat,332,0.066265,2.454494,2.550338,1.039049,,1052,droite,332,temoin,nominal,comportement,
agents enquete,wrkstat,331,0.200515,2.454494,2.269597,0.924670,,1052,droite,332,temoin,nominal,comportement,
agents demographiques (v6),wrkstat,332,0.207831,2.454494,2.267516,0.923822,,1052,droite,332,temoin,nominal,comportement,
agents v7,wrkstat,332,0.165663,2.454494,2.065521,0.841526,,1052,droite,332,temoin,nominal,comportement,
agents v8,wrkstat,332,0.331325,2.454494,1.443644,0.588164,,1052,droite,332,temoin,nominal,comportement,
B0 mode,wrkstat,332,0.584337,2.454494,0.000000,0.000000,,1052,droite,332,temoin,nominal,comportement,
B0 tirage,wrkstat,332,0.066265,2.454494,2.530342,1.030902,,1052,droite,332,temoin,nominal,comportement,
B1 argmax,wrkstat,332,0.204819,2.454494,1.780340,0.725339,,1052,droite,332,temoin,nominal,comportement,
B2 argmax,wrkstat,332,0.319277,2.454494,1.473654,0.600390,,1052,droite,332,temoin,nominal,comportement,
B3 foret,wrkstat,332,0.337349,2.454494,1.173946,0.478285,,1052,droite,332,temoin,nominal,comportement,
humains vague 2,wrkstat,332,0.030120,2.454494,2.399299,0.977513,,1052,droite,332,temoin,nominal,comportement,
agents composite,evwork,332,0.009036,0.280843,0.240585,0.856653,,1052,droite,332,temoin,binaire,comportement,
agents entretien (v3),evwork,332,0.018072,0.280843,0.197168,0.702060,,1052,droite,332,temoin,binaire,comportement,
agents enquete,evwork,332,0.042169,0.280843,0.055265,0.196784,,1052,droite,332,temoin,binaire,comportement,
agents demographiques (v6),evwork,332,0.045181,0.280843,0.031738,0.113009,,1052,droite,332,temoin,binaire,comportement,
agents v7,evwork,332,0.027108,0.280843,0.149659,0.532893,,1052,droite,332,temoin,binaire,comportement,
agents v8,evwork,331,0.048193,0.280843,0.000000,0.000000,,1052,droite,332,temoin,binaire,comportement,
B0 mode,evwork,332,0.048193,0.280843,0.000000,0.000000,,1052,droite,332,temoin,binaire,comportement,
B0 tirage,evwork,332,0.030120,0.280843,0.398381,1.418519,,1052,droite,332,temoin,binaire,comportement,
B1 argmax,evwork,332,0.030120,0.280843,0.132648,0.472323,,1052,droite,332,temoin,binaire,comportement,
B2 argmax,evwork,332,0.048193,0.280843,0.000000,0.000000,,1052,droite,332,temoin,binaire,comportement,
B3 foret,evwork,332,0.048193,0.280843,0.000000,0.000000,,1052,droite,332,temoin,binaire,comportement,
humains vague 2,evwork,332,0.006024,0.280843,0.306219,1.090360,,1052,droite,332,temoin,binaire,comportement,
agents composite,wrkgovt1,332,0.051205,0.649859,0.756579,1.164221,,1052,droite,332,non teste,binaire,comportement,
agents entretien (v3),wrkgovt1,332,0.018072,0.649859,0.690353,1.062312,,1052,droite,332,non teste,binaire,comportement,
agents enquete,wrkgovt1,332,0.147590,0.649859,0.132648,0.204119,,1052,droite,332,non teste,binaire,comportement,
agents demographiques (v6),wrkgovt1,332,0.165663,0.649859,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
agents v7,wrkgovt1,332,0.090361,0.649859,0.387575,0.596399,,1052,droite,332,non teste,binaire,comportement,
agents v8,wrkgovt1,331,0.165663,0.649859,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
B0 mode,wrkgovt1,332,0.165663,0.649859,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
B0 tirage,wrkgovt1,332,0.003012,0.649859,0.656837,1.010738,,1052,droite,332,non teste,binaire,comportement,
B1 argmax,wrkgovt1,332,0.126506,0.649859,0.240585,0.370211,,1052,droite,332,non teste,binaire,comportement,
B2 argmax,wrkgovt1,332,0.165663,0.649859,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
B3 foret,wrkgovt1,332,0.162651,0.649859,0.031738,0.048838,,1052,droite,332,non teste,binaire,comportement,
humains vague 2,wrkgovt1,332,0.003012,0.649859,0.642786,0.989116,,1052,droite,332,non teste,binaire,comportement,
agents composite,wrkgovt2,332,0.006024,0.836459,0.827461,0.989242,,1052,droite,332,non teste,binaire,comportement,
agents entretien (v3),wrkgovt2,332,0.147590,0.836459,0.524217,0.626709,,1052,droite,332,non teste,binaire,comportement,
agents enquete,wrkgovt2,332,0.253012,0.836459,0.096257,0.115077,,1052,droite,332,non teste,binaire,comportement,
agents demographiques (v6),wrkgovt2,332,0.262048,0.836459,0.031738,0.037943,,1052,droite,332,non teste,binaire,comportement,
agents v7,wrkgovt2,332,0.198795,0.836459,0.354001,0.423214,,1052,droite,332,non teste,binaire,comportement,
agents v8,wrkgovt2,331,0.265060,0.836459,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
B0 mode,wrkgovt2,332,0.265060,0.836459,0.000000,0.000000,,1052,droite,332,non teste,binaire,comportement,
B0 tirage,wrkgovt2,332,0.057229,0.836459,0.909026,1.086755,,1052,droite,332,non teste,binaire,comportement,
B1 argmax,wrkgovt2,332,0.153614,0.836459,0.506434,0.605450,,1052,droite,332,non teste,binaire,comportement,
B2 argmax,wrkgovt2,332,0.222892,0.836459,0.254321,0.304045,,1052,droite,332,non teste,binaire,comportement,
B3 foret,wrkgovt2,332,0.228916,0.836459,0.226500,0.270784,,1052,droite,332,non teste,binaire,comportement,
humains vague 2,wrkgovt2,332,0.006024,0.836459,0.845189,1.010436,,1052,droite,332,non teste,binaire,comportement,
agents composite,partfull,332,0.075301,1.451336,1.512439,1.042101,,1052,droite,332,non teste,nominal,comportement,
agents entretien (v3),partfull,332,0.057229,1.451336,1.512839,1.042377,,1052,droite,332,non teste,nominal,comportement,
agents enquete,partfull,332,0.054217,1.451336,1.431465,0.986308,,1052,droite,332,non teste,nominal,comportement,
agents demographiques (v6),partfull,332,0.283133,1.451336,0.894732,0.616488,,1052,droite,332,non teste,nominal,comportement,
agents v7,partfull,332,0.165663,1.451336,1.219206,0.840057,,1052,droite,332,non teste,nominal,comportement,
agents v8,partfull,331,0.149611,1.451336,1.209886,0.833636,,1052,droite,332,non teste,nominal,comportement,
B0 mode,partfull,332,0.478916,1.451336,0.000000,0.000000,,1052,droite,332,non teste,nominal,comportement,
B0 tirage,partfull,332,0.084337,1.451336,1.540011,1.061099,,1052,droite,332,non teste,nominal,comportement,
B1 argmax,partfull,332,0.120482,1.451336,1.152985,0.794430,,1052,droite,332,non teste,nominal,comportement,
B2 argmax,partfull,332,0.165663,1.451336,1.016349,0.700285,,1052,droite,332,non teste,nominal,comportement,
B3 foret,partfull,332,0.171687,1.451336,0.892122,0.614690,,1052,droite,332,non teste,nominal,comportement,
humains vague 2,partfull,332,0.027108,1.451336,1.433366,0.987618,,1052,droite,332,non teste,nominal,comportement,
agents composite,wksub1,332,0.099398,1.472465,1.508748,1.024641,,1052,droite,332,non teste,nominal,comportement,
agents entretien (v3),wksub1,331,0.062052,1.472465,1.481660,1.006245,,1052,droite,332,non teste,nominal,comportement,
agents enquete,wksub1,331,0.138491,1.472465,1.129327,0.766963,,1052,droite,332,non teste,nominal,comportement,
agents demographiques (v6),wksub1,332,0.159639,1.472465,0.997744,0.677601,,1052,droite,332,non teste,nominal,comportement,
agents v7,wksub1,332,0.090361,1.472465,1.296255,0.880330,,1052,droite,332,non teste,nominal,comportement,
agents v8,wksub1,331,0.072025,1.472465,1.343783,0.912608,,1052,droite,332,non teste,nominal,comportement,
B0 mode,wksub1,332,0.539157,1.472465,0.000000,0.000000,,1052,droite,332,non teste,nominal,comportement,
B0 tirage,wksub1,332,0.033133,1.472465,1.513735,1.028028,,1052,droite,332,non teste,nominal,comportement,
B1 argmax,wksub1,332,0.135542,1.472465,1.112869,0.755787,,1052,droite,332,non teste,nominal,comportement,
B2 argmax,wksub1,332,0.159639,1.472465,0.997744,0.677601,,1052,droite,332,non teste,nominal,comportement,
B3 foret,wksub1,332,0.156627,1.472465,1.017565,0.691062,,1052,droite,332,non teste,nominal,comportement,
humains vague 2,wksub1,332,0.036145,1.472465,1.457781,0.990028,,1052,droite,332,non teste,nominal,comportement,
agents composite,wksup1,332,0.072289,1.539203,1.447740,0.940578,,1052,droite,332,non teste,nominal,comportement,
agents entretien (v3),wksup1,331,0.080925,1.539203,1.436780,0.933457,,1052,droite,332,non teste,nominal,comportement,
agents enquete,wksup1,331,0.213855,1.539203,0.998694,0.648838,,1052,droite,332,non teste,nominal,comportement,
agents demographiques (v6),wksup1,332,0.195783,1.539203,1.114081,0.723804,,1052,droite,332,non teste,nominal,comportement,
agents v7,wksup1,332,0.120482,1.539203,1.358249,0.882437,,1052,droite,332,non teste,nominal,comportement,
agents v8,wksup1,331,0.161941,1.539203,1.544605,1.003509,,1052,droite,332,non teste,nominal,comportement,
B0 mode,wksup1,332,0.400602,1.539203,0.727701,0.472778,,1052,droite,332,non teste,nominal,comportement,
B0 tirage,wksup1,332,0.033133,1.539203,1.504767,0.977627,,1052,droite,332,non teste,nominal,comportement,
B1 argmax,wksup1,332,0.066265,1.539203,1.460156,0.948644,,1052,droite,332,non teste,nominal,comportement,
B2 argmax,wksup1,332,0.156627,1.539203,1.262288,0.820092,,1052,droite,332,non teste,nominal,comportement,
B3 foret,wksup1,332,0.159639,1.539203,1.253926,0.814659,,1052,droite,332,non teste,nominal,comportement,
humains vague 2,wksup1,332,0.048193,1.539203,1.570619,1.020411,,1052,droite,332,non teste,nominal,comportement,
agents composite,conarmy,332,0.114458,1.266228,0.963886,0.761226,0.114458,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents entretien (v3),conarmy,332,0.173193,1.266228,0.757723,0.598410,0.173193,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents enquete,conarmy,332,0.165663,1.266228,0.781000,0.616793,0.165663,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents demographiques (v6),conarmy,331,0.187953,1.266228,0.722897,0.570906,-0.127712,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents v7,conarmy,330,0.180075,1.266228,0.753401,0.594996,-0.119834,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents v8,conarmy,332,0.240964,1.266228,0.342398,0.270408,0.240964,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
B0 mode,conarmy,332,0.272590,1.266228,0.000000,0.000000,0.272590,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
B0 tirage,conarmy,332,0.063253,1.266228,1.370395,1.082266,-0.063253,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
B1 argmax,conarmy,332,0.084337,1.266228,1.038541,0.820185,0.084337,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
B2 argmax,conarmy,332,0.081325,1.266228,0.987390,0.779789,0.081325,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
B3 foret,conarmy,332,0.146084,1.266228,0.818190,0.646163,0.146084,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
humains vague 2,conarmy,332,0.013554,1.266228,1.325820,1.047063,-0.010542,1052,droite,332,investiguer,ordinal 3 et plus,attitude,
agents composite,conbus,332,0.070783,1.299168,0.840787,0.647173,-0.070783,1052,droite,332,temoin,ordinal 3 et plus,attitude,
agents entretien (v3),conbus,332,0.111446,1.299168,0.689446,0.530682,-0.003012,1052,droite,332,temoin,ordinal 3 et plus,attitude,
agents enquete,conbus,332,0.103916,1.299168,0.767043,0.590411,0.013554,1052,droite,332,temoin,ordinal 3 et plus,attitude,
agents demographiques (v6),conbus,331,0.153533,1.299168,0.306901,0.236229,0.008954,1052,droite,332,temoin,ordinal 3 et plus,attitude,
agents v7,conbus,330,0.151935,1.299168,0.350068,0.269456,0.013417,1052,droite,332,temoin,ordinal 3 et plus,attitude,
agents v8,conbus,332,0.153614,1.299168,0.788696,0.607078,0.153614,1052,droite,332,temoin,ordinal 3 et plus,attitude,
B0 mode,conbus,332,0.180723,1.299168,0.000000,0.000000,0.036145,1052,droite,332,temoin,ordinal 3 et plus,attitude,
B0 tirage,conbus,332,0.045181,1.299168,1.300668,1.001155,-0.045181,1052,droite,332,temoin,ordinal 3 et plus,attitude,
B1 argmax,conbus,332,0.111446,1.299168,0.653504,0.503017,-0.018072,1052,droite,332,temoin,ordinal 3 et plus,attitude,
B2 argmax,conbus,332,0.153614,1.299168,0.306219,0.235704,0.009036,1052,droite,332,temoin,ordinal 3 et plus,attitude,
B3 foret,conbus,332,0.170181,1.299168,0.149659,0.115196,0.025602,1052,droite,332,temoin,ordinal 3 et plus,attitude,
