modele,cle_modele,identite,camp,item,famille,n_modalites,tv_decrit_reel,tv_plancher_w1_w2,part_modale_reelle,modalite_modale_reelle,part_decrite_de_cette_modalite,part_modale_decrite,gs_decrit,gs_reel_w1,pos_decrit,pos_reel_w1,derive_agregee,exces_de_variete,deficit_sur_la_modale
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,wlthblks,hors famille,7,0.3684818481848185,0.049504950495049535,0.429042904290429,4,0.2,0.25,0.8241999999999999,0.6516790292890676,,,,0.1725209707109323,-0.229042904290429
Qwen3-4B-Instruct-2507,q4,adversaire,centre,wlthblks,hors famille,7,0.3684818481848185,0.049504950495049535,0.429042904290429,4,0.3,0.3,0.825,0.6516790292890676,,,,0.17332097071093233,-0.12904290429042903
gpt-oss-20b,oss20,adversaire,centre,wlthblks,hors famille,7,0.36848184818481844,0.049504950495049535,0.429042904290429,4,0.25,0.25,0.825,0.6516790292890676,,,,0.17332097071093233,-0.17904290429042902
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,wlthblks,hors famille,7,0.36848184818481844,0.049504950495049535,0.429042904290429,4,0.25,0.25,0.83,0.6516790292890676,,,,0.17832097071093234,-0.17904290429042902
gpt-oss-20b,oss20,journaliste,centre,wlthblks,hors famille,7,0.3684818481848184,0.049504950495049535,0.429042904290429,4,0.25,0.25,0.82,0.6516790292890676,,,,0.16832097071093233,-0.17904290429042902
gpt-oss-20b,oss20,journaliste,gauche,conjudge,confiance dans les institutions (con*),3,0.36834532374100726,0.07434052757793763,0.5683453237410072,Hardly any,0.2,0.45,0.635,0.5352264950629425,0.575,0.2458033573141486,-0.09981,0.0997735049370575,-0.3683453237410072
gpt-oss-20b,oss20,adversaire,gauche,conjudge,confiance dans les institutions (con*),3,0.36834532374100726,0.07434052757793763,0.5683453237410072,Hardly any,0.2,0.45,0.635,0.5352264950629425,0.575,0.2458033573141486,-0.09981,0.0997735049370575,-0.3683453237410072
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,mobile16,hors famille,3,0.3675299760191847,0.011990407673860864,0.4124700239808153,Same city,0.78,0.78,0.36419999999999997,0.6567868007752073,,,,-0.2925868007752074,0.36752997601918475
Qwen3-4B-Instruct-2507,q4,adversaire,centre,contv,confiance dans les institutions (con*),3,0.36749174917491745,0.01650165016501655,0.4884488448844885,Only some,0.4,0.45,0.615,0.570532300754828,,,,0.04446769924517202,-0.08844884488448845
Qwen3-4B-Instruct-2507,q4,journaliste,centre,contv,confiance dans les institutions (con*),3,0.36749174917491745,0.01650165016501655,0.4884488448844885,Only some,0.4,0.45,0.615,0.570532300754828,,,,0.04446769924517202,-0.08844884488448845
gpt-oss-20b,oss20,journaliste,droite,spjew,hors famille,5,0.3674698795180724,0.03313253012048185,0.6174698795180723,Inapplicable (I currently do not have a spouse OR my spouse is not Jewish),0.25,0.35,0.75,0.5500072579474524,,,,0.19999274205254758,-0.3674698795180723
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,satjob,hors famille,5,0.3666265060240964,0.04819277108433736,0.4066265060240964,Inapplicable (I am currently not working),0.04,0.38,0.7128,0.6966177964871534,,,,0.016182203512846605,-0.3666265060240964
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,aged,hors famille,3,0.36630695443645095,0.011990407673860875,0.6163069544364509,Depends,0.25,0.65,0.5049999999999999,0.5104865747689618,,,,-0.0054865747689618605,-0.3663069544364509
gpt-oss-20b,oss20,adversaire,gauche,jobfind,hors famille,4,0.3663069544364509,0.062350119904076726,0.3908872901678657,Inapplicable (I am currently not employed),0.05,0.45,0.665,0.6994922047973132,,,,-0.034492204797313186,-0.34088729016786573
gpt-oss-20b,oss20,journaliste,droite,confinan,confiance dans les institutions (con*),3,0.36626506024096395,0.021084337349397575,0.5933734939759037,Only some,0.3,0.55,0.585,0.5644687182464798,0.7000000000000001,0.48042168674698793,-0.038498,0.020531281753520148,-0.2933734939759037
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,aged,hors famille,3,0.3662650602409639,0.07530120481927706,0.5662650602409639,Depends,0.2,0.45,0.635,0.5617651328204383,,,,0.07323486717956174,-0.3662650602409639
Qwen3-4B-Instruct-2507,q4,journaliste,droite,discaffm,hors famille,4,0.36626506024096384,0.07228915662650601,0.3825301204819277,Somewhat unlikely,0.15,0.45,0.6499999999999999,0.7178472927856003,0.7333333333333334,0.46787148594377503,-0.140368,-0.06784729278560042,-0.2325301204819277
Qwen3-4B-Instruct-2507,q4,adversaire,droite,discaffm,hors famille,4,0.36626506024096384,0.07228915662650601,0.3825301204819277,Somewhat unlikely,0.15,0.45,0.6499999999999999,0.7178472927856003,0.7333333333333334,0.46787148594377503,-0.140368,-0.06784729278560042,-0.2325301204819277
gpt-oss-20b,oss20,journaliste,droite,abdefect,avortement (ab*),2,0.36566265060240966,0.009036144578313282,0.6656626506024096,Yes,0.3,0.7,0.42000000000000004,0.44511177239076805,0.7,0.3343373493975903,-0.326996,-0.025111772390768006,-0.3656626506024096
gpt-oss-20b,oss20,adversaire,droite,marhomo,hors famille,5,0.36566265060240954,0.03915662650602405,0.2981927710843373,Strongly disagree,0.25,0.45,0.7,0.7745318623893164,0.6875,0.49924698795180705,-0.219582,-0.07453186238931642,-0.04819277108433728
gpt-oss-20b,oss20,adversaire,centre,joblose,hors famille,5,0.36534653465346534,0.013201320132013201,0.4653465346534653,Inapplicable (I am currently not employed),0.1,0.35,0.72,0.6558616257665371,,,,0.06413837423346291,-0.36534653465346534
Qwen3-4B-Instruct-2507,q4,adversaire,centre,relig16*,hors famille,5,0.36534653465346534,0.066006600660066,0.2739273927392739,Catholic,0.35,0.45,0.6599999999999999,0.7645655654674379,,,,-0.104565565467438,0.07607260726072607
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,posslq/y,hors famille,4,0.3652278177458034,0.019184652278177464,0.4652278177458033,I don't have a steady partner,0.1,0.45,0.675,0.6648609170217783,,,,0.010139082978221747,-0.36522781774580326
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,posslq/y,hors famille,4,0.3652278177458034,0.019184652278177464,0.4652278177458033,I don't have a steady partner,0.1,0.4,0.6849999999999999,0.6648609170217783,,,,0.020139082978221645,-0.36522781774580326
Qwen3-4B-Instruct-2507,q4,journaliste,droite,parsol,hors famille,5,0.3644578313253012,0.04819277108433747,0.2921686746987952,About the same,0.1,0.45,0.685,0.7805922485121208,,,,-0.09559224851212078,-0.1921686746987952
Qwen3-4B-Instruct-2507,q4,journaliste,centre,conclerg,confiance dans les institutions (con*),3,0.36419141914191416,0.08250825082508254,0.504950495049505,Hardly any,0.15,0.45,0.615,0.5701837510483723,0.65,0.2904290429042904,-0.182034,0.044816248951627724,-0.35495049504950493
Qwen3-4B-Instruct-2507,q4,adversaire,droite,abany,avortement (ab*),2,0.363855421686747,0.0,0.713855421686747,No,0.35,0.65,0.45499999999999996,0.4085317172303673,0.35,0.713855421686747,-0.113118,0.04646828276963266,-0.363855421686747
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,pray,hors famille,6,0.36336633663366336,0.02310231023102309,0.2805280528052805,Never,0.1,0.25,0.8,0.8031674454574171,,,,-0.003167445457417095,-0.18052805280528048
gpt-oss-20b,oss20,adversaire,droite,wlthhsps,hors famille,7,0.3632530120481929,0.0271084337349397,0.4186746987951807,4,0.25,0.25,0.82,0.6562273189142112,,,,0.1637726810857888,-0.1686746987951807
gpt-oss-20b,oss20,journaliste,droite,wlthhsps,hors famille,7,0.3632530120481929,0.0271084337349397,0.4186746987951807,4,0.2,0.25,0.83,0.6562273189142112,,,,0.1737726810857888,-0.2186746987951807
Qwen3-4B-Instruct-2507,q4,journaliste,droite,natsci,depenses publiques (nat*),3,0.36313253012048197,0.009036144578313227,0.5963855421686747,About right,0.32,0.58,0.5512,0.56241834809116,0.26,0.4849397590361445,-0.118821,-0.011218348091159958,-0.27638554216867467
Qwen3-4B-Instruct-2507,q4,adversaire,droite,pres16,hors famille,4,0.3628632175761871,0.015060240963855432,0.6807228915662651,Trump,0.49019607843137253,0.49019607843137253,0.5626682045367166,0.4872260124836696,,,,0.07544219205304703,-0.19052681313489256
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,jobfind,hors famille,4,0.36265060240963864,0.03012048192771094,0.4126506024096386,Inapplicable (I am currently not employed),0.05,0.4,0.685,0.7048011322398027,,,,-0.01980113223980262,-0.3626506024096386
Qwen3-4B-Instruct-2507,q4,adversaire,droite,fepresch,roles de genre (fe*),4,0.36265060240963853,0.04216867469879516,0.4096385542168674,Disagree,0.15,0.45,0.675,0.6896683118014226,0.7000000000000001,0.43473895582329314,-0.155577,-0.014668311801422584,-0.25963855421686743
Qwen3-4B-Instruct-2507,q4,journaliste,droite,fepresch,roles de genre (fe*),4,0.36265060240963853,0.04216867469879516,0.4096385542168674,Disagree,0.15,0.45,0.675,0.6896683118014226,0.7000000000000001,0.43473895582329314,-0.155577,-0.014668311801422584,-0.25963855421686743
gpt-oss-20b,oss20,journaliste,centre,wlthwhts,hors famille,7,0.3618811881188118,0.023102310231023104,0.594059405940594,4,0.25,0.25,0.825,0.5842346610898714,,,,0.24076533891012852,-0.34405940594059403
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,nataid/y,depenses publiques (nat*),3,0.36127098321342926,0.038369304556354886,0.5083932853717026,Too much,0.2,0.45,0.635,0.5713529895508054,0.375,0.7098321342925659,0.317966,0.06364701044919463,-0.3083932853717026
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,nataid/y,depenses publiques (nat*),3,0.3612709832134292,0.038369304556354886,0.5083932853717026,Too much,0.3,0.45,0.645,0.5713529895508054,0.425,0.7098321342925659,0.317966,0.07364701044919464,-0.2083932853717026
gpt-oss-20b,oss20,adversaire,gauche,natcity/y,depenses publiques (nat*),3,0.36091127098321346,0.0239808153477218,0.5587529976019184,About right,0.35,0.5,0.605,0.5771497909586001,0.675,0.41846522781774576,0.032795,0.027850209041399898,-0.20875299760191846
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,jobfind,hors famille,4,0.36088729016786575,0.062350119904076726,0.3908872901678657,Inapplicable (I am currently not employed),0.03,0.41,0.671,0.6994922047973132,,,,-0.02849220479731318,-0.3608872901678657
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,racdif1,hors famille,2,0.3605515587529976,0.02398081534772184,0.8105515587529976,Yes,0.45,0.55,0.4949999999999999,0.30711545871216706,0.55,0.1894484412470023,-0.027567,0.18788454128783283,-0.36055155875299755
gpt-oss-20b,oss20,journaliste,gauche,natchld,depenses publiques (nat*),3,0.359832134292566,0.01199040767386087,0.709832134292566,Too little,0.35,0.45,0.635,0.42917033279850936,0.42500000000000004,0.16187050359712227,-0.23289,0.20582966720149065,-0.359832134292566
Qwen3-4B-Instruct-2507,q4,adversaire,droite,natpark,depenses publiques (nat*),3,0.35963855421686747,0.02108433734939756,0.6596385542168675,About right,0.3,0.55,0.585,0.49932863986064735,0.3,0.4382530120481927,-0.104563,0.08567136013935261,-0.35963855421686747
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,natfare/y,depenses publiques (nat*),3,0.3592739273927392,0.00990099009900991,0.7392739273927392,Too little,0.38,0.42,0.6392,0.40745460684682333,0.41000000000000003,0.15676567656765675,-0.30846,0.23174539315317666,-0.3592739273927392
gpt-oss-20b,oss20,adversaire,droite,partfull,hors famille,3,0.3589156626506024,0.027108433734939777,0.5210843373493976,Full-Time,0.88,0.88,0.21820000000000006,0.6037705037015532,,,,-0.3855705037015531,0.3589156626506024
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,natcity/y,depenses publiques (nat*),3,0.3587529976019185,0.0239808153477218,0.5587529976019184,About right,0.2,0.65,0.5149999999999999,0.5771497909586001,0.25,0.41846522781774576,0.032795,-0.06214979095860018,-0.3587529976019184
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,nataid/y,depenses publiques (nat*),3,0.3584337349397591,0.018072289156626453,0.858433734939759,Too much,0.5,0.5,0.605,0.2487117143271882,0.675,0.9171686746987951,0.317966,0.3562882856728118,-0.35843373493975905
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,uswary,hors famille,2,0.35843373493975905,0.01204819277108432,0.608433734939759,Yes,0.25,0.75,0.375,0.4764842502540282,,,,-0.10148425025402819,-0.35843373493975905
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,spjew,hors famille,5,0.35795180722891573,0.03313253012048185,0.6174698795180723,Inapplicable (I currently do not have a spouse OR my spouse is not Jewish),0.3,0.3,0.7782,0.5500072579474524,,,,0.22819274205254758,-0.3174698795180723
Qwen3-4B-Instruct-2507,q4,journaliste,droite,racdif3,hors famille,2,0.3579518072289156,0.015060240963855456,0.7379518072289156,No,0.38,0.62,0.47119999999999995,0.38675787487298596,0.38,0.7379518072289156,0.011407,0.08444212512701399,-0.3579518072289156
Qwen3-4B-Instruct-2507,q4,journaliste,droite,absingle,avortement (ab*),2,0.357710843373494,0.01807228915662648,0.677710843373494,No,0.32,0.68,0.4351999999999999,0.43683771229496304,0.32,0.677710843373494,-0.134981,-0.0016377122949631229,-0.35771084337349396
gpt-oss-20b,oss20,journaliste,centre,abrape,avortement (ab*),2,0.35759075907590754,0.0033003300330033195,0.9075907590759076,Yes,0.55,0.55,0.4949999999999999,0.16773954623185094,0.45,0.0924092409240924,-0.38403,0.32726045376814894,-0.35759075907590754
gpt-oss-20b,oss20,adversaire,centre,abrape,avortement (ab*),2,0.35759075907590754,0.0033003300330033195,0.9075907590759076,Yes,0.55,0.55,0.4949999999999999,0.16773954623185094,0.45,0.0924092409240924,-0.38403,0.32726045376814894,-0.35759075907590754
gpt-oss-20b,oss20,adversaire,droite,wlthblks,hors famille,7,0.35722891566265075,0.04518072289156628,0.4216867469879518,5,0.2,0.25,0.82,0.656227318914211,,,,0.1637726810857889,-0.22168674698795177
gpt-oss-20b,oss20,journaliste,droite,wlthblks,hors famille,7,0.35722891566265075,0.04518072289156628,0.4216867469879518,5,0.2,0.25,0.82,0.656227318914211,,,,0.1637726810857889,-0.22168674698795177
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,wlthblks,hors famille,7,0.35722891566265075,0.04518072289156628,0.4216867469879518,5,0.25,0.25,0.83,0.656227318914211,,,,0.17377268108578892,-0.17168674698795178
gpt-oss-20b,oss20,adversaire,droite,contv,confiance dans les institutions (con*),3,0.3572289156626507,0.027108433734939756,0.5572289156626506,Hardly any,0.2,0.45,0.635,0.5451988677601974,,,,0.08980113223980257,-0.35722891566265064
gpt-oss-20b,oss20,journaliste,droite,contv,confiance dans les institutions (con*),3,0.3572289156626507,0.027108433734939756,0.5572289156626506,Hardly any,0.2,0.45,0.635,0.5451988677601974,,,,0.08980113223980257,-0.35722891566265064
gpt-oss-20b,oss20,adversaire,droite,class,hors famille,4,0.3572289156626506,0.051204819277108383,0.4246987951807229,Middle class,0.6,0.6,0.575,0.6342901727391493,,,,-0.05929017273914938,0.17530120481927708
gpt-oss-20b,oss20,journaliste,droite,class,hors famille,4,0.3572289156626505,0.051204819277108383,0.4246987951807229,Middle class,0.7,0.7,0.4750000000000001,0.6342901727391493,,,,-0.15929017273914925,0.27530120481927706
gpt-oss-20b,oss20,adversaire,gauche,natdrug/y,depenses publiques (nat*),3,0.3568345323741008,0.02398081534772179,0.6714628297362111,Too little,0.35,0.4,0.655,0.46583740202082935,0.525,0.18585131894484405,-0.25,0.18916259797917068,-0.3214628297362111
Qwen3-4B-Instruct-2507,q4,adversaire,droite,satjob,hors famille,5,0.35662650602409646,0.04819277108433736,0.4066265060240964,Inapplicable (I am currently not working),0.05,0.45,0.6799999999999999,0.6966177964871534,,,,-0.016617796487153447,-0.3566265060240964
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,contv,confiance dans les institutions (con*),3,0.356474820143885,0.01918465227817747,0.5851318944844125,Only some,0.35,0.45,0.635,0.5456124309185745,,,,0.08938756908142553,-0.23513189448441252
gpt-oss-20b,oss20,adversaire,centre,natenvir/y,depenses publiques (nat*),3,0.3562706270627063,0.033003300330032986,0.7062706270627063,Too little,0.35,0.45,0.635,0.4427452646254725,0.42500000000000004,0.17656765676567654,-0.273289,0.19225473537452753,-0.3562706270627063
gpt-oss-20b,oss20,journaliste,centre,natenvir/y,depenses publiques (nat*),3,0.3562706270627063,0.033003300330032986,0.7062706270627063,Too little,0.35,0.45,0.635,0.4427452646254725,0.42500000000000004,0.17656765676567654,-0.273289,0.19225473537452753,-0.3562706270627063
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,wksub1,hors famille,3,0.3558415841584158,0.04620462046204621,0.4158415841584158,Inapplicable (I am not currently working/employed),0.06,0.72,0.4296,0.643379189404089,,,,-0.21377918940408902,-0.3558415841584158
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,natsoc,depenses publiques (nat*),3,0.35503597122302166,0.02158273381294968,0.7050359712230215,Too little,0.35,0.45,0.635,0.4252597921662671,0.42500000000000004,0.15587529976019174,-0.320342,0.20974020783373293,-0.35503597122302155
Qwen3-4B-Instruct-2507,q4,adversaire,droite,natenrgy,depenses publiques (nat*),3,0.3548192771084338,0.036144578313253045,0.4036144578313253,About right,0.25,0.65,0.5049999999999999,0.6592393671069822,0.225,0.5030120481927711,-0.179658,-0.15423936710698227,-0.15361445783132532
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,libcom/y,libertes civiles (spk/col/lib),2,0.3546987951807229,0.030120481927710885,0.6746987951807228,Not remove,0.32,0.68,0.4351999999999999,0.43896066192480765,0.68,0.3253012048192771,-0.242395,-0.003760661924807729,-0.35469879518072284
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,libcom/y,libertes civiles (spk/col/lib),2,0.3546987951807229,0.030120481927710885,0.6746987951807228,Not remove,0.32,0.68,0.4351999999999999,0.43896066192480765,0.68,0.3253012048192771,-0.242395,-0.003760661924807729,-0.35469879518072284
Qwen3-4B-Instruct-2507,q4,adversaire,centre,conlegis,confiance dans les institutions (con*),3,0.35429042904290425,0.06930693069306929,0.4752475247524752,Hardly any,0.15,0.45,0.615,0.5809016545218879,,,,0.03409834547811208,-0.3252475247524752
Qwen3-4B-Instruct-2507,q4,journaliste,centre,conlegis,confiance dans les institutions (con*),3,0.35429042904290425,0.06930693069306929,0.4752475247524752,Hardly any,0.15,0.45,0.615,0.5809016545218879,,,,0.03409834547811208,-0.3252475247524752
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,natfare/y,depenses publiques (nat*),3,0.35421686746987957,0.009036144578313199,0.5030120481927711,Too little,0.15,0.55,0.585,0.6179235012338511,0.7000000000000001,0.34638554216867457,-0.30846,-0.03292350123385113,-0.3530120481927711
gpt-oss-20b,oss20,journaliste,droite,natsoc,depenses publiques (nat*),3,0.3536144578313254,0.015060240963855366,0.6536144578313253,Too little,0.3,0.45,0.645,0.49119973871389166,0.475,0.20783132530120474,-0.320342,0.15380026128610835,-0.35361445783132534
gpt-oss-20b,oss20,adversaire,centre,natsoc,depenses publiques (nat*),3,0.3534653465346535,0.03630363036303631,0.6534653465346535,Too little,0.3,0.45,0.645,0.46378895315274105,0.475,0.1815181518151815,-0.320342,0.18121104684725897,-0.3534653465346535
gpt-oss-20b,oss20,journaliste,centre,natsoc,depenses publiques (nat*),3,0.3534653465346535,0.03630363036303631,0.6534653465346535,Too little,0.3,0.45,0.645,0.46378895315274105,0.475,0.1815181518151815,-0.320342,0.18121104684725897,-0.3534653465346535
gpt-oss-20b,oss20,adversaire,gauche,wlthwhts,hors famille,7,0.3533573141486812,0.04796163069544367,0.4676258992805755,4,0.25,0.25,0.82,0.6520021392957578,,,,0.16799786070424216,-0.21762589928057552
gpt-oss-20b,oss20,journaliste,gauche,wlthwhts,hors famille,7,0.3533573141486812,0.04796163069544367,0.4676258992805755,4,0.25,0.25,0.82,0.6520021392957578,,,,0.16799786070424216,-0.21762589928057552
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,wlthwhts,hors famille,7,0.35335731414868116,0.04796163069544367,0.4676258992805755,4,0.2,0.25,0.8224,0.6520021392957578,,,,0.17039786070424223,-0.2676258992805755
gpt-oss-20b,oss20,journaliste,droite,fechld,roles de genre (fe*),4,0.353012048192771,0.045180722891566244,0.4518072289156626,Agree,0.28,0.38,0.7143999999999999,0.6650457250689505,0.5666666666666667,0.33333333333333326,-0.226869,0.04935427493104938,-0.17180722891566258
gpt-oss-20b,oss20,journaliste,gauche,racwork,hors famille,7,0.3520143884892088,0.043165467625899276,0.3764988009592326,Inapplicable (I am currently not working),0.1,0.35,0.7872,0.7390461731334357,,,,0.04815382686656433,-0.2764988009592326
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,racwork,hors famille,7,0.35201438848920874,0.043165467625899276,0.3764988009592326,Inapplicable (I am currently not working),0.08,0.38,0.7594,0.7390461731334357,,,,0.020353826866564284,-0.2964988009592326
Qwen3-4B-Instruct-2507,q4,adversaire,centre,confinan,confiance dans les institutions (con*),3,0.351980198019802,0.009900990099009882,0.570957095709571,Only some,0.35,0.55,0.565,0.5814244790815715,0.7250000000000001,0.4834983498349835,-0.038498,-0.01642447908157152,-0.220957095709571
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,sexeduc,hors famille,2,0.3518072289156627,0.003012048192771094,0.7018072289156626,Favor,0.35,0.65,0.45499999999999996,0.4185476847147628,0.65,0.2981927710843373,-0.34981,0.03645231528523718,-0.35180722891566263
gpt-oss-20b,oss20,adversaire,droite,sexeduc,hors famille,2,0.3518072289156627,0.003012048192771094,0.7018072289156626,Favor,0.35,0.65,0.45499999999999996,0.4185476847147628,0.65,0.2981927710843373,-0.34981,0.03645231528523718,-0.35180722891566263
gpt-oss-20b,oss20,journaliste,droite,grass,hors famille,2,0.35060240963855416,0.009036144578313227,0.6506024096385542,Should be legal,0.3,0.7,0.42000000000000004,0.4546378284221222,0.7,0.3493975903614458,-0.258555,-0.03463782842212215,-0.3506024096385542
gpt-oss-20b,oss20,adversaire,droite,grass,hors famille,2,0.35060240963855416,0.009036144578313227,0.6506024096385542,Should be legal,0.3,0.7,0.42000000000000004,0.4546378284221222,0.7,0.3493975903614458,-0.258555,-0.03463782842212215,-0.3506024096385542
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,aged,hors famille,3,0.35036303630363036,0.029702970297029736,0.6303630363036303,Depends,0.28,0.52,0.6112,0.5147207790085939,,,,0.09647922099140605,-0.3503630363036303
gpt-oss-20b,oss20,journaliste,gauche,wlthblks,hors famille,7,0.3502398081534773,0.043165467625899304,0.5299760191846523,5,0.2,0.25,0.82,0.6299420894938725,,,,0.19005791050612741,-0.3299760191846523
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,wlthblks,hors famille,7,0.3502398081534773,0.043165467625899304,0.5299760191846523,5,0.2,0.25,0.83,0.6299420894938725,,,,0.20005791050612742,-0.3299760191846523
gpt-oss-20b,oss20,adversaire,gauche,dwelown16,hors famille,3,0.3502398081534773,0.01678657074340524,0.7002398081534772,Own or is buying,0.35,0.55,0.565,0.43057352679007876,,,,0.13442647320992118,-0.3502398081534772
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,spkrac/y,libertes civiles (spk/col/lib),2,0.35,0.060240963855421686,0.5,Allowed,0.15,0.85,0.2550000000000001,0.5,,,,-0.24499999999999988,-0.35
gpt-oss-20b,oss20,adversaire,droite,spkrac/y,libertes civiles (spk/col/lib),2,0.35,0.060240963855421686,0.5,Allowed,0.15,0.85,0.2550000000000001,0.5,,,,-0.24499999999999988,-0.35
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,homosex,hors famille,4,0.3498795180722891,0.04518072289156626,0.4608433734939759,Always wrong,0.68,0.68,0.4895999999999999,0.6549934678472928,0.8400000000000001,0.5542168674698795,-0.185361,-0.16539346784729292,0.21915662650602413
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,homosex,hors famille,4,0.3498795180722891,0.04518072289156626,0.4608433734939759,Always wrong,0.68,0.68,0.4895999999999999,0.6549934678472928,0.8400000000000001,0.5542168674698795,-0.185361,-0.16539346784729292,0.21915662650602413
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,natheal/y,depenses publiques (nat*),3,0.34939759036144585,0.04819277108433733,0.5993975903614458,Too little,0.25,0.4,0.655,0.5467593264624764,0.55,0.25903614457831314,-0.328422,0.10824067353752365,-0.3493975903614458
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,conbus,confiance dans les institutions (con*),3,0.34928057553956837,0.03836930455635501,0.4916067146282973,Only some,0.35,0.45,0.635,0.581980458798429,0.625,0.34652278177458024,-0.097433,0.05301954120157104,-0.14160671462829733
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,conbus,confiance dans les institutions (con*),3,0.34928057553956837,0.03836930455635501,0.4916067146282973,Only some,0.4,0.45,0.615,0.581980458798429,0.65,0.34652278177458024,-0.097433,0.03301954120157102,-0.09160671462829728
gpt-oss-20b,oss20,journaliste,centre,letdie1,fin de vie (suicide/letdie),2,0.348976897689769,0.01980198019801982,0.768976897689769,Yes,0.42,0.58,0.4872000000000001,0.35530285701837516,0.58,0.231023102310231,-0.258555,0.13189714298162492,-0.348976897689769
Qwen3-4B-Instruct-2507,q4,journaliste,centre,bible,hors famille,3,0.3489768976897689,0.04290429042904287,0.4521452145214521,Inspired word,0.37,0.58,0.5242,0.6418107157250379,,,,-0.1176107157250379,-0.08214521452145213
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,discaffm,hors famille,4,0.34892086330935246,0.028776978417266154,0.4700239808153477,Somewhat unlikely,0.3,0.35,0.725,0.619728677489663,0.4833333333333333,0.2669864108713029,-0.140368,0.105271322510337,-0.1700239808153477
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,discaffm,hors famille,4,0.34892086330935246,0.028776978417266154,0.4700239808153477,Somewhat unlikely,0.3,0.35,0.725,0.619728677489663,0.4833333333333333,0.2669864108713029,-0.140368,0.105271322510337,-0.1700239808153477
Qwen3-4B-Instruct-2507,q4,adversaire,droite,fechld,roles de genre (fe*),4,0.34879518072289156,0.045180722891566244,0.4518072289156626,Agree,0.25,0.65,0.5091999999999999,0.6650457250689505,0.16,0.33333333333333326,-0.226869,-0.15584572506895067,-0.2018072289156626
Qwen3-4B-Instruct-2507,q4,journaliste,droite,fechld,roles de genre (fe*),4,0.34879518072289156,0.045180722891566244,0.4518072289156626,Agree,0.25,0.65,0.5091999999999999,0.6650457250689505,0.16,0.33333333333333326,-0.226869,-0.15584572506895067,-0.2018072289156626
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,wksup1,hors famille,3,0.34855421686746996,0.04819277108433735,0.3975903614457831,No,0.64,0.64,0.48639999999999994,0.6452133836551024,,,,-0.15881338365510245,0.24240963855421693
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,wksup1,hors famille,3,0.34855421686746996,0.04819277108433735,0.3975903614457831,No,0.64,0.64,0.48639999999999994,0.6452133836551024,,,,-0.15881338365510245,0.24240963855421693
Qwen3-4B-Instruct-2507,q4,adversaire,droite,conlabor,confiance dans les institutions (con*),3,0.34759036144578315,0.04819277108433737,0.5,Only some,0.35,0.45,0.635,0.5814341704166063,0.375,0.6475903614457831,-0.004278,0.05356582958339373,-0.15000000000000002
Qwen3-4B-Instruct-2507,q4,journaliste,droite,conlabor,confiance dans les institutions (con*),3,0.34759036144578315,0.04819277108433737,0.5,Only some,0.35,0.45,0.635,0.5814341704166063,0.375,0.6475903614457831,-0.004278,0.05356582958339373,-0.15000000000000002
