source,camp,mode,lecture,statistique,taux_total,valeur_moyenne,reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm3,courbe_a,courbe_b,courbe_r2
B0 segment,droite,concentre,global,C,0.05,0.02696768060836502,0.0272338403041825,0.0009241516858999,-0.28800433941567377,0.7733434169703564,0.0,10,0.52545,-0.004668788621502607,-0.0019451077261827842,0.9977513110493976
B0 segment,droite,concentre,global,C,0.1,0.026815589353612168,0.0272338403041825,0.0009241516858999,-0.4525782476532059,0.6508524650757437,0.0,10,0.52545,-0.004668788621502607,-0.0019451077261827842,0.9977513110493976
B0 segment,droite,concentre,global,C,0.2,0.026169201520912545,0.0272338403041825,0.0009241516858999,-1.152017357662725,0.24931394069374735,0.0,10,0.52545,-0.004668788621502607,-0.0019451077261827842,0.9977513110493976
B0 segment,droite,concentre,global,C,0.3,0.025674904942965777,0.0272338403041825,0.0009241516858999,-1.6868825594347083,0.09162593627153887,0.0,10,0.52545,-0.004668788621502607,-0.0019451077261827842,0.9977513110493976
B0 segment,droite,concentre,camp,A,0.02,-0.03791906890048922,-0.04240789140881873,0.005220668890779636,0.859817506576091,0.3898896474327687,0.0,10,0.08295000000000001,0.22107543450328013,-0.20922555356695863,0.9981898940697442
B0 segment,droite,concentre,camp,A,0.05,-0.032713441069175855,-0.04240789140881873,0.005220668890779636,1.8569364467385598,0.06332019645427407,0.1,10,0.08295000000000001,0.22107543450328013,-0.20922555356695863,0.9981898940697442
B0 segment,droite,concentre,camp,A,0.1,-0.02389401500001904,-0.04240789140881873,0.005220668890779636,3.546265200135091,0.0003907327703209255,1.0,10,0.08295000000000001,0.22107543450328013,-0.20922555356695863,0.9981898940697442
B0 segment,droite,concentre,camp,A,0.2,-0.00458003533759338,-0.04240789140881873,0.005220668890779636,7.24578724730736,4.299345434929859e-13,1.0,10,0.08295000000000001,0.22107543450328013,-0.20922555356695863,0.9981898940697442
B0 segment,droite,concentre,camp,A,0.3,0.004393024728548056,-0.04240789140881873,0.005220668890779636,8.96454402998496,3.115672590640393e-19,1.0,10,0.08295000000000001,0.22107543450328013,-0.20922555356695863,0.9981898940697442
B0 segment,droite,concentre,camp,B,0.02,0.032873911547382464,0.03606690150542229,0.001803978879310672,-1.7699708098910332,0.07673200352571694,0.0,10,0.0351,-0.17255137852458988,0.17667522469361432,0.9997856350052554
B0 segment,droite,concentre,camp,B,0.05,0.028374258780571815,0.03606690150542229,0.001803978879310672,-4.264264295483302,2.0056193420301825e-05,1.0,10,0.0351,-0.17255137852458988,0.17667522469361432,0.9997856350052554
B0 segment,droite,concentre,camp,B,0.1,0.020655683566967526,0.03606690150542229,0.001803978879310672,-8.542903753032647,1.3089041340720253e-17,1.0,10,0.0351,-0.17255137852458988,0.17667522469361432,0.9997856350052554
B0 segment,droite,concentre,camp,B,0.2,0.008185730377581834,0.03606690150542229,0.001803978879310672,-15.455375585380622,6.94058513190486e-54,1.0,10,0.0351,-0.17255137852458988,0.17667522469361432,0.9997856350052554
