source,famille,taille,tau_detection,statistique_qui_detecte,jamais_detecte_sous_100_pour_cent,taux_lu,statut,polarisation_humain,polarisation_ecart_max,polarisation_facteur_max,polarisation_pourcent_max,marginale1_humain,marginale1_ecart_max,marginale1_facteur_max,marginale1_pourcent_max,marginale2_humain,marginale2_ecart_max,marginale2_facteur_max,marginale2_pourcent_max,marginale3_humain,marginale3_ecart_max,marginale3_facteur_max,marginale3_pourcent_max
B0 segment,tirage dans le segment,300,0.14785,B,False,0.14785,[MESURE],0.4511735763298975,0.004636610504892132,1.010276777604329,1.0276777604329046,33.51555555555555,0.48858386484238425,1.014577823841604,1.4577823841604094,52.67444444444445,0.023606361099896556,1.0004481558628453,0.044815586284529495,38.85333333333333,0.04518570640958634,1.0011629814621548,0.11629814621547617
B0 segment,tirage dans le segment,500,0.11315,B,False,0.11315,[MESURE],0.4505124928414748,0.0019731268925979976,1.0043797384621969,0.43797384621968666,33.66,0.08154335039875876,1.0024225594295533,0.24225594295531425,52.781333333333336,-0.29032493395611125,0.9944994770760601,-0.5500522923939863,38.64333333333333,0.04399642265767068,1.0011385255582939,0.11385255582939019
B0 segment,tirage dans le segment,750,0.10535,B,False,0.10535,[MESURE],0.4499781195827245,0.0012654244931309551,1.0028121911667713,0.28121911667714283,33.66888888888889,0.17113326988768782,1.0050828309319162,0.5082830931916014,52.733777777777775,-0.18301719106457617,0.9965294124794961,-0.34705875205038006,38.64222222222222,-0.021505199455477436,0.9994434792250869,-0.05565207749131547
B0 segment,tirage dans le segment,1052,0.09155,B,False,0.09155,[MESURE],0.4504530967379146,0.0001304144387754213,1.0002895183532312,0.028951835323112414,33.65019011406844,0.024006080802173306,1.0007134010453076,0.07134010453075232,52.75665399239544,-0.008353395606696453,0.9998416617625542,-0.015833823744584988,38.68821292775665,-0.05743560550263868,0.9985154236612094,-0.14845763387905625
B0 segment,tirage dans le segment,5000,0.06375,B,False,0.06375,"[PROBABLE], extrapolation",0.4504530967379146,9.562165853166132e-05,1.0002122788348535,0.021227883485346863,33.65019011406844,0.01940621125731916,1.0005767043571383,0.057670435713841124,52.75665399239544,-0.002519296809980397,0.9999522468424487,-0.004775315755134013,38.68821292775665,-0.04900613088331335,0.9987333059044411,-0.1266694095558861
C2,modele a etiquette,300,0.0568,C,False,0.0568,[MESURE],0.4511735763298975,0.00795051013739875,1.0176218434644881,1.762184346448815,33.51555555555555,0.27825941333333143,1.0083023959687043,0.830239596870436,52.67444444444445,-0.755470293333335,0.9856577453962495,-1.434225460375053,38.85333333333333,1.0676178488888926,1.0274781532830017,2.74781532830017
C2,modele a etiquette,500,0.04785,C,False,0.04785,[MESURE],0.4505124928414748,0.009857568304556696,1.0218807879053098,2.188078790530977,33.66,-0.12742295499999967,0.996214410130719,-0.37855898692810364,52.781333333333336,-0.8353321239999905,0.9841737206840804,-1.5826279315919587,38.64333333333333,0.8185954700000018,1.0211833555593894,2.118335555938933
C2,modele a etiquette,750,0.04365,C,False,0.04365,[MESURE],0.4499781195827245,0.00962503038320273,1.0213899964561126,2.138999645611269,33.66888888888889,0.10324485999999863,1.0030664766022044,0.3066476602204435,52.733777777777775,-0.4387604879999892,0.9916797068882691,-0.8320293111730839,38.64222222222222,1.1643753900000005,1.0301322057335098,3.0132205733509703
C2,modele a etiquette,1052,0.03845,C,False,0.03845,[MESURE],0.4504530967379146,0.006488042732944098,1.0144033702508188,1.4403370250818834,33.65019011406844,0.30409734632446733,1.0090370171845577,0.9037017184557617,52.75665399239544,-0.41024602740811467,0.9922238050300299,-0.7776194969970028,38.68821292775665,0.7555954966730102,1.019530379914005,1.9530379914005078
C2,modele a etiquette,5000,0.0244,C,False,0.0244,"[PROBABLE], extrapolation",0.4504530967379146,0.003956393863415683,1.008783142777943,0.8783142777943018,33.65019011406844,0.1832010139417033,1.0054442787193976,0.5444278719397511,52.75665399239544,-0.26196755386565473,0.9950344168168168,-0.4965583183183221,38.68821292775665,0.4843817490494342,1.0125201375921378,1.252013759213771
