modele,cle_modele,camp,n_items,tv_entre_identites_moyenne,plancher_humain_moyen,rapport_au_plancher,ic_bas,ic_haut,part_items_identiques,part_items_au_dessus_du_plancher,p,p_holm
Qwen3-4B-Instruct-2507,q4,gauche,147,0.0733679693877551,0.023866620988923146,3.0740828130553655,2.410658887350537,3.913625353573684,0.3469387755102041,0.6190476190476191,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4,droite,147,0.0837428299319728,0.027087943611179412,3.09151669591528,2.4859376530241466,3.785995532849335,0.272108843537415,0.6666666666666666,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Base,q4base,gauche,144,0.07708333333333334,0.023597788435917935,3.266549047282992,2.3102628557552674,4.455409024665901,0.5277777777777778,0.4375,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Base,q4base,droite,143,0.13651134965034964,0.027045243912713793,5.047517785046728,3.8817898062709992,6.354969164698338,0.2937062937062937,0.5944055944055944,4.999750012499375e-05,0.00039998000099995
Qwen3-4B,q4hyb,gauche,144,0.05851971527777777,0.023764321875832668,2.462503057463209,1.8171775905437344,3.27061640568593,0.5277777777777778,0.4513888888888889,4.999750012499375e-05,0.00039998000099995
Qwen3-4B,q4hyb,droite,141,0.056803191489361714,0.026852089207895412,2.1154105011933177,1.6415451009442568,2.6421990683455046,0.5106382978723404,0.44680851063829785,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4nogab,gauche,146,0.08055179794520548,0.023882264051772278,3.3728710883768915,2.644902201202893,4.1796635889508815,0.3287671232876712,0.6232876712328768,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4nogab,droite,144,0.11488723958333333,0.02733852074966533,4.2023941469013,3.4548599045426163,4.9787527003287115,0.1875,0.7777777777777778,4.999750012499375e-05,0.00039998000099995
