statistique,source_evaluee,calibration,source_calibration,taux_vrai,taux_estime_median,erreur_absolue_mediane,erreur_quadratique_moyenne,n_tirages
A,agents demographiques (v6),croisee,agents v8,0.1,0.0463,0.053700000000000005,0.05560683748425189,20
A,agents demographiques (v6),croisee,agents v8,0.25,0.129475,0.120525,0.12159065599378925,20
A,agents demographiques (v6),croisee,agents v8,0.5,0.25777500000000003,0.24222499999999997,0.24442364630902633,20
A,agents demographiques (v6),croisee,humains vague 2,0.05,0.5676000000000001,0.5176000000000001,0.5896233172543298,20
A,agents demographiques (v6),croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
A,agents demographiques (v6),croisee,humains vague 2,0.25,1.0,0.75,0.75,20
A,agents demographiques (v6),croisee,humains vague 2,0.5,1.0,0.5,0.5,20
A,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.05,0.033100000000000004,0.0169,0.01729957369416946,20
A,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.1,0.07172500000000001,0.028275,0.031902848618892955,20
A,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.25,0.16655,0.08345,0.08471763172445272,20
A,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.5,0.27642500000000003,0.22357499999999997,0.22528997231346093,20
A,agents v8,propre,agents v8,0.05,0.04085,0.009150000000000002,0.010425125898520364,20
A,agents v8,propre,agents v8,0.1,0.094725,0.007875,0.0105564968147582,20
A,agents v8,propre,agents v8,0.25,0.25855000000000006,0.011225000000000013,0.013889366436234602,20
A,agents v8,propre,agents v8,0.5,0.499575,0.010124999999999995,0.012690020685562332,20
A,agents v8,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
A,agents v8,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
A,agents v8,croisee,B0 segment,0.25,0.0,0.25,0.25,20
A,agents v8,croisee,B0 segment,0.5,0.0,0.5,0.5,20
A,agents v8,croisee,C2,0.05,0.046025,0.004975,0.006203688418997203,20
A,agents v8,croisee,C2,0.1,0.09162500000000001,0.008375,0.011398689617670975,20
A,agents v8,croisee,C2,0.25,0.190575,0.05942499999999999,0.060104151270939675,20
A,agents v8,croisee,C2,0.5,0.29345,0.20654999999999998,0.2070771770379343,20
A,agents v8,croisee,C3,0.05,0.075875,0.025875000000000002,0.026239812308779954,20
A,agents v8,croisee,C3,0.1,0.1301,0.030100000000000002,0.029418835378036298,20
A,agents v8,croisee,C3,0.25,0.234975,0.015024999999999997,0.0165810283155177,20
A,agents v8,croisee,C3,0.5,0.338175,0.161825,0.16237027591280367,20
A,agents v8,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
A,agents v8,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
A,agents v8,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
A,agents v8,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
A,agents v8,croisee,IM m=10 mode des m,0.05,0.1741,0.12409999999999999,0.1255487191292687,20
A,agents v8,croisee,IM m=10 mode des m,0.1,0.44072500000000003,0.340725,0.3356346631756023,20
A,agents v8,croisee,IM m=10 mode des m,0.25,1.0,0.75,0.75,20
A,agents v8,croisee,IM m=10 mode des m,0.5,1.0,0.5,0.5,20
A,agents v8,croisee,PMM k=10,0.05,0.42390000000000005,0.3739,0.38050508669398886,20
A,agents v8,croisee,PMM k=10,0.1,1.0,0.9,0.9000000000000001,20
A,agents v8,croisee,PMM k=10,0.25,1.0,0.75,0.75,20
A,agents v8,croisee,PMM k=10,0.5,1.0,0.5,0.5,20
A,agents v8,croisee,agents composite,0.05,0.15552500000000002,0.10552500000000001,0.10623517072984823,20
A,agents v8,croisee,agents composite,0.1,0.32435,0.22435000000000002,0.2207218286101309,20
A,agents v8,croisee,agents composite,0.25,0.7153499999999999,0.46535,0.4643370858008221,20
A,agents v8,croisee,agents composite,0.5,1.0,0.5,0.5,20
A,agents v8,croisee,agents demographiques (v6),0.05,0.083675,0.033675000000000004,0.03478636227029208,20
A,agents v8,croisee,agents demographiques (v6),0.1,0.19155,0.09155,0.08978521593224578,20
A,agents v8,croisee,agents demographiques (v6),0.25,0.5035000000000001,0.25350000000000006,0.253063761481173,20
A,agents v8,croisee,agents demographiques (v6),0.5,0.9252,0.4252,0.4236662280026578,20
A,agents v8,croisee,humains vague 2,0.05,1.0,0.95,0.9500000000000001,20
A,agents v8,croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
A,agents v8,croisee,humains vague 2,0.25,1.0,0.75,0.75,20
A,agents v8,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
A,agents v8,agnostique,moyenne des sources a modele de langage,0.05,0.0643,0.0143,0.015506941993829734,20
A,agents v8,agnostique,moyenne des sources a modele de langage,0.1,0.13035000000000002,0.030350000000000002,0.02981013250557602,20
A,agents v8,agnostique,moyenne des sources a modele de langage,0.25,0.27697499999999997,0.026975,0.0277918333328336,20
A,agents v8,agnostique,moyenne des sources a modele de langage,0.5,0.4315,0.06849999999999998,0.0695714785310762,20
A,humains vague 2,propre,humains vague 2,0.05,0.10975000000000001,0.07405,0.10975955767039153,20
A,humains vague 2,propre,humains vague 2,0.1,0.10055,0.091175,0.0903707198156571,20
A,humains vague 2,propre,humains vague 2,0.25,0.218275,0.12867499999999998,0.17799678122089738,20
A,humains vague 2,propre,humains vague 2,0.5,0.539025,0.14897500000000002,0.21605094017383955,20
A,humains vague 2,croisee,B0 segment,0.05,0.0,0.05,0.049109730451306705,20
A,humains vague 2,croisee,B0 segment,0.1,0.0,0.1,0.09916967530450023,20
A,humains vague 2,croisee,B0 segment,0.25,0.0,0.25,0.2495266120577122,20
A,humains vague 2,croisee,B0 segment,0.5,0.0,0.5,0.5,20
A,humains vague 2,croisee,C2,0.05,0.0063,0.0437,0.04434141546004142,20
A,humains vague 2,croisee,C2,0.1,0.005825,0.09417500000000001,0.09431466283139649,20
A,humains vague 2,croisee,C2,0.25,0.011700000000000002,0.2383,0.2377172919141559,20
A,humains vague 2,croisee,C2,0.5,0.023225000000000003,0.47677499999999995,0.47785591499949015,20
A,humains vague 2,croisee,C3,0.05,0.01455,0.03545,0.038381258447320356,20
A,humains vague 2,croisee,C3,0.1,0.013774999999999999,0.086225,0.0877024336891514,20
A,humains vague 2,croisee,C3,0.25,0.025150000000000002,0.22485,0.2250123504943673,20
A,humains vague 2,croisee,C3,0.5,0.0442,0.4558,0.45785404934323776,20
A,humains vague 2,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.04730096854188084,20
A,humains vague 2,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.09708760605762203,20
A,humains vague 2,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.24821905874650319,20
A,humains vague 2,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
A,humains vague 2,croisee,IM m=10 mode des m,0.05,0.0195,0.0305,0.035040143050507094,20
A,humains vague 2,croisee,IM m=10 mode des m,0.1,0.018025,0.081975,0.08312378495352579,20
A,humains vague 2,croisee,IM m=10 mode des m,0.25,0.037200000000000004,0.2128,0.21101563449185465,20
A,humains vague 2,croisee,IM m=10 mode des m,0.5,0.07835,0.42164999999999997,0.42557387798712454,20
A,humains vague 2,croisee,PMM k=10,0.05,0.0417,0.034499999999999996,0.03551137493818002,20
A,humains vague 2,croisee,PMM k=10,0.1,0.038475,0.061525,0.06907193532832276,20
A,humains vague 2,croisee,PMM k=10,0.25,0.080375,0.16962499999999997,0.17064260055742234,20
A,humains vague 2,croisee,PMM k=10,0.5,0.1743,0.3257,0.3365869362066805,20
A,humains vague 2,croisee,agents composite,0.05,0.02,0.03,0.0348501093972458,20
A,humains vague 2,croisee,agents composite,0.1,0.018575,0.081425,0.08284917395484398,20
A,humains vague 2,croisee,agents composite,0.25,0.037575,0.212425,0.21119390793770543,20
A,humains vague 2,croisee,agents composite,0.5,0.076075,0.423925,0.4278061570384419,20
A,humains vague 2,croisee,agents demographiques (v6),0.05,0.009899999999999999,0.0401,0.04129960350899268,20
A,humains vague 2,croisee,agents demographiques (v6),0.1,0.009174999999999999,0.090825,0.09106130421315083,20
A,humains vague 2,croisee,agents demographiques (v6),0.25,0.0188,0.2312,0.230039736241372,20
A,humains vague 2,croisee,agents demographiques (v6),0.5,0.03900000000000001,0.46099999999999997,0.46284200476512494,20
A,humains vague 2,croisee,agents v8,0.05,0.0048000000000000004,0.045200000000000004,0.04556958141128795,20
A,humains vague 2,croisee,agents v8,0.1,0.004450000000000001,0.09555,0.09558609143070973,20
A,humains vague 2,croisee,agents v8,0.25,0.0091,0.2409,0.24023333605059896,20
A,humains vague 2,croisee,agents v8,0.5,0.01895,0.48105,0.4819222966412739,20
A,humains vague 2,agnostique,moyenne des sources a modele de langage,0.05,0.00855,0.04145,0.04243669108212845,20
A,humains vague 2,agnostique,moyenne des sources a modele de langage,0.1,0.00795,0.09204999999999999,0.09229636707368281,20
A,humains vague 2,agnostique,moyenne des sources a modele de langage,0.25,0.016,0.23399999999999999,0.2332010406816402,20
A,humains vague 2,agnostique,moyenne des sources a modele de langage,0.5,0.032025,0.46797500000000003,0.4694886842353072,20
B,B0 segment,propre,B0 segment,0.05,0.05122500000000001,0.0025749999999999974,0.004467227887627852,20
B,B0 segment,propre,B0 segment,0.1,0.09735,0.0061250000000000054,0.007881449739736974,20
B,B0 segment,propre,B0 segment,0.25,0.24677500000000002,0.0061249999999999916,0.01014591050620889,20
B,B0 segment,propre,B0 segment,0.5,0.5023,0.007849999999999996,0.01195667177771472,20
B,B0 segment,croisee,C2,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,C2,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,C2,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,C2,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,C3,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,C3,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,C3,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,C3,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,E2 regression contexte tirage,0.05,0.198125,0.148125,0.14793543228381767,20
B,B0 segment,croisee,E2 regression contexte tirage,0.1,0.37140000000000006,0.27140000000000003,0.2788171757621829,20
B,B0 segment,croisee,E2 regression contexte tirage,0.25,0.9026000000000001,0.6526000000000001,0.6655781119635772,20
B,B0 segment,croisee,E2 regression contexte tirage,0.5,1.0,0.5,0.5,20
B,B0 segment,croisee,IM m=10 mode des m,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,IM m=10 mode des m,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,IM m=10 mode des m,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,IM m=10 mode des m,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,PMM k=10,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,PMM k=10,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,PMM k=10,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,PMM k=10,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,agents composite,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,agents composite,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,agents composite,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,agents composite,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,agents demographiques (v6),0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,agents demographiques (v6),0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,agents demographiques (v6),0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,agents demographiques (v6),0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,agents v8,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,agents v8,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,agents v8,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,agents v8,0.5,0.0,0.5,0.5,20
B,B0 segment,croisee,humains vague 2,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,croisee,humains vague 2,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,croisee,humains vague 2,0.25,0.0,0.25,0.25,20
B,B0 segment,croisee,humains vague 2,0.5,0.0,0.5,0.5,20
B,B0 segment,agnostique,moyenne des sources a modele de langage,0.05,0.0,0.05,0.05000000000000001,20
B,B0 segment,agnostique,moyenne des sources a modele de langage,0.1,0.0,0.1,0.10000000000000002,20
B,B0 segment,agnostique,moyenne des sources a modele de langage,0.25,0.0,0.25,0.25,20
B,B0 segment,agnostique,moyenne des sources a modele de langage,0.5,0.0,0.5,0.5,20
B,C2,propre,C2,0.05,0.050225000000000006,0.0035749999999999983,0.0050750862061643845,20
B,C2,propre,C2,0.1,0.0998,0.0013249999999999998,0.0030916621743004194,20
B,C2,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,C2,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,C2,croisee,C3,0.05,0.051250000000000004,0.003599999999999999,0.004803176032585106,20
B,C2,croisee,C3,0.1,0.09692500000000001,0.0030750000000000013,0.004066863041706715,20
B,C2,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,C2,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,C2,croisee,IM m=10 mode des m,0.05,0.1448,0.09480000000000001,0.09644444579653098,20
B,C2,croisee,IM m=10 mode des m,0.1,0.438275,0.338275,0.34041648259888946,20
B,C2,croisee,PMM k=10,0.05,0.134225,0.08422500000000001,0.08627852209559457,20
B,C2,croisee,PMM k=10,0.1,0.46155,0.36155,0.3648157769683213,20
B,C2,croisee,agents composite,0.05,0.07362500000000001,0.023625000000000007,0.025622253511352194,20
B,C2,croisee,agents composite,0.1,0.2127,0.11270000000000001,0.1137852522298035,20
B,C2,croisee,agents demographiques (v6),0.05,0.04185,0.008150000000000001,0.010652130068676406,20
B,C2,croisee,agents demographiques (v6),0.1,0.126025,0.026025000000000006,0.027197345918306075,20
B,C2,croisee,agents v8,0.05,0.023175,0.026825,0.027223330986490248,20
B,C2,croisee,agents v8,0.1,0.07245,0.027550000000000005,0.027565469794654327,20
B,C2,croisee,humains vague 2,0.05,1.0,0.95,0.8957043068864858,20
B,C2,croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
B,C2,agnostique,moyenne des sources a modele de langage,0.05,0.043125000000000004,0.006874999999999999,0.009231637178745708,20
B,C2,agnostique,moyenne des sources a modele de langage,0.1,0.1051,0.005099999999999993,0.006721541861805221,20
B,C3,propre,C3,0.05,0.04932500000000001,0.004225,0.005426635698109834,20
B,C3,propre,C3,0.1,0.10017500000000001,0.0023999999999999994,0.0028370318997149114,20
B,C3,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,C3,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,C3,croisee,C2,0.05,0.04815,0.0046,0.005978952667482825,20
B,C3,croisee,C2,0.1,0.10335,0.003349999999999999,0.004387111806188668,20
B,C3,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,C3,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,C3,croisee,IM m=10 mode des m,0.05,0.135725,0.08572500000000001,0.09227112766190733,20
B,C3,croisee,IM m=10 mode des m,0.1,0.464325,0.364325,0.36344109116884404,20
B,C3,croisee,PMM k=10,0.05,0.12537500000000001,0.075375,0.08231266230052336,20
B,C3,croisee,PMM k=10,0.1,0.495425,0.395425,0.3948607246549093,20
B,C3,croisee,agents composite,0.05,0.069125,0.019125000000000003,0.024103682291301467,20
B,C3,croisee,agents composite,0.1,0.22455000000000003,0.12455000000000001,0.12423403468856672,20
B,C3,croisee,agents demographiques (v6),0.05,0.03925000000000001,0.01075,0.012313549447661306,20
B,C3,croisee,agents demographiques (v6),0.1,0.133475,0.033475000000000005,0.03365595972483923,20
B,C3,croisee,agents v8,0.05,0.0217,0.028300000000000002,0.02810237312043238,20
B,C3,croisee,agents v8,0.1,0.076975,0.023025000000000004,0.023634662045394265,20
B,C3,croisee,humains vague 2,0.05,0.970925,0.920925,0.8619465229931611,20
B,C3,croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
B,C3,agnostique,moyenne des sources a modele de langage,0.05,0.040825,0.009174999999999999,0.010756974481702557,20
B,C3,agnostique,moyenne des sources a modele de langage,0.1,0.109825,0.009825,0.010371089624528372,20
B,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.05,0.049675,0.008550000000000002,0.017063971548265076,20
B,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.1,0.0891,0.016375,0.021360661857723416,20
B,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.25,0.25765000000000005,0.014950000000000005,0.017724654439508835,20
B,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.5,0.5076,0.021400000000000002,0.02871628022568383,20
B,E2 regression contexte tirage,croisee,B0 segment,0.05,0.0127,0.0373,0.03675274309490382,20
B,E2 regression contexte tirage,croisee,B0 segment,0.1,0.022850000000000002,0.07715,0.0766412853819663,20
B,E2 regression contexte tirage,croisee,B0 segment,0.25,0.06695000000000001,0.18305,0.18403641691252304,20
B,E2 regression contexte tirage,croisee,B0 segment,0.5,0.1345,0.3655,0.36786969500082495,20
B,E2 regression contexte tirage,croisee,C2,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,C2,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,C2,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,C2,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,C3,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,C3,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,C3,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,C3,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,PMM k=10,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,PMM k=10,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,PMM k=10,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,PMM k=10,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,agents composite,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,agents composite,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,agents composite,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,agents composite,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,agents demographiques (v6),0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,agents demographiques (v6),0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,agents demographiques (v6),0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,agents demographiques (v6),0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,agents v8,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,agents v8,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,agents v8,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,agents v8,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,croisee,humains vague 2,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,croisee,humains vague 2,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,croisee,humains vague 2,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,croisee,humains vague 2,0.5,0.0,0.5,0.5,20
B,E2 regression contexte tirage,agnostique,moyenne des sources a modele de langage,0.05,0.0,0.05,0.05000000000000001,20
B,E2 regression contexte tirage,agnostique,moyenne des sources a modele de langage,0.1,0.0,0.1,0.10000000000000002,20
B,E2 regression contexte tirage,agnostique,moyenne des sources a modele de langage,0.25,0.0,0.25,0.25,20
B,E2 regression contexte tirage,agnostique,moyenne des sources a modele de langage,0.5,0.0,0.5,0.5,20
B,IM m=10 mode des m,propre,IM m=10 mode des m,0.05,0.049375,0.005325,0.01173677979686081,20
B,IM m=10 mode des m,propre,IM m=10 mode des m,0.1,0.09892500000000001,0.010049999999999996,0.01674738785602101,20
B,IM m=10 mode des m,propre,IM m=10 mode des m,0.25,0.25565000000000004,0.020350000000000007,0.022819153139413396,20
B,IM m=10 mode des m,propre,IM m=10 mode des m,0.5,0.504325,0.019399999999999973,0.02462763183905428,20
B,IM m=10 mode des m,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,IM m=10 mode des m,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,IM m=10 mode des m,croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,IM m=10 mode des m,croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,IM m=10 mode des m,croisee,C2,0.05,0.024275,0.025725,0.027866951752927697,20
B,IM m=10 mode des m,croisee,C2,0.1,0.039175,0.060825000000000004,0.06124375376313898,20
B,IM m=10 mode des m,croisee,C2,0.25,0.071775,0.178225,0.17886274311605532,20
B,IM m=10 mode des m,croisee,C2,0.5,0.108625,0.391375,0.3920358368504083,20
B,IM m=10 mode des m,croisee,C3,0.05,0.026750000000000003,0.02325,0.025395454809867064,20
B,IM m=10 mode des m,croisee,C3,0.1,0.040925,0.059075,0.05946457453812312,20
B,IM m=10 mode des m,croisee,C3,0.25,0.07122500000000001,0.178775,0.17938334161788824,20
B,IM m=10 mode des m,croisee,C3,0.5,0.10502500000000001,0.394975,0.3955935918022434,20
B,IM m=10 mode des m,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,IM m=10 mode des m,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,IM m=10 mode des m,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,IM m=10 mode des m,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,IM m=10 mode des m,croisee,PMM k=10,0.05,0.04415,0.00835,0.013844759839014906,20
B,IM m=10 mode des m,croisee,PMM k=10,0.1,0.09010000000000001,0.013075000000000003,0.018718703881412304,20
B,IM m=10 mode des m,croisee,PMM k=10,0.25,0.24780000000000002,0.018274999999999986,0.024661957039132147,20
B,IM m=10 mode des m,croisee,PMM k=10,0.5,0.54945,0.049449999999999994,0.054762452921687146,20
B,IM m=10 mode des m,croisee,agents composite,0.05,0.025575,0.024425000000000002,0.027389665021682906,20
B,IM m=10 mode des m,croisee,agents composite,0.1,0.050725000000000006,0.049275,0.050172143665584,20
B,IM m=10 mode des m,croisee,agents composite,0.25,0.127525,0.12247499999999999,0.12445608462425609,20
B,IM m=10 mode des m,croisee,agents composite,0.5,0.2426,0.25739999999999996,0.2598764759457846,20
B,IM m=10 mode des m,croisee,agents demographiques (v6),0.05,0.0143,0.0357,0.037178555647039334,20
B,IM m=10 mode des m,croisee,agents demographiques (v6),0.1,0.028650000000000002,0.07135,0.07162729053929097,20
B,IM m=10 mode des m,croisee,agents demographiques (v6),0.25,0.07377500000000001,0.176225,0.17724484336645735,20
B,IM m=10 mode des m,croisee,agents demographiques (v6),0.5,0.144875,0.355125,0.35659910578968085,20
B,IM m=10 mode des m,croisee,agents v8,0.05,0.0078000000000000005,0.0422,0.04295742368904355,20
B,IM m=10 mode des m,croisee,agents v8,0.1,0.01575,0.08425,0.08433792592896745,20
B,IM m=10 mode des m,croisee,agents v8,0.25,0.041425000000000003,0.208575,0.2090965216712129,20
B,IM m=10 mode des m,croisee,agents v8,0.5,0.08395,0.41605000000000003,0.41691477891170997,20
B,IM m=10 mode des m,croisee,humains vague 2,0.05,0.2897,0.23970000000000002,0.22126925085741128,20
B,IM m=10 mode des m,croisee,humains vague 2,0.1,0.645625,0.545625,0.567077007998032,20
B,IM m=10 mode des m,croisee,humains vague 2,0.25,1.0,0.75,0.75,20
B,IM m=10 mode des m,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
B,IM m=10 mode des m,agnostique,moyenne des sources a modele de langage,0.05,0.016575,0.033425,0.03509679472544466,20
B,IM m=10 mode des m,agnostique,moyenne des sources a modele de langage,0.1,0.03105,0.06895000000000001,0.06928425867395854,20
B,IM m=10 mode des m,agnostique,moyenne des sources a modele de langage,0.25,0.06895000000000001,0.18105,0.18185307599818046,20
B,IM m=10 mode des m,agnostique,moyenne des sources a modele de langage,0.5,0.11695,0.38305,0.38398211107420094,20
B,PMM k=10,propre,PMM k=10,0.05,0.048275,0.007625000000000003,0.009950690930784656,20
B,PMM k=10,propre,PMM k=10,0.1,0.0993,0.009900000000000006,0.015127937731230915,20
B,PMM k=10,propre,PMM k=10,0.25,0.250575,0.010050000000000003,0.016998029297539175,20
B,PMM k=10,propre,PMM k=10,0.5,0.494275,0.028099999999999986,0.034001498128758974,20
B,PMM k=10,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,PMM k=10,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,PMM k=10,croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,PMM k=10,croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,PMM k=10,croisee,C2,0.05,0.02585,0.02415,0.024136590480016026,20
B,PMM k=10,croisee,C2,0.1,0.041675000000000004,0.058325,0.0583723093598326,20
B,PMM k=10,croisee,C2,0.25,0.07225000000000001,0.17775000000000002,0.1779008909477409,20
B,PMM k=10,croisee,C2,0.5,0.10322500000000001,0.396775,0.3962500984227007,20
B,PMM k=10,croisee,C3,0.05,0.02825,0.021750000000000002,0.02175026436620944,20
B,PMM k=10,croisee,C3,0.1,0.04327500000000001,0.056725,0.056759190885705905,20
B,PMM k=10,croisee,C3,0.25,0.07165,0.17835,0.17849014713703387,20
B,PMM k=10,croisee,C3,0.5,0.1001,0.39990000000000003,0.39943759493818304,20
B,PMM k=10,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,PMM k=10,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,PMM k=10,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,PMM k=10,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,PMM k=10,croisee,IM m=10 mode des m,0.05,0.053925,0.010350000000000002,0.012064938872617633,20
B,PMM k=10,croisee,IM m=10 mode des m,0.1,0.108625,0.014000000000000005,0.018518149880590123,20
B,PMM k=10,croisee,IM m=10 mode des m,0.25,0.25827500000000003,0.01125000000000001,0.01758620197768694,20
B,PMM k=10,croisee,IM m=10 mode des m,0.5,0.46345000000000003,0.03654999999999997,0.04127544972498784,20
B,PMM k=10,croisee,agents composite,0.05,0.027875,0.022125000000000002,0.02215960570497589,20
B,PMM k=10,croisee,agents composite,0.1,0.055600000000000004,0.0444,0.044679812275791854,20
B,PMM k=10,croisee,agents composite,0.25,0.12875,0.12125,0.12172373741386683,20
