statistique,source_evaluee,calibration,source_calibration,taux_vrai,taux_estime_median,erreur_absolue_mediane,erreur_quadratique_moyenne,n_tirages
B,PMM k=10,croisee,agents composite,0.5,0.22415000000000002,0.27585000000000004,0.27420721908804657,20
B,PMM k=10,croisee,agents demographiques (v6),0.05,0.015600000000000001,0.0344,0.03414500695562969,20
B,PMM k=10,croisee,agents demographiques (v6),0.1,0.031425,0.068575,0.06846369658439429,20
B,PMM k=10,croisee,agents demographiques (v6),0.25,0.07450000000000001,0.1755,0.17570347819550983,20
B,PMM k=10,croisee,agents demographiques (v6),0.5,0.133225,0.36677499999999996,0.36564095930981255,20
B,PMM k=10,croisee,agents v8,0.05,0.00855,0.04145,0.04128139108605717,20
B,PMM k=10,croisee,agents v8,0.1,0.017325,0.082675,0.08256735962231081,20
B,PMM k=10,croisee,agents v8,0.25,0.041875,0.208125,0.20822411093578957,20
B,PMM k=10,croisee,agents v8,0.5,0.076825,0.42317499999999997,0.4224486439201811,20
B,PMM k=10,croisee,humains vague 2,0.05,0.319025,0.26902500000000007,0.2883656929577442,20
B,PMM k=10,croisee,humains vague 2,0.1,0.727425,0.6274250000000001,0.6539917384799293,20
B,PMM k=10,croisee,humains vague 2,0.25,1.0,0.75,0.75,20
B,PMM k=10,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
B,PMM k=10,agnostique,moyenne des sources a modele de langage,0.05,0.017975,0.032025,0.031842416679642896,20
B,PMM k=10,agnostique,moyenne des sources a modele de langage,0.1,0.0337,0.0663,0.06627848067057664,20
B,PMM k=10,agnostique,moyenne des sources a modele de langage,0.25,0.0695,0.1805,0.18067210423859018,20
B,PMM k=10,agnostique,moyenne des sources a modele de langage,0.5,0.109675,0.39032500000000003,0.38963734067719946,20
B,agents composite,propre,agents composite,0.05,0.046625,0.008475,0.011305253203710213,20
B,agents composite,propre,agents composite,0.1,0.095725,0.012725,0.01770291289590501,20
B,agents composite,propre,agents composite,0.25,0.2574,0.015899999999999997,0.022053698669384246,20
B,agents composite,propre,agents composite,0.5,0.49412500000000004,0.011299999999999977,0.016837677244798344,20
B,agents composite,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,agents composite,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,agents composite,croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,agents composite,croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,agents composite,croisee,C2,0.05,0.036975,0.013025000000000002,0.015170806669389733,20
B,agents composite,croisee,C2,0.1,0.059625,0.04037500000000001,0.04297697494007693,20
B,agents composite,croisee,C2,0.25,0.1129,0.1371,0.13775510607596364,20
B,agents composite,croisee,C2,0.5,0.173875,0.326125,0.32502946520277204,20
B,agents composite,croisee,C3,0.05,0.03887500000000001,0.011125,0.013286191139675812,20
B,agents composite,croisee,C3,0.1,0.059975,0.040025000000000005,0.042408697515957744,20
B,agents composite,croisee,C3,0.25,0.10892500000000001,0.14107499999999998,0.14164999647017293,20
B,agents composite,croisee,C3,0.5,0.164575,0.335425,0.3344173061087001,20
B,agents composite,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,agents composite,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,agents composite,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,agents composite,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,agents composite,croisee,IM m=10 mode des m,0.05,0.090825,0.040825,0.04328295276433899,20
B,agents composite,croisee,IM m=10 mode des m,0.1,0.18977500000000003,0.08977500000000001,0.08634116848294329,20
B,agents composite,croisee,IM m=10 mode des m,0.25,0.537375,0.28737500000000005,0.2881231557424707,20
B,agents composite,croisee,IM m=10 mode des m,0.5,1.0,0.5,0.5,20
B,agents composite,croisee,PMM k=10,0.05,0.08245,0.03245,0.0356490602961705,20
B,agents composite,croisee,PMM k=10,0.1,0.17905000000000001,0.07905000000000001,0.07670095990272874,20
B,agents composite,croisee,PMM k=10,0.25,0.59615,0.34615,0.35026249371007456,20
B,agents composite,croisee,PMM k=10,0.5,1.0,0.5,0.5,20
B,agents composite,croisee,agents demographiques (v6),0.05,0.026275,0.023725000000000003,0.02516742189816033,20
B,agents composite,croisee,agents demographiques (v6),0.1,0.0548,0.045200000000000004,0.048693214362989026,20
B,agents composite,croisee,agents demographiques (v6),0.25,0.154275,0.09572499999999999,0.09757593133042593,20
B,agents composite,croisee,agents demographiques (v6),0.5,0.311775,0.188225,0.18526398260320323,20
B,agents composite,croisee,agents v8,0.05,0.014450000000000001,0.03555,0.03610758230621375,20
B,agents composite,croisee,agents v8,0.1,0.030525000000000004,0.06947500000000001,0.07115826023730484,20
B,agents composite,croisee,agents v8,0.25,0.089775,0.160225,0.16096535147353916,20
B,agents composite,croisee,agents v8,0.5,0.19327500000000003,0.306725,0.3044732833107036,20
B,agents composite,croisee,humains vague 2,0.05,0.580875,0.530875,0.5423312413783665,20
B,agents composite,croisee,humains vague 2,0.1,1.0,0.9,0.885514755664749,20
B,agents composite,croisee,humains vague 2,0.25,1.0,0.75,0.75,20
B,agents composite,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
B,agents composite,agnostique,moyenne des sources a modele de langage,0.05,0.028775000000000002,0.021225,0.022824030647543393,20
B,agents composite,agnostique,moyenne des sources a modele de langage,0.1,0.0541,0.0459,0.04887287974940703,20
B,agents composite,agnostique,moyenne des sources a modele de langage,0.25,0.12265000000000001,0.12735,0.12827149868540555,20
B,agents composite,agnostique,moyenne des sources a modele de langage,0.5,0.20715,0.29285,0.2912895578286321,20
B,agents demographiques (v6),propre,agents demographiques (v6),0.05,0.039325,0.010675000000000004,0.0127172815491362,20
B,agents demographiques (v6),propre,agents demographiques (v6),0.1,0.0849,0.015099999999999995,0.020922440106259117,20
B,agents demographiques (v6),propre,agents demographiques (v6),0.25,0.262375,0.013924999999999993,0.020215340709471126,20
B,agents demographiques (v6),propre,agents demographiques (v6),0.5,0.49570000000000003,0.013500000000000012,0.0159593546235429,20
B,agents demographiques (v6),croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,agents demographiques (v6),croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,agents demographiques (v6),croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,agents demographiques (v6),croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,agents demographiques (v6),croisee,C2,0.05,0.04825,0.004150000000000001,0.006358852097666687,20
B,agents demographiques (v6),croisee,C2,0.1,0.078325,0.021675,0.023863151510225975,20
B,agents demographiques (v6),croisee,C2,0.25,0.15625,0.09374999999999999,0.09418626226791249,20
B,agents demographiques (v6),croisee,C2,0.5,0.23312500000000003,0.266875,0.2662579280509784,20
B,agents demographiques (v6),croisee,C3,0.05,0.0494,0.0036249999999999998,0.005777726629047103,20
B,agents demographiques (v6),croisee,C3,0.1,0.07725,0.022750000000000006,0.024650405676174988,20
B,agents demographiques (v6),croisee,C3,0.25,0.14852500000000002,0.101475,0.10185414387740932,20
B,agents demographiques (v6),croisee,C3,0.5,0.21855000000000002,0.28145,0.28088636336604167,20
B,agents demographiques (v6),croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,agents demographiques (v6),croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,agents demographiques (v6),croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,agents demographiques (v6),croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,agents demographiques (v6),croisee,IM m=10 mode des m,0.05,0.136025,0.086025,0.09260069586671583,20
B,agents demographiques (v6),croisee,IM m=10 mode des m,0.1,0.29447500000000004,0.194475,0.1953210875712093,20
B,agents demographiques (v6),croisee,IM m=10 mode des m,0.25,0.9188750000000001,0.6688750000000001,0.6669532645733133,20
B,agents demographiques (v6),croisee,IM m=10 mode des m,0.5,1.0,0.5,0.5,20
B,agents demographiques (v6),croisee,PMM k=10,0.05,0.12565,0.07565000000000001,0.08277073380730655,20
B,agents demographiques (v6),croisee,PMM k=10,0.1,0.290175,0.190175,0.19292621776212793,20
B,agents demographiques (v6),croisee,PMM k=10,0.25,1.0,0.75,0.75,20
B,agents demographiques (v6),croisee,PMM k=10,0.5,1.0,0.5,0.5,20
B,agents demographiques (v6),croisee,agents composite,0.05,0.069275,0.019275,0.02450609107956632,20
B,agents demographiques (v6),croisee,agents composite,0.1,0.14597500000000002,0.045975,0.04870049922742066,20
B,agents demographiques (v6),croisee,agents composite,0.25,0.421725,0.17172500000000002,0.17263286658397353,20
B,agents demographiques (v6),croisee,agents composite,0.5,0.75375,0.25375000000000003,0.25772536569961446,20
B,agents demographiques (v6),croisee,agents v8,0.05,0.021775000000000003,0.028225,0.028191623312608306,20
B,agents demographiques (v6),croisee,agents v8,0.1,0.047950000000000007,0.05205,0.05332479957768243,20
B,agents demographiques (v6),croisee,agents v8,0.25,0.15955000000000003,0.09044999999999999,0.09135865722524604,20
B,agents demographiques (v6),croisee,agents v8,0.5,0.32855,0.17144999999999996,0.17010557604029325,20
B,agents demographiques (v6),croisee,humains vague 2,0.05,0.9942000000000001,0.9442,0.8657012252359355,20
B,agents demographiques (v6),croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
B,agents demographiques (v6),croisee,humains vague 2,0.25,1.0,0.75,0.75,20
B,agents demographiques (v6),croisee,humains vague 2,0.5,1.0,0.5,0.5,20
B,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.05,0.040875,0.009125000000000001,0.01110419402748349,20
B,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.1,0.07715,0.022850000000000002,0.025785587059440788,20
B,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.25,0.1824,0.0676,0.06843711346922807,20
B,agents demographiques (v6),agnostique,moyenne des sources a modele de langage,0.5,0.29152500000000003,0.208475,0.2076336786265658,20
B,agents v8,propre,agents v8,0.05,0.038675,0.011325000000000002,0.011298340586121487,20
B,agents v8,propre,agents v8,0.1,0.08975,0.010250000000000002,0.014608101348224555,20
B,agents v8,propre,agents v8,0.25,0.261625,0.014400000000000024,0.018002187367095152,20
B,agents v8,propre,agents v8,0.5,0.49957500000000005,0.01059999999999997,0.014214978895517219,20
B,agents v8,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
B,agents v8,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
B,agents v8,croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,agents v8,croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,agents v8,croisee,C2,0.05,0.06887499999999999,0.018874999999999996,0.021213545201120912,20
B,agents v8,croisee,C2,0.1,0.112875,0.012875000000000004,0.013362718660512163,20
B,agents v8,croisee,C2,0.25,0.2056,0.044399999999999995,0.04538457061601442,20
B,agents v8,croisee,C2,0.5,0.29365,0.20634999999999998,0.2069404703048681,20
B,agents v8,croisee,C3,0.05,0.068525,0.018525,0.020639918846739685,20
B,agents v8,croisee,C3,0.1,0.108925,0.008924999999999995,0.009811460135983838,20
B,agents v8,croisee,C3,0.25,0.193475,0.05652499999999999,0.05729899977311994,20
B,agents v8,croisee,C3,0.5,0.273625,0.226375,0.22691304832468318,20
B,agents v8,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
B,agents v8,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
B,agents v8,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,agents v8,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,agents v8,croisee,IM m=10 mode des m,0.05,0.238975,0.188975,0.2012582992077594,20
B,agents v8,croisee,IM m=10 mode des m,0.1,0.5372250000000001,0.4372250000000001,0.4319260124720437,20
B,agents v8,croisee,IM m=10 mode des m,0.25,1.0,0.75,0.75,20
B,agents v8,croisee,IM m=10 mode des m,0.5,1.0,0.5,0.5,20
B,agents v8,croisee,PMM k=10,0.05,0.23,0.18,0.193941461206726,20
B,agents v8,croisee,PMM k=10,0.1,0.595925,0.495925,0.491579505014194,20
B,agents v8,croisee,PMM k=10,0.25,1.0,0.75,0.75,20
B,agents v8,croisee,PMM k=10,0.5,1.0,0.5,0.5,20
B,agents v8,croisee,agents composite,0.05,0.11955000000000002,0.06955,0.07573402471808825,20
B,agents v8,croisee,agents composite,0.1,0.257325,0.157325,0.1551684624851326,20
B,agents v8,croisee,agents composite,0.25,0.6305750000000001,0.38057500000000005,0.3794284252332712,20
B,agents v8,croisee,agents composite,0.5,1.0,0.5,0.49917826925858866,20
B,agents v8,croisee,agents demographiques (v6),0.05,0.06897500000000001,0.018975000000000006,0.02377968145287064,20
B,agents v8,croisee,agents demographiques (v6),0.1,0.15425,0.05425000000000001,0.053821778816757815,20
B,agents v8,croisee,agents demographiques (v6),0.25,0.40722500000000006,0.15722500000000003,0.15700829834757143,20
B,agents v8,croisee,agents demographiques (v6),0.5,0.70455,0.20455,0.20329096235445396,20
B,agents v8,croisee,humains vague 2,0.05,1.0,0.95,0.9500000000000001,20
B,agents v8,croisee,humains vague 2,0.1,1.0,0.9,0.9000000000000001,20
B,agents v8,croisee,humains vague 2,0.25,1.0,0.75,0.75,20
B,agents v8,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
B,agents v8,agnostique,moyenne des sources a modele de langage,0.05,0.0653,0.015300000000000001,0.018763641704104245,20
B,agents v8,agnostique,moyenne des sources a modele de langage,0.1,0.12265000000000001,0.022650000000000003,0.02280411147139919,20
B,agents v8,agnostique,moyenne des sources a modele de langage,0.25,0.25217500000000004,0.004650000000000015,0.009281244528617918,20
B,agents v8,agnostique,moyenne des sources a modele de langage,0.5,0.37875000000000003,0.12124999999999997,0.12221074676557703,20
B,humains vague 2,propre,humains vague 2,0.05,0.0656,0.0468,0.05304693558538514,20
B,humains vague 2,propre,humains vague 2,0.1,0.095775,0.042975000000000006,0.10096035050949456,20
B,humains vague 2,propre,humains vague 2,0.25,0.26565000000000005,0.113025,0.14103596925961834,20
B,humains vague 2,propre,humains vague 2,0.5,0.46677500000000005,0.13042499999999999,0.19981915980455928,20
B,humains vague 2,croisee,B0 segment,0.05,0.0,0.05,0.049634957439288696,20
B,humains vague 2,croisee,B0 segment,0.1,0.0,0.1,0.09934733262649784,20
B,humains vague 2,croisee,B0 segment,0.25,0.0,0.25,0.25,20
B,humains vague 2,croisee,B0 segment,0.5,0.0,0.5,0.5,20
B,humains vague 2,croisee,C2,0.05,0.00795,0.042050000000000004,0.04394965443550154,20
B,humains vague 2,croisee,C2,0.1,0.010875,0.08912500000000001,0.09066326709312875,20
B,humains vague 2,croisee,C2,0.25,0.022925,0.227075,0.22829211632248714,20
B,humains vague 2,croisee,C2,0.5,0.03265,0.46735000000000004,0.46679974038660305,20
B,humains vague 2,croisee,C3,0.05,0.010100000000000001,0.039900000000000005,0.04263796870161617,20
B,humains vague 2,croisee,C3,0.1,0.013300000000000001,0.0867,0.08900874886773773,20
B,humains vague 2,croisee,C3,0.25,0.025425,0.22457500000000002,0.22600201990247787,20
B,humains vague 2,croisee,C3,0.5,0.034775,0.465225,0.4647612760869821,20
B,humains vague 2,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.04861410032079171,20
B,humains vague 2,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.09752282745593466,20
B,humains vague 2,croisee,E2 regression contexte tirage,0.25,0.0,0.25,0.25,20
B,humains vague 2,croisee,E2 regression contexte tirage,0.5,0.0,0.5,0.5,20
B,humains vague 2,croisee,IM m=10 mode des m,0.05,0.0119,0.0381,0.04089836182538367,20
B,humains vague 2,croisee,IM m=10 mode des m,0.1,0.017225,0.08277500000000002,0.08459504565871456,20
B,humains vague 2,croisee,IM m=10 mode des m,0.25,0.0456,0.2044,0.2059589309789697,20
B,humains vague 2,croisee,IM m=10 mode des m,0.5,0.07552500000000001,0.424475,0.4212435854111015,20
B,humains vague 2,croisee,PMM k=10,0.05,0.0105,0.0395,0.04182122816226229,20
B,humains vague 2,croisee,PMM k=10,0.1,0.015225,0.084775,0.08613397558455085,20
B,humains vague 2,croisee,PMM k=10,0.25,0.040725,0.209275,0.21041022640309096,20
B,humains vague 2,croisee,PMM k=10,0.5,0.06817500000000001,0.431825,0.4284956074745691,20
B,humains vague 2,croisee,agents composite,0.05,0.006200000000000001,0.043800000000000006,0.0449590980781421,20
B,humains vague 2,croisee,agents composite,0.1,0.008975,0.091025,0.09153532514827269,20
B,humains vague 2,croisee,agents composite,0.25,0.023600000000000003,0.2264,0.22690295612882613,20
B,humains vague 2,croisee,agents composite,0.5,0.038900000000000004,0.4611,0.4592997915305427,20
B,humains vague 2,croisee,agents demographiques (v6),0.05,0.00345,0.04655,0.04712565782034242,20
B,humains vague 2,croisee,agents demographiques (v6),0.1,0.005,0.095,0.09516767242609225,20
B,humains vague 2,croisee,agents demographiques (v6),0.25,0.0132,0.2368,0.23698342373465703,20
B,humains vague 2,croisee,agents demographiques (v6),0.5,0.021875000000000002,0.478125,0.477022556070465,20
B,humains vague 2,croisee,agents v8,0.05,0.001875,0.048125,0.048412645558779374,20
B,humains vague 2,croisee,agents v8,0.1,0.0027,0.09730000000000001,0.09733918340010872,20
B,humains vague 2,croisee,agents v8,0.25,0.0072,0.24280000000000002,0.24286037655410156,20
B,humains vague 2,croisee,agents v8,0.5,0.012,0.488,0.4873513159159417,20
B,humains vague 2,agnostique,moyenne des sources a modele de langage,0.05,0.0042250000000000005,0.045774999999999996,0.046517068104084125,20
B,humains vague 2,agnostique,moyenne des sources a modele de langage,0.1,0.0061,0.09390000000000001,0.09426533429633613,20
B,humains vague 2,agnostique,moyenne des sources a modele de langage,0.25,0.0154,0.23459999999999998,0.23504879759318065,20
B,humains vague 2,agnostique,moyenne des sources a modele de langage,0.5,0.024425000000000002,0.47557499999999997,0.474705387714317,20
C,B0 segment,propre,B0 segment,0.05,0.0541,0.019200000000000002,0.0335855400432984,20
C,B0 segment,propre,B0 segment,0.1,0.0932,0.039400000000000004,0.05641153140094674,20
C,B0 segment,propre,B0 segment,0.25,0.25805,0.04920000000000001,0.08480306229730152,20
C,B0 segment,propre,B0 segment,0.5,0.522875,0.06305000000000005,0.10224296552819662,20
C,B0 segment,croisee,C2,0.05,0.0,0.05,0.04963775025119491,20
C,B0 segment,croisee,C2,0.1,0.0,0.1,0.09962913479499862,20
C,B0 segment,croisee,C2,0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,C2,0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,C3,0.05,0.035050000000000005,0.014949999999999998,0.022458748295486105,20
C,B0 segment,croisee,C3,0.1,0.035050000000000005,0.06495000000000001,0.06548666753622451,20
C,B0 segment,croisee,C3,0.25,0.035050000000000005,0.21495,0.21495000000000003,20
C,B0 segment,croisee,C3,0.5,0.035050000000000005,0.46495,0.46495,20
C,B0 segment,croisee,E2 regression contexte tirage,0.05,0.09565,0.045649999999999996,0.07300752872135859,20
C,B0 segment,croisee,E2 regression contexte tirage,0.1,0.16440000000000002,0.06440000000000001,0.12160418475529532,20
C,B0 segment,croisee,E2 regression contexte tirage,0.25,0.45065,0.20065,0.24170969855386445,20
C,B0 segment,croisee,E2 regression contexte tirage,0.5,0.8974500000000001,0.3974500000000001,0.3758806088706892,20
C,B0 segment,croisee,IM m=10 mode des m,0.05,0.0,0.05,0.0495913929023979,20
C,B0 segment,croisee,IM m=10 mode des m,0.1,0.0,0.1,0.09949682406991693,20
C,B0 segment,croisee,IM m=10 mode des m,0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,IM m=10 mode des m,0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,PMM k=10,0.05,0.0,0.05,0.04862697039709549,20
C,B0 segment,croisee,PMM k=10,0.1,0.0,0.1,0.09836426243814367,20
C,B0 segment,croisee,PMM k=10,0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,PMM k=10,0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,agents composite,0.05,0.0,0.05,0.04892097965086146,20
C,B0 segment,croisee,agents composite,0.1,0.0,0.1,0.09877231456739283,20
C,B0 segment,croisee,agents composite,0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,agents composite,0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,agents demographiques (v6),0.05,0.0,0.05,0.049633093798392224,20
C,B0 segment,croisee,agents demographiques (v6),0.1,0.0,0.1,0.09955791342228905,20
C,B0 segment,croisee,agents demographiques (v6),0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,agents demographiques (v6),0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,agents v8,0.05,0.0,0.05,0.04992550700794135,20
C,B0 segment,croisee,agents v8,0.1,0.0,0.1,0.09990831359301389,20
C,B0 segment,croisee,agents v8,0.25,0.0,0.25,0.25,20
C,B0 segment,croisee,agents v8,0.5,0.0,0.5,0.5,20
C,B0 segment,croisee,humains vague 2,0.05,0.48175,0.43175,0.43289703423562514,20
C,B0 segment,croisee,humains vague 2,0.1,0.6434500000000001,0.5434500000000001,0.5665596184427549,20
C,B0 segment,croisee,humains vague 2,0.25,1.0,0.75,0.7076657223753315,20
C,B0 segment,croisee,humains vague 2,0.5,1.0,0.5,0.5,20
C,B0 segment,agnostique,moyenne des sources a modele de langage,0.05,0.0,0.05,0.04971761257341307,20
C,B0 segment,agnostique,moyenne des sources a modele de langage,0.1,0.0,0.1,0.09966401118257283,20
C,B0 segment,agnostique,moyenne des sources a modele de langage,0.25,0.0,0.25,0.25,20
C,B0 segment,agnostique,moyenne des sources a modele de langage,0.5,0.0,0.5,0.5,20
C,C2,propre,C2,0.05,0.048975000000000005,0.0043250000000000025,0.004905876578145846,20
C,C2,propre,C2,0.1,0.09915,0.002700000000000001,0.003389874628950163,20
C,C2,croisee,B0 segment,0.05,0.0,0.05,0.05000000000000001,20
C,C2,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
C,C2,croisee,C3,0.05,0.15637500000000001,0.10637500000000001,0.10848665528533914,20
C,C2,croisee,C3,0.1,0.25895,0.15895,0.1607392364203588,20
C,C2,croisee,E2 regression contexte tirage,0.05,0.0,0.05,0.05000000000000001,20
C,C2,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
C,C2,croisee,IM m=10 mode des m,0.05,0.1922,0.14220000000000002,0.15324637475320582,20
C,C2,croisee,IM m=10 mode des m,0.1,0.686075,0.5860750000000001,0.5983684150462824,20
C,C2,croisee,PMM k=10,0.05,1.0,0.95,0.9358924737249467,20
C,C2,croisee,PMM k=10,0.1,1.0,0.9,0.9000000000000001,20
C,C2,croisee,agents composite,0.05,0.26732500000000003,0.21732500000000002,0.22466812190428798,20
C,C2,croisee,agents composite,0.1,0.5878,0.4878,0.49341110027541946,20
C,C2,croisee,agents demographiques (v6),0.05,0.1158,0.0658,0.07024416790737863,20
C,C2,croisee,agents demographiques (v6),0.1,0.28255,0.18255000000000002,0.18565018448684617,20
C,C2,croisee,agents v8,0.05,0.032425,0.017575,0.017382056121184285,20
C,C2,croisee,agents v8,0.1,0.10725000000000001,0.0072499999999999995,0.010661378897684858,20
C,C2,croisee,humains vague 2,0.05,0.0,0.05,0.05000000000000001,20
C,C2,croisee,humains vague 2,0.1,0.0,0.1,0.10000000000000002,20
C,C2,agnostique,moyenne des sources a modele de langage,0.05,0.07150000000000001,0.0215,0.024504823504771463,20
C,C2,agnostique,moyenne des sources a modele de langage,0.1,0.16162500000000002,0.06162500000000001,0.0633842853158415,20
C,C3,propre,C3,0.05,0.035050000000000005,0.014949999999999998,0.023263396678043384,20
C,C3,propre,C3,0.1,0.09865,0.005725000000000001,0.009792739657521792,20
C,C3,croisee,B0 segment,0.05,0.0697,0.019699999999999995,0.03369057546258301,20
C,C3,croisee,B0 segment,0.1,0.0,0.1,0.10000000000000002,20
C,C3,croisee,C2,0.05,0.0,0.05,0.04879873461474181,20
C,C3,croisee,C2,0.1,0.01925,0.08075,0.08076329070190243,20
C,C3,croisee,E2 regression contexte tirage,0.05,0.1231,0.0731,0.07938461910219133,20
C,C3,croisee,E2 regression contexte tirage,0.1,0.0,0.1,0.10000000000000002,20
C,C3,croisee,IM m=10 mode des m,0.05,0.0,0.05,0.04832122333923264,20
C,C3,croisee,IM m=10 mode des m,0.1,0.0403,0.0597,0.06003777873139545,20
C,C3,croisee,PMM k=10,0.05,0.0,0.05,0.04639870283747166,20
C,C3,croisee,PMM k=10,0.1,0.16235,0.06234999999999999,0.11066264105379016,20
C,C3,croisee,agents composite,0.05,0.0,0.05,0.046655879854526384,20
C,C3,croisee,agents composite,0.1,0.08775000000000001,0.01965,0.031972112848543496,20
C,C3,croisee,agents demographiques (v6),0.05,0.0,0.05,0.04852592348425737,20
C,C3,croisee,agents demographiques (v6),0.1,0.032,0.068,0.06797592772445257,20
C,C3,croisee,agents v8,0.05,0.0,0.05,0.049674335677490446,20
C,C3,croisee,agents v8,0.1,0.007,0.093,0.09264444195417229,20
C,C3,croisee,humains vague 2,0.05,0.5517000000000001,0.5017,0.4660145978132016,20
C,C3,croisee,humains vague 2,0.1,0.0,0.1,0.10000000000000002,20
C,C3,agnostique,moyenne des sources a modele de langage,0.05,0.0,0.05,0.04887050362949006,20
C,C3,agnostique,moyenne des sources a modele de langage,0.1,0.0223,0.0777,0.07756011055948799,20
C,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.05,0.075075,0.05,0.06639022706694112,20
C,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.1,0.0409,0.075475,0.0811335442341822,20
C,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.25,0.26832500000000004,0.104275,0.1349623234462122,20
C,E2 regression contexte tirage,propre,E2 regression contexte tirage,0.5,0.5216000000000001,0.11435000000000006,0.15832314699689368,20
C,E2 regression contexte tirage,croisee,B0 segment,0.05,0.042425000000000004,0.02335,0.03562405086454937,20
C,E2 regression contexte tirage,croisee,B0 segment,0.1,0.023100000000000002,0.0769,0.06957324377948754,20
C,E2 regression contexte tirage,croisee,B0 segment,0.25,0.15265,0.09734999999999999,0.12506443289360888,20
C,E2 regression contexte tirage,croisee,B0 segment,0.5,0.29947500000000005,0.20052499999999998,0.2326906479104822,20
C,E2 regression contexte tirage,croisee,C2,0.05,0.0,0.05,0.04923451152393005,20
C,E2 regression contexte tirage,croisee,C2,0.1,0.0,0.1,0.09851781184131123,20
C,E2 regression contexte tirage,croisee,C2,0.25,0.0,0.25,0.25,20
C,E2 regression contexte tirage,croisee,C2,0.5,0.0,0.5,0.5,20
C,E2 regression contexte tirage,croisee,C3,0.05,0.02835,0.0286,0.03121382506198175,20
C,E2 regression contexte tirage,croisee,C3,0.1,0.04907500000000001,0.050925000000000005,0.054782528008480956,20
C,E2 regression contexte tirage,croisee,C3,0.25,0.035050000000000005,0.21495,0.213300372421147,20
C,E2 regression contexte tirage,croisee,C3,0.5,0.035050000000000005,0.46495,0.46495,20
C,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.05,0.0,0.05,0.04902500382457916,20
C,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.1,0.0,0.1,0.09777756772389055,20
C,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.25,0.0,0.25,0.25,20
C,E2 regression contexte tirage,croisee,IM m=10 mode des m,0.5,0.0,0.5,0.5,20
C,E2 regression contexte tirage,croisee,PMM k=10,0.05,0.0,0.05,0.04725019312129846,20
C,E2 regression contexte tirage,croisee,PMM k=10,0.1,0.0,0.1,0.09403663049578075,20
C,E2 regression contexte tirage,croisee,PMM k=10,0.25,0.0,0.25,0.25,20
C,E2 regression contexte tirage,croisee,PMM k=10,0.5,0.0,0.5,0.5,20
