source,quantite,taille,taux,valeur_humaine,valeur,ecart,facteur,courbe_a,courbe_b,courbe_r2
B0 segment,marginale3,500,0.5,38.64333333333333,39.2,0.556666666666672,1.0144052445441216,0.1188682857455608,2.3858986981730523,0.38004604174132806
B0 segment,polarisation,750,0.05,0.4499781195827245,0.4525438405166364,0.002565720933911886,1.0057018793186903,0.0157512176455365,-0.035496863311308795,0.597750566910132
B0 segment,polarisation,750,0.1,0.4499781195827245,0.4505357952645655,0.0005576756818410078,1.0012393395535724,0.0157512176455365,-0.035496863311308795,0.597750566910132
B0 segment,polarisation,750,0.25,0.4499781195827245,0.45144927080932673,0.0014711512266022408,1.0032693839157478,0.0157512176455365,-0.035496863311308795,0.597750566910132
B0 segment,polarisation,750,0.5,0.4499781195827245,0.44904936746050667,-0.0009287521222178241,0.9979360060371845,0.0157512176455365,-0.035496863311308795,0.597750566910132
B0 segment,marginale1,750,0.05,33.66888888888889,33.800000000000004,0.1311111111111174,1.0038941324005017,2.2139372059949936,-5.595740801517013,0.4674888579870887
B0 segment,marginale1,750,0.1,33.66888888888889,34.18888888888889,0.5200000000000031,1.015444525113854,2.2139372059949936,-5.595740801517013,0.4674888579870887
B0 segment,marginale1,750,0.25,33.66888888888889,33.63333333333333,-0.03555555555555401,0.9989439640947793,2.2139372059949936,-5.595740801517013,0.4674888579870887
B0 segment,marginale1,750,0.5,33.66888888888889,33.422222222222224,-0.2466666666666626,0.992673750907531,2.2139372059949936,-5.595740801517013,0.4674888579870887
B0 segment,marginale2,750,0.05,52.733777777777775,53.12222222222223,0.3884444444444526,1.007366141035474,-2.192642672209406,4.322853079531695,0.2152517347116878
B0 segment,marginale2,750,0.1,52.733777777777775,52.82222222222222,0.08844444444444832,1.0016771877186035,-2.192642672209406,4.322853079531695,0.2152517347116878
B0 segment,marginale2,750,0.25,52.733777777777775,52.111111111111114,-0.6226666666666603,0.9881922613378734,-2.192642672209406,4.322853079531695,0.2152517347116878
B0 segment,marginale2,750,0.5,52.733777777777775,52.78888888888889,0.055111111111116884,1.0010450817945067,-2.192642672209406,4.322853079531695,0.2152517347116878
B0 segment,marginale3,750,0.05,38.64222222222222,38.48888888888889,-0.15333333333333599,0.9960319742365863,-0.6363836925209018,4.103015716734177,0.8991206720652745
B0 segment,marginale3,750,0.1,38.64222222222222,38.47777777777778,-0.16444444444444173,0.9957444361377883,-0.6363836925209018,4.103015716734177,0.8991206720652745
B0 segment,marginale3,750,0.25,38.64222222222222,38.87777777777777,0.23555555555554974,1.0060958076945195,-0.6363836925209018,4.103015716734177,0.8991206720652745
B0 segment,marginale3,750,0.5,38.64222222222222,39.32222222222222,0.6799999999999997,1.017597331646443,-0.6363836925209018,4.103015716734177,0.8991206720652745
B0 segment,polarisation,1052,0.05,0.45045309673791467,0.4498078656490459,-0.0006452310888687696,0.998567595397742,0.0016729247159297297,-0.0027133667626561817,0.15067554424441454
B0 segment,polarisation,1052,0.1,0.45045309673791467,0.450923979336379,0.00047088259846433944,1.0010453532273935,0.0016729247159297297,-0.0027133667626561817,0.15067554424441454
B0 segment,polarisation,1052,0.25,0.45045309673791467,0.4507500330725455,0.00029693633463084845,1.0006591947902705,0.0016729247159297297,-0.0027133667626561817,0.15067554424441454
B0 segment,polarisation,1052,0.5,0.45045309673791467,0.45059313674793455,0.00014004001001988176,1.0003108869958581,0.0016729247159297297,-0.0027133667626561817,0.15067554424441454
B0 segment,marginale1,1052,0.05,33.65019011406844,33.555133079847906,-0.09505703422053102,0.9971751412429379,0.4011664738696972,-1.517730461053204,0.6917700095166897
B0 segment,marginale1,1052,0.1,33.65019011406844,33.72148288973384,0.07129277566540537,1.0021186440677967,0.4011664738696972,-1.517730461053204,0.6917700095166897
B0 segment,marginale1,1052,0.25,33.65019011406844,33.666032953105194,0.01584283903675754,1.0004708097928439,0.4011664738696972,-1.517730461053204,0.6917700095166897
B0 segment,marginale1,1052,0.5,33.65019011406844,33.46799746514575,-0.18219264892268683,0.9945856873822976,0.4011664738696972,-1.517730461053204,0.6917700095166897
B0 segment,marginale2,1052,0.05,52.75665399239544,52.68536121673004,-0.07129277566540537,0.9986486486486486,0.07909720671030213,-1.8606366751894574,0.8366660157080139
B0 segment,marginale2,1052,0.1,52.75665399239544,52.9071609632446,0.15050697084915754,1.0028528528528524,0.07909720671030213,-1.8606366751894574,0.8366660157080139
B0 segment,marginale2,1052,0.25,52.75665399239544,52.582382762991124,-0.17427122940431872,0.9966966966966965,0.07909720671030213,-1.8606366751894574,0.8366660157080139
B0 segment,marginale2,1052,0.5,52.75665399239544,52.344740177439796,-0.4119138149556463,0.9921921921921921,0.07909720671030213,-1.8606366751894574,0.8366660157080139
B0 segment,marginale3,1052,0.05,38.68821292775665,38.65652724968314,-0.03168567807351508,0.9991809991809991,-1.0928738213281706,5.084709013790394,0.9284120845492725
B0 segment,marginale3,1052,0.1,38.68821292775665,38.4584917617237,-0.22972116603295234,0.9940622440622441,-1.0928738213281706,5.084709013790394,0.9284120845492725
B0 segment,marginale3,1052,0.25,38.68821292775665,38.838719898605824,0.15050697084917175,1.0038902538902539,-1.0928738213281706,5.084709013790394,0.9284120845492725
B0 segment,marginale3,1052,0.5,38.68821292775665,39.393219264892274,0.7050063371356217,1.0182227682227685,-1.0928738213281706,5.084709013790394,0.9284120845492725
C2,polarisation,300,0.05,0.4511735763298975,0.45751986249335586,0.006346286163458337,1.0140661742983323,0.030984203008436642,1.9188304052145995,1.0
C2,polarisation,300,0.1,0.4511735763298975,0.4734603006828872,0.022286724352989673,1.0493972287434972,0.030984203008436642,1.9188304052145995,1.0
C2,marginale1,300,0.05,33.51555555555555,33.74999999999999,0.234444444444442,1.0069950934889271,3.1444444444442583,30.88888888889157,1.0
C2,marginale1,300,0.1,33.51555555555555,34.13888888888889,0.623333333333342,1.0185983291340674,3.1444444444442583,30.88888888889157,1.0
C2,marginale2,300,0.05,52.67444444444445,52.02777777777778,-0.6466666666666683,0.9877233319973843,-10.233333333333327,-54.000000000000604,1.0
C2,marginale2,300,0.1,52.67444444444445,51.11111111111111,-1.5633333333333397,0.9703208386947074,-10.233333333333327,-54.000000000000604,1.0
C2,marginale3,300,0.05,38.85333333333333,39.833333333333336,0.980000000000004,1.0252230610844202,25.511111111111255,-118.22222222222362,1.0
C2,marginale3,300,0.1,38.85333333333333,40.22222222222222,1.3688888888888897,1.0352322123083963,25.511111111111255,-118.22222222222362,1.0
C2,polarisation,500,0.05,0.4505124928414748,0.460881331702077,0.010368838860602192,1.0230156522302052,0.17558630551531942,0.6358094339344863,1.0
C2,polarisation,500,0.1,0.4505124928414748,0.47442921773235164,0.023916724890876817,1.0530878172545874,0.17558630551531942,0.6358094339344863,1.0
C2,marginale1,500,0.05,33.66,33.55,-0.10999999999999943,0.9967320261437909,-12.966666666666738,215.33333333333496,1.0
C2,marginale1,500,0.1,33.66,34.51666666666667,0.8566666666666762,1.025450584274114,-12.966666666666738,215.33333333333496,1.0
C2,marginale2,500,0.05,52.781333333333336,51.91666666666668,-0.8646666666666576,0.9836179457383926,-21.106666666666303,76.2666666666632,1.0
C2,marginale2,500,0.1,52.781333333333336,51.43333333333334,-1.347999999999999,0.9744606679128985,-21.106666666666303,76.2666666666632,1.0
C2,marginale3,500,0.05,38.64333333333333,39.5,0.8566666666666691,1.0221685499870612,16.53333333333335,12.000000000000451,1.0
C2,marginale3,500,0.1,38.64333333333333,40.41666666666667,1.7733333333333405,1.0458897610627105,16.53333333333335,12.000000000000451,1.0
C2,polarisation,750,0.05,0.4499781195827245,0.46103942877204807,0.011061309189323576,1.0245818823359256,0.21554525025529614,0.11361867062350536,1.0
C2,polarisation,750,0.1,0.4499781195827245,0.47266883131448917,0.02269071173176468,1.0504262557317372,0.21554525025529614,0.11361867062350536,1.0
C2,marginale1,750,0.05,33.66888888888889,33.84444444444444,0.17555555555555458,1.0052141772820276,-5.511111111111193,180.44444444444562,1.0
C2,marginale1,750,0.1,33.66888888888889,34.922222222222224,1.2533333333333374,1.0372252656590326,-5.511111111111193,180.44444444444562,1.0
C2,marginale2,750,0.05,52.733777777777775,52.23333333333334,-0.5004444444444331,0.9905099830595614,-10.346666666666303,6.755555555552914,1.0
C2,marginale2,750,0.1,52.733777777777775,51.76666666666667,-0.9671111111111017,0.9816605001222073,-10.346666666666303,6.755555555552914,1.0
C2,marginale3,750,0.05,38.64222222222222,39.922222222222224,1.2800000000000011,1.03312438898154,34.06666666666665,-169.33333333333272,1.0
C2,marginale3,750,0.1,38.64222222222222,40.35555555555556,1.7133333333333383,1.0443383748346657,34.06666666666665,-169.33333333333272,1.0
C2,polarisation,1052,0.05,0.45045309673791467,0.45916105392885337,0.008707957190938698,1.0193315513956944,0.15069849082165562,0.46921305994236373,1.0
C2,polarisation,1052,0.1,0.45045309673791467,0.4702150764195039,0.019761979681589215,1.0438713371596315,0.15069849082165562,0.46921305994236373,1.0
C2,marginale1,1052,0.05,33.65019011406844,34.06210392902408,0.4119138149556463,1.0122410546139362,6.812420785805097,28.51711026615645,1.0
C2,marginale1,1052,0.1,33.65019011406844,34.61660329531051,0.9664131812420749,1.028719397363465,6.812420785805097,28.51711026615645,1.0
C2,marginale2,1052,0.05,52.75665399239544,52.22591888466413,-0.53073510773131,0.9899399399399399,-10.852344740177521,4.752851711026549,1.0
C2,marginale2,1052,0.1,52.75665399239544,51.718948035487955,-1.0377059569074873,0.9803303303303301,-10.852344740177521,4.752851711026549,1.0
C2,marginale3,1052,0.05,38.68821292775665,39.662547528517116,0.9743346007604643,1.0251842751842755,20.199619771863333,-14.25855513308107,1.0
C2,marginale3,1052,0.1,38.68821292775665,40.565589353612175,1.8773764258555232,1.0485257985257987,20.199619771863333,-14.25855513308107,1.0
C3,polarisation,300,0.05,0.4511735763298975,0.43631839223313956,-0.014855184096757956,0.9670743481531022,-0.3408628176354637,0.8751827140060948,1.0
C3,polarisation,300,0.1,0.4511735763298975,0.4258391217064121,-0.025334454623485436,0.943847654311739,-0.3408628176354637,0.8751827140060948,1.0
C3,marginale1,300,0.05,33.51555555555555,34.44444444444445,0.9288888888888991,1.027715157140963,8.70000000000025,197.5555555555544,1.0
C3,marginale1,300,0.1,33.51555555555555,36.36111111111112,2.8455555555555705,1.0849025328205812,8.70000000000025,197.5555555555544,1.0
C3,marginale2,300,0.05,52.67444444444445,51.63888888888889,-1.035555555555554,0.9803404560507942,-14.122222222222186,-131.77777777777771,1.0
C3,marginale2,300,0.1,52.67444444444445,49.94444444444445,-2.729999999999997,0.9481722108549371,-14.122222222222186,-131.77777777777771,1.0
C3,marginale3,300,0.05,38.85333333333333,36.25,-2.6033333333333317,0.9329958819492108,-71.15555555555541,381.7777777777762,1.0
C3,marginale3,300,0.1,38.85333333333333,35.55555555555555,-3.2977777777777817,0.9151223976206817,-71.15555555555541,381.7777777777762,1.0
C3,polarisation,500,0.05,0.4505124928414748,0.43484015080484556,-0.01567234203662926,0.9652121921463697,-0.3507875801125335,0.7468147875989702,1.0
C3,polarisation,500,0.1,0.4505124928414748,0.42290188270621115,-0.02761061013526367,0.9387128868255842,-0.3507875801125335,0.7468147875989702,1.0
C3,marginale1,500,0.05,33.66,33.96666666666666,0.30666666666666487,1.0091107149930678,-10.966666666666784,342.0000000000015,1.0
C3,marginale1,500,0.1,33.66,35.983333333333334,2.3233333333333377,1.0690235690235692,-10.966666666666784,342.0000000000015,1.0
C3,marginale2,500,0.05,52.781333333333336,51.23333333333333,-1.548000000000009,0.9706714495023492,-45.60666666666704,292.9333333333374,1.0
C3,marginale2,500,0.1,52.781333333333336,51.150000000000006,-1.6313333333333304,0.9690926084979539,-45.60666666666704,292.9333333333374,1.0
C3,marginale3,500,0.05,38.64333333333333,36.93333333333333,-1.7100000000000009,0.9557491589752437,-37.46666666666675,65.333333333335,1.0
C3,marginale3,500,0.1,38.64333333333333,35.550000000000004,-3.0933333333333266,0.9199516949883552,-37.46666666666675,65.333333333335,1.0
C3,polarisation,750,0.05,0.4499781195827245,0.43750607708944084,-0.012472042493283653,0.9722830023272037,-0.28822379915450924,0.775658985776728,1.0
C3,polarisation,750,0.1,0.4499781195827245,0.4289123295250408,-0.021065790057683664,0.9531848569054459,-0.28822379915450924,0.775658985776728,1.0
C3,marginale1,750,0.05,33.66888888888889,34.58888888888888,0.9199999999999946,1.0273249290475874,18.26666666666646,2.6666666666685037,1.0
C3,marginale1,750,0.1,33.66888888888889,35.52222222222222,1.8533333333333317,1.055045871559633,18.26666666666646,2.6666666666685037,1.0
C3,marginale2,750,0.05,52.733777777777775,51.34444444444444,-1.389333333333333,0.9736538250836487,-39.3466666666667,231.20000000000107,1.0
C3,marginale2,750,0.1,52.733777777777775,51.111111111111114,-1.6226666666666603,0.9692290836149717,-39.3466666666667,231.20000000000107,1.0
C3,marginale3,750,0.05,38.64222222222222,37.17777777777778,-1.464444444444446,0.9621024785784116,-29.933333333333376,12.888888888889477,1.0
C3,marginale3,750,0.1,38.64222222222222,35.77777777777778,-2.8644444444444446,0.9258726781298522,-29.933333333333376,12.888888888889477,1.0
C3,polarisation,1052,0.05,0.45045309673791467,0.43874005272570177,-0.011713044012212903,0.9739971950530781,-0.25229388827427907,0.3606601606004233,1.0
C3,polarisation,1052,0.1,0.45045309673791467,0.428830309516491,-0.02162278722142369,0.9519976943703766,-0.25229388827427907,0.3606601606004233,1.0
C3,marginale1,1052,0.05,33.65019011406844,34.57699619771862,0.9268060836501846,1.0275423728813557,22.021546261089767,-69.70849176172177,1.0
C3,marginale1,1052,0.1,33.65019011406844,35.1552598225602,1.5050697084917601,1.0447269303201505,22.021546261089767,-69.70849176172177,1.0
C3,marginale2,1052,0.05,52.75665399239544,51.6318124207858,-1.1248415716096432,0.9786786786786785,-25.348542458808993,57.03422053232287,1.0
C3,marginale2,1052,0.1,52.75665399239544,50.79214195183777,-1.964512040557672,0.9627627627627627,-25.348542458808993,57.03422053232287,1.0
C3,marginale3,1052,0.05,38.68821292775665,37.42078580481623,-1.2674271229404255,0.9672399672399674,-22.259188846641095,-61.78707224334798,1.0
C3,marginale3,1052,0.1,38.68821292775665,35.84442332065906,-2.843789607097591,0.9264946764946765,-22.259188846641095,-61.78707224334798,1.0
E2 regression contexte tirage,polarisation,300,0.05,0.4511735763298975,0.4565594331646865,0.005385856834788982,1.0119374385321955,0.05848399297815414,-0.211358868632901,0.9825802390707693
E2 regression contexte tirage,polarisation,300,0.1,0.4511735763298975,0.4549739610655739,0.0038003847356763987,1.0084233318063325,0.05848399297815414,-0.211358868632901,0.9825802390707693
E2 regression contexte tirage,polarisation,300,0.25,0.4511735763298975,0.4514662582767113,0.00029268194681375537,1.000648712518128,0.05848399297815414,-0.211358868632901,0.9825802390707693
E2 regression contexte tirage,polarisation,300,0.5,0.4511735763298975,0.4278229289042492,-0.023350647425648297,0.9482446476241012,0.05848399297815414,-0.211358868632901,0.9825802390707693
E2 regression contexte tirage,marginale1,300,0.05,33.51555555555555,34.083333333333336,0.5677777777777848,1.0169407240419044,-0.8867109725412639,5.873117456149907,0.7304634006328664
E2 regression contexte tirage,marginale1,300,0.1,33.51555555555555,33.44444444444444,-0.07111111111110802,0.9978782654820316,-0.8867109725412639,5.873117456149907,0.7304634006328664
E2 regression contexte tirage,marginale1,300,0.25,33.51555555555555,33.47222222222222,-0.04333333333332945,0.998707068028113,-0.8867109725412639,5.873117456149907,0.7304634006328664
E2 regression contexte tirage,marginale1,300,0.5,33.51555555555555,34.583333333333336,1.0677777777777848,1.0318591698713702,-0.8867109725412639,5.873117456149907,0.7304634006328664
E2 regression contexte tirage,marginale2,300,0.05,52.67444444444445,54.27777777777777,1.6033333333333246,1.0304385428312273,11.741637494074316,-25.28496152864385,0.6488321352013318
E2 regression contexte tirage,marginale2,300,0.1,52.67444444444445,52.861111111111114,0.18666666666666742,1.0035437804543632,11.741637494074316,-25.28496152864385,0.6488321352013318
E2 regression contexte tirage,marginale2,300,0.25,52.67444444444445,54.111111111111114,1.4366666666666674,1.0272744531398317,11.741637494074316,-25.28496152864385,0.6488321352013318
E2 regression contexte tirage,marginale2,300,0.5,52.67444444444445,52.22222222222222,-0.4522222222222254,0.9914147699706793,11.741637494074316,-25.28496152864385,0.6488321352013318
E2 regression contexte tirage,marginale3,300,0.05,38.85333333333333,38.05555555555555,-0.7977777777777817,0.9794669412033858,-1.2726652809685135,-1.1577143273894328,0.5520837664320399
E2 regression contexte tirage,marginale3,300,0.1,38.85333333333333,38.416666666666664,-0.4366666666666674,0.988761153054221,-1.2726652809685135,-1.1577143273894328,0.5520837664320399
E2 regression contexte tirage,marginale3,300,0.25,38.85333333333333,38.91666666666667,0.06333333333333968,1.001630061770762,-1.2726652809685135,-1.1577143273894328,0.5520837664320399
E2 regression contexte tirage,marginale3,300,0.5,38.85333333333333,37.833333333333336,-1.019999999999996,0.9737474262182568,-1.2726652809685135,-1.1577143273894328,0.5520837664320399
E2 regression contexte tirage,polarisation,500,0.05,0.4505124928414748,0.4502376975446929,-0.0002747952967819267,0.9993900384536537,-0.003406870584543461,-0.0626793843536558,0.9970340298771967
E2 regression contexte tirage,polarisation,500,0.1,0.4505124928414748,0.44871271922823325,-0.0017997736132415731,0.9960050528190905,-0.003406870584543461,-0.0626793843536558,0.9970340298771967
E2 regression contexte tirage,polarisation,500,0.25,0.4505124928414748,0.4462571721988373,-0.004255320642637506,0.990554489142358,-0.003406870584543461,-0.0626793843536558,0.9970340298771967
E2 regression contexte tirage,polarisation,500,0.5,0.4505124928414748,0.4330435160709054,-0.01746897677056941,0.9612242123178671,-0.003406870584543461,-0.0626793843536558,0.9970340298771967
E2 regression contexte tirage,marginale1,500,0.05,33.66,34.06666666666666,0.4066666666666663,1.0120816003168944,-6.444910294278482,15.430423367246378,0.6789184626065481
E2 regression contexte tirage,marginale1,500,0.1,33.66,33.16666666666667,-0.4933333333333252,0.9853436324024561,-6.444910294278482,15.430423367246378,0.6789184626065481
E2 regression contexte tirage,marginale1,500,0.25,33.66,32.766666666666666,-0.8933333333333309,0.97346009110715,-6.444910294278482,15.430423367246378,0.6789184626065481
E2 regression contexte tirage,marginale1,500,0.5,33.66,34.349999999999994,0.6899999999999977,1.0204991087344029,-6.444910294278482,15.430423367246378,0.6789184626065481
E2 regression contexte tirage,marginale2,500,0.05,52.781333333333336,54.366666666666674,1.5853333333333381,1.0300358712676199,6.614635707252981,-12.560540422273208,0.3684784993313174
E2 regression contexte tirage,marginale2,500,0.1,52.781333333333336,52.75,-0.0313333333333361,0.9994063557823473,6.614635707252981,-12.560540422273208,0.3684784993313174
E2 regression contexte tirage,marginale2,500,0.25,52.781333333333336,53.54999999999999,0.768666666666654,1.0145632294245437,6.614635707252981,-12.560540422273208,0.3684784993313174
E2 regression contexte tirage,marginale2,500,0.5,52.781333333333336,52.98333333333333,0.20199999999999108,1.0038271105946546,6.614635707252981,-12.560540422273208,0.3684784993313174
E2 regression contexte tirage,marginale3,500,0.05,38.64333333333333,38.733333333333334,0.09000000000000341,1.002328991632882,0.8683212996390108,0.16787003610104492,0.9519598658122267
E2 regression contexte tirage,marginale3,500,0.1,38.64333333333333,38.81666666666667,0.1733333333333391,1.0044854653670319,0.8683212996390108,0.16787003610104492,0.9519598658122267
E2 regression contexte tirage,marginale3,500,0.25,38.64333333333333,38.8,0.1566666666666663,1.0040541706202017,0.8683212996390108,0.16787003610104492,0.9519598658122267
E2 regression contexte tirage,marginale3,500,0.5,38.64333333333333,39.13333333333333,0.490000000000002,1.0126800655568016,0.8683212996390108,0.16787003610104492,0.9519598658122267
E2 regression contexte tirage,polarisation,750,0.05,0.4499781195827245,0.44901732425355095,-0.000960795329173536,0.9978647954481331,-0.004636917886587001,-0.051553651197350406,0.9795203221446221
E2 regression contexte tirage,polarisation,750,0.1,0.4499781195827245,0.44725175090520725,-0.0027263686775172435,0.9939411083364554,-0.004636917886587001,-0.051553651197350406,0.9795203221446221
E2 regression contexte tirage,polarisation,750,0.25,0.4499781195827245,0.44693098026291606,-0.003047139319808434,0.9932282500255032,-0.004636917886587001,-0.051553651197350406,0.9795203221446221
E2 regression contexte tirage,polarisation,750,0.5,0.4499781195827245,0.4345135857703191,-0.015464533812405368,0.9656326982593154,-0.004636917886587001,-0.051553651197350406,0.9795203221446221
E2 regression contexte tirage,marginale1,750,0.05,33.66888888888889,33.81111111111111,0.14222222222222314,1.0042241436208832,-3.197359880392363,6.0390183422674255,0.6830075162004667
E2 regression contexte tirage,marginale1,750,0.1,33.66888888888889,33.199999999999996,-0.46888888888889113,0.9860735264999009,-3.197359880392363,6.0390183422674255,0.6830075162004667
E2 regression contexte tirage,marginale1,750,0.25,33.66888888888889,33.27777777777778,-0.3911111111111083,0.9883836050425715,-3.197359880392363,6.0390183422674255,0.6830075162004667
E2 regression contexte tirage,marginale1,750,0.5,33.66888888888889,33.577777777777776,-0.09111111111111114,0.9972939079928718,-3.197359880392363,6.0390183422674255,0.6830075162004667
E2 regression contexte tirage,marginale2,750,0.05,52.733777777777775,53.366666666666674,0.6328888888888997,1.01200158447885,4.280837618057906,-6.964569886591677,0.7113637886449424
E2 regression contexte tirage,marginale2,750,0.1,52.733777777777775,53.26666666666667,0.5328888888888983,1.0101052667065598,4.280837618057906,-6.964569886591677,0.7113637886449424
E2 regression contexte tirage,marginale2,750,0.25,52.733777777777775,53.1,0.3662222222222269,1.006944737086076,4.280837618057906,-6.964569886591677,0.7113637886449424
E2 regression contexte tirage,marginale2,750,0.5,52.733777777777775,53.18888888888889,0.45511111111111546,1.0086303528836673,4.280837618057906,-6.964569886591677,0.7113637886449424
E2 regression contexte tirage,marginale3,750,0.05,38.64222222222222,38.76666666666666,0.12444444444443548,1.0032204267065383,0.4489187907959847,1.532363344637851,0.6700984706347656
E2 regression contexte tirage,marginale3,750,0.1,38.64222222222222,39.05555555555556,0.413333333333334,1.010696417275289,0.4489187907959847,1.532363344637851,0.6700984706347656
E2 regression contexte tirage,marginale3,750,0.25,38.64222222222222,38.58888888888888,-0.05333333333334167,0.998619817125769,0.4489187907959847,1.532363344637851,0.6700984706347656
E2 regression contexte tirage,marginale3,750,0.5,38.64222222222222,39.300000000000004,0.6577777777777811,1.017022255448847,0.4489187907959847,1.532363344637851,0.6700984706347656
E2 regression contexte tirage,polarisation,1052,0.05,0.45045309673791467,0.4492779153355875,-0.0011751814023271967,0.9973911126134161,-0.03188476227046493,0.006988637231644877,0.9993422428039506
E2 regression contexte tirage,polarisation,1052,0.1,0.45045309673791467,0.44729760664057133,-0.0031554900973433386,0.9929948531374415,-0.03188476227046493,0.006988637231644877,0.9993422428039506
E2 regression contexte tirage,polarisation,1052,0.25,0.45045309673791467,0.44279774151002665,-0.007655355227888017,0.9830052112343628,-0.03188476227046493,0.006988637231644877,0.9993422428039506
