source,quantite,taille,taux,valeur_humaine,valeur,ecart,facteur,courbe_a,courbe_b,courbe_r2
B0 segment,polarisation,300,0.05,0.4511735763298975,0.4684284607101504,0.017254884380252855,1.038244448002948,0.047204207961155084,-0.10716249295543129,0.16873430912718523
B0 segment,polarisation,300,0.1,0.4511735763298975,0.4491674740992655,-0.002006102230632023,0.9955535910437158,0.047204207961155084,-0.10716249295543129,0.16873430912718523
B0 segment,polarisation,300,0.25,0.4511735763298975,0.45443757841542537,0.0032640020855278506,1.0072344708484018,0.047204207961155084,-0.10716249295543129,0.16873430912718523
B0 segment,polarisation,300,0.5,0.4511735763298975,0.44851947571712075,-0.0026541006127767663,0.9941173403053283,0.047204207961155084,-0.10716249295543129,0.16873430912718523
B0 segment,marginale1,300,0.05,33.51555555555555,32.833333333333336,-0.6822222222222152,0.9796446094682405,4.600585275134083,-8.765598220472015,0.3866590459857273
B0 segment,marginale1,300,0.1,33.51555555555555,34.13888888888889,0.623333333333342,1.0185983291340674,4.600585275134083,-8.765598220472015,0.3866590459857273
B0 segment,marginale1,300,0.25,33.51555555555555,34.27777777777778,0.7622222222222277,1.0227423418644743,4.600585275134083,-8.765598220472015,0.3866590459857273
B0 segment,marginale1,300,0.5,33.51555555555555,33.58333333333333,0.06777777777777771,1.0020222782124386,4.600585275134083,-8.765598220472015,0.3866590459857273
B0 segment,marginale2,300,0.05,52.67444444444445,52.444444444444436,-0.23000000000001108,0.9956335562258736,0.6887120300477538,-3.5782737118476704,0.1864519261262051
B0 segment,marginale2,300,0.1,52.67444444444445,53.69444444444445,1.0200000000000031,1.0193642289113423,0.6887120300477538,-3.5782737118476704,0.1864519261262051
B0 segment,marginale2,300,0.25,52.67444444444445,52.083333333333336,-0.5911111111111111,0.9887780285611829,0.6887120300477538,-3.5782737118476704,0.1864519261262051
B0 segment,marginale2,300,0.5,52.67444444444445,52.22222222222223,-0.4522222222222183,0.9914147699706795,0.6887120300477538,-3.5782737118476704,0.1864519261262051
B0 segment,marginale3,300,0.05,38.85333333333333,38.27777777777778,-0.5755555555555532,0.9851864561885153,0.6967581956751934,-2.6455165372133487,0.11797121255222265
B0 segment,marginale3,300,0.1,38.85333333333333,38.5,-0.3533333333333317,0.9909059711736445,0.6967581956751934,-2.6455165372133487,0.11797121255222265
B0 segment,marginale3,300,0.25,38.85333333333333,39.333333333333336,0.480000000000004,1.0123541523678794,0.6967581956751934,-2.6455165372133487,0.11797121255222265
B0 segment,marginale3,300,0.5,38.85333333333333,38.44444444444444,-0.40888888888888886,0.9894760924273621,0.6967581956751934,-2.6455165372133487,0.11797121255222265
B0 segment,polarisation,500,0.05,0.4505124928414748,0.45611754787962444,0.00560505503814962,1.012441508564607,0.022810126489532036,-0.04747657573437221,0.3376768971145223
B0 segment,polarisation,500,0.1,0.4505124928414748,0.4509358041730218,0.00042331133154699385,1.0009396217380724,0.022810126489532036,-0.04747657573437221,0.3376768971145223
B0 segment,polarisation,500,0.25,0.4505124928414748,0.45248285078381634,0.0019703579423415163,1.004373592239172,0.022810126489532036,-0.04747657573437221,0.3376768971145223
B0 segment,polarisation,500,0.5,0.4505124928414748,0.450249119097681,-0.0002633737437938155,0.9994153908094031,0.022810126489532036,-0.04747657573437221,0.3376768971145223
B0 segment,marginale1,500,0.05,33.66,33.31666666666667,-0.3433333333333266,0.9897999603881958,1.0456952193414966,-2.872552237173316,0.23442422276026043
B0 segment,marginale1,500,0.1,33.66,33.73333333333334,0.0733333333333448,1.0021786492374731,1.0456952193414966,-2.872552237173316,0.23442422276026043
B0 segment,marginale1,500,0.25,33.66,33.88333333333333,0.22333333333333627,1.0066349772232126,1.0456952193414966,-2.872552237173316,0.23442422276026043
B0 segment,marginale1,500,0.5,33.66,33.43333333333333,-0.22666666666666657,0.9932659932659933,1.0456952193414966,-2.872552237173316,0.23442422276026043
B0 segment,marginale2,500,0.05,52.781333333333336,52.93333333333333,0.15199999999999392,1.0028798059920172,-3.173790066732384,5.372946067170052,0.6741461608143445
B0 segment,marginale2,500,0.1,52.781333333333336,52.699999999999996,-0.08133333333334036,0.9984590511797099,-3.173790066732384,5.372946067170052,0.6741461608143445
B0 segment,marginale2,500,0.25,52.781333333333336,52.099999999999994,-0.6813333333333418,0.9870913959480623,-3.173790066732384,5.372946067170052,0.6741461608143445
B0 segment,marginale2,500,0.5,52.781333333333336,52.583333333333336,-0.1980000000000004,0.9962486737735563,-3.173790066732384,5.372946067170052,0.6741461608143445
B0 segment,marginale3,500,0.05,38.64333333333333,38.13333333333333,-0.509999999999998,0.9868023807470025,0.1188682857455608,2.3858986981730523,0.38004604174132806
B0 segment,marginale3,500,0.1,38.64333333333333,38.199999999999996,-0.44333333333333513,0.9885275597343224,0.1188682857455608,2.3858986981730523,0.38004604174132806
B0 segment,marginale3,500,0.25,38.64333333333333,39.31666666666667,0.6733333333333391,1.0174243077719314,0.1188682857455608,2.3858986981730523,0.38004604174132806
