volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,axes,n_pool,n_items_contexte,note,n_axes,n_cellules,plafond,attribut_retire,chute_points,modalites,n_attaques,n_items,hasard,fpr_cible,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,comparateur_retenu,seuil_effondrement,seuil_tenue,k_items,n_tirages_items,temoin_aleatoire,n_modalites,attribut,park_bloc_complet,top1_comparateur
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0005830903790087463,0.0,0.0013119533527696794,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),top1_ferme_borne_en_faveur,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),auc_monde_ouvert,0.00017188605276901816,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.005344995140913508,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,11.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),top1_ferme_borne_en_faveur,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),auc_monde_ouvert,4.415204926896482e-05,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 11 attributs homologues de Park (11),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),top1_ferme_borne_en_faveur,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),auc_monde_ouvert,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00826044703595724,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_fp_absolus,17.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),top1_ferme_borne_contre,0.0014577259475218659,0.0,0.003401360544217687,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),auc_monde_ouvert,0.0007274463304688806,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,"enrichi PMM k=10 | 14 attributs, bloc complet (14)",A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0004049238743116294,0.0,0.0011337868480725622,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),top1_ferme_borne_en_faveur,0.0009718172983479105,0.0,0.0024295432458697765,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),auc_monde_ouvert,5.855458940483038e-05,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.005344995140913508,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,11.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),auc_monde_ouvert,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi MODE k=10 | 14 attributs,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),top1_ferme_borne_en_faveur,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),auc_monde_ouvert,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi DONNEUR k=1 | 14 attributs,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
