volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,axes,n_pool,n_items_contexte,note,n_axes,n_cellules,plafond,attribut_retire,chute_points,modalites,n_attaques,n_items,hasard,fpr_cible,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,comparateur_retenu,seuil_effondrement,seuil_tenue,k_items,n_tirages_items,temoin_aleatoire,n_modalites,attribut,park_bloc_complet,top1_comparateur
4 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.042759961127308066,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,88.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),top1_ferme_uniforme_PUBLIE,0.021452866861030127,0.015816124068675087,0.027973153547133135,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),top1_ferme_borne_en_faveur,0.02672497570456754,0.019922254616132166,0.034013605442176874,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),top1_ferme_borne_contre,0.017978620019436346,0.012633624878522837,0.024295432458697766,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),auc_monde_ouvert,0.013135588818340052,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0009830903790087463,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0019814509654793593,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.001943634596695821,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00826044703595724,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,17.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,4.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.007774538386783284,0.004373177842565598,0.011661807580174927,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),top1_ferme_borne_en_faveur,0.007774538386783284,0.004373177842565598,0.011661807580174927,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),top1_ferme_borne_contre,0.007774538386783284,0.004373177842565598,0.011661807580174927,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),auc_monde_ouvert,0.005144304007872759,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,comparateur demographique (Demographics Only),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),top1_ferme_uniforme_PUBLIE,8.098477486232588e-05,0.0,0.00024295432458697764,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),top1_ferme_borne_en_faveur,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),top1_ferme_borne_contre,0.0,0.0,0.0,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),auc_monde_ouvert,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.007774538386783284,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,16.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),top1_ferme_borne_en_faveur,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),auc_monde_ouvert,1.1569253551760853e-05,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 4 axes (genre x race x age x education) (4),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),top1_ferme_uniforme_PUBLIE,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),top1_ferme_borne_en_faveur,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),auc_monde_ouvert,0.0002179269597607195,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.0058309037900874635,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,12.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.00048590864917395527,0.0,0.001943634596695821,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),top1_ferme_borne_en_faveur,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),auc_monde_ouvert,8.476249030779881e-05,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
4 armement egal,Twin,enrichi PMM k=10 | 8 premiers attributs (8),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,,2058.0,,,,,,,,,2058.0,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,
